BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,FPL,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
HST,18Jun2021,Eastern,N,"1,917","1,913",0,"-1,913",,0,,,,,,,,"-1,913",,,,,0,,,0,524,0,524,0,"1,913",,0.60
HST,19Jun2021,Eastern,N,"2,013","1,988",0,"-1,988",,0,,,,,,,,"-1,988",,,,,0,,,0,552,0,552,0,"1,988",,0.61
HST,20Jun2021,Eastern,N,"2,073","2,076",0,"-2,076",,0,,,,,,,,"-2,076",,,,,0,,,0,582,0,582,0,"2,076",,0.62
HST,21Jun2021,Eastern,N,"2,129","2,133",0,"-2,133",,0,,,,,,,,"-2,133",,,,,0,,,0,608,0,608,0,"2,133",,0.63
HST,22Jun2021,Eastern,N,"2,214","2,161",0,"-2,161",,0,,,,,,,,"-2,161",,,,,0,,,0,613,0,613,0,"2,161",,0.63
HST,23Jun2021,Eastern,N,"2,118","2,027",0,"-2,027",,0,,,,,,,,"-2,027",,,,,0,,,0,559,0,559,0,"2,027",,0.61
HST,24Jun2021,Eastern,N,"1,970","1,756",0,"-1,756",,0,,,,,,,,"-1,756",,,,,0,,,0,468,0,468,0,"1,756",,0.59
HST,25Jun2021,Eastern,N,"1,819","1,871",0,"-1,871",,0,,,,,,,,"-1,871",,,,,0,,,0,501,0,501,0,"1,871",,0.59
HST,26Jun2021,Eastern,N,"1,984","1,883",0,"-1,883",,0,,,,,,,,"-1,883",,,,,0,,,0,509,0,509,0,"1,883",,0.60
HST,27Jun2021,Eastern,N,"1,963","1,876",0,"-1,876",,0,,,,,,,,"-1,876",,,,,0,,,0,502,0,502,0,"1,876",,0.59
HST,28Jun2021,Eastern,N,"1,946","1,634",0,"-1,633",,0,,,,,,,,"-1,633",,,,,0,,,0,442,0,442,0,"1,633",,0.60
HST,29Jun2021,Eastern,N,"1,853","1,721",3,"-1,718",,3,,,,,,,,"-1,718",,0.90,,,1,,,1,466,0,468,3,"1,721",0.90,0.60
HST,30Jun2021,Eastern,N,"1,819","1,640",2,"-1,639",,2,,,,,,,,"-1,639",,0.90,,,1,,,1,433,0,434,2,"1,641",0.90,0.58
HST,01Jul2021,Eastern,N,"1,673","1,675",5,"-1,669",,5,,,,,,,,"-1,669",,0.90,,,2,,,2,449,0,451,5,"1,674",0.90,0.59
HST,02Jul2021,Eastern,N,"1,767","1,842",1,"-1,842",,1,,,,,,,,"-1,842",,0.90,,,0,,,0,502,0,502,1,"1,843",0.90,0.60
HST,03Jul2021,Eastern,N,"1,957","2,064",0,"-2,064",,0,,,,,,,,"-2,064",,,,,0,,,0,572,0,572,0,"2,064",,0.61
HST,04Jul2021,Eastern,N,"2,155","2,091",0,"-2,091",,0,,,,,,,,"-2,091",,,,,0,,,0,576,0,576,0,"2,091",,0.61
HST,05Jul2021,Eastern,N,"2,048","1,951",0,"-1,951",,0,,,,,,,,"-1,951",,,,,0,,,0,537,0,537,0,"1,951",,0.61
HST,06Jul2021,Eastern,N,"2,129","1,740",5,"-1,735",,5,,,,,,,,"-1,735",,0.90,,,2,,,2,463,0,465,5,"1,740",0.90,0.59
HST,07Jul2021,Eastern,N,"2,025","1,970",0,"-1,970",,0,,,,,,,,"-1,970",,,,,0,,,0,537,0,537,0,"1,970",,0.60
HST,08Jul2021,Eastern,N,"2,110","2,001",0,"-2,001",,0,,,,,,,,"-2,001",,,,,0,,,0,541,0,541,0,"2,001",,0.60
HST,09Jul2021,Eastern,N,"2,153","2,018",0,"-2,018",,0,,,,,,,,"-2,018",,,,,0,,,0,559,0,559,0,"2,018",,0.61
HST,10Jul2021,Eastern,N,"2,108","1,884",0,"-1,884",,0,,,,,,,,"-1,884",,,,,0,,,0,505,0,505,0,"1,884",,0.59
HST,11Jul2021,Eastern,N,"1,952","1,907",0,"-1,907",,0,,,,,,,,"-1,907",,,,,0,,,0,517,0,517,0,"1,907",,0.60
HST,12Jul2021,Eastern,N,"1,979","1,822",0,"-1,822",,0,,,,,,,,"-1,822",,,,,0,,,0,494,0,494,0,"1,822",,0.60
HST,13Jul2021,Eastern,N,"1,899","1,708",0,"-1,708",,0,,,,,,,,"-1,708",,,,,0,,,0,457,0,457,0,"1,708",,0.59
HST,14Jul2021,Eastern,N,"1,711","1,857",0,"-1,857",,0,,,,,,,,"-1,857",,,,,0,,,0,506,0,506,0,"1,857",,0.60
HST,15Jul2021,Eastern,N,"2,022","1,944",0,"-1,944",,0,,,,,,,,"-1,944",,,,,0,,,0,534,0,534,0,"1,944",,0.61
HST,16Jul2021,Eastern,N,"2,067","1,969",0,"-1,969",,0,,,,,,,,"-1,969",,,,,0,,,0,536,0,536,0,"1,969",,0.60
HST,17Jul2021,Eastern,N,"2,077","1,928",0,"-1,928",,0,,,,,,,,"-1,928",,,,,0,,,0,521,0,521,0,"1,928",,0.60
HST,18Jul2021,Eastern,N,"2,026","2,032",0,"-2,032",,0,,,,,,,,"-2,032",,,,,0,,,0,559,0,559,0,"2,032",,0.61
HST,19Jul2021,Eastern,N,"2,133","2,075",0,"-2,075",,0,,,,,,,,"-2,075",,,,,0,,,0,585,0,585,0,"2,075",,0.62
HST,20Jul2021,Eastern,N,"2,143","1,965",0,"-1,965",,0,,,,,,,,"-1,965",,,,,0,,,0,540,0,540,0,"1,965",,0.61
HST,21Jul2021,Eastern,N,"1,976","2,091",0,"-2,091",,0,,,,,,,,"-2,091",,,,,0,,,0,586,0,586,0,"2,091",,0.62
HST,22Jul2021,Eastern,N,"2,268","2,180",0,"-2,180",,0,,,,,,,,"-2,180",,,,,0,,,0,625,0,625,0,"2,180",,0.63
HST,23Jul2021,Eastern,N,"2,275","2,006",0,"-2,006",,0,,,,,,,,"-2,006",,,,,0,,,0,570,0,570,0,"2,006",,0.63
HST,24Jul2021,Eastern,N,"2,002","1,826",0,"-1,826",,0,,,,,,,,"-1,826",,,,,0,,,0,493,0,493,0,"1,826",,0.60
HST,25Jul2021,Eastern,N,"1,895","1,783",0,"-1,783",,0,,,,,,,,"-1,783",,,,,0,,,0,488,0,488,0,"1,783",,0.60
HST,26Jul2021,Eastern,N,"1,887","1,852",0,"-1,852",,0,,,,,,,,"-1,852",,,,,0,,,0,523,0,523,0,"1,852",,0.62
HST,27Jul2021,Eastern,N,"1,925","1,961",0,"-1,961",,0,,,,,,,,"-1,961",,,,,0,,,0,554,0,554,0,"1,961",,0.62
HST,28Jul2021,Eastern,N,"2,029","1,915",0,"-1,915",,0,,,,,,,,"-1,915",,,,,0,,,0,532,0,532,0,"1,915",,0.61
HST,29Jul2021,Eastern,N,"2,041","1,863",0,"-1,863",,0,,,,,,,,"-1,863",,,,,0,,,0,518,0,518,0,"1,863",,0.61
HST,30Jul2021,Eastern,N,"2,070","1,922",0,"-1,922",,0,,,,,,,,"-1,922",,,,,0,,,0,543,0,543,0,"1,922",,0.62
HST,31Jul2021,Eastern,N,"2,137","2,052",0,"-2,052",,0,,,,,,,,"-2,052",,,,,0,,,0,586,0,586,0,"2,052",,0.63
HST,01Aug2021,Eastern,N,"2,094","2,140",0,"-2,140",,0,,,,,,,,"-2,140",,,,,0,,,0,613,0,613,0,"2,140",,0.63
HST,02Aug2021,Eastern,N,"2,209","1,924",0,"-1,924",,0,,,,,,,,"-1,924",,,,,0,,,0,544,0,544,0,"1,924",,0.62
HST,03Aug2021,Eastern,N,"2,111","1,920",6,"-1,915",,6,,,,,,,,"-1,915",,0.90,,,2,,,2,532,0,535,6,"1,921",0.90,0.61
HST,04Aug2021,Eastern,N,"2,062","1,741",4,"-1,737",,4,,,,,,,,"-1,737",,0.90,,,2,,,2,468,0,470,4,"1,741",0.90,0.59
HST,05Aug2021,Eastern,N,"2,064","1,936",7,"-1,929",,7,,,,,,,,"-1,929",,0.90,,,3,,,3,545,0,548,7,"1,936",0.90,0.62
HST,06Aug2021,Eastern,N,"2,169","2,053",1,"-2,052",,1,,,,,,,,"-2,052",,0.90,,,0,,,0,585,0,586,1,"2,053",0.90,0.63
HST,07Aug2021,Eastern,N,"2,209","1,846",0,"-1,846",,0,,,,,,,,"-1,846",,,,,0,,,0,524,0,524,0,"1,846",,0.63
HST,08Aug2021,Eastern,N,"1,822","1,804",0,"-1,804",,0,,,,,,,,"-1,804",,,,,0,,,0,512,0,512,0,"1,804",,0.63
HST,09Aug2021,Eastern,N,"1,940","2,038",1,"-2,036",,1,,,,,,,,"-2,036",,0.90,,,0,,,0,573,0,574,1,"2,037",0.90,0.62
HST,10Aug2021,Eastern,N,"2,177","2,064",0,"-2,064",,0,,,,,,,,"-2,064",,,,,0,,,0,578,0,578,0,"2,064",,0.62
HST,11Aug2021,Eastern,N,"2,137","2,047",0,"-2,047",,0,,,,,,,,"-2,047",,,,,0,,,0,570,0,570,0,"2,047",,0.61
HST,12Aug2021,Eastern,N,"2,114","2,048",6,"-2,040",,6,,,,,,,,"-2,040",,0.90,,,2,,,2,565,0,568,6,"2,046",0.90,0.61
HST,13Aug2021,Eastern,N,"2,078","1,933",0,"-1,933",,0,,,,,,,,"-1,933",,,,,0,,,0,537,0,537,0,"1,933",,0.61
HST,14Aug2021,Eastern,N,"2,181","1,819",0,"-1,819",,0,,,,,,,,"-1,819",,,,,0,,,0,514,0,514,0,"1,819",,0.62
HST,15Aug2021,Eastern,N,"2,113","1,647",0,"-1,647",,0,,,,,,,,"-1,647",,,,,0,,,0,461,0,461,0,"1,647",,0.62
HST,16Aug2021,Eastern,N,"1,914","1,944",0,"-1,944",,0,,,,,,,,"-1,944",,,,,0,,,0,566,0,566,0,"1,944",,0.64
HST,17Aug2021,Eastern,N,"2,076","2,098",0,"-2,098",,0,,,,,,,,"-2,098",,,,,0,,,0,595,0,595,0,"2,098",,0.63
HST,18Aug2021,Eastern,N,"2,207","2,197",0,"-2,197",,0,,,,,,,,"-2,197",,,,,0,,,0,604,0,604,0,"2,197",,0.61
HST,19Aug2021,Eastern,N,"2,271","2,134",1,"-2,133",,1,,,,,,,,"-2,133",,0.90,,,0,,,0,599,0,599,1,"2,134",0.90,0.62
HST,20Aug2021,Eastern,N,"2,210","2,108",0,"-2,108",,0,,,,,,,,"-2,108",,,,,0,,,0,584,0,584,0,"2,108",,0.61
HST,21Aug2021,Eastern,N,"2,184","2,145",0,"-2,145",,0,,,,,,,,"-2,145",,,,,0,,,0,593,0,593,0,"2,145",,0.61
HST,22Aug2021,Eastern,N,"2,212","2,216",0,"-2,216",,0,,,,,,,,"-2,216",,,,,0,,,0,617,0,617,0,"2,216",,0.61
HST,23Aug2021,Eastern,N,"2,279","2,211",0,"-2,211",,0,,,,,,,,"-2,211",,,,,0,,,0,614,0,614,0,"2,211",,0.61
HST,24Aug2021,Eastern,N,"2,275","2,199",0,"-2,199",,0,,,,,,,,"-2,199",,,,,0,,,0,607,0,607,0,"2,199",,0.61
HST,25Aug2021,Eastern,N,"2,293","1,974",2,"-1,970",,2,,,,,,,,"-1,970",,0.90,,,1,,,1,529,0,530,2,"1,972",0.90,0.59
HST,26Aug2021,Eastern,N,"2,098","1,976",4,"-1,970",,4,,,,,,,,"-3,279",,0.90,,,2,,,2,907,0,908,4,"3,283",0.90,0.61
HST,27Aug2021,Eastern,N,"2,137","2,046",0,"-2,046",,0,,,,,,,,"-2,046",,,,,0,,,0,573,0,573,0,"2,046",,0.62
HST,28Aug2021,Eastern,N,"2,114","1,930",0,"-1,930",,0,,,,,,,,"-1,930",,,,,0,,,0,549,0,549,0,"1,930",,0.63
HST,29Aug2021,Eastern,N,"2,103","2,055",0,"-2,055",,0,,,,,,,,"-2,055",,,,,0,,,0,594,0,594,0,"2,055",,0.64
HST,30Aug2021,Eastern,N,"2,080","1,939",2,"-1,936",,2,,,,,,,,"-1,936",,0.90,,,1,,,1,558,0,559,2,"1,938",0.90,0.64
HST,31Aug2021,Eastern,N,"2,085","1,836",0,"-1,836",,0,,,,,,,,"-1,836",,,,,0,,,0,526,0,526,0,"1,836",,0.63
HST,01Sep2021,Eastern,N,"1,866","1,983",3,"-1,979",,3,,,,,,,,"-1,979",,0.90,,,1,,,1,572,0,573,3,"1,982",0.90,0.64
HST,02Sep2021,Eastern,N,"2,180","1,877",0,"-1,877",,0,,,,,,,,"-1,877",,,,,0,,,0,522,0,522,0,"1,877",,0.61
HST,03Sep2021,Eastern,N,"2,066","1,734",3,"-1,730",,3,,,,,,,,"-1,730",,0.90,,,1,,,1,481,0,482,3,"1,733",0.90,0.61
HST,04Sep2021,Eastern,N,"2,058","1,763",0,"-1,763",,0,,,,,,,,"-1,763",,,,,0,,,0,483,0,483,0,"1,763",,0.60
HST,05Sep2021,Eastern,N,"1,876","1,781",0,"-1,781",,0,,,,,,,,"-1,781",,,,,0,,,0,491,0,491,0,"1,781",,0.61
HST,06Sep2021,Eastern,N,"1,916","1,883",0,"-1,883",,0,,,,,,,,"-1,883",,,,,0,,,0,534,0,534,0,"1,883",,0.63
HST,07Sep2021,Eastern,N,"2,001","1,778",0,"-1,778",,0,,,,,,,,"-1,778",,,,,0,,,0,503,0,503,0,"1,778",,0.62
HST,08Sep2021,Eastern,N,"2,027","1,729",0,"-1,729",,0,,,,,,,,"-1,729",,,,,0,,,0,492,0,492,0,"1,729",,0.63
HST,09Sep2021,Eastern,N,"1,942","1,937",0,"-1,937",,0,,,,,,,,"-1,937",,,,,0,,,0,551,0,551,0,"1,937",,0.63
HST,10Sep2021,Eastern,N,"2,108","1,939",0,"-1,939",,0,,,,,,,,"-1,939",,,,,0,,,0,552,0,552,0,"1,939",,0.63
HST,11Sep2021,Eastern,N,"2,015","1,956",0,"-1,956",,0,,,,,,,,"-1,956",,,,,0,,,0,558,0,558,0,"1,956",,0.63
HST,12Sep2021,Eastern,N,"2,076","2,002",0,"-2,002",,0,,,,,,,,"-2,002",,,,,0,,,0,574,0,574,0,"2,002",,0.63
HST,13Sep2021,Eastern,N,"2,088","1,865",0,"-1,865",,0,,,,,,,,"-1,865",,,,,0,,,0,530,0,530,0,"1,865",,0.63
HST,14Sep2021,Eastern,N,"1,971","1,843",0,"-1,843",,0,,,,,,,,"-1,843",,,,,0,,,0,528,0,528,0,"1,843",,0.63
HST,15Sep2021,Eastern,N,"1,979","1,668",4,"-1,663",,4,,,,,,,,"-1,663",,0.90,,,2,,,2,474,0,476,4,"1,667",0.90,0.63
HST,16Sep2021,Eastern,N,"1,836","1,792",0,"-1,792",,0,,,,,,,,"-1,792",,,,,0,,,0,511,0,511,0,"1,792",,0.63
HST,17Sep2021,Eastern,N,"1,943","1,748",4,"-1,744",,4,,,,,,,,"-1,744",,0.90,,,2,,,2,488,0,490,4,"1,748",0.90,0.62
HST,18Sep2021,Eastern,N,"1,942","1,814",0,"-1,814",,0,,,,,,,,"-1,814",,,,,0,,,0,504,0,504,0,"1,814",,0.61
HST,19Sep2021,Eastern,N,"1,947","1,904",0,"-1,904",,0,,,,,,,,"-1,904",,,,,0,,,0,529,0,529,0,"1,904",,0.61
HST,20Sep2021,Eastern,N,"2,035","1,871",4,"-1,866",,4,,,,,,,,"-1,866",,0.90,,,2,,,2,526,0,528,4,"1,870",0.90,0.62
HST,21Sep2021,Eastern,N,"1,998","1,785",0,"-1,785",,0,,,,,,,,"-1,785",,,,,0,,,0,497,0,497,0,"1,785",,0.61
HST,22Sep2021,Eastern,N,"1,860","1,634",5,"-1,629",,5,,,,,,,,"-1,629",,0.90,,,2,,,2,445,0,447,5,"1,634",0.90,0.60
HST,23Sep2021,Eastern,N,"1,863","1,796",0,"-1,796",,0,,,,,,,,"-1,796",,,,,0,,,0,499,0,499,0,"1,796",,0.61
HST,24Sep2021,Eastern,N,"1,929","1,747",3,"-1,743",,3,,,,,,,,"-1,743",,0.91,,,1,,,1,473,0,475,3,"1,746",0.91,0.60
HST,25Sep2021,Eastern,N,"1,874","1,704",0,"-1,704",,0,,,,,,,,"-1,704",,,,,0,,,0,456,0,456,0,"1,704",,0.59
HST,26Sep2021,Eastern,N,"1,857","1,822",0,"-1,822",,0,,,,,,,,"-1,822",,,,,0,,,0,516,0,516,0,"1,822",,0.62
HST,27Sep2021,Eastern,N,"2,023","1,820",3,"-1,817",,3,,,,,,,,"-1,817",,0.90,,,1,,,1,510,0,511,3,"1,820",0.90,0.62
HST,28Sep2021,Eastern,N,"1,889","1,803",0,"-1,803",,0,,,,,,,,"-1,803",,,,,0,,,0,495,0,495,0,"1,803",,0.60
HST,29Sep2021,Eastern,N,"1,878","1,778",3,"-1,775",,3,,,,,,,,"-1,775",,0.90,,,1,,,1,479,0,480,3,"1,778",0.90,0.60
HST,30Sep2021,Eastern,N,"1,891","1,828",0,"-1,828",,0,,,,,,,,"-1,828",,,,,0,,,0,491,0,491,0,"1,828",,0.59
HST,01Oct2021,Eastern,N,"1,606","1,617",2,"-1,615",,2,,,,,,,,"-1,615",,0.90,,,1,,,1,410,0,411,2,"1,617",0.90,0.56
HST,02Oct2021,Eastern,N,"1,888","1,742",0,"-1,742",,0,,,,,,,,"-1,742",,,,,0,,,0,425,0,425,0,"1,742",,0.54
HST,03Oct2021,Eastern,N,"1,819","1,764",0,"-1,764",,0,,,,,,,,"-1,764",,,,,0,,,0,444,0,444,0,"1,764",,0.56
HST,04Oct2021,Eastern,N,"1,835","1,798",3,"-1,795",,3,,,,,,,,"-1,795",,0.90,,,1,,,1,460,0,461,3,"1,798",0.90,0.57
HST,05Oct2021,Eastern,N,"2,049","1,879",0,"-1,879",,0,,,,,,,,"-1,879",,,,,0,,,0,495,0,495,0,"1,879",,0.58
HST,06Oct2021,Eastern,N,"2,009","1,899",3,"-1,896",,3,,,,,,,,"-1,896",,0.90,,,1,,,1,510,0,511,3,"1,899",0.90,0.59
HST,07Oct2021,Eastern,N,"2,027","1,993",0,"-1,993",,0,,,,,,,,"-1,993",,,,,0,,,0,538,0,538,0,"1,993",,0.59
HST,08Oct2021,Eastern,N,"2,074","1,890",4,"-1,885",,4,,,,,,,,"-1,885",,0.90,,,2,,,2,530,0,531,4,"1,889",0.90,0.62
HST,09Oct2021,Eastern,N,"1,861","1,682",0,"-1,682",,0,,,,,,,,"-1,682",,,,,0,,,0,464,0,464,0,"1,682",,0.61
HST,10Oct2021,Eastern,N,"1,797","1,726",0,"-1,726",,0,,,,,,,,"-1,726",,,,,0,,,0,470,0,470,0,"1,726",,0.60
HST,11Oct2021,Eastern,N,"1,874","1,650",3,"-1,647",,3,,,,,,,,"-1,647",,0.90,,,1,,,1,453,0,455,3,"1,650",0.90,0.61
HST,12Oct2021,Eastern,N,"1,805","1,623",0,"-1,623",,0,,,,,,,,"-1,623",,,,,0,,,0,451,0,451,0,"1,623",,0.61
HST,13Oct2021,Eastern,N,"1,800","1,773",4,"-1,768",,4,,,,,,,,"-1,768",,0.90,,,2,,,2,491,0,493,4,"1,772",0.90,0.61
HST,14Oct2021,Eastern,N,"1,906","1,806",0,"-1,806",,0,,,,,,,,"-1,806",,,,,0,,,0,503,0,503,0,"1,806",,0.61
HST,15Oct2021,Eastern,N,"1,916","1,714",5,"-1,707",,5,,,,,,,,"-1,707",,0.90,,,2,,,2,474,0,476,5,"1,712",0.90,0.61
HST,16Oct2021,Eastern,N,"1,778","1,752",0,"-1,752",,0,,,,,,,,"-1,752",,,,,0,,,0,479,0,479,0,"1,752",,0.60
HST,17Oct2021,Eastern,N,"1,782","1,832",0,"-1,832",,0,,,,,,,,"-1,832",,,,,0,,,0,489,0,489,0,"1,832",,0.59
HST,18Oct2021,Eastern,N,"1,929","1,730",3,"-1,727",,3,,,,,,,,"-1,727",,0.90,,,1,,,1,452,0,453,3,"1,730",0.90,0.58
HST,19Oct2021,Eastern,N,"1,794","1,609",0,"-1,609",,0,,,,,,,,"-1,609",,,,,0,,,0,427,0,427,0,"1,609",,0.59
HST,20Oct2021,Eastern,N,"1,694","1,716",3,"-1,712",,3,,,,,,,,"-1,712",,0.90,,,1,,,1,457,0,458,3,"1,715",0.90,0.59
HST,21Oct2021,Eastern,N,"1,807","1,780",0,"-1,780",,0,,,,,,,,"-1,780",,,,,0,,,0,482,0,482,0,"1,780",,0.60
HST,22Oct2021,Eastern,N,"1,853","1,552",0,"-1,552",,0,,,,,,,,"-1,552",,,,,0,,,0,420,0,420,0,"1,552",,0.60
HST,23Oct2021,Eastern,N,"1,587","1,662",0,"-1,662",,0,,,,,,,,"-1,662",,,,,0,,,0,397,0,397,0,"1,662",,0.53
HST,24Oct2021,Eastern,N,"1,812","1,757",0,"-1,757",,0,,,,,,,,"-1,757",,,,,0,,,0,485,0,485,0,"1,757",,0.61
HST,25Oct2021,Eastern,N,"1,858","1,808",0,"-1,808",,0,,,,,,,,"-1,808",,,,,0,,,0,507,0,507,0,"1,808",,0.62
HST,26Oct2021,Eastern,N,"1,896","1,875",0,"-1,875",,0,,,,,,,,"-1,875",,,,,0,,,0,523,0,523,0,"1,875",,0.61
HST,27Oct2021,Eastern,N,"1,970","1,860",3,"-1,855",,3,,,,,,,,"-1,855",,0.90,,,1,,,1,506,0,507,3,"1,858",0.90,0.60
HST,28Oct2021,Eastern,N,"1,963","1,854",0,"-1,854",,0,,,,,,,,"-1,854",,,,,0,,,0,518,0,518,0,"1,854",,0.62
HST,29Oct2021,Eastern,N,"1,919","1,700",0,"-1,700",,0,,,,,,,,"-1,700",,,,,0,,,0,434,0,434,0,"1,700",,0.56
HST,30Oct2021,Eastern,N,"1,651","1,519",0,"-1,519",,0,,,,,,,,"-1,519",,,,,0,,,0,347,0,347,0,"1,519",,0.50
HST,31Oct2021,Eastern,N,"1,521","1,550",0,"-1,550",,0,,,,,,,,"-1,550",,,,,0,,,0,377,0,377,0,"1,550",,0.54
HST,01Nov2021,Eastern,N,"1,602","1,529",3,"-1,526",,3,,,,,,,,"-1,526",,0.90,,,1,,,1,365,0,366,3,"1,529",0.90,0.53
HST,02Nov2021,Eastern,N,"1,602","1,376",0,"-1,376",,0,,,,,,,,"-1,376",,,,,0,,,0,339,0,339,0,"1,376",,0.54
HST,03Nov2021,Eastern,N,"1,532","1,478",3,"-1,475",,3,,,,,,,,"-1,475",,0.90,,,1,,,1,369,0,370,3,"1,478",0.90,0.55
HST,04Nov2021,Eastern,N,"1,588","1,559",0,"-1,559",,0,,,,,,,,"-1,559",,,,,0,,,0,400,0,400,0,"1,559",,0.57
HST,05Nov2021,Eastern,N,"1,626","1,440",0,"-1,440",,0,,,,,,,,"-1,440",,,,,0,,,0,370,0,370,0,"1,440",,0.57
HST,06Nov2021,Eastern,N,"1,579","1,377",0,"-1,377",,0,,,,,,,,"-1,377",,,,,0,,,0,348,0,348,0,"1,377",,0.56
HST,07Nov2021,Eastern,N,"1,386","1,268",0,"-1,268",,0,,,,,,,,"-1,268",,,,,0,,,0,263,0,263,0,"1,268",,0.46
HST,08Nov2021,Eastern,N,"1,348","1,228",3,"-1,224",,3,,,,,,,,"-1,224",,0.90,,,1,,,1,287,0,289,3,"1,227",0.90,0.52
HST,09Nov2021,Eastern,N,"1,308","1,257",0,"-1,257",,0,,,,,,,,"-1,257",,,,,0,,,0,314,0,314,0,"1,257",,0.55
HST,10Nov2021,Eastern,N,"1,440","1,410",3,"-1,407",,3,,,,,,,,"-1,407",,0.90,,,1,,,1,371,0,372,3,"1,410",0.90,0.58
HST,11Nov2021,Eastern,N,"1,544","1,484",0,"-1,484",,0,,,,,,,,"-1,484",,,,,0,,,0,403,0,403,0,"1,484",,0.60
HST,12Nov2021,Eastern,N,"1,584","1,497",0,"-1,497",,0,,,,,,,,"-1,497",,,,,0,,,0,408,0,408,0,"1,497",,0.60
HST,13Nov2021,Eastern,N,"1,567","1,553",0,"-1,553",,0,,,,,,,,"-1,553",,,,,0,,,0,412,0,412,0,"1,553",,0.59
HST,14Nov2021,Eastern,N,"1,623","1,406",0,"-1,406",,0,,,,,,,,"-1,406",,,,,0,,,0,342,0,342,0,"1,406",,0.54
HST,15Nov2021,Eastern,N,"1,566","1,259",3,"-1,256",,3,,,,,,,,"-1,256",,0.90,,,1,,,1,303,0,304,3,"1,259",0.90,0.53
HST,16Nov2021,Eastern,N,"1,336","1,312",0,"-1,312",,0,,,,,,,,"-1,312",,,,,0,,,0,322,0,322,0,"1,312",,0.54
HST,17Nov2021,Eastern,N,"1,407","1,445",3,"-1,441",,3,,,,,,,,"-1,441",,0.91,,,1,,,1,389,0,391,3,"1,444",0.91,0.60
HST,18Nov2021,Eastern,N,"1,502","1,425",0,"-1,425",,0,,,,,,,,"-1,425",,,,,0,,,0,400,0,400,0,"1,425",,0.62
HST,19Nov2021,Eastern,N,"1,539","1,453",0,"-1,453",,0,,,,,,,,"-1,453",,,,,0,,,0,382,0,382,0,"1,453",,0.58
HST,20Nov2021,Eastern,N,"1,535","1,408",0,"-1,408",,0,,,,,,,,"-1,408",,,,,0,,,0,368,0,368,0,"1,408",,0.58
HST,21Nov2021,Eastern,N,"1,481","1,581",0,"-1,581",,0,,,,,,,,"-1,581",,,,,0,,,0,403,0,403,0,"1,581",,0.56
HST,22Nov2021,Eastern,N,"1,662","1,557",0,"-1,557",,0,,,,,,,,"-1,557",,,,,0,,,0,383,0,383,0,"1,557",,0.54
HST,23Nov2021,Eastern,N,"1,495","1,223",0,"-1,223",,0,,,,,,,,"-1,223",,,,,0,,,0,259,0,259,0,"1,223",,0.47
HST,24Nov2021,Eastern,N,"1,223","1,197",0,"-1,197",,0,,,,,,,,"-1,197",,,,,0,,,0,261,0,261,0,"1,197",,0.48
HST,25Nov2021,Eastern,N,"1,273","1,310",0,"-1,310",,0,,,,,,,,"-1,310",,,,,0,,,0,290,0,290,0,"1,310",,0.49
HST,26Nov2021,Eastern,N,"1,376","1,294",0,"-1,294",,0,,,,,,,,"-1,294",,,,,0,,,0,286,0,286,0,"1,294",,0.49
HST,27Nov2021,Eastern,N,"1,369","1,247",0,"-1,247",,0,,,,,,,,"-1,247",,,,,0,,,0,264,0,264,0,"1,247",,0.47
HST,28Nov2021,Eastern,N,"1,272","1,242",0,"-1,242",,0,,,,,,,,"-1,242",,,,,0,,,0,268,0,268,0,"1,242",,0.48
HST,29Nov2021,Eastern,N,"1,321","1,185",0,"-1,185",,0,,,,,,,,"-1,185",,,,,0,,,0,250,0,250,0,"1,185",,0.46
HST,30Nov2021,Eastern,N,"1,269","1,222",0,"-1,222",,0,,,,,,,,"-1,222",,,,,0,,,0,268,0,268,0,"1,222",,0.48
HST,01Dec2021,Eastern,N,"1,267","1,278",0,"-1,278",,0,,,,,,,,"-1,278",,,,,0,,,0,286,0,286,0,"1,278",,0.49
HST,02Dec2021,Eastern,N,"1,351","1,297",0,"-1,297",,0,,,,,,,,"-1,297",,,,,0,,,0,284,0,284,0,"1,297",,0.48
HST,03Dec2021,Eastern,N,"1,388","1,277",0,"-1,277",,0,,,,,,,,"-1,277",,,,,0,,,0,278,0,278,0,"1,277",,0.48
HST,04Dec2021,Eastern,N,"1,325","1,231",0,"-1,231",,0,,,,,,,,"-1,231",,,,,0,,,0,272,0,272,0,"1,231",,0.49
HST,05Dec2021,Eastern,N,"1,343","1,412",0,"-1,412",,0,,,,,,,,"-1,412",,,,,0,,,0,328,0,328,0,"1,412",,0.51
HST,06Dec2021,Eastern,N,"1,530","1,479",0,"-1,479",,0,,,,,,,,"-1,479",,,,,0,,,0,359,0,359,0,"1,479",,0.54
