BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,FPL,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
HST,08Feb2016,Eastern,N,"1,196","1,074",24,"-1,050",,,,,,,,,,-971,,,,,,,,,,,,,,,
HST,09Feb2016,Eastern,N,"1,141","1,037",24,"-1,012",,,,,,,,,,-935,,,,,,,,,,,,,,,
HST,10Feb2016,Eastern,N,"1,033","1,034",24,"-1,010",,,,,,,,,,-931,,,,,,,,,,,,,,,
HST,11Feb2016,Eastern,N,"1,039","1,073",24,"-1,049",,,,,,,,,,-968,,,,,,,,,,,,,,,
HST,12Feb2016,Eastern,N,"1,079","1,069",24,"-1,042",,,,,,,,,,-963,,,,,,,,,,,,,,,
HST,13Feb2016,Eastern,N,"1,065","1,036",25,"-1,010",,,,,,,,,,-930,,,,,,,,,,,,,,,
HST,14Feb2016,Eastern,N,"1,036","1,014",24,-989,,,,,,,,,,-908,,,,,,,,,,,,,,,
HST,15Feb2016,Eastern,N,"1,076","1,105",24,"-1,080",,,,,,,,,,-987,,,,,,,,,,,,,,,
HST,16Feb2016,Eastern,N,"1,065","1,248",59,"-1,184",,,,,,,,,,"-1,091",,,,,,,,,,,,,,,
HST,17Feb2016,Eastern,N,"1,065","1,141",24,"-1,117",,,,,,,,,,"-1,036",,,,,,,,,,,,,,,
HST,18Feb2016,Eastern,N,"1,171","1,097",24,"-1,068",,,,,,,,,,-985,,,,,,,,,,,,,,,
HST,19Feb2016,Eastern,N,"1,186","1,076",24,"-1,051",,,,,,,,,,-966,,,,,,,,,,,,,,,
HST,20Feb2016,Eastern,N,"1,160","1,103",19,"-1,086",,,,,,,,,,-994,,,,,,,,,,,,,,,
HST,21Feb2016,Eastern,N,"1,161","1,160",12,"-1,148",,,,,,,,,,"-1,053",,,,,,,,,,,,,,,
HST,22Feb2016,Eastern,N,"1,180","1,278",24,"-1,253",,,,,,,,,,"-1,152",,,,,,,,,,,,,,,
HST,23Feb2016,Eastern,N,"1,330","1,295",33,"-1,258",,,,,,,,,,"-1,155",,,,,,,,,,,,,,,
HST,24Feb2016,Eastern,N,"1,307","1,429",24,"-1,404",,,,,,,,,,"-1,301",,,,,,,,,,,,,,,
HST,25Feb2016,Eastern,N,"1,310","1,130",24,"-1,106",,,,,,,,,,"-1,027",,,,,,,,,,,,,,,
HST,26Feb2016,Eastern,N,"1,123","1,030",24,"-1,005",,,,,,,,,,-926,,,,,,,,,,,,,,,
HST,27Feb2016,Eastern,N,"1,066",991,23,-966,,,,,,,,,,-887,,,,,,,,,,,,,,,
HST,28Feb2016,Eastern,N,"1,036","1,027",24,"-1,001",,,,,,,,,,-922,,,,,,,,,,,,,,,
HST,29Feb2016,Eastern,N,"1,052","1,141",24,"-1,116",,,,,,,,,,"-1,031",,,,,,,,,,,,,,,
HST,01Mar2016,Eastern,N,"1,063","1,178",45,"-1,131",,,,,,,,,,"-1,042",,,,,,,,,,,,,,,
HST,02Mar2016,Eastern,N,"1,195","1,279",35,"-1,244",,,,,,,,,,"-1,143",,,,,,,,,,,,,,,
HST,03Mar2016,Eastern,N,"1,334","1,259",24,"-1,234",,,,,,,,,,"-1,135",,,,,,,,,,,,,,,
HST,04Mar2016,Eastern,N,"1,337","1,327",24,"-1,300",,,,,,,,,,"-1,197",,,,,,,,,,,,,,,
HST,05Mar2016,Eastern,N,"1,321","1,202",19,"-1,184",,,,,,,,,,"-1,089",,,,,,,,,,,,,,,
HST,06Mar2016,Eastern,N,"1,323","1,226",24,"-1,202",,,,,,,,,,"-1,115",,,,,,,,,,,,,,,
HST,07Mar2016,Eastern,N,"1,338","1,157",24,"-1,132",,,,,,,,,,"-1,041",,,,,,,,,,,,,,,
HST,08Mar2016,Eastern,N,"1,305","1,249",24,"-1,222",,,,,,,,,,"-1,121",,,,,,,,,,,,,,,
HST,09Mar2016,Eastern,N,"1,333","1,295",24,"-1,270",,,,,,,,,,"-1,167",,,,,,,,,,,,,,,
HST,10Mar2016,Eastern,N,"1,301","1,353",24,"-1,329",,,,,,,,,,"-1,222",,,,,,,,,,,,,,,
HST,11Mar2016,Eastern,N,"1,314","1,354",24,"-1,330",,,,,,,,,,"-1,221",,,,,,,,,,,,,,,
HST,12Mar2016,Eastern,N,"1,321","1,366",24,"-1,342",,,,,,,,,,"-1,233",,,,,,,,,,,,,,,
HST,13Mar2016,Eastern,N,"1,227","1,307",23,"-1,283",,,,,,,,,,"-1,283",,,,,,,,,,,,,,,
HST,14Mar2016,Eastern,N,,"1,443",25,"-1,417",,,,,,,,,,"-1,300",,,,,,,,,,,,,,,
HST,15Mar2016,Eastern,N,,"1,484",34,"-1,445",,,,,,,,,,"-1,324",,,,,,,,,,,,,,,
HST,16Mar2016,Eastern,N,,"1,464",38,"-1,423",,,,,,,,,,"-1,304",,,,,,,,,,,,,,,
HST,17Mar2016,Eastern,N,,"1,394",24,"-1,369",,,,,,,,,,"-1,258",,,,,,,,,,,,,,,
HST,18Mar2016,Eastern,N,,"1,447",42,"-1,405",,,,,,,,,,"-1,282",,,,,,,,,,,,,,,
HST,19Mar2016,Eastern,N,,"1,497",24,"-1,471",,,,,,,,,,"-1,346",,,,,,,,,,,,,,,
HST,20Mar2016,Eastern,N,,"1,361",18,"-1,344",,,,,,,,,,"-1,238",,,,,,,,,,,,,,,
HST,21Mar2016,Eastern,N,,"1,080",5,"-1,075",,,,,,,,,,-996,,,,,,,,,,,,,,,
HST,22Mar2016,Eastern,N,,"1,027",29,-996,,,,,,,,,,-907,,,,,,,,,,,,,,,
HST,23Mar2016,Eastern,N,,"1,180",40,"-1,140",,,,,,,,,,"-1,032",,,,,,,,,,,,,,,
HST,24Mar2016,Eastern,N,,"1,347",25,"-1,321",,,,,,,,,,"-1,206",,,,,,,,,,,,,,,
HST,25Mar2016,Eastern,N,,"1,445",26,"-1,421",,,,,,,,,,"-1,297",,,,,,,,,,,,,,,
HST,26Mar2016,Eastern,N,,"1,549",15,"-1,532",,,,,,,,,,"-1,401",,,,,,,,,,,,,,,
HST,27Mar2016,Eastern,N,,"1,535",24,"-1,509",,,,,,,,,,"-1,386",,,,,,,,,,,,,,,
HST,28Mar2016,Eastern,N,,"1,616",29,"-1,583",,,,,,,,,,"-1,462",,,,,,,,,,,,,,,
HST,29Mar2016,Eastern,N,,"1,421",22,"-1,398",,,,,,,,,,"-1,291",,,,,,,,,,,,,,,
HST,30Mar2016,Eastern,N,,"1,363",10,"-1,355",,,,,,,,,,"-1,239",,,,,,,,,,,,,,,
HST,31Mar2016,Eastern,N,,"1,558",2,"-1,558",,,,,,,,,,"-1,428",,,,,,,,,,,,,,,
HST,01Apr2016,Eastern,N,,"1,649",17,"-1,631",,,,,,,,,,"-1,497",,,,,,,,,,,,,,,
HST,02Apr2016,Eastern,N,,"1,711",91,"-1,609",,,,,,,,,,"-1,471",,,,,,,,,,,,,,,
HST,03Apr2016,Eastern,N,,"1,489",63,"-1,423",,,,,,,,,,"-1,310",,,,,,,,,,,,,,,
HST,04Apr2016,Eastern,N,,"1,286",31,"-1,253",,,,,,,,,,"-1,150",,,,,,,,,,,,,,,
HST,05Apr2016,Eastern,N,,"1,337",23,"-1,312",,,,,,,,,,"-1,207",,,,,,,,,,,,,,,
HST,06Apr2016,Eastern,N,,"1,187",24,"-1,161",,,,,,,,,,"-1,060",,,,,,,,,,,,,,,
HST,07Apr2016,Eastern,N,,"1,355",24,"-1,329",,,,,,,,,,"-1,218",,,,,,,,,,,,,,,
HST,08Apr2016,Eastern,N,,"1,371",24,"-1,345",,,,,,,,,,"-1,234",,,,,,,,,,,,,,,
HST,09Apr2016,Eastern,N,,"1,294",24,"-1,270",,,,,,,,,,"-1,165",,,,,,,,,,,,,,,
HST,10Apr2016,Eastern,N,,"1,241",24,"-1,216",,,,,,,,,,"-1,109",,,,,,,,,,,,,,,
HST,11Apr2016,Eastern,N,,"1,322",24,"-1,298",,,,,,,,,,"-1,193",,,,,,,,,,,,,,,
HST,12Apr2016,Eastern,N,,"1,388",24,"-1,362",,,,,,,,,,"-1,251",,,,,,,,,,,,,,,
HST,13Apr2016,Eastern,N,,"1,436",24,"-1,412",,,,,,,,,,"-1,295",,,,,,,,,,,,,,,
HST,14Apr2016,Eastern,N,,"1,468",20,"-1,448",,,,,,,,,,"-1,327",,,,,,,,,,,,,,,
HST,15Apr2016,Eastern,N,"1,381","1,534",24,"-1,509",,,,,,,,,,"-1,388",,,,,,,,,,,,,,,
HST,16Apr2016,Eastern,N,,"1,402",24,"-1,378",,,,,,,,,,"-1,261",,,,,,,,,,,,,,,
HST,17Apr2016,Eastern,N,,"1,366",24,"-1,342",,,,,,,,,,"-1,237",,,,,,,,,,,,,,,
HST,18Apr2016,Eastern,N,,"1,294",24,"-1,266",,,,,,,,,,"-1,161",,,,,,,,,,,,,,,
HST,19Apr2016,Eastern,N,,"1,310",36,"-1,275",,,,,,,,,,"-1,170",,,,,,,,,,,,,,,
HST,20Apr2016,Eastern,N,,"1,319",24,"-1,293",,,,,,,,,,"-1,184",,,,,,,,,,,,,,,
HST,21Apr2016,Eastern,N,,"1,361",45,"-1,311",,,,,,,,,,"-1,194",,,,,,,,,,,,,,,
HST,22Apr2016,Eastern,N,,"1,386",24,"-1,361",,,,,,,,,,"-1,244",,,,,,,,,,,,,,,
HST,23Apr2016,Eastern,N,,"1,543",24,"-1,516",,,,,,,,,,"-1,393",,,,,,,,,,,,,,,
HST,24Apr2016,Eastern,N,,"1,497",24,"-1,469",,,,,,,,,,"-1,344",,,,,,,,,,,,,,,
HST,25Apr2016,Eastern,N,,"1,522",24,"-1,495",,,,,,,,,,"-1,376",,,,,,,,,,,,,,,
HST,26Apr2016,Eastern,N,,"1,495",27,"-1,465",,,,,,,,,,"-1,347",,,,,,,,,,,,,,,
HST,27Apr2016,Eastern,N,,"1,516",90,"-1,415",,,,,,,,,,"-1,293",,,,,,,,,,,,,,,
HST,28Apr2016,Eastern,N,,"1,592",91,"-1,483",,,,,,,,,,"-1,356",,,,,,,,,,,,,,,
HST,29Apr2016,Eastern,N,,"1,607",84,"-1,511",,,,,,,,,,"-1,383",,,,,,,,,,,,,,,
HST,30Apr2016,Eastern,N,,"1,534",29,"-1,503",,,,,,,,,,"-1,373",,,,,,,,,,,,,,,
HST,01May2016,Eastern,N,,"1,646",44,"-1,598",,,,,,,,,,"-1,460",,,,,,,,,,,,,,,
HST,02May2016,Eastern,N,,"1,722",24,"-1,697",,,,,,,,,,"-1,558",,,,,,,,,,,,,,,
HST,03May2016,Eastern,N,,"1,736",33,"-1,699",,,,,,,,,,"-1,562",,,,,,,,,,,,,,,
HST,04May2016,Eastern,N,,"1,405",24,"-1,379",,,,,,,,,,"-1,268",,,,,,,,,,,,,,,
HST,05May2016,Eastern,N,,"1,385",24,"-1,357",,,,,,,,,,"-1,242",,,,,,,,,,,,,,,
HST,06May2016,Eastern,N,,"1,363",26,"-1,336",,,,,,,,,,"-1,227",,,,,,,,,,,,,,,
HST,07May2016,Eastern,N,,"1,266",24,"-1,241",,,,,,,,,,"-1,136",,,,,,,,,,,,,,,
HST,08May2016,Eastern,N,,"1,291",24,"-1,265",,,,,,,,,,"-1,160",,,,,,,,,,,,,,,
HST,09May2016,Eastern,N,,"1,401",41,"-1,351",,,,,,,,,,"-1,228",,,,,,,,,,,,,,,
HST,10May2016,Eastern,N,,"1,570",64,"-1,493",,,,,,,,,,"-1,364",,,,,,,,,,,,,,,
HST,11May2016,Eastern,N,,"1,625",62,"-1,563",,,,,,,,,,"-1,434",,,,,,,,,,,,,,,
HST,12May2016,Eastern,N,,"1,562",46,"-1,514",,,,,,,,,,,,,,,,,,,,,,,,,
HST,13May2016,Eastern,N,,"1,446",46,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,14May2016,Eastern,N,,,,,,,,,,,,,,"-1,490",,,,,,,,,,,,,,,
HST,15May2016,Eastern,N,,"1,714",47,"-1,656",,,,,,,,,,"-1,517",,,,,,,,,,,,,,,
HST,16May2016,Eastern,N,,"1,644",31,"-1,605",,,,,,,,,,"-1,472",,,,,,,,,,,,,,,
HST,17May2016,Eastern,N,,"1,795",66,"-1,728",,,,,,,,,,"-1,577",,,,,,,,,,,,,,,
HST,18May2016,Eastern,N,,"1,553",45,"-1,506",,,,,,,,,,"-1,379",,,,,,,,,,,,,,,
HST,19May2016,Eastern,N,,"1,528",24,"-1,503",,,,,,,,,,,,,,,,,,,,,,,,,
HST,20May2016,Eastern,N,,"1,711",24,"-1,687",,,,,,,,,,"-1,550",,,,,,,,,,,,,,,
HST,21May2016,Eastern,N,,"1,703",37,"-1,660",,,,,,,,,,"-1,524",,,,,,,,,,,,,,,
HST,22May2016,Eastern,N,,"1,744",25,"-1,716",,,,,,,,,,"-1,572",,,,,,,,,,,,,,,
HST,23May2016,Eastern,N,,"1,643",24,"-1,617",,,,,,,,,,"-1,490",,,,,,,,,,,,,,,
HST,24May2016,Eastern,N,,"1,569",24,"-1,544",,,,,,,,,,"-1,419",,,,,,,,,,,,,,,
HST,25May2016,Eastern,N,,"1,634",31,"-1,602",,,,,,,,,,"-1,473",,,,,,,,,,,,,,,
HST,26May2016,Eastern,N,,"1,571",13,"-1,559",,,,,,,,,,"-1,425",,,,,,,,,,,,,,,
HST,27May2016,Eastern,N,,"1,615",22,"-1,592",,,,,,,,,,"-1,461",,,,,,,,,,,,,,,
HST,28May2016,Eastern,N,,"1,596",23,"-1,573",,,,,,,,,,"-1,441",,,,,,,,,,,,,,,
HST,29May2016,Eastern,N,,"1,572",24,"-1,549",,,,,,,,,,"-1,422",,,,,,,,,,,,,,,
HST,30May2016,Eastern,N,,"1,613",24,"-1,589",,,,,,,,,,"-1,460",,,,,,,,,,,,,,,
HST,31May2016,Eastern,N,"1,571","1,485",24,"-1,460",,,,,,,,,,"-1,339",,,,,,,,,,,,,,,
HST,01Jun2016,Eastern,N,"1,634","1,655",24,"-1,631",,,,,,,,,,"-1,490",,,,,,,,,,,,,,,
HST,02Jun2016,Eastern,N,"1,609","1,625",17,"-1,608",,,,,,,,,,"-1,475",,,,,,,,,,,,,,,
HST,03Jun2016,Eastern,N,"1,684","1,724",26,"-1,697",,,,,,,,,,"-1,552",,,,,,,,,,,,,,,
HST,04Jun2016,Eastern,N,"1,684","1,799",24,"-1,774",,,,,,,,,,"-1,625",,,,,,,,,,,,,,,
HST,05Jun2016,Eastern,N,"1,713","1,837",24,"-1,811",,,,,,,,,,"-1,654",,,,,,,,,,,,,,,
HST,06Jun2016,Eastern,N,"1,848","1,833",24,"-1,807",,,,,,,,,,"-1,670",,,,,,,,,,,,,,,
HST,07Jun2016,Eastern,N,"1,721","1,834",28,"-1,802",,,,,,,,,,"-1,656",,,,,,,,,,,,,,,
HST,08Jun2016,Eastern,N,"1,677","1,723",26,"-1,695",,,,,,,,,,"-1,564",,,,,,,,,,,,,,,
HST,09Jun2016,Eastern,N,"1,688","1,711",24,"-1,687",,,,,,,,,,"-1,550",,,,,,,,,,,,,,,
HST,10Jun2016,Eastern,N,"1,663","1,601",25,"-1,574",,,,,,,,,,"-1,449",,,,,,,,,,,,,,,
HST,11Jun2016,Eastern,N,"1,663","1,579",25,"-1,552",,,,,,,,,,"-1,428",,,,,,,,,,,,,,,
HST,12Jun2016,Eastern,N,"1,691","1,727",24,"-1,702",,,,,,,,,,"-1,555",,,,,,,,,,,,,,,
HST,13Jun2016,Eastern,N,"1,783","1,826",24,"-1,802",,,,,,,,,,,,,,,,,,,,,,,,,
HST,14Jun2016,Eastern,N,"1,795","1,795",24,,,,,,,,,,,"-1,723",,,,,,,,,,,,,,,
HST,15Jun2016,Eastern,N,,"1,772",19,"-1,752",,,,,,,,,,"-1,613",,,,,,,,,,,,,,,
HST,16Jun2016,Eastern,N,"1,785","1,809",19,"-1,790",,,,,,,,,,"-1,638",,,,,,,,,,,,,,,
HST,17Jun2016,Eastern,N,"1,717","1,810",11,"-1,799",,,,,,,,,,"-1,658",,,,,,,,,,,,,,,
HST,18Jun2016,Eastern,N,"1,877","1,886",25,"-1,860",,,,,,,,,,"-1,703",,,,,,,,,,,,,,,
HST,19Jun2016,Eastern,N,"1,863","1,761",24,"-1,738",,,,,,,,,,"-1,601",,,,,,,,,,,,,,,
HST,20Jun2016,Eastern,N,"1,827","1,746",24,"-1,722",,,,,,,,,,"-1,579",,,,,,,,,,,,,,,
HST,21Jun2016,Eastern,N,"1,828","1,525",15,"-1,509",,,,,,,,,,,,,,,,,,,,,,,,,
HST,22Jun2016,Eastern,N,"1,527","1,527",16,,,,,,,,,,,"-1,594",,,,,,,,,,,,,,,
HST,23Jun2016,Eastern,N,,"1,790",8,"-1,785",,,,,,,,,,"-1,639",,,,,,,,,,,,,,,
HST,24Jun2016,Eastern,N,"1,874","1,841",18,"-1,823",,,,,,,,,,"-1,668",,,,,,,,,,,,,,,
HST,25Jun2016,Eastern,N,"1,887","1,916",25,"-1,891",,,,,,,,,,"-1,732",,,,,,,,,,,,,,,
HST,26Jun2016,Eastern,N,"1,926","1,896",24,"-1,872",,,,,,,,,,"-1,725",,,,,,,,,,,,,,,
HST,27Jun2016,Eastern,N,"1,934","1,738",21,"-1,717",,,,,,,,,,"-1,583",,,,,,,,,,,,,,,
HST,28Jun2016,Eastern,N,"1,899","1,647",20,"-1,622",,,,,,,,,,"-1,488",,,,,,,,,,,,,,,
HST,29Jun2016,Eastern,N,"1,743","1,643",24,"-1,616",,,,,,,,,,"-1,479",,,,,,,,,,,,,,,
HST,30Jun2016,Eastern,N,"1,739","1,672",20,"-1,653",,,,,,,,,,"-1,521",,,,,,,,,,,,,,,
HST,01Jul2016,Eastern,N,"1,741","1,614",12,"-1,601",,,,,,,,,,,,,,,,,,,,,,,,,
HST,02Jul2016,Eastern,N,"1,740","1,740",13,,,,,,,,,,,,,,,,,,,,,,,,,,
HST,03Jul2016,Eastern,N,,,,,,,,,,,,,,"-1,487",,,,,,,,,,,,,,,
HST,04Jul2016,Eastern,N,,"1,860",24,"-1,838",,,,,,,,,,"-1,683",,,,,,,,,,,,,,,
HST,05Jul2016,Eastern,N,"1,880","1,964",23,"-1,939",,,,,,,,,,"-1,780",,,,,,,,,,,,,,,
HST,06Jul2016,Eastern,N,"1,929","2,007",24,"-1,983",,,,,,,,,,"-1,820",,,,,,,,,,,,,,,
HST,07Jul2016,Eastern,N,"1,923","1,999",23,"-1,977",,,,,,,,,,"-1,815",,,,,,,,,,,,,,,
HST,08Jul2016,Eastern,N,"2,007","1,956",25,"-1,933",,,,,,,,,,"-1,774",,,,,,,,,,,,,,,
HST,09Jul2016,Eastern,N,"2,007","1,949",24,"-1,922",,,,,,,,,,"-1,761",,,,,,,,,,,,,,,
HST,10Jul2016,Eastern,N,"2,003","1,960",24,"-1,933",,,,,,,,,,"-1,770",,,,,,,,,,,,,,,
HST,11Jul2016,Eastern,N,"2,007","1,991",24,"-1,966",,,,,,,,,,"-1,801",,,,,,,,,,,,,,,
HST,12Jul2016,Eastern,N,"2,009","2,001",24,"-1,975",,,,,,,,,,"-1,820",,,,,,,,,,,,,,,
HST,13Jul2016,Eastern,N,"2,008","1,878",27,"-1,852",,,,,,,,,,"-1,707",,,,,,,,,,,,,,,
HST,14Jul2016,Eastern,N,"1,995","1,823",24,"-1,799",,,,,,,,,,"-1,646",,,,,,,,,,,,,,,
HST,15Jul2016,Eastern,N,"1,959","1,768",26,"-1,737",,,,,,,,,,"-1,599",,,,,,,,,,,,,,,
HST,16Jul2016,Eastern,N,"1,819","1,773",25,"-1,748",,,,,,,,,,"-1,601",,,,,,,,,,,,,,,
HST,17Jul2016,Eastern,N,"1,833","1,866",27,"-1,839",,,,,,,,,,"-1,682",,,,,,,,,,,,,,,
HST,18Jul2016,Eastern,N,"1,863","1,922",29,"-1,891",,,,,,,,,,"-1,735",,,,,,,,,,,,,,,
HST,19Jul2016,Eastern,N,"1,924","1,909",26,"-1,881",,,,,,,,,,"-1,730",,,,,,,,,,,,,,,
HST,20Jul2016,Eastern,N,"1,919","1,931",24,"-1,907",,,,,,,,,,"-1,746",,,,,,,,,,,,,,,
HST,21Jul2016,Eastern,N,"1,918","1,744",29,"-1,709",,,,,,,,,,"-1,564",,,,,,,,,,,,,,,
HST,22Jul2016,Eastern,N,"1,892","1,613",23,"-1,588",,,,,,,,,,"-1,465",,,,,,,,,,,,,,,
HST,23Jul2016,Eastern,N,"1,682","1,643",19,"-1,623",,,,,,,,,,"-1,490",,,,,,,,,,,,,,,
HST,24Jul2016,Eastern,N,"1,695","1,621",24,"-1,596",,,,,,,,,,"-1,455",,,,,,,,,,,,,,,
HST,25Jul2016,Eastern,N,"1,685","1,848",30,"-1,815",,,,,,,,,,"-1,658",,,,,,,,,,,,,,,
HST,26Jul2016,Eastern,N,"1,932","1,920",29,"-1,889",,,,,,,,,,"-1,738",,,,,,,,,,,,,,,
HST,27Jul2016,Eastern,N,"1,931","1,919",29,"-1,889",,,,,,,,,,"-1,728",,,,,,,,,,,,,,,
HST,28Jul2016,Eastern,N,"1,975","1,914",30,"-1,881",,,,,,,,,,"-1,722",,,,,,,,,,,,,,,
HST,29Jul2016,Eastern,N,"1,960","1,865",42,"-1,817",,,,,,,,,,"-1,667",,,,,,,,,,,,,,,
HST,30Jul2016,Eastern,N,"1,889","1,865",57,"-1,812",,,,,,,,,,"-1,655",,,,,,,,,,,,,,,
HST,31Jul2016,Eastern,N,"1,913","1,847",29,"-1,816",,,,,,,,,,"-1,661",,,,,,,,,,,,,,,
HST,01Aug2016,Eastern,N,"1,900","1,937",26,"-1,910",,,,,,,,,,"-1,753",,,,,,,,,,,,,,,
HST,02Aug2016,Eastern,N,"1,938","1,813",28,"-1,787",,,,,,,,,,"-1,658",,,,,,,,,,,,,,,
HST,03Aug2016,Eastern,N,"1,874","1,739",27,"-1,712",,,,,,,,,,"-1,569",,,,,,,,,,,,,,,
HST,04Aug2016,Eastern,N,"1,921","1,862",30,"-1,833",,,,,,,,,,"-1,682",,,,,,,,,,,,,,,
HST,05Aug2016,Eastern,N,"1,925","1,900",28,"-1,871",,,,,,,,,,"-1,714",,,,,,,,,,,,,,,
HST,06Aug2016,Eastern,N,"1,905","1,843",27,"-1,814",,,,,,,,,,"-1,679",,,,,,,,,,,,,,,
HST,07Aug2016,Eastern,N,"1,902","1,774",17,"-1,758",,,,,,,,,,"-1,615",,,,,,,,,,,,,,,
HST,08Aug2016,Eastern,N,"1,924","1,605",27,"-1,579",,,,,,,,,,"-1,456",,,,,,,,,,,,,,,
HST,09Aug2016,Eastern,N,"1,849","1,662",23,"-1,636",,,,,,,,,,"-1,509",,,,,,,,,,,,,,,
HST,10Aug2016,Eastern,N,"1,837","1,778",18,"-1,759",,,,,,,,,,"-1,610",,,,,,,,,,,,,,,
HST,11Aug2016,Eastern,N,"1,901","1,764",24,"-1,738",,,,,,,,,,"-1,591",,,,,,,,,,,,,,,
HST,12Aug2016,Eastern,N,"1,871","1,810",11,"-1,795",,,,,,,,,,"-1,642",,,,,,,,,,,,,,,
HST,13Aug2016,Eastern,N,"1,883","1,852",26,"-1,824",,,,,,,,,,"-1,677",,,,,,,,,,,,,,,
HST,14Aug2016,Eastern,N,"1,863","1,862",24,"-1,837",,,,,,,,,,"-1,682",,,,,,,,,,,,,,,
HST,15Aug2016,Eastern,N,"1,896","1,927",19,"-1,906",,,,,,,,,,"-1,749",,,,,,,,,,,,,,,
HST,16Aug2016,Eastern,N,"1,905","1,869",15,"-1,852",,,,,,,,,,"-1,714",,,,,,,,,,,,,,,
HST,17Aug2016,Eastern,N,"1,906","1,668",13,"-1,653",,,,,,,,,,"-1,510",,,,,,,,,,,,,,,
HST,18Aug2016,Eastern,N,"1,925","1,798",25,"-1,770",,,,,,,,,,"-1,622",,,,,,,,,,,,,,,
HST,19Aug2016,Eastern,N,"1,925","1,835",20,"-1,816",,,,,,,,,,"-1,667",,,,,,,,,,,,,,,
HST,20Aug2016,Eastern,N,"1,868","1,888",36,"-1,851",,,,,,,,,,"-1,692",,,,,,,,,,,,,,,
HST,21Aug2016,Eastern,N,"1,883","2,001",34,"-1,961",,,,,,,,,,"-1,803",,,,,,,,,,,,,,,
HST,22Aug2016,Eastern,N,"1,681","2,006",14,"-1,992",,,,,,,,,,"-1,827",,,,,,,,,,,,,,,
HST,23Aug2016,Eastern,N,"1,943","2,004",29,"-1,973",,,,,,,,,,"-1,806",,,,,,,,,,,,,,,
HST,24Aug2016,Eastern,N,"1,717","1,865",28,"-1,838",,,,,,,,,,"-1,691",,,,,,,,,,,,,,,
HST,25Aug2016,Eastern,N,"1,893","1,909",24,"-1,885",,,,,,,,,,,,,,,,,,,,,,,,,
HST,26Aug2016,Eastern,N,"1,922","1,922",24,,,,,,,,,,,"-1,705",,,,,,,,,,,,,,,
HST,27Aug2016,Eastern,N,,"1,720",16,"-1,703",,,,,,,,,,"-1,556",,,,,,,,,,,,,,,
HST,28Aug2016,Eastern,N,"1,861","1,823",30,"-1,793",,,,,,,,,,"-1,655",,,,,,,,,,,,,,,
HST,29Aug2016,Eastern,N,"1,902","1,629",21,"-1,610",,,,,,,,,,"-1,483",,,,,,,,,,,,,,,
HST,30Aug2016,Eastern,N,"1,849","1,546",10,"-1,536",,,,,,,,,,"-1,537",,,,,,,,,,,,,,,
HST,31Aug2016,Eastern,N,"1,629","1,667",28,"-1,639",,,,,,,,,,"-1,689",,,,,,,,,,,,,,,
HST,01Sep2016,Eastern,N,"1,616","1,792",18,"-1,771",,,,,,,,,,"-1,619",,,,,,,,,,,,,,,
HST,02Sep2016,Eastern,N,"1,720","1,894",24,"-1,867",,,,,,,,,,"-1,712",,,,,,,,,,,,,,,
HST,03Sep2016,Eastern,N,"1,893","1,817",22,"-1,793",,,,,,,,,,"-1,654",,,,,,,,,,,,,,,
HST,04Sep2016,Eastern,N,"1,684","1,822",21,"-1,799",,,,,,,,,,"-1,646",,,,,,,,,,,,,,,
HST,05Sep2016,Eastern,N,"1,873","1,754",18,"-1,738",,,,,,,,,,"-1,600",,,,,,,,,,,,,,,
HST,06Sep2016,Eastern,N,"1,870","1,605",10,"-1,597",,,,,,,,,,"-1,479",,,,,,,,,,,,,,,
HST,07Sep2016,Eastern,N,"1,772","1,684",2,"-1,684",,,,,,,,,,"-1,538",,,,,,,,,,,,,,,
HST,08Sep2016,Eastern,N,"1,794","1,741",2,"-1,741",,,,,,,,,,"-1,597",,,,,,,,,,,,,,,
HST,09Sep2016,Eastern,N,"1,818","1,763",3,"-1,762",,,,,,,,,,"-1,617",,,,,,,,,,,,,,,
HST,10Sep2016,Eastern,N,"1,810","1,679",13,"-1,668",,,,,,,,,,"-1,532",,,,,,,,,,,,,,,
HST,11Sep2016,Eastern,N,"1,787","1,740",2,"-1,740",,,,,,,,,,"-1,600",,,,,,,,,,,,,,,
HST,12Sep2016,Eastern,N,"1,817","1,774",2,"-1,774",,,,,,,,,,"-1,634",,,,,,,,,,,,,,,
HST,13Sep2016,Eastern,N,"1,792","1,782",2,"-1,782",,,,,,,,,,"-1,634",,,,,,,,,,,,,,,
HST,14Sep2016,Eastern,N,"1,818","1,795",2,"-1,795",,,,,,,,,,"-1,653",,,,,,,,,,,,,,,
HST,15Sep2016,Eastern,N,"1,817","1,779",2,"-1,779",,,,,,,,,,"-1,635",,,,,,,,,,,,,,,
