BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,LGEE,MISO,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
GLHB,22May2021,Central,Y,,,"8,752","8,700","8,752",,,,,,,,,"4,217","4,483",2.36,,,"9,370",,,,"9,370",0,"9,315",,"8,752",52,2.36,
GLHB,23May2021,Central,Y,,,"9,380","9,322","9,380",,,,,,,,,"4,616","4,706",2.36,,,"10,054",,,,"10,054",0,"9,992",,"9,380",58,2.36,
GLHB,24May2021,Central,Y,,,"9,171","9,107","9,171",,,,,,,,,"4,968","4,139",2.36,,,"9,835",,,,"9,835",6,"9,772",,"9,171",64,2.36,
GLHB,25May2021,Central,Y,,,"7,765","7,705","7,765",,,,,,,,,"4,916","2,789",2.36,,,"8,320",,,,"8,320",31,"8,286",,"7,765",60,2.36,
GLHB,26May2021,Central,Y,,,"6,386","6,333","6,386",,,,,,,,,"4,754","1,579",2.36,,,"6,837",,,,"6,837",73,"6,854",,"6,386",53,2.36,
GLHB,27May2021,Central,Y,,,"5,413","5,373","5,413",,,,,,,,,"4,748",625,2.36,,,"5,794",,,,"5,794",203,"5,955",,"5,413",40,2.36,
GLHB,28May2021,Central,Y,,,"5,722","5,675","5,722",,,,,,,,,"4,469","1,206",2.36,,,"6,119",,,,"6,119",98,"6,168",,"5,722",47,2.36,
GLHB,29May2021,Central,Y,,,"3,671","3,647","3,671",,,,,,,,,"3,263",384,2.35,,,"3,915",,,,"3,915",75,"3,965",,"3,671",24,2.35,
GLHB,30May2021,Central,Y,,,"4,468","4,436","4,468",,,,,,,,,"3,281","1,155",2.35,,,"4,756",,,,"4,756",132,"4,855",,"4,468",32,2.35,
GLHB,31May2021,Central,Y,,,"4,488","4,455","4,488",,,,,,,,,"3,632",823,2.35,,,"4,778",,,,"4,778",160,"4,904",,"4,488",33,2.35,
GLHB,01Jun2021,Central,Y,,,"4,715","4,672","4,715",,,,,,,,,"3,790",882,2.35,,,"5,026",,,,"5,026",259,"5,241",,"4,715",43,2.35,
GLHB,02Jun2021,Central,Y,,,"6,012","5,968","6,012",,,,,,,,,"3,864","2,104",2.35,,,"6,409",,,,"6,409",99,"6,462",,"6,012",44,2.35,
GLHB,03Jun2021,Central,Y,,,"7,155","7,099","7,155",,,,,,,,,"4,268","2,831",2.35,,,"7,638",,,,"7,638",22,"7,602",,"7,155",56,2.35,
GLHB,04Jun2021,Central,Y,,,"7,706","7,643","7,706",,,,,,,,,"4,350","3,293",2.36,,,"8,236",,,,"8,236",7,"8,176",,"7,706",63,2.36,
GLHB,05Jun2021,Central,Y,,,"6,683","6,631","6,683",,,,,,,,,"4,095","2,536",2.36,,,"7,150",,,,"7,150",2,"7,097",,"6,683",52,2.36,
GLHB,06Jun2021,Central,Y,,,"7,560","7,501","7,560",,,,,,,,,"4,420","3,081",2.36,,,"8,100",,,,"8,100",0,"8,037",,"7,560",59,2.36,
GLHB,07Jun2021,Central,Y,,,"8,778","8,712","8,778",,,,,,,,,"4,768","3,944",2.36,,,"9,398",,,,"9,398",0,"9,327",,"8,778",66,2.36,
GLHB,08Jun2021,Central,Y,,,"7,891","7,835","7,891",,,,,,,,,"4,350","3,485",2.36,,,"8,455",,,,"8,455",0,"8,395",,"7,891",56,2.36,
GLHB,09Jun2021,Central,Y,,,"6,338","6,292","6,338",,,,,,,,,"4,451","1,841",2.36,,,"6,782",,,,"6,782",37,"6,770",,"6,338",46,2.36,
GLHB,10Jun2021,Central,Y,,,"8,390","8,330","8,390",,,,,,,,,"4,506","3,824",2.36,,,"8,974",,,,"8,974",0,"8,910",,"8,390",60,2.36,
GLHB,11Jun2021,Central,Y,,,"7,384","7,324","7,384",,,,,,,,,"4,174","3,150",2.36,,,"7,906",,,,"7,906",27,"7,869",,"7,384",60,2.36,
GLHB,12Jun2021,Central,Y,,,"8,340","8,286","8,340",,,,,,,,,"4,429","3,857",2.36,,,"8,914",,,,"8,914",0,"8,856",,"8,340",54,2.36,
GLHB,13Jun2021,Central,Y,,,"7,950","7,882","7,950",,,,,,,,,"4,528","3,354",2.36,,,"8,496",,,,"8,496",35,"8,459",,"7,950",68,2.36,
GLHB,14Jun2021,Central,Y,,,"7,925","7,877","7,925",,,,,,,,,"4,197","3,680",2.36,,,"8,470",,,,"8,470",30,"8,449",,"7,925",48,2.36,
GLHB,15Jun2021,Central,Y,,,"9,418","9,359","9,418",,,,,,,,,"3,927","5,432",2.36,,,"10,064",,,,"10,064",0,"10,001",,"9,418",59,2.36,
GLHB,16Jun2021,Central,Y,,,"9,425","9,362","9,425",,,,,,,,,"4,256","5,106",2.36,,,"10,080",,,,"10,080",0,"10,013",,"9,425",63,2.36,
GLHB,17Jun2021,Central,Y,,,"8,548","8,489","8,548",,,,,,,,,"4,191","4,298",2.36,,,"9,143",,,,"9,143",0,"9,080",,"8,548",59,2.36,
GLHB,18Jun2021,Central,Y,,,"8,974","8,916","8,974",,,,,,,,,"3,916","5,000",2.36,,,"9,602",,,,"9,602",0,"9,540",,"8,974",58,2.36,
GLHB,19Jun2021,Central,Y,,,"6,446","6,398","6,446",,,,,,,,,"3,788","2,610",2.36,,,"6,897",,,,"6,897",19,"6,865",,"6,446",48,2.36,
GLHB,20Jun2021,Central,Y,,,"6,728","6,675","6,728",,,,,,,,,"4,343","2,332",2.36,,,"7,205",,,,"7,205",0,"7,149",,"6,728",53,2.36,
GLHB,21Jun2021,Central,Y,,,"8,857","8,794","8,857",,,,,,,,,"4,890","3,904",2.36,,,"9,486",,,,"9,486",0,"9,418",,"8,857",63,2.36,
GLHB,22Jun2021,Central,Y,,,"8,728","8,670","8,728",,,,,,,,,"4,019","4,651",2.36,,,"9,334",,,,"9,334",0,"9,272",,"8,728",58,2.36,
GLHB,23Jun2021,Central,Y,,,"8,862","8,805","8,862",,,,,,,,,"4,161","4,644",2.36,,,"9,474",,,,"9,474",0,"9,413",,"8,862",57,2.36,
GLHB,24Jun2021,Central,Y,,,"8,631","8,575","8,631",,,,,,,,,"4,180","4,395",2.35,,,"9,218",,,,"9,218",0,"9,158",,"8,631",56,2.35,
GLHB,25Jun2021,Central,Y,,,"8,298","8,252","8,298",,,,,,,,,"4,367","3,885",2.35,,,"8,861",,,,"8,861",0,"8,812",,"8,298",46,2.35,
GLHB,26Jun2021,Central,Y,,,"6,592","6,542","6,592",,,,,,,,,"4,540","2,002",2.36,,,"7,046",,,,"7,046",0,"6,992",,"6,592",50,2.36,
GLHB,27Jun2021,Central,Y,,,"7,181","7,130","7,181",,,,,,,,,"4,581","2,549",2.36,,,"7,673",,,,"7,673",0,"7,619",,"7,181",51,2.36,
GLHB,28Jun2021,Central,Y,,,"10,132","10,060","10,132",,,,,,,,,"5,383","4,677",2.36,,,"10,843",,,,"10,843",0,"10,766",,"10,132",72,2.36,
GLHB,29Jun2021,Central,Y,,,"10,067","9,998","10,067",,,,,,,,,"4,837","5,161",2.36,,,"10,778",,,,"10,778",0,"10,704",,"10,067",69,2.36,
GLHB,30Jun2021,Central,Y,,,"9,284","9,225","9,284",,,,,,,,,"4,216","5,009",2.36,,,"9,941",,,,"9,941",0,"9,877",,"9,284",59,2.36,
GLHB,01Jul2021,Central,Y,,,"9,417","9,367","9,417",,,,,,,,,"4,071","5,296",2.36,,,"10,076",,,,"10,076",0,"10,022",,"9,417",50,2.36,
GLHB,02Jul2021,Central,Y,,,"9,452","9,404","9,452",,,,,,,,,"4,063","5,341",2.35,,,"10,095",,,,"10,095",0,"10,044",,"9,452",48,2.35,
GLHB,03Jul2021,Central,Y,,,"9,004","8,952","9,004",,,,,,,,,"4,014","4,938",2.35,,,"9,604",,,,"9,604",0,"9,548",,"9,004",52,2.35,
GLHB,04Jul2021,Central,Y,,,"8,815","8,759","8,815",,,,,,,,,"4,851","3,908",2.35,,,"9,413",,,,"9,413",0,"9,353",,"8,815",56,2.35,
GLHB,05Jul2021,Central,Y,,,"9,246","9,194","9,246",,,,,,,,,"5,171","4,023",2.36,,,"9,884",,,,"9,884",0,"9,829",,"9,246",52,2.36,
GLHB,06Jul2021,Central,Y,,,"9,691","9,629","9,691",,,,,,,,,"4,966","4,663",2.36,,,"10,368",,,,"10,368",0,"10,301",,"9,691",62,2.36,
GLHB,07Jul2021,Central,Y,,,"9,180","9,124","9,180",,,,,,,,,"4,911","4,213",2.36,,,"9,819",,,,"9,819",0,"9,760",,"9,180",56,2.36,
GLHB,08Jul2021,Central,Y,,,"9,404","9,344","9,404",,,,,,,,,"4,984","4,360",2.36,,,"10,061",,,,"10,061",0,"9,997",,"9,404",60,2.36,
GLHB,09Jul2021,Central,Y,,,"9,493","9,441","9,493",,,,,,,,,"4,830","4,611",2.36,,,"10,159",,,,"10,159",0,"10,104",,"9,493",52,2.36,
GLHB,10Jul2021,Central,Y,,,"9,411","9,365","9,411",,,,,,,,,"4,767","4,598",2.36,,,"10,058",,,,"10,058",0,"10,009",,"9,411",46,2.36,
GLHB,11Jul2021,Central,Y,,,"8,663","8,611","8,663",,,,,,,,,"4,504","4,107",2.36,,,"9,258",,,,"9,258",0,"9,202",,"8,663",52,2.36,
GLHB,12Jul2021,Central,Y,,,"8,779","8,722","8,779",,,,,,,,,"4,869","3,853",2.36,,,"9,389",,,,"9,389",0,"9,328",,"8,779",57,2.36,
GLHB,13Jul2021,Central,Y,,,"8,396","8,339","8,396",,,,,,,,,"4,971","3,368",2.36,,,"8,991",,,,"8,991",44,"8,975",,"8,396",57,2.36,
GLHB,14Jul2021,Central,Y,,,"7,661","7,609","7,661",,,,,,,,,"4,901","2,708",2.36,,,"8,216",,,,"8,216",0,"8,160",,"7,661",52,2.36,
GLHB,15Jul2021,Central,Y,,,"8,797","8,746","8,797",,,,,,,,,"4,621","4,125",2.36,,,"9,422",,,,"9,422",0,"9,368",,"8,797",51,2.36,
GLHB,16Jul2021,Central,Y,,,"8,924","8,867","8,924",,,,,,,,,"5,093","3,774",2.36,,,"9,548",,,,"9,548",0,"9,487",,"8,924",57,2.36,
GLHB,17Jul2021,Central,Y,,,"8,589","8,537","8,589",,,,,,,,,"4,663","3,874",2.36,,,"9,180",,,,"9,180",0,"9,125",,"8,589",52,2.36,
GLHB,18Jul2021,Central,Y,,,"8,429","8,382","8,429",,,,,,,,,"4,245","4,137",2.35,,,"8,994",,,,"8,994",0,"8,944",,"8,429",47,2.35,
GLHB,19Jul2021,Central,Y,,,"8,596","8,546","8,596",,,,,,,,,"4,331","4,215",2.35,,,"9,175",,,,"9,175",0,"9,122",,"8,596",50,2.35,
GLHB,20Jul2021,Central,Y,,,"9,454","9,405","9,454",,,,,,,,,"4,323","5,082",2.35,,,"10,098",,,,"10,098",0,"10,046",,"9,454",49,2.35,
GLHB,21Jul2021,Central,Y,,,"9,158","9,109","9,158",,,,,,,,,"4,095","5,014",2.36,,,"9,793",,,,"9,793",0,"9,741",,"9,158",49,2.36,
GLHB,22Jul2021,Central,Y,,,"9,257","9,200","9,257",,,,,,,,,"4,471","4,729",2.36,,,"9,902",,,,"9,902",0,"9,841",,"9,257",57,2.36,
GLHB,23Jul2021,Central,Y,,,"9,092","9,042","9,092",,,,,,,,,"4,096","4,946",2.36,,,"9,722",,,,"9,722",0,"9,668",,"9,092",50,2.36,
GLHB,24Jul2021,Central,Y,,,"7,258","7,218","7,258",,,,,,,,,"3,906","3,312",2.35,,,"7,752",,,,"7,752",79,"7,788",,"7,258",40,2.35,
GLHB,25Jul2021,Central,Y,,,"3,449","3,438","3,449",,,,,,,,,"4,006",-568,2.36,,,"3,686",,,,"3,686",338,"4,013",,"3,449",11,2.36,
GLHB,26Jul2021,Central,Y,,,"4,208","4,183","4,208",,,,,,,,,"4,583",-400,2.36,,,"4,504",,,,"4,504",350,"4,828",,"4,208",25,2.36,
GLHB,27Jul2021,Central,Y,,,"8,729","8,679","8,729",,,,,,,,,"5,070","3,609",2.36,,,"9,348",,,,"9,348",0,"9,294",,"8,729",50,2.36,
GLHB,28Jul2021,Central,Y,,,"8,837","8,786","8,837",,,,,,,,,"4,492","4,294",2.36,,,"9,467",,,,"9,467",0,"9,412",,"8,837",51,2.36,
GLHB,29Jul2021,Central,Y,,,"8,960","8,910","8,960",,,,,,,,,"4,360","4,550",2.36,,,"9,593",,,,"9,593",0,"9,539",,"8,960",50,2.36,
GLHB,30Jul2021,Central,Y,,,"9,223","9,171","9,223",,,,,,,,,"4,605","4,566",2.36,,,"9,868",,,,"9,868",0,"9,812",,"9,223",52,2.36,
GLHB,31Jul2021,Central,Y,,,"9,054","9,000","9,054",,,,,,,,,"4,598","4,402",2.36,,,"9,684",,,,"9,684",0,"9,626",,"9,054",54,2.36,
GLHB,01Aug2021,Central,Y,,,"8,819","8,771","8,819",,,,,,,,,"4,601","4,170",2.36,,,"9,422",,,,"9,422",0,"9,371",,"8,819",48,2.36,
GLHB,02Aug2021,Central,Y,,,"9,139","9,081","9,139",,,,,,,,,"4,489","4,592",2.36,,,"9,765",,,,"9,765",0,"9,703",,"9,139",58,2.36,
GLHB,03Aug2021,Central,Y,,,"9,215","9,152","9,215",,,,,,,,,"4,407","4,745",2.35,,,"9,841",,,,"9,841",0,"9,774",,"9,215",63,2.35,
GLHB,04Aug2021,Central,Y,,,"9,209","9,139","9,209",,,,,,,,,"4,716","4,423",2.36,,,"9,839",,,,"9,839",0,"9,764",,"9,209",70,2.36,
GLHB,05Aug2021,Central,Y,,,"9,195","9,129","9,195",,,,,,,,,"4,504","4,625",2.35,,,"9,818",,,,"9,818",0,"9,748",,"9,195",66,2.35,
GLHB,06Aug2021,Central,Y,,,"9,201","9,132","9,201",,,,,,,,,"4,532","4,600",2.36,,,"9,843",,,,"9,843",0,"9,769",,"9,201",69,2.36,
GLHB,07Aug2021,Central,Y,,,"9,288","9,213","9,288",,,,,,,,,"4,867","4,346",2.36,,,"9,940",,,,"9,940",0,"9,860",,"9,288",75,2.36,
GLHB,08Aug2021,Central,Y,,,"9,201","9,128","9,201",,,,,,,,,"5,074","4,054",2.36,,,"9,846",,,,"9,846",0,"9,768",,"9,201",73,2.36,
GLHB,09Aug2021,Central,Y,,,"9,262","9,191","9,262",,,,,,,,,"5,371","3,820",2.36,,,"9,925",,,,"9,925",0,"9,849",,"9,262",71,2.36,
GLHB,10Aug2021,Central,Y,,,"9,329","9,255","9,329",,,,,,,,,"5,424","3,831",2.36,,,"10,004",,,,"10,004",0,"9,924",,"9,329",74,2.36,
GLHB,11Aug2021,Central,Y,,,"8,254","8,181","8,254",,,,,,,,,"5,235","2,946",2.36,,,"8,854",,,,"8,854",0,"8,776",,"8,254",73,2.36,
GLHB,12Aug2021,Central,Y,,,"6,833","6,768","6,833",,,,,,,,,"5,184","1,584",2.36,,,"7,328",,,,"7,328",0,"7,258",,"6,833",65,2.36,
GLHB,13Aug2021,Central,Y,,,"9,179","9,113","9,179",,,,,,,,,"5,346","3,767",2.36,,,"9,833",,,,"9,833",0,"9,763",,"9,179",66,2.36,
GLHB,14Aug2021,Central,Y,,,"9,331","9,257","9,331",,,,,,,,,"5,102","4,155",2.36,,,"9,980",,,,"9,980",0,"9,901",,"9,331",74,2.36,
GLHB,15Aug2021,Central,Y,,,"9,010","8,943","9,010",,,,,,,,,"4,768","4,175",2.36,,,"9,626",,,,"9,626",0,"9,555",,"9,010",67,2.36,
GLHB,16Aug2021,Central,Y,,,"8,374","8,314","8,374",,,,,,,,,"4,873","3,441",2.36,,,"8,953",,,,"8,953",0,"8,889",,"8,374",60,2.36,
GLHB,17Aug2021,Central,Y,,,"9,140","9,070","9,140",,,,,,,,,"4,910","4,160",2.36,,,"9,772",,,,"9,772",0,"9,697",,"9,140",70,2.36,
GLHB,18Aug2021,Central,Y,,,"8,820","8,755","8,820",,,,,,,,,"4,859","3,896",2.36,,,"9,428",,,,"9,428",0,"9,358",,"8,820",65,2.36,
GLHB,19Aug2021,Central,Y,,,"8,985","8,921","8,985",,,,,,,,,"4,589","4,332",2.36,,,"9,607",,,,"9,607",0,"9,539",,"8,985",64,2.36,
GLHB,20Aug2021,Central,Y,,,"8,955","8,892","8,955",,,,,,,,,"4,633","4,259",2.36,,,"9,589",,,,"9,589",0,"9,522",,"8,955",63,2.36,
GLHB,21Aug2021,Central,Y,,,"8,832","8,766","8,832",,,,,,,,,"4,695","4,071",2.36,,,"9,450",,,,"9,450",0,"9,380",,"8,832",66,2.36,
GLHB,22Aug2021,Central,Y,,,"9,020","8,949","9,020",,,,,,,,,"4,885","4,064",2.36,,,"9,668",,,,"9,668",0,"9,592",,"9,020",71,2.36,
GLHB,23Aug2021,Central,Y,,,"8,941","8,876","8,941",,,,,,,,,"4,879","3,997",2.36,,,"9,580",,,,"9,580",0,"9,510",,"8,941",65,2.36,
GLHB,24Aug2021,Central,Y,,,"9,503","9,434","9,503",,,,,,,,,"5,121","4,313",2.37,,,"10,209",,,,"10,209",0,"10,135",,"9,503",69,2.37,
GLHB,25Aug2021,Central,Y,,,"9,357","9,289","9,357",,,,,,,,,"4,594","4,695",2.36,,,"10,027",,,,"10,027",0,"9,955",,"9,357",68,2.36,
GLHB,26Aug2021,Central,Y,,,"9,331","9,264","9,331",,,,,,,,,"4,601","4,663",2.36,,,"9,995",,,,"9,995",0,"9,923",,"9,331",67,2.36,
GLHB,27Aug2021,Central,Y,,,"9,221","9,156","9,221",,,,,,,,,"4,485","4,671",2.36,,,"9,879",,,,"9,879",0,"9,809",,"9,221",65,2.36,
GLHB,28Aug2021,Central,Y,,,"8,248","8,187","8,248",,,,,,,,,"4,711","3,476",2.36,,,"8,839",,,,"8,839",0,"8,773",,"8,248",61,2.36,
GLHB,29Aug2021,Central,Y,,,"8,617","8,559","8,617",,,,,,,,,"4,576","3,983",2.36,,,"9,220",,,,"9,220",0,"9,158",,"8,617",58,2.36,
GLHB,30Aug2021,Central,Y,,,"9,202","9,136","9,202",,,,,,,,,"4,432","4,704",2.36,,,"9,842",,,,"9,842",0,"9,772",,"9,202",66,2.36,
GLHB,31Aug2021,Central,Y,,,"9,133","9,068","9,133",,,,,,,,,"4,865","4,203",2.36,,,"9,767",,,,"9,767",0,"9,697",,"9,133",65,2.36,
GLHB,01Sep2021,Central,Y,,,"9,136","9,068","9,136",,,,,,,,,"5,025","4,043",2.35,,,"9,758",,,,"9,758",0,"9,686",,"9,136",68,2.35,
GLHB,02Sep2021,Central,Y,,,"9,227","9,164","9,227",,,,,,,,,"4,690","4,474",2.35,,,"9,856",,,,"9,856",0,"9,789",,"9,227",63,2.35,
GLHB,03Sep2021,Central,Y,,,"9,212","9,149","9,212",,,,,,,,,"4,453","4,696",2.35,,,"9,824",,,,"9,824",0,"9,757",,"9,212",63,2.35,
GLHB,04Sep2021,Central,Y,,,"7,334","7,283","7,334",,,,,,,,,"4,326","2,957",2.35,,,"7,818",,,,"7,818",0,"7,763",,"7,334",51,2.35,
GLHB,05Sep2021,Central,Y,,,"7,197","7,149","7,197",,,,,,,,,"4,297","2,852",2.35,,,"7,673",,,,"7,673",0,"7,622",,"7,197",48,2.35,
GLHB,06Sep2021,Central,Y,,,"7,125","7,069","7,125",,,,,,,,,"4,504","2,565",2.35,,,"7,609",,,,"7,609",0,"7,550",,"7,125",56,2.35,
GLHB,07Sep2021,Central,Y,,,"8,741","8,678","8,741",,,,,,,,,"5,425","3,253",2.36,,,"9,354",,,,"9,354",0,"9,286",,"8,741",63,2.36,
GLHB,08Sep2021,Central,Y,,,"9,201","9,136","9,201",,,,,,,,,"5,594","3,542",2.36,,,"9,833",,,,"9,833",0,"9,764",,"9,201",65,2.36,
GLHB,09Sep2021,Central,Y,,,"9,055","8,994","9,055",,,,,,,,,"4,793","4,201",2.36,,,"9,680",,,,"9,680",0,"9,615",,"9,055",61,2.36,
GLHB,10Sep2021,Central,Y,,,"8,481","8,423","8,481",,,,,,,,,"4,293","4,130",2.36,,,"9,067",,,,"9,067",0,"9,005",,"8,481",58,2.36,
GLHB,11Sep2021,Central,Y,,,"7,629","7,581","7,629",,,,,,,,,"4,492","3,089",2.36,,,"8,157",,,,"8,157",0,"8,105",,"7,629",48,2.36,
GLHB,12Sep2021,Central,Y,,,"7,631","7,571","7,631",,,,,,,,,"4,927","2,644",2.36,,,"8,164",,,,"8,164",36,"8,136",,"7,631",60,2.36,
GLHB,13Sep2021,Central,Y,,,"9,191","9,119","9,191",,,,,,,,,"5,424","3,695",2.36,,,"9,848",,,,"9,848",0,"9,770",,"9,191",72,2.36,
GLHB,14Sep2021,Central,Y,,,"8,788","8,725","8,788",,,,,,,,,"5,367","3,358",2.36,,,"9,411",,,,"9,411",0,"9,344",,"8,788",63,2.36,
GLHB,15Sep2021,Central,Y,,,"9,582","9,513","9,582",,,,,,,,,"5,659","3,854",2.36,,,"10,255",,,,"10,255",0,"10,181",,"9,582",69,2.36,
GLHB,16Sep2021,Central,Y,,,"8,022","7,956","8,022",,,,,,,,,"5,489","2,467",2.36,,,"8,591",,,,"8,591",0,"8,521",,"8,022",66,2.36,
GLHB,17Sep2021,Central,Y,,,"7,660","7,593","7,660",,,,,,,,,"5,114","2,479",2.36,,,"8,196",,,,"8,196",5,"8,130",,"7,660",67,2.36,
GLHB,18Sep2021,Central,Y,,,"6,220","6,166","6,220",,,,,,,,,"4,719","1,447",2.35,,,"6,644",,,,"6,644",149,"6,736",,"6,220",54,2.35,
GLHB,19Sep2021,Central,Y,,,"6,261","6,209","6,261",,,,,,,,,"4,654","1,555",2.36,,,"6,695",,,,"6,695",88,"6,728",,"6,261",52,2.36,
GLHB,20Sep2021,Central,Y,,,"6,703","6,652","6,703",,,,,,,,,"4,585","2,067",2.36,,,"7,174",,,,"7,174",77,"7,197",,"6,703",51,2.36,
GLHB,21Sep2021,Central,Y,,,"6,859","6,809","6,859",,,,,,,,,"4,650","2,159",2.36,,,"7,342",,,,"7,342",5,"7,294",,"6,859",50,2.36,
GLHB,22Sep2021,Central,Y,,,"5,072","5,031","5,072",,,,,,,,,"4,039",992,2.35,,,"5,416",,,,"5,416",54,"5,426",,"5,072",41,2.35,
GLHB,23Sep2021,Central,Y,,,"4,888","4,850","4,888",,,,,,,,,"3,933",917,2.35,,,"5,221",,,,"5,221",18,"5,199",,"4,888",38,2.35,
GLHB,24Sep2021,Central,Y,,,"4,902","4,872","4,902",,,,,,,,,"3,592","1,280",2.35,,,"5,235",,,,"5,235",105,"5,308",,"4,902",30,2.35,
GLHB,25Sep2021,Central,Y,,,"3,952","3,925","3,952",,,,,,,,,"3,629",296,2.35,,,"4,209",,,,"4,209",170,"4,351",,"3,952",27,2.35,
GLHB,26Sep2021,Central,Y,,,"4,768","4,737","4,768",,,,,,,,,"3,506","1,231",2.35,,,"5,084",,,,"5,084",93,"5,145",,"4,768",31,2.35,
GLHB,27Sep2021,Central,Y,,,"7,066","7,013","7,066",,,,,,,,,"3,819","3,194",2.35,,,"7,529",,,,"7,529",0,"7,472",,"7,066",53,2.35,
GLHB,28Sep2021,Central,Y,,,"7,138","7,082","7,138",,,,,,,,,"4,090","2,992",2.35,,,"7,617",,,,"7,617",23,"7,581",,"7,138",56,2.35,
GLHB,29Sep2021,Central,Y,,,"7,911","7,858","7,911",,,,,,,,,"4,348","3,510",2.35,,,"8,450",,,,"8,450",9,"8,403",,"7,911",53,2.35,
GLHB,30Sep2021,Central,Y,,,"7,874","7,819","7,874",,,,,,,,,"3,976","3,843",2.35,,,"8,405",,,,"8,405",0,"8,347",,"7,874",55,2.35,
GLHB,01Oct2021,Central,Y,,,"8,106","8,056","8,106",,,,,,,,,"3,711","4,345",2.35,,,"8,639",,,,"8,639",0,"8,585",,"8,106",50,2.35,
GLHB,02Oct2021,Central,Y,,,"9,060","9,014","9,060",,,,,,,,,"3,767","5,247",2.35,,,"9,639",,,,"9,639",0,"9,590",,"9,060",46,2.35,
GLHB,03Oct2021,Central,Y,,,"9,811","9,751","9,811",,,,,,,,,"4,209","5,542",2.35,,,"10,448",,,,"10,448",0,"10,384",,"9,811",60,2.35,
GLHB,04Oct2021,Central,Y,,,"9,843","9,772","9,843",,,,,,,,,"5,144","4,628",2.35,,,"10,501",,,,"10,501",0,"10,425",,"9,843",71,2.35,
GLHB,05Oct2021,Central,Y,,,"7,469","7,410","7,469",,,,,,,,,"5,297","2,113",2.35,,,"7,970",,,,"7,970",45,"7,952",,"7,469",59,2.35,
GLHB,06Oct2021,Central,Y,,,"7,801","7,739","7,801",,,,,,,,,"5,346","2,393",2.35,,,"8,332",,,,"8,332",144,"8,411",,"7,801",62,2.35,
GLHB,07Oct2021,Central,Y,,,"7,205","7,159","7,205",,,,,,,,,"4,513","2,646",2.35,,,"7,690",,,,"7,690",80,"7,721",,"7,205",46,2.35,
GLHB,08Oct2021,Central,Y,,,"7,465","7,416","7,465",,,,,,,,,"4,006","3,410",2.35,,,"7,968",,,,"7,968",3,"7,919",,"7,465",49,2.35,
GLHB,09Oct2021,Central,Y,,,"7,045","6,996","7,045",,,,,,,,,"4,392","2,604",2.36,,,"7,532",,,,"7,532",0,"7,480",,"7,045",49,2.36,
GLHB,10Oct2021,Central,Y,,,"6,965","6,918","6,965",,,,,,,,,"4,140","2,778",2.36,,,"7,443",,,,"7,443",0,"7,394",,"6,965",47,2.36,
GLHB,11Oct2021,Central,Y,,,"6,955","6,907","6,955",,,,,,,,,"4,121","2,786",2.36,,,"7,432",,,,"7,432",3,"7,384",,"6,955",48,2.36,
GLHB,12Oct2021,Central,Y,,,"7,352","7,310","7,352",,,,,,,,,"4,315","2,995",2.36,,,"7,871",,,,"7,871",0,"7,826",,"7,352",42,2.36,
GLHB,13Oct2021,Central,Y,,,"6,885","6,837","6,885",,,,,,,,,"4,136","2,701",2.36,,,"7,358",,,,"7,358",1,"7,308",,"6,885",48,2.36,
GLHB,14Oct2021,Central,Y,,,"7,083","7,034","7,083",,,,,,,,,"4,596","2,438",2.35,,,"7,559",,,,"7,559",9,"7,516",,"7,083",49,2.35,
GLHB,15Oct2021,Central,Y,,,"7,028","6,977","7,028",,,,,,,,,"4,535","2,442",2.36,,,"7,516",,,,"7,516",25,"7,487",,"7,028",51,2.36,
GLHB,16Oct2021,Central,Y,,,"3,849","3,822","3,849",,,,,,,,,"2,865",957,2.35,,,"4,094",,,,"4,094",0,"4,066",,"3,849",27,2.35,
GLHB,17Oct2021,Central,Y,,,"3,629","3,596","3,629",,,,,,,,,"2,559","1,037",2.35,,,"3,863",,,,"3,863",0,"3,828",,"3,629",33,2.35,
GLHB,18Oct2021,Central,Y,,,"6,164","6,120","6,164",,,,,,,,,"3,372","2,748",2.35,,,"6,577",,,,"6,577",0,"6,530",,"6,164",44,2.35,
GLHB,19Oct2021,Central,Y,,,"4,604","4,573","4,604",,,,,,,,,"3,243","1,330",2.36,,,"4,918",,,,"4,918",0,"4,885",,"4,604",31,2.36,
GLHB,20Oct2021,Central,Y,,,"6,381","6,339","6,381",,,,,,,,,"3,182","3,157",2.35,,,"6,807",,,,"6,807",0,"6,762",,"6,381",42,2.35,
GLHB,21Oct2021,Central,Y,,,"4,826","4,795","4,826",,,,,,,,,"3,102","1,693",2.35,,,"5,143",,,,"5,143",0,"5,110",,"4,826",31,2.35,
GLHB,22Oct2021,Central,Y,,,"5,145","5,107","5,145",,,,,,,,,"3,202","1,905",2.35,,,"5,488",,,,"5,488",0,"5,448",,"5,145",38,2.35,
