BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,AZPS,EPE,GRID,PSCO,SRP,SWPP,TEPC,WACM,Subregion Frep,Subregion Jica,Subregion KAFB,Subregion KCEC,Subregion LAC,Subregion NTUA,Subregion PNM,Subregion TSGT,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
PNM,20Apr2022,Arizona,N,"33,071","35,740","48,874","12,862","11,418","6,859",,,259,"4,264","25,921",118,,"10,721","8,309","-9,096","-2,909",,0,"4,365","7,406","1,404",49,"1,225",532,"1,301",496,"24,460","6,425",2.35,0.92,,"12,159","2,863",,204,"15,226","5,559","10,312","10,472","48,848","30,052",0.69,0.77
PNM,21Apr2022,Arizona,N,"33,351","35,312","44,979","9,328","11,923","6,647",,,320,"4,044","21,877",126,,"8,519","8,199","-8,166","-2,747",,0,"5,392","3,600","1,528",50,"1,238",522,"1,324",489,"24,033","6,363",2.35,0.92,,"12,690","2,777",,176,"15,643","4,757","9,401","10,999","44,941","30,144",0.77,0.80
PNM,22Apr2022,Arizona,N,"32,413","35,526","49,108","13,242","12,042","5,911",,,330,"3,933","26,743",120,,"11,148","7,794","-9,699","-1,700",,0,"4,193","7,677","1,626",48,"1,191",544,"1,272",492,"24,659","5,940",2.35,0.92,,"12,829","2,471",,207,"15,507","5,294","10,471","10,329","49,084","29,671",0.70,0.77
PNM,23Apr2022,Arizona,N,"30,187","34,011","49,113","14,729","12,074","6,001",,,356,"4,040","26,450",154,,"12,507","7,837","-10,640","-1,778",,0,"5,268","8,036","1,875",48,"1,056",614,"1,211",477,"23,226","5,774",2.35,0.92,,"12,876","2,508",,207,"15,591","5,607","11,324","9,874","49,084","27,854",0.70,0.78
PNM,24Apr2022,Arizona,N,"30,230","32,178","32,123",-436,"11,741","6,857",,,365,"4,317","8,645",155,,"2,479","6,649","-7,505","-2,038",,0,103,"1,705","1,926",48,"1,039",604,"1,237",462,"21,091","6,044",2.35,0.92,,"12,513","2,864",,90,"15,466","3,912","5,683","13,694","32,089","30,696",1.06,0.98
PNM,25Apr2022,Arizona,N,"31,388","33,622","40,201","6,222","11,282","8,270",,,340,"4,488","15,638",144,,"2,926","7,839","-4,790","-1,790",,0,"1,465","4,288","1,695",51,"1,181",629,"1,334",486,"22,181","6,116",2.35,0.92,,"12,020","3,445",,137,"15,603","2,842","6,677","11,768","40,169","30,231",0.86,0.86
PNM,26Apr2022,Arizona,N,"31,755","33,879","38,605","4,352","12,895","7,643",,,360,"3,564","14,041",64,,"2,765","7,200","-6,516","-2,108",,88,"3,478","3,393","1,637",51,"1,212",593,"1,365",541,"22,349","6,431",2.35,0.92,,"13,741","3,184",,120,"17,045","2,912","7,120","12,837","38,575","30,275",0.97,0.93
PNM,27Apr2022,Arizona,N,"32,728","34,748","39,387","4,274","12,801","8,458",,,353,"3,357","14,268",112,,"2,873","8,056","-6,826","-1,942",,349,318,"4,685","1,602",48,"1,256",612,"1,362",533,"23,395","6,234",2.35,0.92,,"13,657","3,532",,121,"17,309","3,640","7,203","13,746","39,357","31,844",0.97,0.95
PNM,28Apr2022,Arizona,N,"32,995","33,761","42,855","8,737","15,977","7,602",,,342,"3,769","14,995",134,,"3,082","7,974","-6,095","-1,830",,364,"2,870","6,105","1,614",48,"1,224",538,"1,358",512,"22,514","6,211",2.35,0.92,,"17,016","3,177",,128,"20,321","3,133","9,437","14,017","42,826","30,356",1.05,1.02
PNM,29Apr2022,Arizona,N,"31,875","34,045","45,289","10,931","15,010","7,007",,,303,"4,506","18,290",137,,"4,745","8,334","-6,953","-2,100",,373,"7,999","2,899","1,408",48,"1,189",533,"1,296",503,"23,148","6,139",2.35,0.92,,"15,996","2,929",,155,"19,080","3,095","9,935","12,240","45,261","29,964",0.93,0.90
PNM,30Apr2022,Arizona,N,"30,871","32,696","33,740",696,"14,711","2,433",,,336,"4,477","11,616",135,,700,819,"-3,585","-2,230",,375,"8,377",-526,"1,531",48,"1,078",526,"1,259",502,"21,949","6,095",2.35,0.92,,"15,657","1,012",,110,"16,779","3,540","6,053","14,266","33,715","29,785",1.10,1.06
PNM,01May2022,Arizona,N,"32,175","33,813","36,071","1,911","8,182","7,536",,,336,"4,337","15,526",124,,"2,219","8,262","-6,793","-2,057",,375,"3,830",-246,"1,441",48,"1,098",533,"1,302",511,"23,137","6,059",2.34,0.92,,"8,697","3,144",,135,"11,976","4,153","5,507","10,622","36,050","30,460",0.73,0.77
PNM,02May2022,Arizona,N,"33,553","34,660","36,389","1,387","7,469","8,023",,,336,"4,608","15,796",129,,"1,572","8,262","-5,993","-2,253",,285,"4,743","-2,829","1,542",48,"1,205",531,"1,356",512,"23,611","6,118",2.35,0.92,,"7,953","3,341",,139,"11,433","6,087","5,662","11,857","36,368","32,581",0.69,0.80
PNM,03May2022,Arizona,N,"33,770","34,284","35,176",540,"7,363","8,714",,,419,"4,197","14,314",129,,419,"7,335","-4,628","-2,104",,180,"4,256","-3,487",994,48,"1,243",560,"1,324",523,"23,786","6,037",2.35,0.92,,"7,835","3,617",,127,"11,579","5,641","4,694","12,527","35,140","33,169",0.73,0.83
PNM,04May2022,Arizona,N,"32,778","32,891","41,160","7,908","8,872","7,432",,,456,"4,611","19,612",131,,"1,922","7,504","-5,678","-1,661",,382,"3,826","3,539",673,48,"1,195",571,"1,309",533,"22,593","6,167",2.34,0.92,,"9,435","3,086",,165,"12,686","3,133","5,627","10,192","41,114","31,280",0.68,0.72
PNM,05May2022,Arizona,N,"33,055","32,769","41,653","8,547","11,667","7,699",,,425,"4,799","16,883",136,,"1,287","7,339","-2,696","-1,720",,374,"5,922",-31,672,49,"1,213",553,"1,338",493,"22,415","6,198",2.34,0.92,,"12,406","3,200",,148,"15,755","2,504","6,025","12,234","41,612","31,137",0.83,0.87
PNM,06May2022,Arizona,N,"34,284","34,881","41,277","6,116","9,958","8,972",,,363,"4,173","17,646",122,,"1,473","6,204","-4,540","-2,104",,382,"8,171","-1,583","1,178",48,"1,222",529,"1,388",473,"23,951","6,247",2.34,0.92,,"10,574","3,729",,149,"14,451","4,247","6,282","12,416","41,242","33,239",0.77,0.82
PNM,07May2022,Arizona,N,"34,564","36,326","40,720","4,133","7,481","8,651",,,340,"4,153","19,936",116,,"2,895","5,964","-6,621","-2,654",,388,"7,047",-956,"1,814",48,"1,157",520,"1,410",448,"24,746","6,325",2.34,0.92,,"7,953","3,608",,164,"11,725","4,372","5,353","10,743","40,685","34,622",0.64,0.68
PNM,08May2022,Arizona,N,"33,808","36,218","39,975","3,506","5,726","8,705",,,336,"4,434","20,618",112,,"1,984","6,211","-6,957","-2,263",,388,"4,026","2,046","1,831",48,"1,135",504,"1,380",406,"24,470","6,253",2.34,0.92,,"6,079","3,624",,170,"9,874","3,812","4,264","9,422","39,938","34,503",0.55,0.60
PNM,09May2022,Arizona,N,"34,805","37,152","40,392","2,995","7,075","8,038",,,336,"4,655","20,130",120,,"2,676","6,666","-6,906","-2,749",,375,"6,602","-1,769","1,527",48,"1,260",521,"1,398",440,"25,554","6,436",2.34,0.92,,"7,517","3,342",,168,"11,027","4,764","5,111","10,680","40,361","35,466",0.60,0.66
PNM,10May2022,Arizona,N,"35,191","37,363","38,629","1,026","6,818","8,683",,,336,"4,644","17,998",121,,575,"7,169","-5,901","-2,268",,376,"2,905",94,"1,454",48,"1,287",519,"1,399",487,"25,828","6,462",2.34,0.91,,"7,238","3,604",,154,"10,996","4,194","4,149","11,041","38,605","35,655",0.63,0.68
PNM,11May2022,Arizona,N,"36,005","37,822","36,959","-1,102","6,290","8,070",,,336,"4,422","17,696",114,,773,"7,034","-6,950","-2,324",,397,"2,527",-715,"1,448",48,"1,291",530,"1,387",485,"26,305","6,444",2.34,0.92,,"6,680","3,351",,150,"10,182","4,646","3,741","11,086","36,937","36,195",0.61,0.68
PNM,12May2022,Arizona,N,"34,231","36,668","36,990",63,"6,528","8,349",,,351,"4,683","16,909",133,,"1,429","8,656","-6,615","-2,575",,375,"2,805","-2,193","1,498",48,"1,267",503,"1,349",496,"25,245","6,398",2.34,0.92,,"6,937","3,471",,147,"10,555","5,010","4,437","11,128","36,958","35,076",0.63,0.70
PNM,13May2022,Arizona,N,"33,425","35,712","27,662","-8,323","6,241","8,670",,,360,"4,897","7,321",134,,"-3,350","7,396","-2,836","-2,676",,375,"2,343","-8,416","1,385",48,"1,225",508,"1,430",492,"24,331","6,434",2.34,0.91,,"6,622","3,593",,85,"10,299","9,276","4,402","15,173","27,630","34,794",0.82,0.96
PNM,14May2022,Arizona,N,"33,613","36,100","29,069","-7,274","6,751","8,718",,,331,"4,912","8,199",122,,"-2,795","6,018","-2,576","-2,361",,374,"2,184","-6,767","1,887",48,"1,154",495,"1,405",453,"24,376","6,343",2.34,0.91,,"7,151","3,615",,90,"10,857","8,056","3,720","15,192","29,039","34,962",0.82,0.96
PNM,15May2022,Arizona,N,"35,576","37,945","28,764","-9,391","6,398","9,692",,,300,"4,503","7,718",117,,"-1,431","7,268","-6,711","-2,840",,386,"2,489","-7,370","1,833",48,"1,167",506,"1,416",467,"26,044","6,489",2.34,0.92,,"6,788","4,033",,84,"10,905","8,826","4,407","15,325","28,735","36,944",0.84,0.91
PNM,16May2022,Arizona,N,"37,258","41,099","34,223","-7,072","6,714","7,083",,,288,"3,866","16,132",106,,"-3,364","7,048","-4,049","-2,692",,375,"2,425","-5,012","1,373",50,"1,330",577,"1,505",477,"29,032","6,681",2.34,0.92,,"7,122","2,941",,136,"10,199","6,677","3,479","13,398","34,196","39,465",0.66,0.75
PNM,17May2022,Arizona,N,"38,052","39,894","43,089","3,002","14,083","8,267",,,288,"4,660","15,647",113,,-145,"6,626","-5,366","-2,102",,375,"4,595",917,"1,554",51,"1,331",523,"1,445",469,"27,755","6,687",2.34,0.92,,"14,955","3,443",,138,"18,535","3,316","5,823","16,028","43,065","38,165",0.95,0.93
PNM,18May2022,Arizona,N,"37,810","40,207","39,268","-1,125","14,021","10,558",,,283,"4,642","9,622",112,,"-2,174","8,126","-4,075","-2,140",,179,"2,500","-2,209","1,513",52,"1,326",538,"1,442",511,"27,953","6,697",2.34,0.91,,"14,873","4,373",,98,"19,344","4,824","5,507","18,661","39,244","39,037",1.09,1.05
PNM,19May2022,Arizona,N,"37,992","40,644","47,579","6,775","16,307","8,665",,,249,"4,337","17,875",109,,"1,167","6,860","-5,773","-2,667",,398,"9,737",-926,"1,423",50,"1,334",529,"1,491",497,"28,489","6,729",2.35,0.92,,"17,347","3,606",,150,"21,104","3,145","7,876","16,373","47,549","38,753",0.98,0.93
PNM,20May2022,Arizona,N,"36,826","39,872","49,420","9,381","14,619","6,775",,,254,"4,551","23,068",114,,"3,844","6,587","-6,324","-2,263",,376,"7,708","1,978","1,575",48,"1,284",513,"1,562",485,"28,058","6,372",2.35,0.92,,"15,573","2,819",,186,"18,579","2,412","7,522","13,470","49,390","37,484",0.83,0.79
PNM,21May2022,Arizona,N,"35,148","36,385","43,489","6,933","13,321","7,023",,,264,"4,380","18,351",114,,"3,018","5,810","-7,153","-2,092",,381,"6,289","4,106","1,572",48,"1,139",590,"1,480",445,"24,960","6,202",2.35,0.92,,"14,179","2,932",,154,"17,265","2,821","7,479","12,607","43,459","33,100",0.88,0.84
PNM,22May2022,Arizona,N,"34,026","33,890","41,476","7,416","12,557","7,524",,,264,"4,377","16,606",115,,"4,055","6,109","-5,191","-2,892",,375,"6,300","2,755","1,579",48,"1,097",523,"1,473",420,"22,676","6,115",2.34,0.92,,"13,338","3,143",,142,"16,623","2,956","7,850","11,728","41,450","29,939",0.88,0.86
PNM,23May2022,Arizona,N,"34,213","36,059","39,592","3,389","14,199","7,326",,,234,"2,501","15,171",123,,"2,173","6,696","-7,087","-2,209",,383,"6,856",-28,"1,529",48,"1,225",620,"1,555",437,"24,496","6,144",2.34,0.92,,"15,062","3,059",,120,"18,242","3,382","7,518","14,106","39,562","32,778",1.02,0.95
PNM,24May2022,Arizona,N,"33,099","34,947","43,765","8,689","19,932","7,720",,,216,"4,221","11,517",121,,"1,048","7,552","-4,768","-1,932",,360,"5,387","2,736","1,530",48,"1,219",628,"1,491",465,"23,591","5,966",2.34,0.92,,"21,164","3,227",,107,"24,498","3,416","9,708","18,207","43,734","33,351",1.23,1.20
PNM,25May2022,Arizona,N,"33,078","35,298","42,240","6,819","19,999","6,860",,,218,"4,967","10,040",119,,-363,"7,218","-5,157","-2,527",,"1,003","6,378","1,999","1,577",48,"1,244",533,"1,360",488,"23,957","6,076",2.34,0.92,,"21,261","2,870",,102,"24,233","3,129","9,254","18,108","42,209","33,658",1.27,1.19
PNM,26May2022,Arizona,N,"35,163","38,802","40,814","1,889","21,424","7,082",,,216,"4,942","7,011",109,,"-5,439","7,284","-2,817","-2,394",,"1,266","7,750","-2,169","1,459",49,"1,296",519,"1,410",503,"27,078","6,468",2.34,0.92,,"22,740","2,955",,82,"25,777","6,274","10,135","21,915","40,790","37,309",1.39,1.29
PNM,27May2022,Arizona,N,"36,749","40,374","46,139","5,653","20,561","6,643",,,207,"4,436","14,158",102,,"2,118","6,960","-10,007","-2,507",,-132,"10,073","1,973","1,523",48,"1,260",542,"1,410",479,"28,376","6,660",2.34,0.92,,"21,803","2,772",,126,"24,701","4,000","10,420","18,282","46,114","37,636",1.18,1.07
PNM,28May2022,Arizona,N,"34,773","39,920","53,713","13,681","19,176","6,738",,,216,"4,304","23,149",107,,"6,672","6,455","-8,559","-2,470",,74,"11,395","5,960","1,607",48,"1,199",544,"1,353",384,"28,161","6,535",2.34,0.92,,"20,368","2,816",,185,"23,369","3,140","12,580","13,929","53,697","34,170",0.96,0.90
PNM,29May2022,Arizona,N,"33,440","38,661","54,751","15,989","17,672","5,927",,,199,"4,664","26,154",112,,"10,240","6,535","-10,226","-2,336",,-482,"10,388","8,941","1,561",48,"1,161",534,"1,443",371,"27,121","6,342",2.34,0.92,,"18,776","2,475",,207,"21,459","3,016","13,049","11,425","54,736","31,676",0.86,0.80
PNM,30May2022,Arizona,N,"33,059","37,887","57,576","19,582","17,921","6,253",,,192,"4,945","28,111",119,,"11,486","8,252","-7,970","-2,246",,776,"10,462","5,597","1,494",48,"1,180",506,"1,494",375,"26,380","6,336",2.35,0.92,,"19,071","2,611",,222,"21,904","2,318","13,117","11,105","57,548","31,191",0.84,0.78
PNM,31May2022,Arizona,N,"35,057","38,973","44,959","5,891","19,915","6,268",,,178,"5,001","13,436",118,,"1,087","6,414","-4,820","-2,681",,-334,"9,167",-251,"1,462",48,"1,287",518,"1,455",386,"27,140","6,523",2.35,0.92,,"21,183","2,612",,125,"23,920","3,752","9,588","18,084","44,921","36,339",1.17,1.10
PNM,01Jun2022,Arizona,N,"36,272","41,058","67,907","26,762","25,121","6,453",,,318,"4,697","31,181",105,,"8,914","8,208","-7,720","-1,794",,-681,"11,658","8,177","1,554",48,"1,308",664,"1,417",372,"29,113","6,412",2.34,0.92,,"26,681","2,692",,242,"29,615","3,423","15,616","17,422","67,882","41,120",0.96,0.93
PNM,02Jun2022,Arizona,N,"37,401","39,697","49,750","9,945","24,729","7,110",,,436,"4,315","13,026",107,,"-3,466","6,557","-2,616","-2,268",,"2,192","10,619","-1,073","1,527",49,"1,294",666,"1,525",388,"27,695","6,403",2.34,0.92,,"26,201","2,960",,119,"29,281","4,447","11,244","22,483","49,730","39,785",1.30,1.25
PNM,03Jun2022,Arizona,N,"38,053","40,521","50,118","9,479","23,859","5,919",,,432,"4,686","15,084",108,,,,,,,,,,"1,522",48,"1,279",660,"1,463",386,"28,607","6,420",2.33,0.92,,"25,253","2,466",,135,"27,854",,,,"50,095",,1.23,
PNM,04Jun2022,Arizona,N,"37,381","37,381","50,504",,"23,862","5,943",,,432,"4,687","15,443",107,,,,,,,,,,,,,,,,,,2.33,0.92,,"25,233","2,481",,138,"27,852",,,,"50,480",,1.22,
PNM,05Jun2022,Arizona,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNM,06Jun2022,Arizona,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNM,07Jun2022,Arizona,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNM,08Jun2022,Arizona,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNM,09Jun2022,Arizona,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNM,10Jun2022,Arizona,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNM,11Jun2022,Arizona,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNM,12Jun2022,Arizona,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNM,13Jun2022,Arizona,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNM,14Jun2022,Arizona,N,,,,,,,,,,,,,,"5,035","9,016","-9,630","-2,435",,-747,"12,417","3,581",,,,,,,,,,,,,,,,,"3,545",,,,,,
PNM,15Jun2022,Arizona,N,,"46,041","53,977","7,842","22,401","9,823",,,380,"5,260","15,977",101,,240,"7,641","-7,935","-2,364",,-407,"7,287","3,380","1,089",55,"1,390",674,"1,790",606,"33,113","7,305",2.34,0.92,,"23,808","4,093",,145,"28,045","4,667","10,440","22,272","53,949","46,107",1.15,1.06
PNM,16Jun2022,Arizona,N,"44,813","46,865","56,721","9,798","24,821","9,118",,,345,"4,750","17,569",89,,828,"9,062","-8,690","-2,403",,-274,"7,209","4,066","1,063",58,"1,422",670,"1,808",609,"33,914","7,235",2.34,0.92,,"26,344","3,791",,152,"30,286","4,195","11,367","23,114","56,699","46,901",1.18,1.09
PNM,17Jun2022,Arizona,N,"43,020","44,905","53,094","8,134","24,181","10,266",,,336,"3,532","14,648",100,,"1,470","8,070","-8,907","-2,783",,-665,"7,646","3,303","1,266",56,"1,362",662,"1,777",624,"31,985","7,118",2.34,0.92,,"25,664","4,269",,124,"30,058","4,040","11,071","23,027","53,070","44,936",1.25,1.13
PNM,18Jun2022,Arizona,N,"39,074","41,629","49,035","7,350","22,237","5,979",,,336,"3,062","17,285",111,,472,"4,803","-8,776","-2,348",,399,"8,160","4,640","1,841",48,"1,229",642,"1,622",480,"28,992","6,684",2.34,0.92,,"23,558","2,484",,139,"26,181","3,696","9,697","20,181","49,018","41,668",1.18,1.07
PNM,19Jun2022,Arizona,N,"36,030","38,596","45,020","6,368","21,778","7,542",,,336,"2,646","12,592",102,,"-1,096","6,128","-7,709","-2,090",,858,"7,477","2,800","1,835",48,"1,185",620,"1,584",414,"26,530","6,269",2.34,0.92,,"23,086","3,135",,104,"26,326","3,680","10,040","19,965","45,004","38,636",1.29,1.14
PNM,20Jun2022,Arizona,N,"37,282","40,596","44,286","3,666","24,242","7,847",,,295,"3,253","8,506",110,,"-1,831","7,491","-6,832","-2,787",,162,"7,277",186,"1,868",48,"1,252",647,"1,703",497,"27,903","6,553",2.34,0.92,,"25,716","3,263",,81,"29,060","4,760","10,255","23,565","44,260","40,594",1.45,1.28
PNM,21Jun2022,Arizona,N,"36,641","39,458","43,790","4,318","24,782","7,721",,,288,"2,323","8,555",94,,-163,"7,930","-6,043","-2,950",,141,"5,220",183,"1,508",49,"1,309",648,"1,685",561,"27,152","6,453",2.34,0.91,,"26,284","3,202",,75,"29,562","5,123","10,349","24,336","43,771","39,453",1.49,1.36
PNM,22Jun2022,Arizona,N,"35,642","37,742","37,778",4,"22,227","7,338",,,288,"1,442","6,334",111,,"-2,546","7,435","-2,872","-2,677",,620,"1,828","-1,784","1,115",48,"1,299",669,"1,675",576,"26,116","6,216",2.34,0.91,,"23,570","3,044",,55,"26,669","5,335","7,629","24,375","37,747","37,743",1.56,1.42
PNM,23Jun2022,Arizona,N,"38,097","41,243","41,753",483,"21,052","8,477",,,288,"4,283","7,511",106,,759,"9,298","-7,253","-2,451",,"-1,654","3,787","-2,003","1,344",49,"1,352",638,"1,700",597,"28,940","6,563",2.34,0.92,,"22,347","3,524",,81,"25,952","5,316","8,215","23,053","41,725","41,242",1.37,1.23
PNM,24Jun2022,Arizona,N,"39,247","42,074","44,798","2,686","20,945","9,270",,,288,"3,661","10,472",121,,"-1,632","9,928","-4,742","-2,872",,-735,"3,928","-1,189","1,546",49,"1,296",641,"1,725",566,"29,510","6,655",2.34,0.92,,"22,220","3,857",,97,"26,174","5,045","8,184","23,036","44,763","42,077",1.29,1.21
PNM,25Jun2022,Arizona,N,"36,868","39,223","48,127","8,860","21,672","7,741",,,291,"2,254","16,016",113,,"2,299","8,137","-7,545","-2,424",,194,"5,924","2,275","1,560",47,"1,127",635,"1,663",499,"27,255","6,369",2.34,0.92,,"22,964","3,220",,124,"26,308","4,347","10,521","20,133","48,094","39,234",1.21,1.13
PNM,26Jun2022,Arizona,N,"34,091","36,802","51,249","14,426","20,181","8,214",,,262,"1,549","20,893",113,,"9,863","9,307","-7,203","-2,818",,"-1,124","7,301",-900,"1,723",48,"1,088",652,"1,612",554,"25,036","6,110",2.34,0.92,,"21,378","3,426",,152,"24,956","5,065","12,888","17,133","51,219","36,793",1.07,1.03
PNM,27Jun2022,Arizona,N,"34,698","37,547","34,740","-2,807","20,652","8,394",,,240,"2,021","3,283",114,,"-5,690","7,979",-817,"-3,384",,-323,"2,151","-2,723","1,687",48,"1,226",659,"1,641",584,"25,198","6,450",2.33,0.92,,"21,832","3,493",,38,"25,364","7,068","7,508","24,923","34,710","37,517",1.61,1.46
PNM,28Jun2022,Arizona,N,"36,933","39,884","42,389","2,509","21,157","12,836",,,240,"4,655","3,364",112,,"-3,473","9,748","-2,265","-2,759",,-215,"1,553",-80,"1,600",53,"1,322",640,"1,692",614,"27,295","6,599",2.33,0.92,,"22,368","5,339",,56,"27,763","5,096","8,537","24,322","42,374","39,865",1.44,1.35
PNM,29Jun2022,Arizona,N,"39,965","42,849","44,973","2,071","22,396","10,747",,,293,"5,005","6,396",104,,"-1,957","10,181","-4,945","-3,331",,-345,"2,894",-426,"1,782",53,"1,374",644,"1,687",630,"29,795","6,852",2.33,0.92,,"23,711","4,479",,79,"28,269","5,378","8,893","24,754","44,948","42,877",1.39,1.27
PNM,30Jun2022,Arizona,N,"42,539","45,234","51,855","6,540","20,195","11,061",,,304,"4,334","15,837",88,,790,"10,201","-7,385","-3,119",,-412,"6,428",37,"1,811",55,"1,389",665,"1,699",603,"31,982","7,035",2.34,0.92,,"21,418","4,608",,137,"26,163","6,022","10,005","22,180","51,825","45,285",1.11,1.08
PNM,01Jul2022,Arizona,N,"41,451","43,800","44,382",511,"18,582","11,899",,,288,"3,576","9,902",105,,"-4,951","8,905","-2,589","-2,930",,-102,"5,461","-3,283","1,793",51,"1,330",580,"1,701",609,"30,883","6,851",2.33,0.92,,"19,676","4,951",,92,"24,719","7,494","8,408","23,805","44,358","43,847",1.23,1.20
PNM,02Jul2022,Arizona,N,"39,947","42,519","38,170","-4,389","16,774","11,695",,,256,"3,541","5,770",105,,"-6,007","8,492","-2,599","-2,885",,-55,"4,006","-5,341","1,780",46,"1,259",570,"1,615",497,"29,755","6,892",2.33,0.92,,"17,741","4,868",,64,"22,674","9,370","7,610","24,434","38,148","42,537",1.31,1.27
PNM,03Jul2022,Arizona,N,"38,902","41,343","39,651","-1,706","16,318","11,711",,,226,"2,698","8,557",110,,"-5,000","8,887","-5,693","-3,028",,"1,206","5,565","-3,643","1,901",45,"1,242",600,"1,633",487,"28,537","6,809",2.33,0.92,,"17,281","4,877",,77,"22,235","7,529","8,484","21,281","39,626","41,332",1.24,1.14
PNM,04Jul2022,Arizona,N,"38,703","41,652","40,809",-857,"16,637","11,468",,,216,"3,255","9,085",112,,"-2,563","8,893","-6,986","-2,575",,"-1,082","4,232",-775,"1,866",44,"1,275",561,"1,612",538,"28,927","6,762",2.34,0.92,,"17,633","4,776",,84,"22,493","5,544","7,229","20,809","40,782","41,638",1.22,1.10
PNM,05Jul2022,Arizona,N,"41,484","43,555","47,675","4,101","16,602","12,845",,,225,"3,597","14,263",99,,-530,"10,537","-7,417","-2,698",,-794,"6,374","-1,371","1,586",51,"1,380",589,"1,679",558,"30,663","6,949",2.34,0.92,,"17,609","5,342",,121,"23,072","5,582","8,448","20,206","47,635","43,534",1.07,1.02
PNM,06Jul2022,Arizona,N,"42,370","44,122","46,850","2,687","16,925","11,107",,,253,"4,239","14,200",98,,"-1,981","8,596","-6,208","-2,818",,-78,"7,992","-2,816","1,518",53,"1,387",560,"1,665",597,"31,284","7,008",2.34,0.92,,"17,943","4,612",,125,"22,680","7,088","8,718","21,050","46,826","44,139",1.07,1.05
PNM,07Jul2022,Arizona,N,"43,249","45,738","38,757","-7,016","17,002","10,714",,,240,"4,677","5,999",93,,"-8,001","7,996","-4,665","-2,763",,-175,"5,025","-4,434","1,518",56,"1,393",543,"1,734",583,"32,522","7,314",2.34,0.91,,"18,021","4,438",,73,"22,532","9,824","7,376","24,980","38,731","45,748",1.28,1.20
PNM,08Jul2022,Arizona,N,"43,584","46,941","42,894","-4,072","17,371","9,536",,,236,"4,708","10,933",80,,"-7,015","7,834","-3,975","-2,740",,-689,"7,465","-4,952","1,605",56,"1,393",579,"1,792",630,"33,446","7,366",2.33,0.91,,"18,391","3,952",,106,"22,449","9,704","7,902","24,251","42,871","46,943",1.15,1.14
PNM,09Jul2022,Arizona,N,"43,435","46,132","39,489","-6,665","19,676","9,987",,,216,"3,778","5,709",80,,"-9,942","8,183","-2,623","-3,318",,422,"8,673","-8,060","1,901",48,"1,270",581,"1,713",601,"32,517","7,404",2.33,0.91,,"20,792","4,138",,65,"24,995","12,096","10,121","26,971","39,454","46,119",1.40,1.29
PNM,10Jul2022,Arizona,N,"43,032","45,897","38,911","-7,007","17,522","13,200",,,230,"4,604","3,274",49,,"-9,657","8,674","-2,400","-3,272",,0,"6,809","-7,161","1,890",54,"1,256",560,"1,761",605,"32,300","7,422",2.33,0.92,,"18,521","5,479",,54,"24,054","11,333","9,029","26,358","38,888","45,895",1.36,1.27
PNM,11Jul2022,Arizona,N,"45,712","48,410","39,803","-8,622","12,452","14,755",,,226,"3,784","8,466",86,,"-8,264","11,255","-4,422","-3,386",,-451,"5,082","-8,436","1,472",55,"1,427",590,"1,868",637,"34,752","7,541",2.33,0.92,,"13,179","6,124",,84,"19,388","13,454","8,392","24,449","39,776","48,398",1.07,1.11
PNM,12Jul2022,Arizona,N,"43,334","46,882","37,621","-9,272","7,683","13,347",,,216,"3,465","12,766",94,,"-7,126","11,874","-4,916","-2,984",,"-1,192","4,365","-9,293","1,318",54,"1,440",575,"1,804",648,"33,752","7,225",2.34,0.92,,"8,140","5,541",,110,"13,790","13,606","7,169","20,227","37,578","46,850",0.81,0.95
PNM,13Jul2022,Arizona,N,"43,782","46,081","34,200","-11,895","6,655","16,532",,,219,"4,083","6,582",88,,"-10,009","10,028","-2,645","-2,823",,-347,"2,872","-8,971","1,441",57,"1,423",547,"1,836",644,"32,835","7,252",2.34,0.91,,"7,051","6,856",,73,"13,980","13,645","6,299","21,326","34,165","46,060",0.90,1.02
