BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,BANC,CISO,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
TIDC,01Nov2021,Pacific,N,"7,088","7,162","4,014","-3,079",,"3,989",,,24,,,,,"1,835","-4,914",,0.90,,,"1,625",,0,"1,625","1,358",690,"2,293","4,013","7,092",0.89,0.71
TIDC,02Nov2021,Pacific,N,"7,211","7,262","4,342","-2,827",,"4,314",,,24,,,,,"2,234","-5,091",,0.90,,,"1,756",,0,"1,757","1,259",791,"2,225","4,338","7,195",0.89,0.68
TIDC,03Nov2021,Pacific,N,"7,252","7,258","4,894","-2,254",,"4,867",,,24,,,,,"1,689","-3,976",,0.90,,,"1,982",,0,"1,982","1,055",771,"2,266","4,891","7,178",0.89,0.70
TIDC,04Nov2021,Pacific,N,"7,248","7,215","4,465","-2,647",,"4,437",,,24,,,,,843,"-3,523",,0.90,,,"1,814",,0,"1,814",941,632,"2,123","4,461","7,141",0.90,0.66
TIDC,05Nov2021,Pacific,N,"7,060","7,048","4,524","-2,422",,"4,496",,,24,,,,,"1,405","-3,827",,0.90,,,"1,842",,0,"1,842","1,021",726,"2,136","4,520","6,942",0.90,0.68
TIDC,06Nov2021,Pacific,N,"6,337","6,318","3,656","-2,589",,"3,630",,,24,,,,,"2,511","-5,100",,0.90,,,"1,490",,0,"1,490",993,601,"1,882","3,654","6,243",0.90,0.66
TIDC,07Nov2021,Pacific,N,"6,235","6,256","3,571","-2,590",,"3,542",,,25,,,,,"2,634","-5,260",,0.91,,,"1,457",,0,"1,457",854,517,"1,794","3,567","6,193",0.90,0.64
TIDC,08Nov2021,Pacific,N,"7,000","7,108","5,561","-1,434",,"5,543",,,16,,,,,"1,534","-2,996",,0.90,,,"2,275",,0,"2,275",870,933,"2,212","5,559","7,021",0.90,0.69
TIDC,09Nov2021,Pacific,N,"7,172","7,223","4,551","-2,568",,"4,524",,,24,,,,,"-1,219","-1,381",,0.90,,,"1,850",,0,"1,850",885,620,"2,115","4,548","7,148",0.90,0.65
TIDC,10Nov2021,Pacific,N,"7,102","7,185","6,163",-915,,"6,135",,,24,,,,,254,"-1,169",,0.90,,,"2,518",,0,"2,518",788,"1,028","2,279","6,159","7,074",0.90,0.71
TIDC,11Nov2021,Pacific,N,"7,091","6,949","6,364",-480,,"6,336",,,24,,,,,"1,309","-1,823",,0.90,,,"2,597",,0,"2,597",718,"1,014","2,301","6,360","6,874",0.90,0.74
TIDC,12Nov2021,Pacific,N,"7,127","7,030","5,944",-976,,"5,917",,,24,,,,,957,"-1,933",,0.90,,,"2,426",,0,"2,426",748,896,"2,278","5,941","6,917",0.90,0.73
TIDC,13Nov2021,Pacific,N,"6,439","6,609","6,175",-343,,"6,146",,,24,,,,,"2,885","-3,228",,0.90,,,"2,516",,0,"2,516",676,957,"2,235","6,170","6,513",0.90,0.76
TIDC,14Nov2021,Pacific,N,"5,983","6,140","4,890","-1,154",,"4,862",,,24,,,,,"2,294","-3,448",,0.90,,,"1,986",,0,"1,986",639,657,"1,968","4,886","6,040",0.90,0.72
TIDC,15Nov2021,Pacific,N,"7,058","7,149","6,088",-948,,"6,061",,,24,,,,,-721,-260,,0.90,,,"2,474",,0,"2,474",248,84,"2,639","6,085","7,066",0.90,0.82
TIDC,16Nov2021,Pacific,N,"7,099","7,402","6,444",-845,,"6,425",,,16,,,,,-564,-281,,0.90,,,"2,637",,0,"2,637",196,30,"2,803","6,441","7,286",0.90,0.85
TIDC,17Nov2021,Pacific,N,"7,253","7,168","6,648",-407,,"6,632",,,14,,,,,-143,-264,,0.91,,,"2,724",,0,"2,724",160,84,"2,799","6,646","7,053",0.90,0.87
TIDC,18Nov2021,Pacific,N,"7,259","7,252","6,707",-436,,"6,680",,,24,,,,,-195,-270,,0.90,,,"2,728",,0,"2,728",162,65,"2,825","6,704","7,169",0.90,0.87
TIDC,19Nov2021,Pacific,N,"7,178","6,993","6,466",-418,,"6,438",,,24,,,,,494,-912,,0.90,,,"2,641",,0,"2,641",269,232,"2,678","6,462","6,880",0.90,0.86
TIDC,20Nov2021,Pacific,N,"6,429","6,255","5,527",-640,,"5,500",,,24,,,,,"2,243","-2,883",,0.90,,,"2,249",,0,"2,249",699,824,"2,124","5,524","6,164",0.90,0.76
TIDC,21Nov2021,Pacific,N,"5,981","6,023","5,708",-235,,"5,683",,,24,,,,,"4,182","-4,417",,0.90,,,"2,328",,0,"2,328",831,"1,176","1,983","5,707","5,942",0.90,0.74
TIDC,22Nov2021,Pacific,N,"7,103","7,056","6,337",-605,,"6,328",,,8,,,,,"2,977","-3,582",,0.90,,,"2,580",,0,"2,581",778,945,"2,414","6,336","6,941",0.90,0.77
TIDC,23Nov2021,Pacific,N,"7,381","7,181","5,177","-1,900",,"5,126",,,50,,,,,"1,407","-3,337",,0.90,,,"2,099",,0,"2,100",787,573,"2,313","5,176","7,106",0.89,0.72
TIDC,24Nov2021,Pacific,N,"7,292","7,058","4,813","-2,197",,"4,715",,,97,,,,,"1,946","-4,143",,0.90,,,"1,935",,1,"1,936",856,615,"2,176","4,812","7,009",0.89,0.68
TIDC,25Nov2021,Pacific,N,"6,928","5,941","4,594","-1,301",,"4,511",,,84,,,,,"3,714","-5,015",,0.90,,,"1,845",,1,"1,846",861,874,"1,832","4,595","5,896",0.89,0.69
TIDC,26Nov2021,Pacific,N,"6,678","6,083","4,377","-1,664",,"4,285",,,91,,,,,"2,880","-4,516",,0.90,,,"1,754",,1,"1,755",826,704,"1,877","4,376","6,012",0.88,0.69
TIDC,27Nov2021,Pacific,N,"6,369","6,103","4,830","-1,194",,"4,741",,,87,,,,,"3,727","-4,921",,0.90,,,"1,939",,1,"1,940",832,871,"1,901","4,828","6,022",0.89,0.70
TIDC,28Nov2021,Pacific,N,"6,032","5,960","4,474","-1,411",,"4,384",,,91,,,,,"3,023","-4,464",,0.90,,,"1,791",,1,"1,791",743,699,"1,836","4,475","5,916",0.88,0.68
TIDC,29Nov2021,Pacific,N,"7,066","7,083","4,979","-2,024",,"4,886",,,91,,,,,"2,795","-4,819",,0.90,,,"1,998",,1,"1,999",929,717,"2,211","4,977","7,001",0.89,0.70
TIDC,30Nov2021,Pacific,N,"7,243","7,259","5,073","-2,126",,"4,994",,,80,,,,,,,,0.90,,,"2,042",,1,"2,042",,,,"5,074",,0.89,
TIDC,01Dec2021,Pacific,N,"7,207","7,207","5,040",,,"4,961",,,80,,,,,"3,087","-5,293",,0.90,,,"2,031",,1,"2,032","1,077",819,"2,290","5,041","7,247",0.89,0.70
TIDC,02Dec2021,Pacific,N,,"7,348","2,730","-4,558",,"2,643",,,87,,,,,"1,367","-5,925",,0.90,,,"1,081",,1,"1,082","1,276",352,"2,005","2,730","7,288",0.87,0.61
TIDC,03Dec2021,Pacific,N,"7,153","7,168","1,728","-5,369",,"1,625",,,103,,,,,"1,498","-6,867",,0.90,,,665,,1,666,"1,657",499,"1,824","1,728","7,097",0.85,0.57
TIDC,04Dec2021,Pacific,N,"6,391","6,525","1,418","-5,037",,"1,302",,,116,,,,,"1,417","-6,454",,0.90,,,533,,1,534,"1,494",448,"1,579","1,418","6,455",0.83,0.54
TIDC,05Dec2021,Pacific,N,"6,079","6,310","1,539","-4,697",,"1,417",,,120,,,,,"1,382","-6,110",,0.91,,,582,,1,583,"1,417",449,"1,551","1,537","6,265",0.84,0.55
TIDC,06Dec2021,Pacific,N,"7,024","7,492","3,156","-4,232",,"3,048",,,110,,,,,"2,387","-6,649",,0.90,,,"1,244",,1,"1,245","1,802",864,"2,183","3,158","7,420",0.87,0.65
TIDC,07Dec2021,Pacific,N,"7,197","7,619","2,754","-4,778",,"2,645",,,108,,,,,899,"-5,706",,0.90,,,"1,078",,1,"1,079","1,606",352,"2,333","2,753","7,560",0.86,0.68
TIDC,08Dec2021,Pacific,N,"7,255","7,490","3,068","-4,323",,"2,972",,,94,,,,,442,"-4,795",,0.90,,,"1,216",,1,"1,217","1,265",470,"2,012","3,066","7,419",0.88,0.60
TIDC,09Dec2021,Pacific,N,"7,285","7,433","3,554","-3,768",,"3,438",,,119,,,,,-544,"-3,256",,0.90,,,"1,410",,1,"1,411",964,191,"2,184","3,557","7,357",0.87,0.65
TIDC,10Dec2021,Pacific,N,"7,238","7,355","3,493","-3,738",,"3,384",,,109,,,,,"1,330","-5,068",,0.91,,,"1,391",,1,"1,392","1,241",512,"2,121","3,493","7,231",0.88,0.65
TIDC,11Dec2021,Pacific,N,"6,713","6,661","2,486","-4,065",,"2,365",,,117,,,,,"2,249","-6,314",,0.90,,,968,,1,968,"1,327",563,"1,733","2,482","6,547",0.86,0.58
TIDC,12Dec2021,Pacific,N,"6,468","6,523","2,621","-3,806",,"2,516",,,105,,,,,"1,698","-5,504",,0.91,,,"1,033",,1,"1,034","1,348",623,"1,759","2,621","6,427",0.87,0.60
TIDC,13Dec2021,Pacific,N,"7,338","7,503","2,904","-4,495",,"2,776",,,128,,,,,-984,"-3,540",,0.90,,,"1,138",,1,"1,139","1,244",200,"2,183","2,904","7,428",0.86,0.65
TIDC,14Dec2021,Pacific,N,"7,406","7,483","2,048","-5,346",,"1,931",,,114,,,,,"-2,441","-2,934",,0.91,,,794,,1,795,"1,254",0,"2,048","2,045","7,420",0.86,0.61
TIDC,15Dec2021,Pacific,N,"7,502","7,253","2,289","-5,158",,"2,181",,,106,,,,,-381,"-4,806",,0.91,,,895,,1,896,"1,544",407,"2,033","2,287","7,474",0.86,0.60
TIDC,16Dec2021,Pacific,N,"7,487","7,563","2,283","-5,195",,"2,172",,,109,,,,,"-2,427","-2,797",,0.90,,,887,,1,888,"1,258",148,"1,998","2,281","7,505",0.86,0.59
TIDC,17Dec2021,Pacific,N,"7,355","7,453","2,148","-5,204",,"2,042",,,102,,,,,"-1,191","-4,013",,0.90,,,835,,1,836,"1,366",232,"1,970","2,144","7,348",0.86,0.59
TIDC,18Dec2021,Pacific,N,"6,816","7,159","1,962","-5,110",,"1,848",,,116,,,,,"-1,804","-3,306",,0.90,,,755,,1,755,"1,194",202,"1,748","1,964","7,074",0.85,0.54
TIDC,19Dec2021,Pacific,N,"6,428","6,944","2,051","-4,795",,"1,938",,,113,,,,,-101,"-4,694",,0.90,,,792,,1,793,"1,495",499,"1,790","2,051","6,846",0.85,0.58
TIDC,20Dec2021,Pacific,N,"7,405","7,705","3,888","-3,749",,"3,774",,,115,,,,,-970,"-2,805",,0.90,,,"1,537",,1,"1,538","1,042",215,"2,364","3,889","7,664",0.87,0.68
TIDC,21Dec2021,Pacific,N,"7,615","7,679","4,586","-3,044",,"4,466",,,119,,,,,-357,"-2,687",,0.90,,,"1,823",,1,"1,824","1,077",373,"2,528","4,585","7,629",0.88,0.73
TIDC,22Dec2021,Pacific,N,"7,812","7,515","4,696","-2,734",,"4,586",,,107,,,,,-458,"-2,305",,0.90,,,"1,874",,1,"1,875",993,444,"2,424","4,693","7,456",0.88,0.72
TIDC,23Dec2021,Pacific,N,"7,551","7,147","4,965","-2,102",,"4,863",,,99,,,,,,,,0.90,,,"1,994",,1,"1,994",,,,"4,962",,0.89,
TIDC,24Dec2021,Pacific,N,"6,920","6,920","4,902",,,"4,799",,,100,,,,,-882,-891,,0.91,,,"1,972",,1,"1,973",668,584,"2,057","4,899","6,672",0.89,0.68
TIDC,25Dec2021,Pacific,N,,"6,008","4,328","-1,603",,"4,228",,,97,,,,,851,"-2,454",,0.90,,,"1,726",,1,"1,726",884,855,"1,755","4,325","5,928",0.88,0.65
TIDC,26Dec2021,Pacific,N,"6,655","6,214","3,923","-2,201",,"3,823",,,101,,,,,"4,784","-6,985",,0.90,,,"1,569",,1,"1,570","1,167","1,040","1,697","3,924","6,125",0.88,0.61
TIDC,27Dec2021,Pacific,N,"7,568","7,125","6,412",-599,,"6,319",,,93,,,,,"3,735","-4,334",,0.90,,,"2,587",,1,"2,588","1,119","1,361","2,346","6,412","7,011",0.89,0.74
TIDC,28Dec2021,Pacific,N,"7,768","7,177","6,025","-1,064",,"5,921",,,96,,,,,"5,457","-6,549",,0.90,,,"2,425",,1,"2,426","1,510","1,638","2,298","6,017","7,109",0.89,0.71
TIDC,29Dec2021,Pacific,N,"7,707","7,293","5,648","-1,565",,"5,092",,,553,,,,,"3,029","-4,627",,0.90,,,"2,072",,4,"2,076","1,208",970,"2,314","5,645","7,243",0.81,0.70
TIDC,30Dec2021,Pacific,N,"7,245","6,962","3,005","-3,869",,"2,448",,,555,,,,,-398,"-3,471",,0.90,,,"1,001",,4,"1,004","1,084",132,"1,956","3,003","6,872",0.74,0.63
TIDC,31Dec2021,Pacific,N,"7,168","6,585","2,257","-4,244",,"1,688",,,565,,,,,"1,464","-5,708",,0.91,,,693,,4,697,"1,220",369,"1,549","2,253","6,497",0.68,0.53
TIDC,01Jan2022,Pacific,N,"6,896","6,093","2,013","-3,998",,"1,462",,,550,,,,,"2,404","-6,402",,0.90,,,598,,4,602,"1,313",525,"1,390","2,012","6,010",0.66,0.51
TIDC,02Jan2022,Pacific,N,"6,461","6,235","2,288","-3,854",,"1,738",,,546,,,,,764,"-4,618",,0.90,,,707,,4,711,"1,211",512,"1,410","2,284","6,138",0.69,0.51
TIDC,03Jan2022,Pacific,N,"7,132","7,203","2,055","-5,049",,"1,497",,,554,,,,,"-2,053","-3,028",,0.90,,,612,,4,616,"1,434",412,"1,637","2,051","7,132",0.66,0.51
TIDC,04Jan2022,Pacific,N,"7,367","7,164","1,733","-5,337",,"1,559",,,173,,,,,"-2,217","-3,150",,0.90,,,639,,1,640,"1,459",423,"1,676","1,732","7,099",0.82,0.52
TIDC,05Jan2022,Pacific,N,"7,134","7,012","1,646","-5,275",,"1,534",,,106,,,,,"-1,913","-3,393",,0.90,,,628,,1,629,"1,399",277,"1,751","1,640","6,946",0.84,0.56
TIDC,06Jan2022,Pacific,N,"7,149","7,063","1,512","-5,463",,"1,395",,,115,,,,,"-1,664","-3,829",,0.90,,,567,,1,568,"1,358",300,"1,626","1,510","7,003",0.83,0.51
TIDC,07Jan2022,Pacific,N,"6,982","6,956","1,046","-5,833",,908,,,136,,,,,"-2,837","-2,996",,0.90,,,371,,1,372,"1,159",139,"1,392","1,044","6,877",0.78,0.45
TIDC,08Jan2022,Pacific,N,"6,621","6,475","1,251","-5,133",,"1,133",,,119,,,,,"-2,248","-2,885",,0.90,,,465,,1,466,"1,085",193,"1,358","1,252","6,385",0.82,0.47
TIDC,09Jan2022,Pacific,N,"6,141","6,089","1,165","-4,847",,"1,048",,,114,,,,,"-1,566","-3,281",,0.90,,,428,,1,429,"1,128",244,"1,314","1,162","6,009",0.81,0.48
TIDC,10Jan2022,Pacific,N,"6,984","7,073","1,744","-5,240",,"1,628",,,113,,,,,"-2,195","-3,076",,0.90,,,663,,1,664,"1,455",306,"1,812","1,741","7,012",0.84,0.57
TIDC,11Jan2022,Pacific,N,"7,128","7,183","1,259","-5,827",,"1,138",,,122,,,,,"-2,032","-3,839",,0.90,,,465,,1,466,"1,521",421,"1,567","1,260","7,131",0.82,0.48
TIDC,12Jan2022,Pacific,N,"7,074","7,094","1,403","-5,607",,"1,281",,,119,,,,,"-4,526","-1,114",,0.90,,,523,,1,524,"1,404",339,"1,590","1,400","7,040",0.83,0.50
TIDC,13Jan2022,Pacific,N,"7,138","7,071","1,434","-5,556",,"1,319",,,114,,,,,"-4,685",-900,,0.90,,,539,,1,539,"1,242",143,"1,638","1,433","7,018",0.83,0.51
TIDC,14Jan2022,Pacific,N,"6,991","6,957","1,053","-5,817",,928,,,122,,,,,"-2,782","-3,035",,0.90,,,380,,1,381,"1,166",117,"1,430","1,050","6,867",0.80,0.46
TIDC,15Jan2022,Pacific,N,"6,406","6,211","1,354","-4,765",,"1,242",,,113,,,,,"-2,240","-2,525",,0.90,,,506,,1,507,"1,053",37,"1,523","1,355","6,120",0.83,0.55
TIDC,16Jan2022,Pacific,N,"6,066","5,817","1,117","-4,625",,998,,,120,,,,,-367,"-4,258",,0.90,,,406,,1,407,"1,105",244,"1,269","1,118","5,743",0.80,0.49
TIDC,17Jan2022,Pacific,N,"6,240","6,810","1,200","-5,538",,"1,079",,,120,,,,,"-1,762","-3,806",,0.90,,,440,,1,441,"1,232",93,"1,579","1,199","6,767",0.81,0.51
TIDC,18Jan2022,Pacific,N,"7,013","6,815","2,741","-4,026",,"2,617",,,121,,,,,926,"-4,982",,0.90,,,"1,071",,1,"1,072","1,028",416,"1,684","2,738","6,794",0.86,0.55
TIDC,19Jan2022,Pacific,N,"7,138","6,890","4,957","-1,854",,"4,839",,,114,,,,,"2,276","-4,160",,0.90,,,"1,980",,1,"1,981",921,827,"2,074","4,953","6,837",0.88,0.67
TIDC,20Jan2022,Pacific,N,"7,000","6,690","4,885","-1,970",,"4,759",,,121,,,,,600,"-2,604",,0.90,,,"1,933",,1,"1,934",760,737,"1,956","4,880","6,884",0.87,0.63
TIDC,21Jan2022,Pacific,N,"6,892","6,793","4,730","-1,982",,"4,613",,,121,,,,,"1,508","-3,490",,0.90,,,"1,877",,1,"1,878",603,497,"1,984","4,734","6,716",0.87,0.65
TIDC,22Jan2022,Pacific,N,"6,172","6,309","4,702","-1,531",,"4,585",,,118,,,,,"3,352","-4,883",,0.90,,,"1,866",,1,"1,867",684,750,"1,801","4,703","6,234",0.88,0.64
TIDC,23Jan2022,Pacific,N,"6,080","5,946","4,819","-1,046",,"4,706",,,109,,,,,"4,564","-5,642",,0.90,,,"1,918",,1,"1,918",753,902,"1,769","4,815","5,893",0.88,0.66
TIDC,24Jan2022,Pacific,N,"7,101","6,903","4,832","-1,990",,"4,723",,,106,,,,,"3,675","-5,696",,0.90,,,"1,927",,1,"1,927",967,838,"2,057","4,829","6,850",0.88,0.66
TIDC,25Jan2022,Pacific,N,"7,015","7,008","4,989","-1,931",,"4,871",,,115,,,,,"3,201","-5,164",,0.90,,,"1,983",,1,"1,984",888,742,"2,130","4,986","6,949",0.88,0.68
TIDC,26Jan2022,Pacific,N,"6,958","7,035","5,122","-1,825",,"5,013",,,106,,,,,"3,056","-4,881",,0.90,,,"2,040",,1,"2,041",924,825,"2,140","5,119","6,944",0.88,0.68
TIDC,27Jan2022,Pacific,N,"7,026","7,043","4,936","-2,026",,"4,882",,,53,,,,,"2,768","-4,824",,0.90,,,"1,983",,0,"1,983",981,876,"2,088","4,935","6,991",0.89,0.66
TIDC,28Jan2022,Pacific,N,"6,872","6,947","5,133","-1,726",,"5,048",,,90,,,,,"1,512","-3,238",,0.89,,,"2,049",,1,"2,049",877,795,"2,131","5,138","6,864",0.88,0.68
TIDC,29Jan2022,Pacific,N,"6,292","6,230","5,014","-1,131",,"4,928",,,88,,,,,-564,-567,,0.90,,,"2,008",,1,"2,009",581,576,"2,014","5,016","6,147",0.88,0.72
TIDC,30Jan2022,Pacific,N,"5,879","5,993","4,859","-1,055",,"4,753",,,106,,,,,"3,650","-4,705",,0.90,,,"1,932",,1,"1,932",649,833,"1,748","4,859","5,914",0.88,0.65
TIDC,31Jan2022,Pacific,N,"7,042","7,098","5,286","-1,722",,"5,192",,,93,,,,,"-2,424",668,,0.90,,,"2,117",,1,"2,118",512,351,"2,279","5,285","7,041",0.88,0.71
TIDC,01Feb2022,Pacific,N,"6,994","7,220","5,267","-1,864",,"5,168",,,98,,,,,354,"-2,250",,0.90,,,"2,113",,1,"2,114",649,576,"2,187","5,266","7,162",0.89,0.67
TIDC,02Feb2022,Pacific,N,"7,092","7,167","5,486","-1,582",,"5,397",,,88,,,,,"2,853","-4,468",,0.90,,,"2,198",,1,"2,199",915,"1,011","2,103","5,485","7,100",0.88,0.65
TIDC,03Feb2022,Pacific,N,"7,198","6,921","5,323","-1,793",,"5,202",,,122,,,,,"-2,414",589,,0.89,,,"2,110",,1,"2,111",551,243,"2,419","5,324","7,149",0.87,0.75
TIDC,04Feb2022,Pacific,N,"7,343","6,697","4,736","-2,134",,"4,655",,,81,,,,,"-1,925",-209,,0.89,,,"1,887",,1,"1,887",439,0,"2,326","4,736","6,870",0.88,0.75
TIDC,05Feb2022,Pacific,N,"6,417","6,290","4,545","-1,664",,"4,452",,,95,,,,,"-1,705",41,,0.90,,,"1,812",,1,"1,812",336,23,"2,126","4,547","6,211",0.88,0.75
TIDC,06Feb2022,Pacific,N,"6,095","5,957","4,663","-1,211",,"4,542",,,119,,,,,"-1,350",106,,0.90,,,"1,848",,1,"1,849",276,38,"2,087","4,661","5,905",0.87,0.78
TIDC,07Feb2022,Pacific,N,"7,012","6,983","5,025","-1,862",,"4,941",,,87,,,,,"-1,920",26,,0.90,,,"2,009",,1,"2,009",392,37,"2,364","5,028","6,922",0.88,0.75
TIDC,08Feb2022,Pacific,N,"7,148","7,091","4,547","-2,462",,"4,445",,,102,,,,,"-2,277",-185,,0.90,,,"1,822",,1,"1,823",497,0,"2,320","4,547","7,009",0.88,0.73
TIDC,09Feb2022,Pacific,N,"7,014","7,152","4,840","-2,229",,"4,705",,,137,,,,,"-2,195",-65,,0.90,,,"1,923",,1,"1,924",458,9,"2,373","4,842","7,102",0.88,0.74
TIDC,10Feb2022,Pacific,N,"7,045","7,132","4,724","-2,332",,"4,597",,,126,,,,,"-2,335",-30,,0.90,,,"1,879",,1,"1,880",459,14,"2,325","4,723","7,088",0.88,0.72
TIDC,11Feb2022,Pacific,N,"7,037","7,001","4,882","-2,037",,"4,749",,,136,,,,,"-1,971",-66,,0.90,,,"1,941",,1,"1,942",385,6,"2,321","4,885","6,922",0.88,0.74
TIDC,12Feb2022,Pacific,N,"6,280","5,929","4,835","-1,227",,"4,712",,,119,,,,,"-1,383",156,,0.89,,,"1,909",,1,"1,909",267,55,"2,122","4,831","6,058",0.87,0.77
TIDC,13Feb2022,Pacific,N,"6,044","5,823","4,635","-1,105",,"4,517",,,115,,,,,"-1,307",202,,0.90,,,"1,834",,1,"1,835",249,71,"2,013","4,632","5,737",0.87,0.77
TIDC,14Feb2022,Pacific,N,"7,154","6,841","4,623","-2,146",,"4,522",,,100,,,,,"-2,128",-18,,0.90,,,"1,838",,1,"1,839",385,13,"2,211","4,622","6,768",0.88,0.72
TIDC,15Feb2022,Pacific,N,"7,008","7,174","4,871","-2,239",,"4,770",,,100,,,,,"-2,120",-119,,0.90,,,"1,947",,1,"1,948",380,6,"2,322","4,870","7,109",0.88,0.72
TIDC,16Feb2022,Pacific,N,"7,054","7,147","5,113","-1,949",,"5,013",,,101,,,,,"-1,906",-33,,0.90,,,"2,050",,1,"2,051",361,32,"2,379","5,114","7,053",0.88,0.74
TIDC,17Feb2022,Pacific,N,"7,131","7,176","5,330","-1,770",,"5,207",,,119,,,,,"-1,734",-36,,0.90,,,"2,117",,1,"2,118",318,30,"2,407","5,326","7,096",0.88,0.75
TIDC,18Feb2022,Pacific,N,"6,996","7,079","4,945","-2,083",,"4,819",,,123,,,,,587,"-2,670",,0.90,,,"1,962",,1,"1,963",569,355,"2,177","4,942","7,025",0.88,0.68
TIDC,19Feb2022,Pacific,N,"6,325","6,156","4,930","-1,173",,"4,802",,,125,,,,,"3,705","-4,878",,0.90,,,"1,962",,1,"1,963",692,891,"1,764","4,927","6,100",0.88,0.64
TIDC,20Feb2022,Pacific,N,"5,987","5,855","4,520","-1,286",,"4,392",,,127,,,,,"2,605","-3,891",,0.91,,,"1,810",,1,"1,811",598,743,"1,666","4,519","5,805",0.88,0.63
TIDC,21Feb2022,Pacific,N,"6,621","6,603","5,028","-1,520",,"4,918",,,111,,,,,"3,770","-5,290",,0.91,,,"2,027",,1,"2,027",710,856,"1,881","5,029","6,549",0.89,0.63
TIDC,22Feb2022,Pacific,N,"7,291","7,669","5,822","-1,778",,"5,709",,,113,,,,,"3,001","-4,779",,0.91,,,"2,345",,1,"2,346",822,826,"2,342","5,822","7,600",0.89,0.68
TIDC,23Feb2022,Pacific,N,"7,203","8,398","7,521",-739,,"7,389",,,132,,,,,"4,558","-5,311",,0.90,,,"3,004",,1,"3,005",880,"1,207","2,678","7,521","8,274",0.88,0.71
TIDC,24Feb2022,Pacific,N,"7,568","8,346","6,941","-1,268",,"6,623",,,316,,,,,"4,516","-5,814",,0.89,,,"2,688",,2,"2,690","1,110","1,188","2,612","6,939","8,237",0.85,0.70
TIDC,25Feb2022,Pacific,N,"7,945","7,886","5,592","-2,218",,"4,907",,,683,,,,,"3,322","-5,540",,0.90,,,"1,995",,5,"2,000","1,053",803,"2,250","5,590","7,808",0.79,0.64
TIDC,26Feb2022,Pacific,N,"7,043","6,871","5,585","-1,199",,"5,458",,,125,,,,,"4,270","-5,469",,0.90,,,"2,226",,1,"2,227",933,"1,065","2,095","5,583","6,782",0.88,0.68
TIDC,27Feb2022,Pacific,N,"6,116","5,959","4,811","-1,076",,"4,684",,,125,,,,,"4,788","-5,864",,0.90,,,"1,915",,1,"1,916",803,992,"1,727","4,809","5,885",0.88,0.65
TIDC,28Feb2022,Pacific,N,"6,997","6,871","4,626","-2,168",,"4,509",,,112,,,,,"3,354","-5,522",,0.90,,,"1,844",,1,"1,845",888,900,"1,833","4,621","6,789",0.88,0.60
TIDC,01Mar2022,Pacific,N,"7,256","7,018","4,618","-2,317",,"4,509",,,106,,,,,-469,"-1,881",,0.90,,,"1,843",,1,"1,844",446,101,"2,189","4,615","6,965",0.88,0.69
TIDC,02Mar2022,Pacific,N,"7,335","7,045","4,931","-2,036",,"4,811",,,115,,,,,-756,"-1,312",,0.90,,,"1,972",,1,"1,973",342,15,"2,300","4,926","6,994",0.88,0.73
TIDC,03Mar2022,Pacific,N,"7,085","7,001","4,808","-2,039",,"4,707",,,101,,,,,-983,"-1,159",,0.90,,,"1,930",,1,"1,931",328,0,"2,258","4,808","6,950",0.89,0.72
TIDC,04Mar2022,Pacific,N,"6,859","6,675","4,912","-1,971",,"4,814",,,94,,,,,-805,"-1,166",,0.91,,,"1,982",,1,"1,982",293,14,"2,261","4,908","6,879",0.89,0.72
TIDC,05Mar2022,Pacific,N,"6,424","6,403","4,395","-1,929",,"4,291",,,99,,,,,-705,"-1,224",,0.91,,,"1,771",,1,"1,772",278,54,"1,995","4,390","6,319",0.89,0.70
TIDC,06Mar2022,Pacific,N,"5,988","6,357","4,699","-1,582",,"4,571",,,123,,,,,-241,"-1,370",,0.91,,,"1,882",,1,"1,883",265,103,"2,045","4,694","6,305",0.88,0.72
TIDC,07Mar2022,Pacific,N,"7,008","7,353","4,772","-2,500",,"4,652",,,117,,,,,-843,"-1,689",,0.90,,,"1,902",,1,"1,903",363,1,"2,266","4,769","7,301",0.88,0.68
TIDC,08Mar2022,Pacific,N,"7,298","7,272","4,983","-2,199",,"4,877",,,105,,,,,-596,"-1,603",,0.90,,,"1,991",,1,"1,991",347,52,"2,286","4,982","7,181",0.88,0.70
TIDC,09Mar2022,Pacific,N,"7,225","7,248","5,375","-1,774",,"5,262",,,111,,,,,-301,"-1,473",,0.90,,,"2,157",,1,"2,158",260,49,"2,369","5,373","7,147",0.89,0.73
TIDC,10Mar2022,Pacific,N,"7,251","7,173","4,678","-2,415",,"4,564",,,111,,,,,-730,"-1,719",,0.90,,,"1,872",,1,"1,872",337,3,"2,206","4,675","7,124",0.88,0.68
TIDC,11Mar2022,Pacific,N,"7,052","7,177","4,959","-2,136",,"4,838",,,117,,,,,-466,"-1,670",,0.90,,,"1,981",,1,"1,982",278,4,"2,256","4,955","7,091",0.88,0.70
