BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,BANC,CISO,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
TIDC,11Jun2018,Pacific,N,"8,069","8,071","5,734","-2,326",,,,,,,,,,"2,291","-4,617",,,,,,,,,,,,,,,
TIDC,12Jun2018,Pacific,N,"9,721","9,755","7,134","-2,612",,,,,,,,,,860,"-3,472",,,,,,,,,,,,,,,
TIDC,13Jun2018,Pacific,N,"9,897","10,264","7,444","-2,819",,,,,,,,,,883,"-3,702",,,,,,,,,,,,,,,
TIDC,14Jun2018,Pacific,N,"9,754","9,698","7,237","-2,456",,,,,,,,,,-432,"-2,024",,,,,,,,,,,,,,,
TIDC,15Jun2018,Pacific,N,"8,977","9,029","4,771","-4,247",,,,,,,,,,"-2,721","-1,526",,,,,,,,,,,,,,,
TIDC,16Jun2018,Pacific,N,"7,621","7,524","4,557","-2,960",,,,,,,,,,516,"-3,476",,,,,,,,,,,,,,,
TIDC,17Jun2018,Pacific,N,"6,506","6,503","4,499","-1,997",,,,,,,,,,"2,591","-4,588",,,,,,,,,,,,,,,
TIDC,18Jun2018,Pacific,N,"8,056","8,326","4,896","-3,420",,,,,,,,,,"2,363","-5,783",,,,,,,,,,,,,,,
TIDC,19Jun2018,Pacific,N,"9,161","9,478","5,430","-4,039",,,,,,,,,,"1,375","-5,414",,,,,,,,,,,,,,,
TIDC,20Jun2018,Pacific,N,"9,468","9,378","6,335","-3,029",,,,,,,,,,-499,"-2,530",,,,,,,,,,,,,,,
TIDC,21Jun2018,Pacific,N,"9,767","9,159","7,444","-1,707",,,,,,,,,,541,"-2,248",,,,,,,,,,,,,,,
TIDC,22Jun2018,Pacific,N,"10,183","10,011","7,682","-2,324",,,,,,,,,,"1,734","-4,058",,,,,,,,,,,,,,,
TIDC,23Jun2018,Pacific,N,"10,027","9,589","7,130","-2,454",,,,,,,,,,"2,751","-5,205",,,,,,,,,,,,,,,
TIDC,24Jun2018,Pacific,N,"9,517","8,929","7,137","-1,789",,,,,,,,,,"1,980","-3,769",,,,,,,,,,,,,,,
TIDC,25Jun2018,Pacific,N,"9,778","9,260","7,340","-1,910",,,,,,,,,,123,"-2,033",,,,,,,,,,,,,,,
TIDC,26Jun2018,Pacific,N,"9,568","9,733","8,104","-1,625",,,,,,,,,,"1,247","-2,872",,,,,,,,,,,,,,,
TIDC,27Jun2018,Pacific,N,"9,285","9,507","6,896","-2,607",,,,,,,,,,-381,"-2,226",,,,,,,,,,,,,,,
TIDC,28Jun2018,Pacific,N,"9,010","9,110","7,615","-1,487",,,,,,,,,,,,,,,,,,,,,,,,,,
TIDC,29Jun2018,Pacific,N,"9,352","9,352","7,624",,,,,,,,,,,"1,177","-3,168",,,,,,,,,,,,,,,
TIDC,30Jun2018,Pacific,N,,"9,756","7,242",,,,,,,,,,,752,"-3,260",,,,,,,,,,,,,,,
TIDC,01Jul2018,Pacific,N,"8,941","9,169","7,158",,,"4,857",,,"2,303",,,,,-874,"-1,131",,0.92,,,"2,022",,15,"2,038",318,542,"1,814","7,160","9,165",0.63,0.44
TIDC,02Jul2018,Pacific,N,"9,707","9,355","7,131","-2,222",,"4,836",,,"2,297",,,,,"-2,367",145,,0.92,,,"2,015",,15,"2,030",218,424,"1,824","7,133","9,355",0.63,0.43
TIDC,03Jul2018,Pacific,N,"9,706","9,383","7,235","-2,139",,"4,929",,,"2,303",,,,,-600,"-1,539",,0.92,,,"2,055",,15,"2,070",357,595,"1,832","7,232","9,371",0.63,0.43
TIDC,04Jul2018,Pacific,N,"8,502","7,979","7,023",-953,,"4,726",,,"2,301",,,,,"-1,360",407,,0.92,,,"1,969",,15,"1,985",209,668,"1,525","7,027","7,980",0.62,0.42
TIDC,05Jul2018,Pacific,N,"9,201","9,054","7,393","-1,659",,"5,092",,,"2,299",,,,,-741,-918,,0.92,,,"2,121",,15,"2,136",356,520,"1,972","7,391","9,050",0.64,0.48
TIDC,06Jul2018,Pacific,N,"9,326","10,002","7,477","-2,521",,"5,180",,,"2,296",,,,,"-3,025",504,,0.92,,,"2,163",,15,"2,178",274,434,"2,018","7,476","9,997",0.64,0.45
TIDC,07Jul2018,Pacific,N,"9,557","9,646","7,325","-2,317",,"5,028",,,"2,302",,,,,"-4,468","2,151",,0.92,,,"2,105",,15,"2,120",173,425,"1,869","7,330","9,647",0.64,0.43
TIDC,08Jul2018,Pacific,N,"8,780","8,672","7,206","-1,465",,"4,903",,,"2,302",,,,,"-3,593","2,128",,0.92,,,"2,052",,15,"2,067",180,496,"1,751","7,205","8,670",0.63,0.45
TIDC,09Jul2018,Pacific,N,"9,933","10,081","7,510","-2,570",,"5,210",,,"2,296",,,,,"-3,197",627,,0.92,,,"2,173",,15,"2,189",354,409,"2,134","7,506","10,076",0.64,0.47
TIDC,10Jul2018,Pacific,N,"10,395","10,663","8,213","-2,448",,"6,343",,,"1,867",,,,,"-2,809",361,,0.92,,,"2,639",,12,"2,652",677,686,"2,642","8,210","10,658",0.71,0.55
TIDC,11Jul2018,Pacific,N,"10,725","10,650","8,527","-2,123",,"6,177",,,"2,347",,,,,"-2,129",6,,0.91,,,"2,553",,16,"2,569","1,034",775,"2,828","8,524","10,647",0.66,0.59
TIDC,12Jul2018,Pacific,N,"10,608","10,878","8,833","-2,039",,"6,494",,,"2,340",,,,,"-3,205","1,166",,0.91,,,"2,686",,16,"2,701",970,726,"2,945","8,834","10,873",0.67,0.60
TIDC,13Jul2018,Pacific,N,"10,455","10,562","8,351","-2,209",,"6,006",,,"2,345",,,,,"-2,977",768,,0.91,,,"2,483",,16,"2,498","1,109",745,"2,863","8,351","10,560",0.66,0.60
TIDC,14Jul2018,Pacific,N,"9,572","10,053","8,156","-1,895",,"5,809",,,"2,347",,,,,"-4,081","2,186",,0.91,,,"2,404",,16,"2,419","1,067",762,"2,724","8,156","10,051",0.65,0.60
TIDC,15Jul2018,Pacific,N,"9,347","7,863","7,629","-1,420",,"5,303",,,"2,326",,,,,"-1,717",297,,0.91,,,"2,194",,15,"2,209",653,616,"2,246","7,629","9,049",0.64,0.55
TIDC,16Jul2018,Pacific,N,"10,540","10,352","8,349","-1,997",,"6,001",,,"2,345",,,,,-282,"-1,715",,0.91,,,"2,482",,16,"2,497",973,741,"2,729","8,346","10,343",0.66,0.58
TIDC,17Jul2018,Pacific,N,"11,021","10,818","8,061","-2,754",,"5,722",,,"2,343",,,,,"-1,000","-1,754",,0.91,,,"2,370",,16,"2,386",977,617,"2,745","8,065","10,819",0.65,0.56
TIDC,18Jul2018,Pacific,N,"11,147","11,097","8,322","-2,768",,"5,971",,,"2,350",,,,,-683,"-2,085",,0.92,,,"2,479",,16,"2,494",873,393,"2,975","8,321","11,089",0.66,0.59
TIDC,19Jul2018,Pacific,N,"10,829","11,371","8,268","-3,099",,"6,064",,,"2,207",,,,,"-2,367",-732,,0.92,,,"2,520",,15,"2,534",965,480,"3,019","8,271","11,370",0.68,0.59
TIDC,20Jul2018,Pacific,N,"10,698","10,815","8,074","-2,740",,"5,727",,,"2,350",,,,,"-2,309",-431,,0.92,,,"2,380",,16,"2,395",835,442,"2,788","8,077","10,817",0.65,0.57
TIDC,21Jul2018,Pacific,N,"9,892","9,935","7,461","-2,469",,"5,107",,,"2,354",,,,,"-3,239",770,,0.92,,,"2,125",,16,"2,140",746,415,"2,472","7,461","9,930",0.63,0.55
TIDC,22Jul2018,Pacific,N,"9,143","9,222","8,615",-606,,"6,268",,,"2,343",,,,,"-1,609","1,003",,0.92,,,"2,606",,16,"2,621",744,838,"2,528","8,611","9,217",0.67,0.60
TIDC,23Jul2018,Pacific,N,"10,402","10,933","9,462","-1,466",,"7,130",,,"2,332",,,,,"-4,104","2,638",,0.91,,,"2,955",,15,"2,971",987,806,"3,151","9,462","10,928",0.69,0.64
TIDC,24Jul2018,Pacific,N,"11,267","11,401","9,712","-1,689",,"7,375",,,"2,338",,,,,"-4,015","2,326",,0.91,,,"3,053",,16,"3,069","1,288","1,019","3,338","9,713","11,402",0.70,0.65
TIDC,25Jul2018,Pacific,N,"11,514","11,363","9,299","-2,064",,"6,957",,,"2,341",,,,,"-3,062",998,,0.91,,,"2,886",,16,"2,902","1,361","1,007","3,255","9,298","11,362",0.69,0.63
TIDC,26Jul2018,Pacific,N,"11,693","11,337","9,028","-2,301",,"6,702",,,"2,325",,,,,"-4,234","1,933",,0.92,,,"2,784",,15,"2,799","1,390",952,"3,238","9,027","11,328",0.68,0.63
TIDC,27Jul2018,Pacific,N,"11,296","10,948","9,508","-1,434",,"7,015",,,"2,499",,,,,"-4,139","2,705",,0.92,,,"2,915",,17,"2,932","1,281","1,089","3,124","9,514","10,948",0.68,0.63
TIDC,28Jul2018,Pacific,N,"10,421","9,840","7,829","-2,006",,"5,485",,,"2,348",,,,,"-4,757","2,751",,0.92,,,"2,281",,16,"2,297","1,251",892,"2,656","7,833","9,839",0.65,0.60
TIDC,29Jul2018,Pacific,N,"9,646","8,872","8,247",-623,,"5,907",,,"2,340",,,,,"-3,950","3,327",,0.92,,,"2,458",,16,"2,474","1,020",959,"2,534","8,247","8,870",0.66,0.63
TIDC,30Jul2018,Pacific,N,"10,872","10,042","7,966","-2,068",,"6,410",,,"1,555",,,,,"-4,055","1,987",,0.92,,,"2,663",,10,"2,673","1,374",968,"3,079","7,965","10,033",0.74,0.68
TIDC,31Jul2018,Pacific,N,"10,706","10,626","7,755","-2,868",,"6,469",,,"1,283",,,,,"-5,680","2,812",,0.92,,,"2,688",,9,"2,697","1,456",991,"3,162","7,752","10,620",0.77,0.66
TIDC,01Aug2018,Pacific,N,"10,565","10,546","7,793","-2,747",,"6,057",,,"1,737",,,,,"-6,782","4,035",,0.92,,,"2,515",,12,"2,527","1,487","1,087","2,927","7,794","10,541",0.71,0.61
TIDC,02Aug2018,Pacific,N,"10,271","10,269","7,701","-2,565",,"5,955",,,"1,743",,,,,"-6,832","4,267",,0.91,,,"2,470",,12,"2,481","1,495","1,147","2,829","7,698","10,263",0.71,0.61
TIDC,03Aug2018,Pacific,N,"9,928","10,023","7,358","-2,662",,"5,685",,,"1,670",,,,,"-6,546","3,884",,0.91,,,"2,359",,11,"2,370","1,436","1,087","2,719","7,355","10,017",0.71,0.60
TIDC,04Aug2018,Pacific,N,"9,557","9,187","7,343","-1,840",,"5,731",,,"1,612",,,,,"-5,257","3,417",,0.92,,,"2,380",,11,"2,391","1,252","1,057","2,586","7,343","9,183",0.72,0.62
TIDC,05Aug2018,Pacific,N,"8,579","8,313","5,822","-2,484",,"4,217",,,"1,608",,,,,"-4,217","1,733",,0.91,,,"1,749",,11,"1,760","1,281",874,"2,166","5,825","8,309",0.67,0.57
TIDC,06Aug2018,Pacific,N,"9,843","9,653","6,069","-3,577",,"4,420",,,"1,647",,,,,"-4,339",762,,0.91,,,"1,829",,11,"1,840","1,446",668,"2,617","6,067","9,644",0.67,0.60
TIDC,07Aug2018,Pacific,N,"10,484","9,807","7,255","-2,540",,"5,538",,,"1,718",,,,,"-4,452","1,912",,0.91,,,"2,295",,11,"2,307","1,394",831,"2,870","7,256","9,796",0.70,0.65
TIDC,08Aug2018,Pacific,N,"10,448","10,223","7,943","-2,271",,"6,097",,,"1,846",,,,,"-2,954",683,,0.91,,,"2,528",,12,"2,540","1,479","1,021","2,999","7,943","10,214",0.71,0.65
TIDC,09Aug2018,Pacific,N,"10,356","10,785","8,189","-2,586",,"6,669",,,"1,522",,,,,"-1,241","-1,345",,0.91,,,"2,764",,10,"2,774","1,463",886,"3,351","8,191","10,777",0.75,0.69
TIDC,10Aug2018,Pacific,N,"10,597","10,817","8,380","-2,435",,"6,854",,,"1,523",,,,,"-4,418","1,983",,0.91,,,"2,840",,10,"2,850","1,338",915,"3,273","8,377","10,812",0.75,0.67
TIDC,11Aug2018,Pacific,N,"9,272","9,730","7,350","-2,374",,"5,826",,,"1,524",,,,,"-4,836","2,462",,0.92,,,"2,419",,10,"2,429","1,196",893,"2,731","7,350","9,724",0.73,0.62
TIDC,12Aug2018,Pacific,N,"8,881","8,894","7,619","-1,271",,"6,118",,,"1,503",,,,,"-5,081","3,810",,0.92,,,"2,541",,10,"2,551","1,227","1,199","2,579","7,621","8,892",0.74,0.64
TIDC,13Aug2018,Pacific,N,"9,657","9,868","7,468","-2,396",,"6,119",,,"1,352",,,,,"-5,201","2,805",,0.91,,,"2,539",,9,"2,548","1,390",987,"2,951","7,471","9,867",0.75,0.66
TIDC,14Aug2018,Pacific,N,"9,650","9,579","7,339","-2,239",,"6,055",,,"1,284",,,,,"-4,818","2,579",,0.91,,,"2,510",,9,"2,519","1,336",965,"2,891","7,339","9,578",0.76,0.67
TIDC,15Aug2018,Pacific,N,"9,656","9,350","7,306","-2,036",,"5,863",,,"1,450",,,,,"-5,388","3,352",,0.91,,,"2,431",,10,"2,440","1,413","1,100","2,754","7,313","9,349",0.74,0.65
TIDC,16Aug2018,Pacific,N,"9,630","9,726","7,593","-2,131",,"6,083",,,"1,512",,,,,"-4,377","2,246",,0.91,,,"2,521",,10,"2,531","1,367",989,"2,909","7,595","9,726",0.73,0.66
TIDC,17Aug2018,Pacific,N,"9,970","10,297","7,539","-2,748",,"6,120",,,"1,421",,,,,"-3,887","1,139",,0.91,,,"2,540",,9,"2,549","1,322",851,"3,020","7,541","10,289",0.75,0.65
TIDC,18Aug2018,Pacific,N,"9,588","9,476","7,622","-1,850",,"6,312",,,"1,309",,,,,"-2,550",700,,0.92,,,"2,626",,9,"2,635","1,005",801,"2,839","7,621","9,471",0.76,0.66
TIDC,19Aug2018,Pacific,N,"8,902","8,774","7,450","-1,321",,"6,148",,,"1,304",,,,,"-2,741","1,420",,0.92,,,"2,560",,9,"2,569","1,025",948,"2,646","7,452","8,773",0.76,0.66
TIDC,20Aug2018,Pacific,N,"9,863","9,619","7,301","-2,397",,"6,281",,,"1,020",,,,,"-5,387","3,219",,0.92,,,"2,615",,7,"2,621","1,387","1,161","2,848","7,301","9,469",0.79,0.66
TIDC,21Aug2018,Pacific,N,"9,477","8,972","6,612","-2,354",,"6,065",,,545,,,,,"-6,505","4,151",,0.92,,,"2,527",,4,"2,531","1,539","1,354","2,716","6,610","8,964",0.84,0.67
TIDC,22Aug2018,Pacific,N,"9,121","9,028","6,683","-2,343",,"5,806",,,875,,,,,"-4,994","2,651",,0.92,,,"2,419",,6,"2,425","1,417","1,197","2,645","6,681","9,024",0.80,0.65
TIDC,23Aug2018,Pacific,N,"9,008","8,795","6,595","-2,196",,"5,455",,,"1,138",,,,,"-5,477","3,281",,0.92,,,"2,277",,8,"2,284","1,057","1,014","2,326","6,593","8,789",0.76,0.58
TIDC,24Aug2018,Pacific,N,"8,501","8,473","6,153","-2,311",,"4,938",,,"1,222",,,,,"-3,603","1,292",,0.92,,,"2,060",,8,"2,068",752,680,"2,139","6,160","8,471",0.74,0.56
TIDC,25Aug2018,Pacific,N,"7,892","7,915","6,001","-1,912",,"4,787",,,"1,210",,,,,"-1,285",-627,,0.92,,,"1,995",,8,"2,003",628,626,"2,004","5,997","7,909",0.74,0.56
TIDC,26Aug2018,Pacific,N,"7,357","7,601","6,183","-1,412",,"4,977",,,"1,202",,,,,-396,"-1,016",,0.92,,,"2,072",,8,"2,080",507,632,"1,955","6,179","7,591",0.74,0.57
TIDC,27Aug2018,Pacific,N,"8,489","8,614","6,984","-1,624",,"5,973",,,"1,009",,,,,663,"-2,287",,0.91,,,"2,476",,7,"2,483",610,631,"2,462","6,982","8,606",0.78,0.63
TIDC,28Aug2018,Pacific,N,"8,407","8,447","6,529","-1,911",,"5,580",,,952,,,,,-24,"-1,887",,0.91,,,"2,311",,6,"2,317",748,639,"2,426","6,532","8,443",0.78,0.63
TIDC,29Aug2018,Pacific,N,"8,737","8,561","6,519","-2,033",,"5,573",,,945,,,,,"-1,473",-560,,0.91,,,"2,310",,6,"2,316",737,610,"2,444","6,518","8,551",0.78,0.63
TIDC,30Aug2018,Pacific,N,"8,388","8,454","6,516","-1,933",,"5,423",,,"1,091",,,,,"-1,397",-536,,0.92,,,"2,254",,7,"2,261",836,783,"2,314","6,514","8,447",0.77,0.60
TIDC,31Aug2018,Pacific,N,"8,552","8,591","6,772","-1,811",,"5,576",,,"1,200",,,,,-610,"-1,201",,0.91,,,"2,311",,8,"2,319",810,817,"2,312","6,776","8,587",0.75,0.59
TIDC,01Sep2018,Pacific,N,"8,036","8,173","6,171","-1,996",,"4,985",,,"1,188",,,,,191,"-2,187",,0.91,,,"2,064",,8,"2,072",687,612,"2,147","6,173","8,169",0.74,0.58
TIDC,02Sep2018,Pacific,N,"8,114","8,148","6,457","-1,680",,"5,365",,,"1,091",,,,,839,"-2,519",,0.91,,,"2,220",,7,"2,227",823,812,"2,238","6,456","8,136",0.76,0.61
TIDC,03Sep2018,Pacific,N,"7,907","8,395","6,563","-1,826",,"5,615",,,950,,,,,-774,"-1,052",,0.91,,,"2,317",,6,"2,324",849,802,"2,371","6,565","8,391",0.78,0.62
TIDC,04Sep2018,Pacific,N,"9,627","9,508","6,970","-2,536",,"5,992",,,977,,,,,16,"-2,552",,0.91,,,"2,469",,6,"2,476","1,013",633,"2,856","6,969","9,505",0.78,0.66
TIDC,05Sep2018,Pacific,N,"9,851","9,675","6,935","-2,731",,"5,940",,,994,,,,,-187,"-2,544",,0.91,,,"2,449",,7,"2,455",836,292,"2,999","6,934","9,665",0.78,0.68
TIDC,06Sep2018,Pacific,N,"9,614","9,094","6,933","-2,155",,"5,921",,,"1,011",,,,,"2,368","-4,523",,0.91,,,"2,446",,7,"2,453","1,052",726,"2,779","6,932","9,087",0.78,0.67
TIDC,07Sep2018,Pacific,N,"9,580","9,439","7,253","-2,181",,"6,063",,,"1,185",,,,,793,"-2,974",,0.91,,,"2,514",,8,"2,522","1,094",817,"2,798","7,248","9,429",0.77,0.65
TIDC,08Sep2018,Pacific,N,"8,609","8,642","6,346","-2,291",,"5,502",,,843,,,,,"-2,128",-163,,0.92,,,"2,290",,6,"2,296","1,003",828,"2,471","6,345","8,636",0.80,0.63
TIDC,09Sep2018,Pacific,N,"7,891","7,768","5,902","-1,861",,"4,765",,,"1,137",,,,,-295,"-1,566",,0.92,,,"1,983",,8,"1,991","1,033",914,"2,109","5,902","7,763",0.74,0.60
TIDC,10Sep2018,Pacific,N,"8,903","8,810","6,519","-2,286",,"5,561",,,959,,,,,258,"-2,544",,0.91,,,"2,308",,6,"2,314","1,085",902,"2,497","6,520","8,806",0.78,0.63
TIDC,11Sep2018,Pacific,N,"8,861","9,006","6,788","-2,213",,"5,844",,,940,,,,,"1,209","-3,422",,0.92,,,"2,426",,6,"2,432",794,693,"2,533","6,784","8,997",0.79,0.62
TIDC,12Sep2018,Pacific,N,"7,993","8,238","5,908","-2,324",,"4,957",,,951,,,,,3,"-2,327",,0.91,,,"2,055",,6,"2,061",754,580,"2,235","5,908","8,232",0.77,0.60
TIDC,13Sep2018,Pacific,N,"7,630","7,815","5,668","-2,139",,"4,715",,,957,,,,,755,"-2,894",,0.91,,,"1,954",,6,"1,960",778,582,"2,155","5,672","7,811",0.76,0.61
TIDC,14Sep2018,Pacific,N,"7,457","7,891","3,484","-4,396",,"2,541",,,943,,,,,-497,"-3,899",,0.91,,,"1,050",,6,"1,057","1,137",345,"1,849","3,484","7,880",0.67,0.52
TIDC,15Sep2018,Pacific,N,"6,590","7,097","3,374","-3,712",,"2,470",,,904,,,,,"-1,766","-1,946",,0.91,,,"1,020",,6,"1,026",900,356,"1,570","3,374","7,086",0.67,0.49
TIDC,16Sep2018,Pacific,N,"6,088","6,397","3,050","-3,339",,"2,564",,,485,,,,,-597,"-2,742",,0.91,,,"1,059",,3,"1,062",949,437,"1,574","3,049","6,388",0.77,0.54
TIDC,17Sep2018,Pacific,N,"7,389","7,840","4,708","-3,125",,"4,089",,,615,,,,,408,"-3,533",,0.91,,,"1,685",,4,"1,689","1,046",552,"2,183","4,704","7,829",0.79,0.61
TIDC,18Sep2018,Pacific,N,"7,802","7,897","6,106","-1,786",,"5,637",,,463,,,,,887,"-2,673",,0.91,,,"2,324",,3,"2,327",887,784,"2,430","6,100","7,886",0.84,0.68
TIDC,19Sep2018,Pacific,N,"8,186","7,991","5,700","-2,289",,"5,132",,,564,,,,,"2,026","-4,315",,0.92,,,"2,136",,4,"2,140","1,008",721,"2,426","5,696","7,985",0.83,0.67
TIDC,20Sep2018,Pacific,N,"8,665","8,332","5,543","-2,783",,"4,822",,,721,,,,,955,"-3,738",,0.92,,,"2,009",,5,"2,014","1,163",702,"2,474","5,543","8,326",0.80,0.66
TIDC,21Sep2018,Pacific,N,"8,748","8,641","6,189","-2,448",,"5,334",,,853,,,,,551,"-2,999",,0.92,,,"2,228",,6,"2,234","1,009",655,"2,587","6,187","8,635",0.80,0.66
TIDC,22Sep2018,Pacific,N,"8,016","8,153","5,767","-2,383",,"4,920",,,844,,,,,347,"-2,730",,0.92,,,"2,056",,6,"2,062",848,550,"2,360","5,764","8,147",0.79,0.64
TIDC,23Sep2018,Pacific,N,"7,282","7,469","5,693","-1,769",,"4,837",,,860,,,,,"1,908","-3,677",,0.92,,,"2,022",,6,"2,028",806,645,"2,189","5,697","7,466",0.78,0.65
TIDC,24Sep2018,Pacific,N,"8,443","8,385","6,432","-1,946",,"5,619",,,810,,,,,"3,152","-5,098",,0.92,,,"2,346",,5,"2,351","1,083",900,"2,534","6,429","8,375",0.81,0.67
TIDC,25Sep2018,Pacific,N,"8,875","8,636","6,545","-2,084",,"5,726",,,819,,,,,"2,423","-4,507",,0.92,,,"2,390",,5,"2,396","1,114",888,"2,621","6,545","8,629",0.81,0.67
TIDC,26Sep2018,Pacific,N,"9,054","8,915","6,959","-1,947",,"6,110",,,848,,,,,"1,025","-2,972",,0.92,,,"2,554",,6,"2,559","1,011",722,"2,848","6,958","8,905",0.81,0.71
TIDC,27Sep2018,Pacific,N,"9,333","9,063","6,837","-2,221",,"5,997",,,839,,,,,-46,"-2,175",,0.92,,,"2,507",,6,"2,513",973,583,"2,903","6,836","9,057",0.81,0.71
TIDC,28Sep2018,Pacific,N,"8,780","8,355","5,587","-2,755",,"4,784",,,805,,,,,"-1,169","-1,586",,0.92,,,"2,000",,5,"2,005",968,530,"2,443","5,589","8,344",0.79,0.65
TIDC,29Sep2018,Pacific,N,"7,069","6,980","3,209","-3,762",,"2,384",,,823,,,,,-429,"-3,333",,0.92,,,996,,5,"1,001",929,314,"1,616","3,207","6,969",0.69,0.51
TIDC,30Sep2018,Pacific,N,"6,237","6,825","3,546","-3,274",,"2,596",,,950,,,,,915,"-4,189",,0.92,,,"1,085",,6,"1,091","1,074",408,"1,757","3,546","6,820",0.68,0.57
TIDC,01Oct2018,Pacific,N,"7,597","8,139","5,181","-2,950",,"4,994",,,191,,,,,979,"-3,929",,0.92,,,"2,081",,1,"2,082","1,340",646,"2,776","5,185","8,135",0.89,0.75
TIDC,02Oct2018,Pacific,N,"7,999","8,461","7,426","-1,033",,"7,345",,,84,,,,,"3,887","-4,920",,0.92,,,"3,059",,1,"3,060","1,451","1,495","3,015","7,429","8,462",0.91,0.79
TIDC,03Oct2018,Pacific,N,"8,066","8,010","5,348","-2,661",,"5,260",,,96,,,,,"1,971","-4,632",,0.92,,,"2,193",,1,"2,194","1,250",654,"2,790","5,356","8,017",0.90,0.77
TIDC,04Oct2018,Pacific,N,"7,640","7,692","5,158","-2,530",,"5,062",,,96,,,,,"3,396","-5,926",,0.92,,,"2,106",,1,"2,107","1,341","1,000","2,448","5,158","7,688",0.90,0.70
TIDC,05Oct2018,Pacific,N,"7,448","7,398","5,022","-2,373",,"4,922",,,96,,,,,"4,298","-6,671",,0.92,,,"2,049",,1,"2,049","1,452","1,221","2,280","5,018","7,391",0.90,0.68
TIDC,06Oct2018,Pacific,N,"6,699","6,428","4,663","-1,766",,"4,560",,,96,,,,,"3,839","-5,605",,0.92,,,"1,901",,1,"1,902","1,144","1,068","1,979","4,656","6,422",0.90,0.68
TIDC,07Oct2018,Pacific,N,"6,378","5,936","4,696","-1,237",,"4,605",,,96,,,,,"3,974","-5,211",,0.92,,,"1,921",,1,"1,922","1,088","1,105","1,905","4,701","5,938",0.90,0.71
TIDC,08Oct2018,Pacific,N,"7,456","7,209","5,320","-1,881",,"5,226",,,96,,,,,"4,899","-6,781",,0.92,,,"2,175",,1,"2,176","1,642","1,480","2,338","5,322","7,204",0.90,0.72
TIDC,09Oct2018,Pacific,N,"7,690","7,411","5,200","-2,502",,"5,104",,,94,,,,,"3,609","-6,111",,0.92,,,"2,127",,1,"2,128","1,414","1,053","2,489","5,198","7,700",0.90,0.71
TIDC,10Oct2018,Pacific,N,"7,473","7,581","5,246","-2,331",,"5,142",,,96,,,,,"4,554","-6,885",,0.92,,,"2,146",,1,"2,146","1,663","1,376","2,433","5,238","7,569",0.90,0.71
TIDC,11Oct2018,Pacific,N,"7,379","7,449","5,930","-1,514",,"5,822",,,96,,,,,"3,923","-5,437",,0.92,,,"2,427",,1,"2,428","1,355","1,243","2,540","5,918","7,432",0.90,0.75
TIDC,12Oct2018,Pacific,N,"7,472","7,407","5,064","-2,343",,"4,956",,,96,,,,,"3,702","-6,045",,0.92,,,"2,067",,1,"2,068","1,470","1,106","2,432","5,052","7,395",0.90,0.72
TIDC,13Oct2018,Pacific,N,"6,750","6,671","4,909","-1,761",,"4,803",,,96,,,,,"4,841","-6,602",,0.92,,,"2,009",,1,"2,010","1,474","1,374","2,110","4,899","6,660",0.90,0.70
TIDC,14Oct2018,Pacific,N,"6,215","6,001","4,727","-1,266",,"4,627",,,96,,,,,"5,493","-6,759",,0.92,,,"1,935",,1,"1,936","1,408","1,497","1,847","4,723","5,989",0.90,0.68
TIDC,15Oct2018,Pacific,N,"7,343","7,099","5,120","-1,977",,"5,011",,,110,,,,,"4,267","-6,244",,0.92,,,"2,090",,1,"2,091","1,450","1,245","2,295","5,121","7,098",0.90,0.71
TIDC,16Oct2018,Pacific,N,"7,475","7,366","5,321","-2,035",,"5,177",,,153,,,,,"4,661","-6,696",,0.92,,,"2,159",,1,"2,160","1,678","1,427","2,410","5,330","7,365",0.89,0.72
TIDC,17Oct2018,Pacific,N,"7,241","7,443","5,478","-1,956",,"5,306",,,177,,,,,"4,406","-6,362",,0.92,,,"2,214",,1,"2,215","1,617","1,363","2,469","5,483","7,439",0.89,0.73
TIDC,18Oct2018,Pacific,N,"7,383","7,481","5,347","-2,133",,"5,175",,,175,,,,,"3,454","-5,587",,0.92,,,"2,162",,1,"2,164","1,347","1,018","2,492","5,350","7,483",0.89,0.73
TIDC,19Oct2018,Pacific,N,"7,312","7,420","5,378","-2,034",,"5,214",,,165,,,,,"4,233","-6,267",,0.92,,,"2,179",,1,"2,180","1,543","1,281","2,441","5,379","7,413",0.89,0.73
TIDC,20Oct2018,Pacific,N,"6,600","6,670","5,320","-1,345",,"5,151",,,168,,,,,"5,055","-6,400",,0.92,,,"2,153",,1,"2,154","1,639","1,577","2,217","5,319","6,664",0.89,0.73
TIDC,21Oct2018,Pacific,N,"6,135","6,144","5,054","-1,082",,"4,901",,,151,,,,,"4,075","-5,157",,0.92,,,"2,053",,1,"2,054","1,250","1,244","2,060","5,052","6,134",0.90,0.74
