BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,FMPP,FPL,GVL,NSB,SEC,SOCO,TAL,TEC,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
FPC,29Jul2021,Eastern,N,"151,952","172,343","135,720","-36,623","25,976","104,074",,8,830,"3,117",,"1,715",,"-15,371","-14,179",-393,,"-10,360","-4,109","-3,084","10,946",2.22,0.89,2.07,"26,206","42,088",8,38,"68,338","23,236","5,504","86,070","135,720","172,270",1.11,1.10
FPC,30Jul2021,Eastern,N,"147,056","188,263","148,562","-39,701","24,657","117,856",,63,778,"3,149",,"2,059",,"-16,645","-15,017",-239,,"-9,494","-3,481","-3,171","8,346",2.22,0.89,2.05,"24,861","47,766",58,40,"72,725","22,966","4,087","91,604","148,562","188,263",1.08,1.07
FPC,31Jul2021,Eastern,N,"149,179","198,804","157,503","-41,301","27,922","122,339",,663,897,"3,454",,"2,228",,"-16,048","-16,115",-144,,"-9,092","-2,415","-3,184","5,697",2.22,0.89,2.06,"28,139","49,653",620,44,"78,456","22,327","2,818","97,965","157,503","198,804",1.10,1.09
FPC,01Aug2021,Eastern,N,"149,110","192,665","149,354","-43,311","30,490","112,726",,0,837,"3,052",,"2,249",,"-15,429","-18,829",-131,,"-10,749","-3,278","-3,172","8,277",2.22,0.90,,"30,695","45,797",0,41,"76,533","24,646","4,143","97,036","149,354","192,665",1.13,1.11
FPC,02Aug2021,Eastern,N,"153,423","188,394","147,479","-40,915","26,324","115,340",,0,878,"2,689",,"2,248",,"-16,292","-19,257",-611,,"-10,381","-4,274","-3,270","13,170",2.22,0.89,,"26,506","46,744",0,39,"73,289","25,291","6,453","92,128","147,479","188,394",1.10,1.08
FPC,03Aug2021,Eastern,N,"145,356","168,688","128,922","-39,766","24,384","100,166",,0,849,"1,285",,"2,238",,"-14,493","-16,957",-606,,"-12,365","-5,093","-3,071","12,819",2.22,0.89,,"24,539","40,605",0,29,"65,173","25,134","6,360","83,948","128,922","168,688",1.11,1.10
FPC,04Aug2021,Eastern,N,"129,111","161,335","126,974","-34,361","23,552","98,398",,51,903,"1,850",,"2,220",,"-15,198","-11,614",-845,,"-9,236","-3,909","-2,978","9,419",2.22,0.89,2.07,"23,710","39,904",48,33,"63,695","20,824","4,670","79,850","126,974","161,335",1.11,1.09
FPC,05Aug2021,Eastern,N,"137,737","165,294","128,866","-36,428","23,746","101,219",,44,791,877,,"2,189",,"-14,708","-13,477",-672,,"-10,116","-4,677","-2,995","10,217",2.22,0.89,2.07,"23,903","41,060",41,26,"65,030","22,466","5,158","82,339","128,866","165,294",1.11,1.10
FPC,06Aug2021,Eastern,N,"139,800","185,125","147,444","-37,681","25,074","117,090",,170,874,"1,996",,"2,240",,"-14,270","-15,122",-752,,"-9,842","-3,870","-3,063","9,238",2.22,0.90,2.07,"25,270","47,549",159,34,"73,012","22,321","4,565","90,768","147,444","185,125",1.09,1.08
FPC,07Aug2021,Eastern,N,"139,699","182,839","145,098","-37,741","26,274","113,388",,166,729,"2,320",,"2,221",,"-14,575","-15,608",-684,,"-10,030","-3,656","-3,179","9,991",2.22,0.90,2.07,"26,490","46,156",156,35,"72,837","22,809","4,983","90,663","145,098","182,839",1.11,1.09
FPC,08Aug2021,Eastern,N,"139,629","185,291","146,564","-38,727","22,449","117,872",,0,825,"3,130",,"2,288",,"-16,171","-16,083",-120,,"-8,080","-2,328","-3,141","7,196",2.22,0.89,,"22,637","47,819",0,42,"70,497","21,308","3,518","88,287","146,564","185,291",1.06,1.05
FPC,09Aug2021,Eastern,N,"145,641","190,371","152,251","-38,120","27,124","118,820",,0,843,"3,430",,"2,034",,"-15,759","-15,447",-458,,"-9,395","-4,040","-3,228","10,207",2.23,0.89,,"27,386","48,181",0,42,"75,608","22,837","4,996","93,449","152,251","190,371",1.09,1.08
FPC,10Aug2021,Eastern,N,"149,214","189,149","147,803","-41,346","25,625","116,293",,6,896,"3,109",,"1,874",,"-15,640","-17,352",-282,,"-9,913","-4,384","-3,030","9,255",2.23,0.89,2.03,"25,892","47,198",6,39,"73,135","23,820","4,589","92,367","147,803","189,149",1.09,1.08
FPC,11Aug2021,Eastern,N,"152,456","189,700","149,500","-40,200","23,709","119,375",,157,832,"3,396",,"2,031",,"-14,570","-16,054",-92,,"-10,023","-4,336","-2,990","7,865",2.23,0.89,2.09,"23,961","48,455",148,42,"72,607","22,958","3,912","91,653","149,500","189,700",1.07,1.07
FPC,12Aug2021,Eastern,N,"153,463","184,169","144,431","-39,738","23,618","115,253",,0,826,"3,134",,"1,600",,"-14,335","-14,981",-14,,"-9,008","-4,388","-2,902","5,890",2.23,0.89,,"23,864","46,753",0,37,"70,654","22,093","3,422","89,324","144,431","184,169",1.08,1.07
FPC,13Aug2021,Eastern,N,"145,954","175,067","137,561","-37,506","23,428","106,614",,"1,611",769,"3,304",,"1,835",,"-15,158","-15,625",40,,"-9,224","-3,974","-2,851","9,286",2.23,0.89,2.09,"23,652","43,201","1,528",39,"68,420","22,089","4,673","85,836","137,561","175,067",1.10,1.08
FPC,14Aug2021,Eastern,N,"136,906","164,966","128,045","-36,921","10,303","111,787",,794,747,"2,471",,"1,943",,"-13,820","-15,624",-209,,"-9,645","-3,231","-2,833","8,441",2.22,0.90,2.06,"10,386","45,397",741,34,"56,558","21,562","3,874","74,246","128,045","164,966",0.97,0.99
FPC,15Aug2021,Eastern,N,"121,820","163,300","126,579","-36,721","11,159","110,524",,0,742,"1,999",,"2,155",,"-13,967","-15,159",-253,,"-9,593","-3,169","-2,832","8,252",2.22,0.89,,"11,235","44,862",0,33,"56,129","21,214","3,767","73,576","126,579","163,300",0.98,0.99
FPC,16Aug2021,Eastern,N,"132,555","175,671","138,856","-36,815","15,421","119,767",,0,752,814,,"2,102",,"-14,030","-15,144",-440,,"-9,005","-4,690","-2,683","9,177",2.22,0.90,,"15,535","48,649",0,24,"64,208","21,717","4,274","81,651","138,856","175,671",1.02,1.02
FPC,17Aug2021,Eastern,N,"141,739","195,098","150,253","-44,845","20,205","124,355",,314,826,"2,726",,"1,827",,"-14,416","-17,725",-642,,"-9,514","-5,376","-3,464","6,292",2.22,0.90,2.04,"20,353","50,583",291,36,"71,263","23,528","2,962","91,830","150,253","195,098",1.05,1.04
FPC,18Aug2021,Eastern,N,"149,867","202,555","159,594","-42,961","24,158","128,333",,"1,103",698,"3,244",,"2,058",,"-14,517","-15,776",-327,,"-10,804","-5,731","-3,487","7,681",2.22,0.90,2.06,"24,335","52,155","1,028",40,"77,559","23,682","3,726","97,515","159,594","202,555",1.07,1.06
FPC,19Aug2021,Eastern,N,"153,680","202,774","161,816","-40,958","24,647","130,127",,"1,373",282,"3,141",,"2,246",,"-13,319","-15,298",-362,,"-10,291","-7,295","-3,597","9,204",2.22,0.89,2.07,"24,835","52,809","1,287",38,"78,969","23,732","4,529","98,172","161,816","202,774",1.08,1.07
FPC,20Aug2021,Eastern,N,"152,044","199,594","157,032","-42,562","25,927","125,069",,86,471,"3,248",,"2,231",,"-13,905","-16,053",-252,,"-10,311","-6,926","-3,561","8,446",2.22,0.90,2.07,"26,154","50,825",81,40,"77,099","23,986","4,206","96,879","157,032","199,594",1.08,1.07
FPC,21Aug2021,Eastern,N,"149,335","194,615","153,586","-41,029","25,355","122,328",,0,413,"3,195",,"2,295",,"-15,374","-15,805",147,,"-9,598","-5,444","-3,347","8,392",2.22,0.90,,"25,558","49,666",0,39,"75,263","23,076","4,139","94,201","153,586","194,615",1.08,1.07
FPC,22Aug2021,Eastern,N,"150,903","190,915","150,341","-40,574","25,553","120,381",,0,116,"2,043",,"2,248",,"-14,997","-15,467",-106,,"-9,728","-4,797","-3,274","7,795",2.23,0.90,,"25,817","49,054",0,29,"74,900","22,852","3,829","93,924","150,341","190,915",1.10,1.08
FPC,23Aug2021,Eastern,N,"151,452","190,755","152,719","-38,036","26,744","121,079",,0,328,"2,414",,"2,154",,"-13,369","-12,115",-377,,"-9,769","-5,511","-3,177","6,282",2.23,0.89,,"27,005","49,125",0,33,"76,162","21,970","3,155","94,978","152,719","190,755",1.10,1.10
FPC,24Aug2021,Eastern,N,"147,946","185,111","148,589","-36,522","23,094","119,725",,656,347,"2,472",,"2,295",,"-13,155","-12,693",-725,,"-9,229","-5,451","-2,946","7,677",2.23,0.90,2.14,"23,379","48,660",637,34,"72,710","21,311","3,780","90,241","148,589","185,111",1.08,1.07
FPC,25Aug2021,Eastern,N,"146,252","185,935","147,415","-38,520","23,209","118,423",,686,560,"2,253",,"2,284",,"-12,972","-13,873","-1,547",,"-9,785","-5,147","-2,829","7,633",2.23,0.89,2.10,"23,429","47,944",655,34,"72,062","21,999","3,726","90,335","147,415","185,935",1.08,1.07
FPC,26Aug2021,Eastern,N,"140,983","175,019","136,311","-38,708","20,779","110,714",,0,853,"2,189",,"1,776",,"-13,582","-15,000",-321,,"-9,526","-5,118","-3,145","7,984",2.23,0.89,,"20,973","44,845",0,32,"65,850","21,391","3,867","83,375","136,311","175,019",1.07,1.05
FPC,27Aug2021,Eastern,N,"131,473","173,526","139,243","-34,283","23,134","111,699",,0,835,"1,984",,"1,591",,"-12,942","-12,279",-40,,"-7,212","-4,192","-3,034","5,416",2.23,0.90,,"23,355","45,354",0,29,"68,738","18,433","2,751","84,419","139,243","173,526",1.09,1.07
FPC,28Aug2021,Eastern,N,"135,827","180,122","141,442","-38,680","22,874","113,063",,0,907,"2,428",,"2,170",,"-15,855","-11,515",106,,"-8,770","-3,717","-3,068","4,139",2.23,0.90,,"23,092","46,015",0,37,"69,144","20,570","2,172","87,542","141,442","180,122",1.08,1.07
FPC,29Aug2021,Eastern,N,"143,799","190,126","148,699","-41,427","24,238","118,612",,233,863,"2,515",,"2,238",,"-15,678","-12,394",199,,"-7,566","-4,815","-3,137","1,964",2.22,0.90,2.05,"24,435","48,209",217,37,"72,898","20,565","1,339","92,124","148,699","190,126",1.08,1.07
FPC,30Aug2021,Eastern,N,"149,269","195,364","154,118","-41,246","25,550","121,795",,555,890,"3,113",,"2,215",,"-12,697","-13,041",242,,"-8,232","-6,141","-3,337","1,940",2.22,0.89,2.04,"25,753","49,391",513,41,"75,698","20,780","1,393","95,086","154,118","195,384",1.08,1.07
FPC,31Aug2021,Eastern,N,"149,644","194,487","152,943","-41,544","23,585","124,153",,28,847,"2,195",,"2,135",,"-10,755","-14,200",-164,,"-11,346","-5,984","-3,203","4,108",2.22,0.89,2.04,"23,764","50,344",26,34,"74,168","22,116","2,116","94,168","152,943","194,487",1.07,1.07
FPC,01Sep2021,Eastern,N,"136,137","162,096","121,117","-40,979","9,039","106,791",,"1,081",802,"1,433",,"1,971",,"-12,004","-11,735",-781,,"-13,153","-5,243","-3,367","5,304",2.22,0.90,2.07,"9,097","43,441","1,013",28,"53,579","23,133","2,425","74,287","121,117","162,096",0.98,1.01
FPC,02Sep2021,Eastern,N,"120,725","177,020","137,489","-39,531","13,018","118,510",,44,699,"3,117",,"2,101",,"-11,936","-11,661",-852,,"-9,830","-5,143","-3,288","3,179",2.22,0.90,2.11,"13,105","48,139",42,39,"61,326","20,364","1,543","80,148","137,489","177,020",0.98,1.00
FPC,03Sep2021,Eastern,N,"133,377","179,440","133,660","-45,780","10,970","116,646",,0,670,"3,184",,"2,190",,"-10,432","-18,464",-665,,"-10,403","-4,493","-3,318","1,995",2.22,0.89,,"11,024","47,349",0,40,"58,413","21,290",956,"78,748","133,660","179,440",0.96,0.97
FPC,04Sep2021,Eastern,N,"133,002","174,674","128,355","-46,319","12,817","108,771",,0,674,"3,858",,"2,235",,"-14,072","-18,011",-792,,"-9,661","-3,893","-3,287","3,397",2.21,0.90,,"12,876","44,186",0,45,"57,107","22,166","1,583","77,690","128,355","174,674",0.98,0.98
FPC,05Sep2021,Eastern,N,"138,964","175,894","128,760","-47,134","13,593","108,879",,0,743,"3,252",,"2,293",,"-14,181","-18,721",-773,,"-9,305","-3,527","-3,339","2,712",2.22,0.90,,"13,660","44,224",0,42,"57,926","21,970","1,230","78,666","128,760","175,894",0.99,0.99
FPC,06Sep2021,Eastern,N,"138,268","181,922","134,844","-47,078","14,674","114,522",,0,690,"2,677",,"2,281",,"-13,434","-16,970",-643,,"-9,929","-4,274","-3,331","1,503",2.22,0.90,,"14,766","46,573",0,38,"61,377","22,362",927,"82,811","134,844","181,922",1.00,1.00
FPC,07Sep2021,Eastern,N,"141,464","180,480","135,671","-44,809","13,236","117,047",,40,748,"2,465",,"2,135",,"-13,196","-15,449",-705,,"-9,920","-5,213","-3,371","3,045",2.22,0.90,2.07,"13,347","47,609",38,36,"61,028","22,044","1,376","81,696","135,671","180,480",0.99,1.00
FPC,08Sep2021,Eastern,N,"143,589","181,381","136,934","-44,447","13,058","119,287",,0,911,"1,981",,"1,697",,"-14,292","-16,107",-737,,"-10,458","-5,091","-2,943","5,181",2.22,0.90,,"13,152","48,557",0,31,"61,740","23,090","2,344","82,486","136,934","181,381",0.99,1.00
FPC,09Sep2021,Eastern,N,"139,127","165,834","122,465","-43,369","10,100","107,454",,0,897,"2,243",,"1,771",,"-13,944","-15,846",-992,,"-13,561","-4,523","-3,115","8,612",2.22,0.90,,"10,171","43,727",0,33,"53,930","25,072","3,880","75,121","122,465","165,834",0.97,1.00
FPC,10Sep2021,Eastern,N,"137,168","170,612","121,862","-48,750","6,141","109,838",,0,932,"2,827",,"2,124",,"-14,357","-14,265",-916,,"-11,005","-5,107","-3,271",171,2.22,0.90,,"6,184","44,688",0,39,"50,912","23,588",878,"73,621","121,862","170,612",0.92,0.95
FPC,11Sep2021,Eastern,N,"129,375","158,836","116,360","-42,476","8,239","103,162",,0,874,"1,823",,"2,262",,"-12,995","-11,925",-720,,"-12,207","-5,434","-3,257","4,062",2.22,0.90,,"8,302","42,026",0,33,"50,361","22,137","1,807","70,691","116,360","158,836",0.95,0.98
FPC,12Sep2021,Eastern,N,"134,001","170,390","126,819","-43,571","9,546","111,317",,0,883,"2,843",,"2,230",,"-13,364","-11,081",-701,,"-10,508","-5,044","-3,220",347,2.22,0.90,,"9,621","45,331",0,40,"54,993","21,778",578,"76,192","126,819","170,390",0.96,0.99
FPC,13Sep2021,Eastern,N,"141,991","182,419","139,545","-42,874","11,648","121,515",,0,840,"3,292",,"2,250",,"-13,219","-12,741",-641,,"-10,712","-4,477","-3,116","2,032",2.23,0.90,,"11,759","49,492",0,43,"61,293","21,653","1,108","81,838","139,545","182,419",0.97,0.99
FPC,14Sep2021,Eastern,N,"139,570","171,436","135,997","-35,439","10,412","120,112",,14,838,"2,383",,"2,238",,"-11,189","-9,332","-1,113",,"-8,153","-4,466","-3,077","1,891",2.22,0.90,2.12,"10,506","48,904",13,36,"59,460","18,497","1,014","76,943","135,997","171,436",0.96,0.99
FPC,15Sep2021,Eastern,N,"141,198","173,346","136,468","-36,878","14,107","117,106",,10,886,"2,208",,"2,151",,"-14,380","-9,920",-943,,"-7,520","-3,735","-2,800","2,420",2.22,0.90,2.14,"14,223","47,637",10,35,"61,906","19,831","1,168","80,568","136,468","173,346",1.00,1.02
FPC,16Sep2021,Eastern,N,"136,886","168,573","131,150","-37,423","6,987","119,218",,0,903,"1,809",,"2,233",,"-15,325","-7,998",-648,,"-7,960","-3,850","-2,861","1,219",2.22,0.90,,"7,051","48,538",0,33,"55,622","19,686",743,"74,565","131,150","168,573",0.94,0.98
FPC,17Sep2021,Eastern,N,"134,268","165,579","129,202","-36,377","9,009","115,475",,0,890,"1,641",,"2,187",,"-16,942","-7,126",-428,,"-9,506","-4,771","-2,881","5,277",2.22,0.90,,"9,081","46,935",0,31,"56,047","22,122","2,430","75,740","129,202","165,579",0.96,1.01
FPC,18Sep2021,Eastern,N,"131,095","162,915","126,990","-35,925","10,729","111,370",,0,844,"1,794",,"2,253",,"-18,001","-3,371",-181,,"-10,109","-5,098","-3,021","3,856",2.22,0.90,,"10,796","45,254",0,33,"56,083","21,660","1,892","75,851","126,990","162,915",0.97,1.03
FPC,19Sep2021,Eastern,N,"131,207","166,695","130,631","-36,064","12,030","113,919",,0,876,"1,537",,"2,269",,"-17,714","-2,774",-79,,"-7,166","-5,694","-3,111",474,2.22,0.90,,"12,120","46,327",0,31,"58,478","19,672",843,"77,306","130,631","166,695",0.99,1.02
FPC,20Sep2021,Eastern,N,"135,178","166,914","132,766","-34,148","11,370","116,491",,0,851,"1,844",,"2,210",,"-12,027","-12,436",-366,,"-7,009","-4,261","-3,156","5,107",2.22,0.90,,"11,465","47,406",0,33,"58,904","18,826","2,344","75,385","132,766","166,914",0.98,1.00
FPC,21Sep2021,Eastern,N,"136,823","173,160","130,758","-42,402","10,302","115,412",,25,817,"2,005",,"2,197",,"-12,833","-16,432",-513,,"-7,697","-3,865","-3,074","2,133",2.22,0.90,2.07,"10,390","47,081",24,33,"57,528","20,424","1,015","76,937","130,758","173,039",0.97,0.98
FPC,22Sep2021,Eastern,N,"137,653","175,450","134,136","-41,314","10,108","118,548",,39,764,"2,473",,"2,204",,"-11,768","-15,362",-767,,"-7,616","-4,946","-3,356","2,501",2.22,0.90,2.11,"10,168","48,277",37,36,"58,518","20,093","1,168","77,444","134,136","175,450",0.96,0.97
FPC,23Sep2021,Eastern,N,"133,853","170,090","127,705","-42,385","9,174","112,260",,0,699,"3,416",,"2,156",,"-11,705","-17,375","-1,409",,"-9,869","-3,968","-3,243","5,184",2.22,0.90,,"9,234","45,871",0,42,"55,147","22,266","2,288","75,125","127,705","170,090",0.95,0.97
FPC,24Sep2021,Eastern,N,"127,000","167,352","124,626","-42,726","5,001","113,387",,0,749,"3,430",,"2,059",,"-13,022","-15,817","-1,301",,"-9,908","-3,824","-3,385","4,531",2.22,0.90,,"5,032","46,334",0,42,"51,407","22,095","2,023","71,480","124,626","167,352",0.91,0.94
FPC,25Sep2021,Eastern,N,"124,605","166,672","124,656","-42,016","4,460","114,118",,41,808,"3,038",,"2,191",,"-12,860","-16,161",-514,,"-9,979","-4,015","-3,390","4,903",2.21,0.90,2.11,"4,474","46,509",39,40,"51,063","21,469","2,064","70,468","124,656","166,672",0.90,0.93
FPC,26Sep2021,Eastern,N,"123,369","164,196","122,889","-41,307","5,826","110,868",,0,831,"3,222",,"2,142",,"-12,312","-13,587",-429,,"-10,486","-3,219","-3,411","2,137",2.21,0.90,,"5,853","45,219",0,41,"51,114","20,779","1,011","70,882","122,889","164,196",0.92,0.95
FPC,27Sep2021,Eastern,N,"127,975","161,668","123,288","-38,380","5,777","111,372",,0,634,"3,259",,"2,246",,"-10,992","-12,790",-442,,"-8,627","-3,247","-3,176",894,2.21,0.90,,"5,799","45,272",0,41,"51,111","18,673",544,"69,240","123,288","161,668",0.91,0.94
FPC,28Sep2021,Eastern,N,"120,903","157,647","120,595","-37,052","6,185","108,580",,0,554,"3,043",,"2,233",,"-10,875","-14,777",-496,,"-7,397","-3,761","-3,054","3,308",2.22,0.90,,"6,219","44,188",0,39,"50,446","18,371","1,413","67,404","120,595","157,647",0.92,0.94
FPC,29Sep2021,Eastern,N,"125,785","158,956","123,710","-35,246","5,496","112,423",,46,413,"3,074",,"2,258",,"-10,856","-10,865",-447,,"-7,558","-4,155","-2,937","1,572",2.22,0.90,2.08,"5,531","45,840",43,38,"51,453","17,498",784,"68,166","123,710","158,956",0.92,0.95
FPC,30Sep2021,Eastern,N,"128,239","165,361","131,073","-34,288","5,438","120,009",,31,543,"2,850",,"2,202",,"-10,117","-13,083",-69,,"-8,569","-4,545","-2,995","5,090",2.22,0.90,2.07,"5,470","48,837",29,37,"54,373","18,207","2,243","70,337","131,073","165,361",0.91,0.94
FPC,01Oct2021,Eastern,N,"129,159","166,573","129,360","-37,213","6,552","116,967",,0,517,"3,012",,"2,312",,"-13,294","-10,395",137,,"-10,324","-4,908","-3,161","4,732",2.21,0.89,,"6,580","47,424",0,39,"54,043","21,067","2,192","72,918","129,360","166,573",0.92,0.97
FPC,02Oct2021,Eastern,N,"121,781","168,770","130,572","-38,198","6,788","118,029",,0,521,"2,945",,"2,289",,"-16,068","-9,223",198,,"-10,661","-3,787","-3,156","4,499",2.21,0.90,,"6,804","47,957",0,38,"54,799","21,766","2,113","74,452","130,572","168,770",0.93,0.97
FPC,03Oct2021,Eastern,N,"124,119","158,102","121,461","-36,641","5,545","110,706",,0,542,"2,404",,"2,264",,"-15,255","-9,572",247,,"-11,539","-3,030","-3,027","5,535",2.21,0.90,,"5,564","44,956",0,35,"50,554","22,010","2,601","69,963","121,461","158,102",0.92,0.98
FPC,04Oct2021,Eastern,N,"133,374","165,445","124,035","-41,410","9,142","109,397",,0,551,"2,667",,"2,278",,"-16,976","-11,529",-402,,"-9,994","-3,553","-2,704","3,740",2.22,0.90,,"9,192","44,425",0,37,"53,653","21,919","1,731","73,842","124,035","165,453",0.95,0.98
FPC,05Oct2021,Eastern,N,"135,898","165,333","125,244","-40,089","10,740","110,188",,3,542,"1,525",,"2,246",,"-16,213","-9,876","-1,262",,"-9,505","-3,703","-2,546","3,016",2.22,0.90,2.06,"10,797","44,807",3,29,"55,635","21,453","1,514","75,573","125,244","165,333",0.98,1.01
FPC,06Oct2021,Eastern,N,"138,247","171,514","133,361","-38,153","11,948","118,276",,0,247,886,,"2,004",,"-12,839","-9,811","-1,359",,"-9,284","-4,351","-2,899","2,390",2.22,0.90,,"12,023","48,120",0,21,"60,164","19,255","1,217","78,202","133,361","171,514",0.99,1.01
FPC,07Oct2021,Eastern,N,"142,002","180,316","141,949","-38,367","14,465","123,253",,366,151,"1,537",,"2,177",,"-9,510","-9,726","-1,076",,"-14,122","-5,016","-3,037","4,120",2.22,0.90,2.07,"14,541","50,222",344,26,"65,133","21,381","1,936","84,578","141,949","180,316",1.01,1.03
FPC,08Oct2021,Eastern,N,"134,966","169,315","136,561","-32,754","9,199","123,198",,0,189,"1,765",,"2,210",,"-12,586","-12,318","-1,175",,"-9,299","-5,197","-3,363","11,184",2.22,0.90,,"9,255","50,070",0,28,"59,352","20,772","4,949","75,176","136,561","169,315",0.96,0.98
FPC,09Oct2021,Eastern,N,"127,500","157,323","125,409","-31,914","9,435","111,064",,0,110,"2,579",,"2,221",,"-13,172","-14,259","-1,817",,"-8,043","-4,229","-3,193","12,799",2.22,0.90,,"9,505","45,243",0,33,"54,780","20,029","5,649","69,160","125,409","157,323",0.96,0.97
FPC,10Oct2021,Eastern,N,"120,664","157,164","124,020","-33,144","11,550","106,956",,0,173,"3,134",,"2,207",,"-12,251","-15,530","-1,801",,"-7,939","-3,221","-3,267","10,865",2.22,0.90,,"11,631","43,583",0,37,"55,250","19,809","4,868","70,191","124,020","157,164",0.98,0.98
FPC,11Oct2021,Eastern,N,"127,394","158,779","127,714","-31,065","9,501","113,161",,13,289,"2,724",,"2,026",,"-11,790","-14,515","-1,775",,"-7,099","-3,513","-3,206","10,833",2.22,0.90,2.10,"9,565","46,029",12,34,"55,640","18,819","4,779","69,680","127,714","158,779",0.96,0.97
FPC,12Oct2021,Eastern,N,"131,389","165,969","134,742","-31,227","12,152","117,609",,0,277,"2,671",,"2,033",,"-11,238","-14,111","-1,647",,"-6,733","-4,490","-2,992","9,984",2.22,0.90,,"12,258","48,000",0,33,"60,291","18,366","4,469","74,187","134,742","165,969",0.99,0.99
FPC,13Oct2021,Eastern,N,"134,596","170,016","135,626","-34,390","15,394","114,522",,0,458,"3,191",,"2,061",,"-11,998","-16,273","-1,285",,"-9,034","-5,156","-3,012","12,368",2.22,0.90,,"15,501","46,629",0,38,"62,168","21,336","5,613","77,891","135,626","170,016",1.01,1.01
FPC,14Oct2021,Eastern,N,"136,316","171,514","135,399","-36,115","14,681","115,387",,69,352,"3,035",,"1,875",,"-12,759","-16,608","-1,338",,"-6,516","-5,123","-3,046","9,275",2.22,0.90,2.06,"14,763","46,920",64,35,"61,783","19,728","4,172","77,339","135,399","171,514",1.01,0.99
FPC,15Oct2021,Eastern,N,"132,771","167,425","131,592","-35,833","11,663","114,182",,35,494,"3,139",,"2,079",,"-14,584","-15,940","-1,832",,"-5,963","-3,608","-3,176","9,270",2.22,0.90,2.06,"11,753","46,600",33,38,"58,423","19,553","4,086","73,891","131,592","167,425",0.98,0.97
FPC,16Oct2021,Eastern,N,"127,332","160,395","127,246","-33,149","9,127","112,793",,19,416,"2,697",,"2,194",,"-12,631","-14,115","-1,647",,"-5,843","-3,976","-3,529","8,592",2.21,0.90,2.06,"9,149","46,045",18,35,"55,247","17,671","3,719","69,200","127,246","160,395",0.96,0.95
FPC,17Oct2021,Eastern,N,"107,164","142,789","110,100","-32,689","4,506","99,093",,0,553,"3,619",,"2,329",,"-12,176","-14,761","-1,348",,"-11,053","-2,679","-3,331","12,659",2.21,0.90,,"4,519","40,457",0,43,"45,019","21,197","5,357","60,858","110,100","142,789",0.90,0.94
FPC,18Oct2021,Eastern,N,"103,861","131,792","102,595","-29,197","4,367","92,974",,0,567,"2,596",,"2,091",,"-11,051","-13,546","-1,540",,"-8,759","-2,964","-2,681","11,344",2.22,0.90,,"4,391","37,996",0,35,"42,422","18,363","4,808","55,977","102,595","131,792",0.91,0.94
FPC,19Oct2021,Eastern,N,"109,568","136,370","105,648","-30,722","4,559","95,325",,5,601,"3,203",,"1,955",,"-11,812","-14,657",-905,,"-8,414","-2,920","-2,672","10,658",2.22,0.90,2.07,"4,589","38,971",5,38,"43,603","18,933","4,528","58,008","105,648","136,370",0.91,0.94
FPC,20Oct2021,Eastern,N,"110,817","139,576","113,465","-26,111","5,329","103,242",,10,577,"2,758",,"1,549",,"-10,718","-12,462",-868,,"-6,766","-2,995","-2,533","10,231",2.22,0.90,2.07,"5,355","41,968",9,33,"47,365","16,281","4,323","59,323","113,465","139,576",0.92,0.94
FPC,21Oct2021,Eastern,N,"115,384","146,947","118,190","-28,757","10,537","102,544",,26,590,"2,942",,"1,551",,"-12,614","-12,423","-1,028",,"-6,045","-3,712","-2,250","9,315",2.21,0.89,2.05,"10,581","41,544",24,34,"52,183","16,697","4,102","64,778","118,190","146,947",0.97,0.97
FPC,22Oct2021,Eastern,N,"119,552","153,255","122,908","-30,347","9,492","108,702",,38,692,"2,630",,"1,354",,"-13,499","-15,091","-1,181",,"-5,244","-3,713","-2,749","11,130",2.22,0.90,2.07,"9,538","44,158",36,31,"53,763","17,227","4,805","66,186","122,908","153,255",0.96,0.95
FPC,23Oct2021,Eastern,N,"119,568","149,307","114,022","-35,285","10,448","98,763",,13,818,"2,910",,"1,070",,"-13,915","-15,333",-709,,"-7,537","-3,215","-3,227","8,651",2.22,0.90,2.07,"10,514","40,218",12,32,"50,776","18,539","3,808","65,508","114,022","149,307",0.98,0.97
FPC,24Oct2021,Eastern,N,"120,990","146,868","111,768","-35,100","9,006","99,139",,0,793,"2,010",,820,,"-14,777","-13,802",-919,,"-5,232","-3,835","-3,076","6,541",2.22,0.90,,"9,058","40,327",0,24,"49,409","17,958","2,899","64,468","111,768","146,868",0.97,0.97
FPC,25Oct2021,Eastern,N,"126,800","157,577","123,914","-33,663","10,108","110,428",,18,762,"1,989",,609,,"-15,698","-9,805","-1,140",,"-5,245","-4,384","-3,078","5,687",2.22,0.90,2.06,"10,160","44,893",17,22,"55,092","17,525","2,550","70,067","123,914","157,577",0.98,0.98
