BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,MISO,SOCO,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
AEC,02Jul2019,Central,N,"32,598","16,193","23,250","7,062","4,388","18,764",,,0,,,98,,800,"6,262",2.22,0.91,,"4,416","7,725",,1,"12,142",27,"3,706","8,463","23,250","16,188",1.15,1.15
AEC,03Jul2019,Central,N,"33,106","15,835","22,496","6,662","4,094","18,309",,,0,,,105,,986,"5,676",2.22,0.91,,"4,125","7,546",,1,"11,671",10,"3,447","8,234","22,508","15,846",1.14,1.15
AEC,04Jul2019,Central,N,"32,015","16,259","21,280","5,021","3,654","18,568",,,0,,,103,,"1,421","3,600",2.22,0.91,,"3,681","7,660",,1,"11,341",0,"2,531","8,810","22,325","17,304",1.12,1.12
AEC,05Jul2019,Central,N,"33,113","16,420","22,652","6,233","3,593","18,959",,,3,,,101,,"2,091","4,142",2.22,0.91,,"3,617","7,811",,1,"11,429",0,"3,131","8,298","22,656","16,423",1.11,1.11
AEC,06Jul2019,Central,N,"33,046","16,189","20,929","4,742","4,921","15,916",,,0,,,96,,"1,816","2,926",2.22,0.91,,"4,953","6,548",,1,"11,502",0,"2,603","8,899","20,933","16,191",1.21,1.21
AEC,07Jul2019,Central,N,"33,164","16,241","20,366","4,124","3,785","16,495",,,0,,,96,,"2,003","2,121",2.22,0.91,,"3,808","6,784",,1,"10,593",27,"2,170","8,450","20,376","16,252",1.15,1.15
AEC,08Jul2019,Central,N,"33,451","15,885","21,011","5,126","4,055","16,827",,,30,,,97,,"2,094","3,032",2.22,0.91,,"4,083","6,924",,1,"11,008",0,"2,676","8,332","21,009","15,883",1.16,1.16
AEC,09Jul2019,Central,N,"33,837","15,399","20,884","5,485","3,966","16,841",,,0,,,92,,"2,372","3,113",2.22,0.91,,"3,994","6,917",,1,"10,911",44,"2,901","8,054","20,899","15,414",1.15,1.15
AEC,10Jul2019,Central,N,"32,505","15,410","22,354","6,944","4,682","17,816",,,5,,,92,,"3,875","3,069",2.22,0.91,,"4,717","7,322",,1,"12,040",30,"3,718","8,352","22,595","15,651",1.17,1.18
AEC,11Jul2019,Central,N,"30,979","15,658","21,453","5,795","4,454","17,276",,,0,,,97,,"2,131","3,664",2.22,0.90,,"4,486","7,092",,1,"11,578",0,"3,069","8,509","21,827","16,032",1.17,1.17
AEC,12Jul2019,Central,N,"29,894","14,930","20,490","5,559","4,334","15,889",,,174,,,94,,"2,071","3,488",2.22,0.91,,"4,361","6,525",,2,"10,888",0,"2,941","7,947","20,491","14,932",1.17,1.17
AEC,13Jul2019,Central,N,"28,973","14,250","19,300","5,050","4,015","15,163",,,22,,,97,,"1,300","3,750",2.22,0.91,,"4,041","6,231",,1,"10,272",0,"2,678","7,594","19,297","14,247",1.17,1.18
AEC,14Jul2019,Central,N,"29,394","14,670","21,515","6,844","4,102","17,338",,,0,,,82,,929,"5,915",2.22,0.91,,"4,128","7,129",,1,"11,258",2,"3,556","7,703","21,522","14,678",1.15,1.16
AEC,15Jul2019,Central,N,"31,032","15,615","22,849","7,234","4,832","18,211",,,3,,,96,,"1,221","6,013",2.22,0.91,,"4,866","7,487",,1,"12,354",0,"3,855","8,499","23,142","15,908",1.18,1.18
AEC,16Jul2019,Central,N,"32,194","16,294","23,906","7,614","7,757","16,296",,,1,,,83,,"1,635","5,979",2.22,0.91,,"7,817","6,701",,1,"14,519",0,"4,588","9,931","24,137","16,523",1.33,1.33
AEC,17Jul2019,Central,N,"32,564","16,867","23,824","6,957","4,009","19,697",,,27,,,83,,"1,349","5,608",2.22,0.91,,"4,044","8,103",,1,"12,148",1,"3,546","8,602","23,816","16,859",1.12,1.12
AEC,18Jul2019,Central,N,"32,926","16,705","22,512","5,807","7,380","15,039",,,4,,,96,,"2,216","3,591",2.22,0.91,,"7,446","6,182",,1,"13,628",0,"3,523","10,105","22,519","16,712",1.33,1.33
AEC,19Jul2019,Central,N,"31,661","14,551","21,308","6,756","8,121","13,080",,,13,,,95,,"2,276","4,480",2.22,0.91,,"8,194","5,380",,1,"13,575",0,"4,295","9,280","21,309","14,553",1.40,1.41
AEC,20Jul2019,Central,N,"29,496","13,754","20,728","6,974","7,867","12,739",,,32,,,90,,"1,179","5,795",2.23,0.91,,"7,943","5,246",,1,"13,190",4,"4,441","8,753","20,728","13,754",1.40,1.40
AEC,21Jul2019,Central,N,"29,435","14,588","22,040","7,451","8,184","13,765",,,7,,,96,,"1,893","5,558",2.22,0.91,,"8,255","5,660",,1,"13,916",0,"4,706","9,210","22,052","14,601",1.39,1.39
AEC,22Jul2019,Central,N,"30,156","15,185","22,733","7,548","8,621","13,994",,,18,,,95,,"2,409","5,139",2.22,0.91,,"8,689","5,762",,1,"14,452",0,"4,803","9,649","22,728","15,180",1.40,1.40
AEC,23Jul2019,Central,N,"27,436","13,964","16,516","2,552","6,810","9,593",,,18,,,93,,963,"1,589",2.22,0.91,,"6,848","3,940",,1,"10,789",10,"1,687","9,112","16,514","13,962",1.44,1.44
AEC,24Jul2019,Central,N,"28,328","13,675","13,740",65,"4,134","9,508",,,1,,,93,,566,-501,2.22,0.91,,"4,155","3,911",,1,"8,066",304,429,"7,941","13,736","13,671",1.29,1.28
AEC,25Jul2019,Central,N,"28,859","14,036","13,680",-354,"4,123","9,473",,,0,,,95,,-160,-194,2.22,0.91,,"4,144","3,901",,1,"8,046",456,350,"8,152","13,691","14,045",1.30,1.28
AEC,26Jul2019,Central,N,"28,901","14,475","14,038",-434,"4,056","9,900",,,0,,,96,,-289,-145,2.22,0.91,,"4,077","4,075",,1,"8,152",546,413,"8,285","14,052","14,486",1.28,1.26
AEC,27Jul2019,Central,N,"29,183","14,350","15,580","1,234","3,899","11,601",,,0,,,96,,-490,"1,724",2.22,0.91,,"3,919","4,772",,1,"8,692",532,"1,238","7,985","15,596","14,362",1.23,1.23
AEC,28Jul2019,Central,N,"29,398","14,546","17,441","2,897","3,739","13,611",,,0,,,96,,-329,"3,226",2.22,0.91,,"3,761","5,610",,1,"9,371",334,"1,873","7,832","17,446","14,549",1.18,1.19
AEC,29Jul2019,Central,N,"30,017","15,205","19,721","4,518","3,398","16,228",,,0,,,96,,-345,"4,863",2.22,0.91,,"3,416","6,675",,1,"10,092",217,"2,509","7,800","19,722","15,204",1.13,1.13
AEC,30Jul2019,Central,N,"30,237","15,715","21,936","6,225","3,479","18,373",,,0,,,96,,-358,"6,583",2.22,0.91,,"3,498","7,556",,1,"11,055",251,"3,332","7,974","21,948","15,723",1.11,1.12
AEC,31Jul2019,Central,N,,"16,066","22,209","6,144","3,930","18,193",,,0,,,94,,-315,"6,459",2.22,0.91,,"3,954","7,488",,1,"11,442",200,"3,326","8,316","22,217","16,073",1.14,1.14
AEC,01Aug2019,Central,N,"31,025","15,833","20,713","4,881","4,174","16,413",,,33,,,96,,301,"4,580",2.22,0.91,,"4,196","6,753",,1,"10,949",71,"2,635","8,385","20,716","15,835",1.17,1.17
AEC,02Aug2019,Central,N,"29,725","14,309","17,267","2,960","4,099","13,081",,,0,,,96,,140,"2,820",2.21,0.91,,"4,116","5,382",,1,"9,498",227,"1,826","7,899","17,276","14,316",1.21,1.22
AEC,03Aug2019,Central,N,"28,630","13,739","14,338",601,"3,862","10,385",,,0,,,92,,-602,"1,203",2.21,0.91,,"3,874","4,268",,1,"8,142",510,863,"7,789","14,339","13,738",1.25,1.25
AEC,04Aug2019,Central,N,"29,179","14,229","13,848",-381,"3,749","10,013",,,0,,,96,,-632,251,2.21,0.91,,"3,758","4,113",,1,"7,872",616,444,"8,044","13,858","14,239",1.25,1.25
AEC,05Aug2019,Central,N,"29,154","14,440","14,684",246,"3,794","10,803",,,0,,,96,,-252,498,2.21,0.90,,"3,809","4,433",,1,"8,243",414,589,"8,068","14,693","14,447",1.24,1.23
AEC,06Aug2019,Central,N,"29,793","15,607","21,145","5,540","3,916","17,115",,,17,,,95,,226,"5,314",2.21,0.90,,"3,934","7,011",,1,"10,946",68,"2,871","8,143","21,143","15,603",1.14,1.15
AEC,07Aug2019,Central,N,"31,716","16,377","22,717","6,339","3,696","18,935",,,0,,,96,,890,"5,449",2.22,0.90,,"3,718","7,769",,1,"11,488",19,"3,195","8,312","22,727","16,388",1.11,1.12
AEC,08Aug2019,Central,N,"32,920","16,539","23,539","7,000","3,717","19,704",,,15,,,96,,"1,353","5,647",2.22,0.91,,"3,740","8,099",,1,"11,840",0,"3,503","8,337","23,532","16,532",1.11,1.11
AEC,09Aug2019,Central,N,"32,395","16,245","22,927","6,683","3,811","19,044",,,0,,,86,,"1,320","5,363",2.22,0.91,,"3,832","7,827",,1,"11,660",12,"3,392","8,279","22,941","16,258",1.12,1.12
AEC,10Aug2019,Central,N,"32,398","15,915","20,284","4,369","3,263","16,950",,,0,,,86,,887,"3,482",2.22,0.91,,"3,279","6,959",,1,"10,239",30,"2,199","8,070","20,299","15,930",1.11,1.12
AEC,11Aug2019,Central,N,"32,221","15,949","20,044","4,093","3,667","16,301",,,0,,,91,,"1,193","2,900",2.22,0.91,,"3,687","6,698",,1,"10,386",40,"2,135","8,291","20,059","15,966",1.14,1.14
AEC,12Aug2019,Central,N,"33,216","17,224","21,942","4,720","3,997","17,851",,,6,,,96,,620,"4,100",2.22,0.90,,"4,020","7,326",,1,"11,347",2,"2,419","8,930","21,950","17,230",1.14,1.14
AEC,13Aug2019,Central,N,"34,057","17,312","22,061","4,751","3,809","18,147",,,17,,,87,,957,"3,794",2.22,0.91,,"3,834","7,455",,1,"11,289",37,"2,454","8,873","22,060","17,309",1.13,1.13
AEC,14Aug2019,Central,N,"33,469","16,241","21,553","5,312","3,687","17,764",,,9,,,94,,526,"4,786",2.22,0.91,,"3,712","7,301",,1,"11,014",60,"2,752","8,323","21,554","16,242",1.13,1.13
AEC,15Aug2019,Central,N,"31,557","16,111","21,336","5,225","3,615","17,622",,,17,,,95,,19,"5,206",2.22,0.91,,"3,640","7,245",,1,"10,886",189,"2,813","8,262","21,349","16,124",1.12,1.13
AEC,16Aug2019,Central,N,"32,491","16,349","19,296","2,946","3,516","15,712",,,0,,,92,,-369,"3,315",2.22,0.91,,"3,542","6,463",,1,"10,006",258,"1,761","8,503","19,320","16,374",1.14,1.14
AEC,17Aug2019,Central,N,"32,099","16,378","22,039","5,662","3,538","18,421",,,0,,,92,,-194,"5,856",2.22,0.91,,"3,567","7,585",,1,"11,152",169,"3,011","8,310","22,051","16,389",1.11,1.12
AEC,18Aug2019,Central,N,"31,653","15,888","21,784","5,900","3,725","17,986",,,0,,,90,,-127,"6,027",2.22,0.91,,"3,754","7,402",,1,"11,157",128,"3,108","8,176","21,801","15,901",1.13,1.13
AEC,19Aug2019,Central,N,"31,340","14,940","20,361","5,421","3,315","16,959",,,5,,,91,,-816,"6,237",2.22,0.91,,,"6,973",,1,"10,324",467,"3,152","7,640","20,380","14,959",1.12,1.13
AEC,20Aug2019,Central,N,"29,576","14,479","17,520","3,041","4,116","13,302",,,14,,,86,,-3,"3,044",2.22,0.91,,"4,145","5,463",,1,"9,609",79,"1,742","7,946","17,518","14,477",1.21,1.21
AEC,21Aug2019,Central,N,"30,230","14,859","21,348","6,493","3,756","17,474",,,35,,,87,,55,"6,438",2.22,0.91,,"3,786","7,179",,1,"10,965",114,"3,421","7,658","21,352","14,859",1.13,1.14
AEC,22Aug2019,Central,N,"30,135","15,082","20,697","5,617","3,943","16,445",,,236,,,85,,-599,"6,216",2.22,0.91,,"3,972","6,764",,2,"10,738",337,"3,233","7,842","20,709","15,092",1.14,1.15
AEC,23Aug2019,Central,N,"29,731","15,256","20,722","5,468","3,437","17,241",,,0,,,87,,-51,"5,519",2.22,0.91,,"3,457","7,099",,1,"10,557",110,"2,888","7,779","20,765","15,297",1.12,1.12
AEC,24Aug2019,Central,N,"29,432","15,676","14,630","-1,044","3,427","14,939",,,0,,,85,,-848,-196,2.21,0.91,,"3,435","6,153",,1,"9,589",650,177,"10,062","18,451","19,495",1.15,1.14
AEC,25Aug2019,Central,N,"28,601","14,761","12,401","-2,358",-194,"12,518",,,0,,,86,,-997,"-1,359",,0.91,,,"5,155",,1,"5,156","1,124",52,"6,228","12,604","14,960",0.90,0.92
AEC,26Aug2019,Central,N,"26,559","13,152","11,311","-1,791",-185,"11,801",,,12,,,85,,-323,"-1,468",,0.91,,,"4,854",,1,"4,855",895,78,"5,672","11,898","13,689",0.90,0.91
AEC,27Aug2019,Central,N,"27,677","13,342","12,972",-370,-182,"13,043",,,23,,,82,,953,"-1,323",,0.91,,,"5,370",,1,"5,371",651,471,"5,552","13,148","13,518",0.90,0.91
AEC,28Aug2019,Central,N,"29,828","14,818","15,161",348,-148,"15,586",,,17,,,86,,481,-133,,0.91,,,"6,412",,1,"6,413",336,460,"6,289","15,689","15,341",0.90,0.90
AEC,29Aug2019,Central,N,"28,429","14,597","13,095","-1,493",-134,"13,478",,,20,,,96,,-251,"-1,242",,0.91,,,"5,548",,1,"5,548",777,102,"6,223","13,594","15,087",0.90,0.91
AEC,30Aug2019,Central,N,"27,928","14,098","12,533","-1,565",-119,"12,539",,,14,,,96,,-356,"-1,209",,0.91,,,"5,165",,1,"5,165",944,189,"5,919","12,649","14,214",0.90,0.92
AEC,31Aug2019,Central,N,,"14,270","13,391",-878,-117,"13,426",,,0,,,88,,-584,-294,,0.91,,,"5,526",,1,"5,527",569,141,"5,954","13,514","14,392",0.90,0.91
AEC,01Sep2019,Central,N,"28,265","14,319","13,620",-699,-115,"13,666",,,0,,,84,,-669,-30,,0.91,,,"5,626",,1,"5,626",500,134,"5,992","13,750","14,449",0.90,0.91
AEC,02Sep2019,Central,N,"29,891","14,911","14,850",-61,-114,"14,892",,,0,,,95,,17,-78,,0.91,,,"6,134",,1,"6,135",358,307,"6,185","14,987","15,048",0.90,0.91
AEC,03Sep2019,Central,N,"30,996","15,621","18,422","2,801",-114,"18,464",,,0,,,95,,288,"2,513",,0.91,,,"7,596",,1,"7,597",223,"1,352","6,468","18,559","15,758",0.90,0.90
AEC,04Sep2019,Central,N,"31,829","16,143","19,059","2,916",-133,"19,148",,,0,,,92,,-252,"3,168",,0.91,,,"7,873",,1,"7,873",246,"1,391","6,729","19,240","16,324",0.90,0.91
AEC,05Sep2019,Central,N,"32,492","16,829","18,992","2,164","1,745","17,258",,,0,,,73,,70,"2,094",2.21,0.91,,,"7,097",,0,"8,895",181,"1,231","7,845","19,121","16,957",1.03,1.02
AEC,06Sep2019,Central,N,"29,177","14,738","16,016","1,278","3,463","12,479",,,0,,,96,,165,"1,113",2.21,0.91,,"3,479","5,125",,1,"8,605",152,839,"7,917","16,038","14,760",1.18,1.18
AEC,07Sep2019,Central,N,"31,775","15,719","20,099","4,377","3,928","16,097",,,0,,,96,,"1,195","3,182",2.21,0.91,,"3,941","6,627",,1,"10,569",0,"2,278","8,291","20,121","15,744",1.16,1.16
AEC,08Sep2019,Central,N,"32,684","16,973","21,157","4,183","3,953","17,129",,,0,,,96,,"1,732","2,451",2.21,0.91,,"3,968","7,064",,1,"11,033",5,"2,168","8,870","21,178","16,995",1.15,1.15
AEC,09Sep2019,Central,N,"32,186","16,690","20,367","3,677","4,015","16,286",,,0,,,88,,659,"3,018",2.22,0.91,,"4,044","6,723",,1,"10,768",31,"1,960","8,839","20,389","16,712",1.16,1.17
AEC,10Sep2019,Central,N,"31,057","15,881","19,347","3,465","4,068","15,204",,,0,,,95,,321,"3,144",2.22,0.91,,"4,097","6,277",,1,"10,374",1,"1,842","8,533","19,367","15,902",1.18,1.18
AEC,11Sep2019,Central,N,"31,499","16,018","19,163","3,143","3,961","15,124",,,0,,,96,,454,"2,689",2.22,0.91,,"3,991","6,247",,1,"10,239",1,"1,667","8,573","19,181","16,038",1.18,1.18
AEC,12Sep2019,Central,N,"31,275","15,673","19,408","3,734","4,171","15,162",,,0,,,96,,944,"2,790",2.22,0.91,,"4,203","6,257",,1,"10,461",10,"2,000","8,471","19,429","15,695",1.19,1.19
AEC,13Sep2019,Central,N,"31,353","15,265","18,875","3,609","3,858","14,943",,,0,,,96,,"1,512","2,097",2.22,0.91,,"3,879","6,158",,1,"10,038",0,"1,899","8,139","18,897","15,288",1.17,1.17
AEC,14Sep2019,Central,N,"30,172","15,027","19,402","4,374","4,043","15,284",,,0,,,96,,"1,699","2,675",2.22,0.91,,"4,065","6,312",,1,"10,378",1,"2,323","8,056","19,423","15,049",1.18,1.18
AEC,15Sep2019,Central,N,"30,923","15,202","18,969","3,767","3,962","14,934",,,0,,,95,,"1,796","1,971",2.21,0.91,,"3,979","6,156",,1,"10,135",147,"2,169","8,113","18,991","15,224",1.18,1.17
AEC,16Sep2019,Central,N,"31,509","15,673","19,793","4,119","3,720","16,000",,,0,,,96,,768,"3,351",2.22,0.91,,"3,741","6,597",,1,"10,338",113,"2,266","8,185","19,816","15,697",1.15,1.15
AEC,17Sep2019,Central,N,"31,875","16,462","19,711","3,249","3,064","16,575",,,0,,,95,,491,"2,758",2.22,0.91,,"3,083","6,843",,1,"9,926",15,"1,625","8,316","19,734","16,485",1.11,1.11
AEC,18Sep2019,Central,N,"32,016","16,681","19,838","3,156","4,148","15,615",,,0,,,96,,48,"3,108",2.21,0.91,,"4,163","6,436",,1,"10,600",43,"1,725","8,918","19,859","16,703",1.18,1.18
AEC,19Sep2019,Central,N,"27,381","14,903","14,588",-316,"3,258","11,477",,,0,,,96,,168,-484,2.21,0.91,,,"4,731",,1,"8,011",432,363,"8,079","14,843","15,159",1.19,1.17
AEC,20Sep2019,Central,N,"25,571","13,272","12,728",-544,"3,073","12,974",,,0,,,96,,-145,-399,2.21,0.91,,,"5,361",,1,"8,448",475,237,"8,686","16,149","16,693",1.15,1.15
AEC,21Sep2019,Central,N,"26,233","13,327","11,077","-2,250",-111,"11,080",,,95,,,92,,"-1,132","-1,118",,0.91,,,"4,587",,1,"4,589","1,211",97,"5,702","11,267","13,517",0.90,0.93
AEC,22Sep2019,Central,N,"25,875","13,347","11,036","-2,311",-149,"11,091",,,0,,,89,,-640,"-1,671",,0.91,,,"4,579",,1,"4,579","1,292",122,"5,749","11,180","13,491",0.90,0.94
AEC,23Sep2019,Central,N,"26,796","13,981","14,944",970,58,"14,843",,,0,,,93,,"1,153",-183,2.21,0.91,,,"6,111",,1,"6,317",362,741,"5,939","15,141","14,171",0.92,0.92
AEC,24Sep2019,Central,N,"28,454","15,068","17,039","1,973","3,959","13,008",,,0,,,94,,"1,692",281,2.21,0.91,,"3,977","5,365",,1,"9,342",74,"1,166","8,250","17,061","15,088",1.21,1.21
AEC,25Sep2019,Central,N,"29,694","15,721","17,369","1,649","4,306","12,993",,,0,,,92,,"1,097",551,2.21,0.91,,"4,323","5,354",,1,"9,677",80,"1,005","8,752","17,391","15,743",1.23,1.23
AEC,26Sep2019,Central,N,"30,724","16,200","17,954","1,754","4,244","13,639",,,0,,,91,,895,859,2.22,0.91,,"4,266","5,630",,1,"9,897",47,"1,015","8,928","17,974","16,220",1.21,1.21
AEC,27Sep2019,Central,N,"31,234","16,269","18,684","2,420","4,588","14,024",,,0,,,93,,492,"1,928",2.22,0.91,,"4,613","5,794",,1,"10,407",72,"1,425","9,055","18,705","16,285",1.23,1.23
AEC,28Sep2019,Central,N,"30,293","15,398","17,583","2,186","4,371","13,141",,,0,,,92,,432,"1,754",2.22,0.91,,"4,400","5,430",,1,"9,831",66,"1,291","8,606","17,604","15,418",1.23,1.23
AEC,29Sep2019,Central,N,"30,504","15,234","18,014","2,786","4,350","13,599",,,1,,,83,,"1,172","1,614",2.22,0.91,,"4,388","5,634",,1,"10,023",18,"1,573","8,467","18,033","15,247",1.23,1.22
AEC,30Sep2019,Central,N,,"15,526","19,896","4,378","4,117","15,726",,,0,,,71,,469,"3,909",2.23,0.91,,"4,156","6,494",,0,"10,650",21,"2,347","8,323","19,914","15,536",1.18,1.18
AEC,01Oct2019,Central,N,"30,929","15,738","19,845","4,113","4,031","15,762",,,0,,,70,,537,"3,576",2.22,0.91,,"4,064","6,499",,0,"10,563",42,"2,208","8,397","19,863","15,750",1.17,1.18
AEC,02Oct2019,Central,N,"30,931","15,857","22,443","6,584","4,399","17,989",,,0,,,72,,"1,475","5,109",2.22,0.91,,"4,435","7,404",,0,"11,840",0,"3,462","8,378","22,460","15,876",1.16,1.16
AEC,03Oct2019,Central,N,"31,144","16,076","22,406","6,330","4,400","17,749",,,180,,,86,,"1,584","4,744",2.22,0.91,,"4,430","7,322",,2,"11,754",3,"3,317","8,440","22,415","16,087",1.16,1.16
AEC,04Oct2019,Central,N,"31,177","15,728","19,504","3,776","4,311","15,110",,,0,,,96,,"1,188","2,588",2.22,0.91,,"4,333","6,233",,1,"10,567",0,"2,043","8,524","19,517","15,741",1.19,1.19
AEC,05Oct2019,Central,N,"29,789","14,694","16,132","1,438","4,194","12,439",,,96,,,93,,"1,114",324,2.21,0.91,,"4,205","5,138",,1,"9,343",270,"1,109","8,504","16,822","15,384",1.22,1.22
AEC,06Oct2019,Central,N,"27,734","14,076","11,287","-2,789","4,334","6,758",,,111,,,96,,"1,498","-4,287",2.21,0.91,,"4,341","2,790",,1,"7,132","1,934",869,"8,198","11,299","14,088",1.39,1.28
AEC,07Oct2019,Central,N,"27,026","13,674","11,199","-2,476","4,435","7,131",,,0,,,96,,"1,338","-3,814",2.21,0.91,,"4,449","2,937",,1,"7,387","1,756",770,"8,373","11,662","14,138",1.40,1.31
AEC,08Oct2019,Central,N,"26,297","13,622","9,742","-3,880","4,552","5,110",,,0,,,96,,"2,163","-6,043",2.22,0.91,,"4,580","2,110",,1,"6,690","2,791","1,293","8,188","9,758","13,638",1.51,1.32
AEC,09Oct2019,Central,N,"25,789","13,538","9,604","-3,934","4,215","5,309",,,0,,,96,,690,"-4,624",2.22,0.91,,"4,237","2,194",,1,"6,432","2,182",461,"8,153","9,620","13,554",1.47,1.33
AEC,10Oct2019,Central,N,"25,867","12,930","8,713","-4,217","4,079","4,546",,,0,,,96,,590,"-4,807",2.21,0.91,,"4,098","1,875",,1,"5,974","2,261",399,"7,836","8,721","12,938",1.51,1.34
AEC,11Oct2019,Central,N,"24,622","12,252","8,400","-3,852","4,526","3,794",,,0,,,96,,"1,213","-5,065",2.21,0.91,,"4,544","1,564",,1,"6,109","2,242",750,"7,601","8,416","12,268",1.60,1.37
AEC,12Oct2019,Central,N,"22,117","11,966","7,454","-4,513","4,189","3,194",,,0,,,92,,"1,119","-5,632",2.21,0.91,,"4,201","1,318",,1,"5,519","2,363",679,"7,203","7,475","11,988",1.63,1.32
AEC,13Oct2019,Central,N,"21,594","11,943","7,299","-4,644","4,119","3,107",,,0,,,92,,983,"-5,627",2.21,0.91,,"4,129","1,278",,1,"5,408","2,302",587,"7,123","7,318","11,962",1.63,1.31
AEC,14Oct2019,Central,N,"22,328","12,271","7,231","-5,041","4,596","2,569",,,0,,,82,,"1,266","-6,308",2.22,0.91,,"4,618","1,058",,1,"5,676","2,653",773,"7,556","7,247","12,289",1.73,1.36
AEC,15Oct2019,Central,N,"22,336","11,659","7,057","-4,602","4,277","2,711",,,0,,,90,,"1,299","-5,901",2.22,0.91,,"4,297","1,118",,1,"5,416","2,517",790,"7,143","7,078","11,680",1.69,1.35
AEC,16Oct2019,Central,N,"21,797","11,489","6,718","-4,771","4,101","2,543",,,0,,,96,,"2,071","-6,842",2.21,0.91,,"4,113","1,047",,1,"5,161","2,876","1,221","6,816","6,740","11,511",1.69,1.31
AEC,17Oct2019,Central,N,"19,282","9,722","5,272","-4,450","3,389","1,799",,,0,,,107,,"2,709","-7,159",2.22,0.91,,"3,405",744,,1,"4,150","2,831","1,522","5,458","5,295","9,745",1.73,1.23
AEC,18Oct2019,Central,N,"19,175","9,545","5,116","-4,430","3,141","1,882",,,0,,,115,,"2,859","-7,289",2.22,0.91,,"3,158",779,,1,"3,938","2,921","1,578","5,281","5,138","9,568",1.69,1.22
AEC,19Oct2019,Central,N,"18,748","9,668","5,901","-3,768","3,134","2,700",,,0,,,84,,"4,187","-7,955",2.21,0.91,,"3,144","1,112",,1,"4,257","3,159","2,239","5,176","5,918","9,686",1.59,1.18
AEC,20Oct2019,Central,N,"20,295","10,174","6,130","-4,045","3,443","2,594",,,0,,,115,,"2,883","-6,928",2.21,0.91,,"3,458","1,072",,1,"4,530","2,728","1,603","5,655","6,152","10,197",1.62,1.22
AEC,21Oct2019,Central,N,"22,279","11,128","6,648","-4,480","3,725","2,827",,,0,,,115,,"2,149","-6,629",2.21,0.91,,"3,738","1,167",,1,"4,906","2,614","1,216","6,305","6,667","11,147",1.62,1.25
AEC,22Oct2019,Central,N,"20,120","10,520","6,684","-3,836","4,199","2,392",,,0,,,114,,"1,716","-5,552",2.21,0.91,,"4,214",986,,1,"5,200","2,234","1,038","6,396","6,705","10,541",1.71,1.34
AEC,23Oct2019,Central,N,"19,266","9,926","5,140","-4,785","3,353","1,694",,,0,,,114,,"2,395","-7,180",2.21,0.91,,"3,365",698,,1,"4,064","2,875","1,344","5,594","5,161","9,946",1.74,1.24
AEC,24Oct2019,Central,N,"19,291","10,186","5,721","-4,465","3,561","2,067",,,0,,,114,,"2,470","-6,935",2.21,0.91,,"3,574",853,,1,"4,428","2,731","1,390","5,769","5,742","10,207",1.70,1.25
AEC,25Oct2019,Central,N,"19,569","11,037","7,745","-3,288","4,366","3,284",,,0,,,115,,"2,517","-5,805",2.21,0.91,,"4,383","1,353",,1,"5,737","2,293","1,478","6,551","7,765","11,053",1.63,1.31
AEC,26Oct2019,Central,N,"22,267","11,651","7,691","-3,959","3,447","4,150",,,0,,,114,,"1,704","-5,663",2.21,0.91,,"3,456","1,711",,1,"5,167","2,152",932,"6,387","7,711","11,670",1.48,1.21
AEC,27Oct2019,Central,N,"19,032","10,029","5,914","-4,115","3,843","1,975",,,0,,,116,,"2,892","-7,007",2.22,0.91,,"3,861",816,,1,"4,679","2,640","1,626","5,692","5,934","10,049",1.74,1.25
AEC,28Oct2019,Central,N,"19,267","10,547","7,056","-3,489","4,070","2,892",,,0,,,114,,"3,410","-6,899",2.21,0.91,,"4,076","1,191",,1,"5,267","2,666","1,931","6,002","7,076","10,565",1.64,1.25
AEC,29Oct2019,Central,N,"19,191","10,559","6,621","-3,937","4,392","2,135",,,0,,,114,,"2,868","-6,805",2.21,0.91,,"4,395",880,,1,"5,275","2,605","1,653","6,228","6,641","10,578",1.75,1.30
AEC,30Oct2019,Central,N,"21,269","11,132","7,005","-4,125","4,447","2,463",,,0,,,116,,"1,596","-5,721",2.21,0.91,,"4,461","1,015",,1,"5,477","2,154",951,"6,680","7,026","11,151",1.72,1.32
AEC,31Oct2019,Central,N,,"10,946","7,648","-3,298","3,541","6,436",,,0,,,114,,"1,860","-5,158",2.21,0.91,,,"2,650",,1,"6,239","1,886",954,"7,171","10,128","13,426",1.36,1.18
AEC,01Nov2019,Central,N,"23,525","12,166","8,627","-3,539",28,"8,616",,,0,,,114,,"2,004","-5,543",2.21,0.91,,,"3,557",,1,"3,699","2,021",799,"4,920","8,870","12,409",0.92,0.87
AEC,02Nov2019,Central,N,"23,236","11,529","8,487","-3,042","4,274","4,118",,,0,,,116,,"1,590","-4,632",2.21,0.91,,"4,293","1,697",,1,"5,991","1,689",915,"6,766","8,508","11,550",1.55,1.29
