BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,MISO,SOCO,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
AEC,27Jan2016,Central,N,"23,465","12,050","14,210","2,160",,,,,,,,,,"1,766",394,,,,,,,,,,,,,,,
AEC,28Jan2016,Central,N,"26,070","13,971","15,235","1,264",,,,,,,,,,"1,097",167,,,,,,,,,,,,,,,
AEC,29Jan2016,Central,N,"26,268","13,650","15,097","1,447",,,,,,,,,,881,566,,,,,,,,,,,,,,,
AEC,30Jan2016,Central,N,"22,990","12,158","14,586","2,428",,,,,,,,,,640,"1,788",,,,,,,,,,,,,,,
AEC,31Jan2016,Central,N,,"10,440","11,178",738,,,,,,,,,,"1,001",-263,,,,,,,,,,,,,,,
AEC,01Feb2016,Central,N,"18,797","9,837","10,713",876,,,,,,,,,,0,876,,,,,,,,,,,,,,,
AEC,02Feb2016,Central,N,"18,681","9,734","10,148",414,,,,,,,,,,-441,855,,,,,,,,,,,,,,,
AEC,03Feb2016,Central,N,"18,787","9,897","11,641","1,744",,,,,,,,,,-344,"2,088",,,,,,,,,,,,,,,
AEC,04Feb2016,Central,N,"24,232","12,364","14,691","2,327",,,,,,,,,,491,"1,836",,,,,,,,,,,,,,,
AEC,05Feb2016,Central,N,"30,504","15,229","16,505","1,276",,,,,,,,,,452,824,,,,,,,,,,,,,,,
AEC,06Feb2016,Central,N,"31,685","14,856","15,878","1,022",,,,,,,,,,"1,068",-46,,,,,,,,,,,,,,,
AEC,07Feb2016,Central,N,"28,825","14,412","15,506","1,094",,,,,,,,,,841,253,,,,,,,,,,,,,,,
AEC,08Feb2016,Central,N,"27,941","14,310","14,689",379,,,,,,,,,,320,59,,,,,,,,,,,,,,,
AEC,09Feb2016,Central,N,"32,293","16,209","18,928","2,719",,,,,,,,,,"1,037","1,682",,,,,,,,,,,,,,,
AEC,10Feb2016,Central,N,"34,852","17,419","22,405","4,986",,,,,,,,,,936,"4,050",,,,,,,,,,,,,,,
AEC,11Feb2016,Central,N,"27,945","13,922","18,469","4,547",,,,,,,,,,118,"4,429",,,,,,,,,,,,,,,
AEC,12Feb2016,Central,N,"21,776","10,136","13,420","3,284",,,,,,,,,,-95,"3,379",,,,,,,,,,,,,,,
AEC,13Feb2016,Central,N,"26,397","12,352","15,737","3,385",,,,,,,,,,371,"3,014",,,,,,,,,,,,,,,
AEC,14Feb2016,Central,N,"27,910","13,697","16,556","2,859",,,,,,,,,,"1,894",965,,,,,,,,,,,,,,,
AEC,15Feb2016,Central,N,"22,092","11,359","14,374","3,015",,,,,,,,,,"1,353","1,662",,,,,,,,,,,,,,,
AEC,16Feb2016,Central,N,"21,198","10,720","14,674","3,954",,,,,,,,,,"1,294","2,660",,,,,,,,,,,,,,,
AEC,17Feb2016,Central,N,"22,589","11,407","14,909","3,502",,,,,,,,,,"1,422","2,080",,,,,,,,,,,,,,,
AEC,18Feb2016,Central,N,"23,478","12,099","15,977","3,878",,,,,,,,,,613,"3,265",,,,,,,,,,,,,,,
AEC,19Feb2016,Central,N,"21,038","10,994","16,304","5,310",,,,,,,,,,"1,672","3,638",,,,,,,,,,,,,,,
AEC,20Feb2016,Central,N,"18,840","9,849","13,231","3,382",,,,,,,,,,580,"2,802",,,,,,,,,,,,,,,
AEC,21Feb2016,Central,N,"18,056","9,322","13,024","3,702",,,,,,,,,,461,"3,241",,,,,,,,,,,,,,,
AEC,22Feb2016,Central,N,"18,064","9,491","13,296","3,805",,,,,,,,,,437,"3,368",,,,,,,,,,,,,,,
AEC,23Feb2016,Central,N,"18,226","9,603","12,876","3,273",,,,,,,,,,66,"3,207",,,,,,,,,,,,,,,
AEC,24Feb2016,Central,N,"19,741","10,709","14,345","3,636",,,,,,,,,,846,"2,790",,,,,,,,,,,,,,,
AEC,25Feb2016,Central,N,"23,253","12,328","14,670","2,342",,,,,,,,,,472,"1,870",,,,,,,,,,,,,,,
AEC,26Feb2016,Central,N,"26,036","12,966","16,593","3,627",,,,,,,,,,-256,"3,883",,,,,,,,,,,,,,,
AEC,27Feb2016,Central,N,"25,722","12,863","15,244","2,381",,,,,,,,,,612,"1,769",,,,,,,,,,,,,,,
AEC,28Feb2016,Central,N,"22,575","11,855","14,177","2,322",,,,,,,,,,"1,103","1,219",,,,,,,,,,,,,,,
AEC,29Feb2016,Central,N,,"10,562","14,584","4,022",,,,,,,,,,"1,166","2,856",,,,,,,,,,,,,,,
AEC,01Mar2016,Central,N,"18,516","9,696","13,822","4,126",,,,,,,,,,917,"3,209",,,,,,,,,,,,,,,
AEC,02Mar2016,Central,N,"19,784","10,060","15,147","5,087",,,,,,,,,,424,"4,663",,,,,,,,,,,,,,,
AEC,03Mar2016,Central,N,"20,836","11,395","16,090","4,695",,,,,,,,,,761,"3,934",,,,,,,,,,,,,,,
AEC,04Mar2016,Central,N,"20,477","10,956","14,141","3,185",,,,,,,,,,259,"2,926",,,,,,,,,,,,,,,
AEC,05Mar2016,Central,N,"21,143","10,976","15,002","4,026",,,,,,,,,,-308,"4,334",,,,,,,,,,,,,,,
AEC,06Mar2016,Central,N,"19,859","10,422","14,400","3,978",,,,,,,,,,48,"3,930",,,,,,,,,,,,,,,
AEC,07Mar2016,Central,N,"19,346","10,505","14,576","4,071",,,,,,,,,,757,"3,314",,,,,,,,,,,,,,,
AEC,08Mar2016,Central,N,"18,330","9,900","14,383","4,483",,,,,,,,,,"1,442","3,041",,,,,,,,,,,,,,,
AEC,09Mar2016,Central,N,"18,460","9,744","14,158","4,414",,,,,,,,,,"1,088","3,326",,,,,,,,,,,,,,,
AEC,10Mar2016,Central,N,"18,714","9,849","13,987","4,138",,,,,,,,,,975,"3,163",,,,,,,,,,,,,,,
AEC,11Mar2016,Central,N,"18,949","9,817","13,544","3,727",,,,,,,,,,"1,447","2,280",,,,,,,,,,,,,,,
AEC,12Mar2016,Central,N,"18,453","9,378","13,646","4,268",,,,,,,,,,"1,735","2,533",,,,,,,,,,,,,,,
AEC,13Mar2016,Central,N,"17,790","9,564","13,502","3,938",,,,,,,,,,"1,644","2,294",,,,,,,,,,,,,,,
AEC,14Mar2016,Central,N,"18,790","10,357","13,948","3,591",,,,,,,,,,789,"2,801",,,,,,,,,,,,,,,
AEC,15Mar2016,Central,N,"20,089","10,571","14,196","3,625",,,,,,,,,,874,"2,751",,,,,,,,,,,,,,,
AEC,16Mar2016,Central,N,"20,207","10,783","14,748","3,965",,,,,,,,,,"1,306","2,659",,,,,,,,,,,,,,,
AEC,17Mar2016,Central,N,"19,444","10,008","13,987","3,979",,,,,,,,,,"1,526","2,453",,,,,,,,,,,,,,,
AEC,18Mar2016,Central,N,"18,342","9,149","13,633","4,484",,,,,,,,,,"1,115","3,363",,,,,,,,,,,,,,,
AEC,19Mar2016,Central,N,"17,327","9,246","14,289","5,043",,,,,,,,,,698,"4,345",,,,,,,,,,,,,,,
AEC,20Mar2016,Central,N,"19,381","9,681","13,924","4,243",,,,,,,,,,"1,191","3,052",,,,,,,,,,,,,,,
AEC,21Mar2016,Central,N,"22,285","11,861","15,458","3,597",,,,,,,,,,"1,204","2,393",,,,,,,,,,,,,,,
AEC,22Mar2016,Central,N,"21,428","11,460","15,399","3,939",,,,,,,,,,"1,122","2,817",,,,,,,,,,,,,,,
AEC,23Mar2016,Central,N,"18,634","10,065","15,445","5,380",,,,,,,,,,834,"4,546",,,,,,,,,,,,,,,
AEC,24Mar2016,Central,N,"17,792","9,302","15,149","5,847",,,,,,,,,,-24,"5,871",,,,,,,,,,,,,,,
AEC,25Mar2016,Central,N,"17,273","8,999","14,468","5,469",,,,,,,,,,-528,"6,005",,,,,,,,,,,,,,,
AEC,26Mar2016,Central,N,"17,706","9,019","14,039","5,020",,,,,,,,,,"1,134","3,886",,,,,,,,,,,,,,,
AEC,27Mar2016,Central,N,"17,846","8,940","13,948","5,008",,,,,,,,,,"1,820","3,188",,,,,,,,,,,,,,,
AEC,28Mar2016,Central,N,"18,147","9,743","13,780","4,037",,,,,,,,,,379,"3,658",,,,,,,,,,,,,,,
AEC,29Mar2016,Central,N,"18,032","9,438","14,442","5,004",,,,,,,,,,172,"4,832",,,,,,,,,,,,,,,
AEC,30Mar2016,Central,N,"18,260","9,621","14,196","4,575",,,,,,,,,,-19,"4,594",,,,,,,,,,,,,,,
AEC,31Mar2016,Central,N,,"9,778","14,061","4,283",,,,,,,,,,217,"4,066",,,,,,,,,,,,,,,
AEC,01Apr2016,Central,N,"18,825","9,754","14,031","4,277",,,,,,,,,,-317,"4,594",,,,,,,,,,,,,,,
AEC,02Apr2016,Central,N,"17,662","8,877","13,367","4,490",,,,,,,,,,"1,318","3,172",,,,,,,,,,,,,,,
AEC,03Apr2016,Central,N,"18,534","9,410","13,451","4,041",,,,,,,,,,"2,102","1,939",,,,,,,,,,,,,,,
AEC,04Apr2016,Central,N,"18,585","9,904","14,159","4,255",,,,,,,,,,542,"3,713",,,,,,,,,,,,,,,
AEC,05Apr2016,Central,N,"18,166","9,759","14,190","4,431",,,,,,,,,,521,"3,910",,,,,,,,,,,,,,,
AEC,06Apr2016,Central,N,"18,326","9,694","15,720","6,026",,,,,,,,,,648,"5,378",,,,,,,,,,,,,,,
AEC,07Apr2016,Central,N,"18,188","9,941","14,425","4,484",,,,,,,,,,120,"4,364",,,,,,,,,,,,,,,
AEC,08Apr2016,Central,N,"17,704","9,378","13,841","4,463",,,,,,,,,,224,"4,276",,,,,,,,,,,,,,,
AEC,09Apr2016,Central,N,"17,954","9,322","13,547","4,225",,,,,,,,,,"1,141","3,084",,,,,,,,,,,,,,,
AEC,10Apr2016,Central,N,"17,906","9,272","13,584","4,312",,,,,,,,,,507,"3,805",,,,,,,,,,,,,,,
AEC,11Apr2016,Central,N,"18,692","9,862","14,261","4,399",,,,,,,,,,168,"4,231",,,,,,,,,,,,,,,
AEC,12Apr2016,Central,N,"18,914","9,582","13,983","4,401",,,,,,,,,,365,"4,036",,,,,,,,,,,,,,,
AEC,13Apr2016,Central,N,"18,144","9,261","14,067","4,806",,,,,,,,,,216,"4,590",,,,,,,,,,,,,,,
AEC,14Apr2016,Central,N,"17,821","9,176","13,799","4,623",,,,,,,,,,393,"4,230",,,,,,,,,,,,,,,
AEC,15Apr2016,Central,N,"17,640","9,113","13,789","4,676",,,,,,,,,,400,"4,276",,,,,,,,,,,,,,,
AEC,16Apr2016,Central,N,"17,587","9,211","13,903","4,692",,,,,,,,,,367,"4,325",,,,,,,,,,,,,,,
AEC,17Apr2016,Central,N,"17,587","9,516","13,830","4,314",,,,,,,,,,37,"4,277",,,,,,,,,,,,,,,
AEC,18Apr2016,Central,N,"18,250","9,887","13,996","4,109",,,,,,,,,,-124,"4,233",,,,,,,,,,,,,,,
AEC,19Apr2016,Central,N,"18,871","10,204","14,351","4,147",,,,,,,,,,-104,"4,251",,,,,,,,,,,,,,,
AEC,20Apr2016,Central,N,"19,428","10,296","13,915","3,619",,,,,,,,,,-29,"3,648",,,,,,,,,,,,,,,
AEC,21Apr2016,Central,N,"19,418","10,099","14,601","4,502",,,,,,,,,,233,"4,269",,,,,,,,,,,,,,,
AEC,22Apr2016,Central,N,"18,758","9,925","14,833","4,908",,,,,,,,,,652,"4,256",,,,,,,,,,,,,,,
AEC,23Apr2016,Central,N,"19,038","10,096","13,872","3,776",,,,,,,,,,-180,"3,956",,,,,,,,,,,,,,,
AEC,24Apr2016,Central,N,"19,921","10,366","14,601","4,235",,,,,,,,,,940,"3,295",,,,,,,,,,,,,,,
AEC,25Apr2016,Central,N,"20,467","10,994","15,824","4,830",,,,,,,,,,213,"4,615",,,,,,,,,,,,,,,
AEC,26Apr2016,Central,N,"21,244","11,456","16,033","4,577",,,,,,,,,,"1,103","3,474",,,,,,,,,,,,,,,
AEC,27Apr2016,Central,N,"21,902","11,303","15,415","4,112",,,,,,,,,,742,"3,370",,,,,,,,,,,,,,,
AEC,28Apr2016,Central,N,"22,317","11,058","16,908","5,850",,,,,,,,,,"1,018","4,832",,,,,,,,,,,,,,,
AEC,29Apr2016,Central,N,"23,520","12,100","17,346","5,246",,,,,,,,,,317,"4,929",,,,,,,,,,,,,,,
AEC,30Apr2016,Central,N,,"11,665","15,982","4,317",,,,,,,,,,656,"3,661",,,,,,,,,,,,,,,
AEC,01May2016,Central,N,"22,783","12,017","17,104","5,087",,,,,,,,,,-584,"5,671",,,,,,,,,,,,,,,
AEC,02May2016,Central,N,"22,570","11,901","15,963","4,062",,,,,,,,,,-695,"4,757",,,,,,,,,,,,,,,
AEC,03May2016,Central,N,"20,850","11,457","14,454","2,997",,,,,,,,,,-397,"3,394",,,,,,,,,,,,,,,
AEC,04May2016,Central,N,"18,967","10,385","14,384","3,999",,,,,,,,,,104,"3,895",,,,,,,,,,,,,,,
AEC,05May2016,Central,N,"17,905","9,737","13,791","4,054",,,,,,,,,,203,"3,839",,,,,,,,,,,,,,,
AEC,06May2016,Central,N,"18,012","9,423","14,187","4,764",,,,,,,,,,-473,"5,237",,,,,,,,,,,,,,,
AEC,07May2016,Central,N,"19,126","9,738","13,906","4,168",,,,,,,,,,-267,"4,435",,,,,,,,,,,,,,,
AEC,08May2016,Central,N,"20,402","10,511","11,811","1,300",,,,,,,,,,379,921,,,,,,,,,,,,,,,
AEC,09May2016,Central,N,"21,181","10,863","11,776",913,,,,,,,,,,405,508,,,,,,,,,,,,,,,
AEC,10May2016,Central,N,"22,218","11,139","12,316","1,177",,,,,,,,,,"1,691",-514,,,,,,,,,,,,,,,
AEC,11May2016,Central,N,"23,654","12,173","13,708","1,535",,,,,,,,,,"1,801",-266,,,,,,,,,,,,,,,
AEC,12May2016,Central,N,"24,088","12,564","13,058",494,,,,,,,,,,"1,724","-1,230",,,,,,,,,,,,,,,
AEC,13May2016,Central,N,"23,182","12,120","12,948",828,,,,,,,,,,"1,591",-763,,,,,,,,,,,,,,,
AEC,14May2016,Central,N,"21,876","11,025","12,851","1,826",,,,,,,,,,"1,866",-40,,,,,,,,,,,,,,,
AEC,15May2016,Central,N,"19,602","10,480","11,601","1,121",,,,,,,,,,"2,029",-908,,,,,,,,,,,,,,,
AEC,16May2016,Central,N,"21,597","11,122","11,356",234,,,,,,,,,,883,-649,,,,,,,,,,,,,,,
AEC,17May2016,Central,N,"22,720","11,399","12,346",947,,,,,,,,,,624,323,,,,,,,,,,,,,,,
AEC,18May2016,Central,N,"22,963","12,474","13,820","1,346",,,,,,,,,,"1,121",225,,,,,,,,,,,,,,,
AEC,19May2016,Central,N,"24,089","12,822","14,438","1,616",,,,,,,,,,"1,054",562,,,,,,,,,,,,,,,
AEC,20May2016,Central,N,"22,175","10,386","11,305",919,,,,,,,,,,"1,680",-761,,,,,,,,,,,,,,,
AEC,21May2016,Central,N,"22,921","11,668","13,559","1,891",,,,,,,,,,"1,861",30,,,,,,,,,,,,,,,
AEC,22May2016,Central,N,"21,483","10,840","12,157","1,317",,,,,,,,,,"1,620",-303,,,,,,,,,,,,,,,
AEC,23May2016,Central,N,"22,174","11,365","11,391",26,,,,,,,,,,"1,320","-1,294",,,,,,,,,,,,,,,
AEC,24May2016,Central,N,"23,191","12,146","14,447","2,301",,,,,,,,,,"2,235",66,,,,,,,,,,,,,,,
AEC,25May2016,Central,N,"24,519","12,657","15,966","3,309",,,,,,,,,,"1,515","1,794",,,,,,,,,,,,,,,
AEC,26May2016,Central,N,"25,139","13,172","17,078","3,906",,,,,,,,,,395,"3,511",,,,,,,,,,,,,,,
AEC,27May2016,Central,N,"25,411","12,952","16,565","3,613",,,,,,,,,,-398,"4,011",,,,,,,,,,,,,,,
AEC,28May2016,Central,N,"24,444","12,311","17,126","4,815",,,,,,,,,,-24,"4,839",,,,,,,,,,,,,,,
AEC,29May2016,Central,N,"26,462","13,111","18,182","5,071",,,,,,,,,,"1,201","3,870",,,,,,,,,,,,,,,
AEC,30May2016,Central,N,"27,509","13,806","18,809","5,003",,,,,,,,,,"1,239","3,764",,,,,,,,,,,,,,,
AEC,31May2016,Central,N,,"13,654","18,059","4,405",,,,,,,,,,839,"3,566",,,,,,,,,,,,,,,
AEC,01Jun2016,Central,N,"28,322","13,990","18,750","4,760",,,,,,,,,,"1,026","3,734",,,,,,,,,,,,,,,
AEC,02Jun2016,Central,N,"28,327","14,151","16,517","2,366",,,,,,,,,,"1,621",745,,,,,,,,,,,,,,,
AEC,03Jun2016,Central,N,"28,206","14,373","18,204","3,831",,,,,,,,,,"2,312","1,519",,,,,,,,,,,,,,,
AEC,04Jun2016,Central,N,"26,682","12,858","16,950","4,092",,,,,,,,,,"1,871","2,221",,,,,,,,,,,,,,,
AEC,05Jun2016,Central,N,"24,905","12,478","15,915","3,437",,,,,,,,,,"2,022","1,415",,,,,,,,,,,,,,,
AEC,06Jun2016,Central,N,"25,546","12,445","14,986","2,541",,,,,,,,,,"1,849",692,,,,,,,,,,,,,,,
AEC,07Jun2016,Central,N,"28,246","14,265","18,048","3,783",,,,,,,,,,"2,296","1,487",,,,,,,,,,,,,,,
AEC,08Jun2016,Central,N,"27,329","13,893","16,817","2,924",,,,,,,,,,"2,627",297,,,,,,,,,,,,,,,
AEC,09Jun2016,Central,N,"27,312","13,443","16,073","2,630",,,,,,,,,,"2,659",-29,,,,,,,,,,,,,,,
AEC,10Jun2016,Central,N,"28,148","14,539","17,570","3,031",,,,,,,,,,"1,417","1,614",,,,,,,,,,,,,,,
AEC,11Jun2016,Central,N,"28,123","14,333","19,044","4,711",,,,,,,,,,"1,163","3,548",,,,,,,,,,,,,,,
AEC,12Jun2016,Central,N,"28,345","14,730","18,594","3,864",,,,,,,,,,"1,812","2,052",,,,,,,,,,,,,,,
AEC,13Jun2016,Central,N,"30,116","15,335","19,610","4,275",,,,,,,,,,"2,052","2,223",,,,,,,,,,,,,,,
AEC,14Jun2016,Central,N,"29,113","14,490","19,261","4,771",,,,,,,,,,"1,847","2,924",,,,,,,,,,,,,,,
AEC,15Jun2016,Central,N,"29,253","13,342","16,593","3,251",,,,,,,,,,"1,425","1,826",,,,,,,,,,,,,,,
AEC,16Jun2016,Central,N,"30,598","14,884","20,432","5,548",,,,,,,,,,"2,629","2,919",,,,,,,,,,,,,,,
AEC,17Jun2016,Central,N,"32,855","14,922","18,509","3,587",,,,,,,,,,"2,418","1,169",,,,,,,,,,,,,,,
AEC,18Jun2016,Central,N,"28,339","13,137","16,491","3,354",,,,,,,,,,"2,884",470,,,,,,,,,,,,,,,
AEC,19Jun2016,Central,N,"26,718","13,437","17,272","3,835",,,,,,,,,,"2,013","1,822",,,,,,,,,,,,,,,
AEC,20Jun2016,Central,N,"27,716","13,373","16,839","3,466",,,,,,,,,,596,"2,870",,,,,,,,,,,,,,,
AEC,21Jun2016,Central,N,"28,004","13,625","17,100","3,475",,,,,,,,,,"1,353","2,122",,,,,,,,,,,,,,,
AEC,22Jun2016,Central,N,"28,808","14,268","17,612","3,344",,,,,,,,,,"1,523","1,821",,,,,,,,,,,,,,,
AEC,23Jun2016,Central,N,"29,320","14,838","20,570","5,732",,,,,,,,,,"1,529","4,203",,,,,,,,,,,,,,,
AEC,24Jun2016,Central,N,"30,898","15,365","21,191","5,826",,,,,,,,,,"2,002","3,824",,,,,,,,,,,,,,,
AEC,25Jun2016,Central,N,"31,517","16,066","21,132","5,066",,,,,,,,,,"2,468","2,598",,,,,,,,,,,,,,,
AEC,26Jun2016,Central,N,"31,652","15,384","19,644","4,260",,,,,,,,,,"2,460","1,800",,,,,,,,,,,,,,,
AEC,27Jun2016,Central,N,"31,216","15,078","19,603","4,525",,,,,,,,,,"1,351","3,174",,,,,,,,,,,,,,,
AEC,28Jun2016,Central,N,"30,056","15,392","19,591","4,199",,,,,,,,,,"1,982","2,217",,,,,,,,,,,,,,,
AEC,29Jun2016,Central,N,"28,924","14,707","18,776","4,069",,,,,,,,,,"2,863","1,206",,,,,,,,,,,,,,,
AEC,30Jun2016,Central,N,,"14,072","18,607","4,535",,,,,,,,,,"3,001","1,534",,,,,,,,,,,,,,,
AEC,01Jul2016,Central,N,"30,406","14,857","18,291","3,434",,,,,,,,,,"3,284",150,,,,,,,,,,,,,,,
AEC,02Jul2016,Central,N,"31,959","15,693","18,406","2,713",,,,,,,,,,"3,148",-435,,,,,,,,,,,,,,,
AEC,03Jul2016,Central,N,"31,898","16,058","18,450","2,392",,,,,,,,,,"3,747","-1,355",,,,,,,,,,,,,,,
AEC,04Jul2016,Central,N,"31,927","15,801","18,102","2,301",,,,,,,,,,"3,065",-764,,,,,,,,,,,,,,,
AEC,05Jul2016,Central,N,"32,571","15,492","18,114","2,622",,,,,,,,,,"1,804",818,,,,,,,,,,,,,,,
AEC,06Jul2016,Central,N,"32,575","14,450","17,860","3,410",,,,,,,,,,"1,561","1,849",,,,,,,,,,,,,,,
AEC,07Jul2016,Central,N,"32,919","15,965","21,190","5,225",,,,,,,,,,"2,167","3,058",,,,,,,,,,,,,,,
AEC,08Jul2016,Central,N,"32,939","16,530","23,632","7,102",,,,,,,,,,"3,159","3,943",,,,,,,,,,,,,,,
AEC,09Jul2016,Central,N,"32,166","15,297","19,962","4,665",,,,,,,,,,"3,555","1,110",,,,,,,,,,,,,,,
AEC,10Jul2016,Central,N,"30,334","13,419","19,417","5,998",,,,,,,,,,"3,097","2,901",,,,,,,,,,,,,,,
AEC,11Jul2016,Central,N,"29,378","13,629","20,356","6,727",,,,,,,,,,"2,249","4,478",,,,,,,,,,,,,,,
AEC,12Jul2016,Central,N,"30,847","13,563","19,870","6,307",,,,,,,,,,"2,650","3,657",,,,,,,,,,,,,,,
AEC,13Jul2016,Central,N,"31,148","13,849","21,112","7,263",,,,,,,,,,"2,670","4,593",,,,,,,,,,,,,,,
AEC,14Jul2016,Central,N,"30,913","14,702","23,113","8,411",,,,,,,,,,"2,593","5,818",,,,,,,,,,,,,,,
AEC,15Jul2016,Central,N,"30,077","14,276","20,220","5,944",,,,,,,,,,"1,846","4,098",,,,,,,,,,,,,,,
AEC,16Jul2016,Central,N,"29,140","14,043","17,256","3,213",,,,,,,,,,"3,142",71,,,,,,,,,,,,,,,
AEC,17Jul2016,Central,N,"30,127","13,863","16,829","2,966",,,,,,,,,,"2,552",414,,,,,,,,,,,,,,,
AEC,18Jul2016,Central,N,"30,772","15,031","21,488","6,457",,,,,,,,,,"1,439","5,018",,,,,,,,,,,,,,,
AEC,19Jul2016,Central,N,"31,192","15,257","22,689","7,432",,,,,,,,,,"2,105","5,327",,,,,,,,,,,,,,,
AEC,20Jul2016,Central,N,"31,561","16,316","24,585","8,269",,,,,,,,,,"2,662","5,607",,,,,,,,,,,,,,,
AEC,21Jul2016,Central,N,"31,310","15,777","24,390","8,613",,,,,,,,,,"1,972","6,641",,,,,,,,,,,,,,,
AEC,22Jul2016,Central,N,"30,183","14,645","24,216","9,571",,,,,,,,,,"1,884","7,687",,,,,,,,,,,,,,,
AEC,23Jul2016,Central,N,"30,412","15,157","23,227","8,070",,,,,,,,,,"2,248","5,822",,,,,,,,,,,,,,,
AEC,24Jul2016,Central,N,"29,920","15,250","23,175","7,925",,,,,,,,,,"2,392","5,533",,,,,,,,,,,,,,,
AEC,25Jul2016,Central,N,"30,579","15,756","24,685","8,929",,,,,,,,,,"2,141","6,788",,,,,,,,,,,,,,,
AEC,26Jul2016,Central,N,"30,076","14,805","22,942","8,137",,,,,,,,,,"2,211","5,926",,,,,,,,,,,,,,,
AEC,27Jul2016,Central,N,"30,042","15,706","22,767","7,061",,,,,,,,,,"1,918","5,143",,,,,,,,,,,,,,,
AEC,28Jul2016,Central,N,"31,194","15,953","23,018","7,065",,,,,,,,,,"1,975","5,090",,,,,,,,,,,,,,,
AEC,29Jul2016,Central,N,"30,889","15,501","21,751","6,250",,,,,,,,,,"2,162","4,088",,,,,,,,,,,,,,,
AEC,30Jul2016,Central,N,"31,407","15,292","21,340","6,048",,,,,,,,,,"2,280","3,768",,,,,,,,,,,,,,,
AEC,31Jul2016,Central,N,,"15,152","21,171","6,019",,,,,,,,,,"2,279","3,740",,,,,,,,,,,,,,,
AEC,01Aug2016,Central,N,"30,551","14,324","19,643","5,319",,,,,,,,,,"2,836","2,483",,,,,,,,,,,,,,,
AEC,02Aug2016,Central,N,"30,403","14,425","19,810","5,385",,,,,,,,,,"2,506","2,879",,,,,,,,,,,,,,,
AEC,03Aug2016,Central,N,"30,699","15,724","22,502","6,778",,,,,,,,,,"2,420","4,358",,,,,,,,,,,,,,,
AEC,04Aug2016,Central,N,"30,194","15,482","21,719","6,237",,,,,,,,,,"2,511","3,726",,,,,,,,,,,,,,,
AEC,05Aug2016,Central,N,"30,805","15,220","22,028","6,808",,,,,,,,,,"2,537","4,271",,,,,,,,,,,,,,,
AEC,06Aug2016,Central,N,"30,962","15,506","22,784","7,278",,,,,,,,,,"2,912","4,366",,,,,,,,,,,,,,,
AEC,07Aug2016,Central,N,"29,993","15,813","23,219","7,406",,,,,,,,,,"3,008","4,398",,,,,,,,,,,,,,,
AEC,08Aug2016,Central,N,"29,880","14,967","21,006","6,039",,,,,,,,,,"2,632","3,407",,,,,,,,,,,,,,,
AEC,09Aug2016,Central,N,"28,905","14,714","20,365","5,651",,,,,,,,,,"2,123","3,528",,,,,,,,,,,,,,,
AEC,10Aug2016,Central,N,"27,532","14,056","18,035","3,979",,,,,,,,,,"1,696","2,283",,,,,,,,,,,,,,,
AEC,11Aug2016,Central,N,"27,633","13,933","17,174","3,241",,,,,,,,,,883,"2,358",,,,,,,,,,,,,,,
AEC,12Aug2016,Central,N,"28,357","13,681","17,797","4,116",,,,,,,,,,"1,071","3,044",,,,,,,,,,,,,,,
AEC,13Aug2016,Central,N,"27,830","13,759","16,615","2,856",,,,,,,,,,"1,962",894,,,,,,,,,,,,,,,
AEC,14Aug2016,Central,N,"28,347","14,528","17,745","3,217",,,,,,,,,,"2,234",983,,,,,,,,,,,,,,,
AEC,15Aug2016,Central,N,"28,588","14,537","19,186","4,649",,,,,,,,,,"1,646","3,003",,,,,,,,,,,,,,,
AEC,16Aug2016,Central,N,"29,381","15,124","18,846","3,722",,,,,,,,,,"1,354","2,368",,,,,,,,,,,,,,,
AEC,17Aug2016,Central,N,"29,443","15,072","17,955","2,883",,,,,,,,,,"2,214",669,,,,,,,,,,,,,,,
AEC,18Aug2016,Central,N,"29,279","15,473","20,663","5,190",,,,,,,,,,"2,112","3,078",,,,,,,,,,,,,,,
AEC,19Aug2016,Central,N,"29,009","15,442","20,894","5,452",,,,,,,,,,"1,366","4,086",,,,,,,,,,,,,,,
AEC,20Aug2016,Central,N,"28,685","14,966","20,878","5,912",,,,,,,,,,"2,531","3,381",,,,,,,,,,,,,,,
AEC,21Aug2016,Central,N,"28,640","14,827","21,045","6,218",,,,,,,,,,"3,007","3,211",,,,,,,,,,,,,,,
AEC,22Aug2016,Central,N,"29,308","15,329","22,656","7,327",,,,,,,,,,"3,051","4,276",,,,,,,,,,,,,,,
AEC,23Aug2016,Central,N,"30,747","16,112","21,674","5,562",,,,,,,,,,"4,155","1,407",,,,,,,,,,,,,,,
AEC,24Aug2016,Central,N,"30,372","15,784","21,147","5,363",,,,,,,,,,"3,534","1,829",,,,,,,,,,,,,,,
AEC,25Aug2016,Central,N,"30,325","15,276","20,236","4,960",,,,,,,,,,"2,675","2,285",,,,,,,,,,,,,,,
