BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,HQT,IESO,ISNE,PJM,Subregion ZONF,Subregion ZONC,Subregion ZONI,Subregion ZONB,Subregion ZONG,Subregion ZONK,Subregion ZONH,Subregion ZONE,Subregion ZONJ,Subregion ZOND,Subregion ZONA,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
NYIS,20Nov2022,Eastern,N,"384,392","399,511","332,146","-67,365",0,"152,636","77,903","7,166","65,189",0,"24,081","5,097",,"-14,754","-13,636","1,202","-40,177","33,297","43,106","14,417","26,272","25,488","48,778","8,214","21,424","121,080","17,317","39,986",,0.99,2.13,0,"68,286","6,929","1,148","76,363","24,425",761,"100,028","332,072","399,437",0.51,0.55
NYIS,21Nov2022,Eastern,N,"416,068","424,428","363,689","-60,739",0,"179,294","78,378","2,112","76,260",0,"22,469","5,108",,"-7,916","-9,461","7,723","-51,090","34,648","45,428","15,437","27,280","26,170","51,692","8,425","21,982","133,852","17,725","41,655",,0.98,2.14,0,"79,992","2,048","1,214","83,254","23,916","1,992","105,178","363,621","424,365",0.50,0.55
NYIS,22Nov2022,Eastern,N,"401,741","404,262","337,901","-66,361",0,"156,578","78,209","11,222","76,066",0,"10,661","5,089",,"-19,268",-246,"3,064","-49,909","32,348","42,214","15,106","26,019","24,915","48,916","7,662","20,122","128,798","16,909","41,117",,0.99,2.12,0,"70,056","10,812","1,133","82,000","25,345","1,347","105,998","337,825","404,184",0.54,0.58
NYIS,23Nov2022,Eastern,N,"389,191","395,186","332,503","-62,683",0,"154,328","78,856","15,723","74,173",0,"4,224","5,130",,"-18,533",-576,"6,794","-50,373","32,259","41,393","14,774","25,177","24,442","48,542","7,261","19,861","124,175","16,804","40,366",,0.99,2.12,0,"69,263","15,111","1,082","85,456","24,082","2,450","107,088","332,434","395,122",0.57,0.60
NYIS,24Nov2022,Eastern,N,"343,698","360,503","303,791","-56,712",0,"132,474","77,763","14,289","62,098",0,"12,056","5,038",,"-20,410","2,112","-8,658","-29,753","29,751","36,548","13,749","22,623","22,867","45,229","7,240","17,816","111,890","16,545","36,106",,0.99,2.12,0,"59,667","13,742","1,045","74,454","19,150","1,141","92,463","303,718","360,427",0.54,0.57
NYIS,25Nov2022,Eastern,N,"358,949","371,896","328,014","-43,882",0,"142,824","78,171","13,990","59,334",0,"29,150","4,469",,"-5,900","2,676","-7,011","-33,647","30,854","37,105","14,098","23,685","23,712","46,812","7,089","18,745","117,118","16,233","36,312",,0.99,2.12,0,"64,053","13,456","1,140","78,649","14,594","1,203","92,039","327,938","371,820",0.53,0.55
NYIS,26Nov2022,Eastern,N,"349,452","355,992","301,070","-54,922",0,"125,123","76,338","2,083","62,316",0,"26,495","8,653",,"-7,837","-1,658","-20,028","-25,399","29,206","35,324","13,505","22,316","22,023","44,329","6,904","17,258","112,375","15,909","36,706",,0.99,2.13,0,"56,139","2,015","1,158","59,312","15,574",129,"74,757","301,008","355,930",0.43,0.46
NYIS,27Nov2022,Eastern,N,"353,931","369,839","319,472","-50,367",0,"135,812","77,155","4,876","74,934",0,"19,701","6,924",,"-10,367","2,541","-16,099","-26,442","30,959","39,247","13,724","23,783","24,111","45,713","7,179","18,393","113,056","15,857","37,688",,0.99,2.12,0,"60,853","4,695","1,190","66,738","16,097","1,077","81,759","319,402","369,769",0.46,0.49
NYIS,28Nov2022,Eastern,N,"384,075","395,059","313,968","-81,091",0,"137,131","77,331","6,766","77,940",0,"9,506","5,224",,"-20,196","-2,611","-16,790","-41,494","31,103","43,838","14,346","27,016","24,167","46,621","6,695","19,157","123,523","16,710","41,749",,0.99,2.20,0,"61,508","6,741","1,132","69,381","25,756",274,"94,863","313,898","394,989",0.49,0.53
NYIS,29Nov2022,Eastern,N,"394,735","409,500","331,014","-78,486",0,"157,472","78,102","4,291","75,703",0,"7,407","7,975",,"-21,579","-10,376","-8,344","-38,188","32,931","43,593","15,362","26,813","26,280","50,105","7,910","20,045","128,130","16,688","41,501",,0.99,2.14,0,"70,669","4,167","1,127","75,963","24,471",12,"100,422","330,950","409,437",0.51,0.54
NYIS,30Nov2022,Eastern,N,"395,873","412,040","354,090","-57,950",0,"160,372","69,245","25,724","62,324",0,"32,247","4,109",,"-7,545","-11,935","-6,861","-31,611","32,812","42,638","15,429","27,461","26,483","50,651","7,836","20,935","128,004","17,028","42,631",,0.98,2.11,0,"71,629","24,677","1,119","97,424","18,636",252,"115,808","354,021","411,973",0.61,0.62
NYIS,01Dec2022,Eastern,N,"407,421","420,331","358,072","-62,259",0,"160,066","77,905","6,956","78,135",0,"29,798","5,143",,"-12,013","-12,760","-6,979","-30,503","33,135","45,232","15,249","28,071","26,007","50,540","8,433","21,750","129,814","17,302","44,673",,0.99,2.14,0,"71,742","6,746","1,272","79,761","20,756",391,"100,125","358,003","420,258",0.49,0.53
NYIS,02Dec2022,Eastern,N,"403,308","414,743","336,414","-78,329",0,"150,672","77,685","5,015","75,871",0,"19,643","7,457",,"-13,484","-17,599","-4,207","-43,039","32,076","44,945","15,128","27,418","25,208","50,492","8,646","20,606","130,336","16,820","42,941",,0.99,2.14,0,"67,718","4,859","1,203","73,780","25,889",687,"98,982","336,343","414,672",0.48,0.53
NYIS,03Dec2022,Eastern,N,"380,417","386,842","303,285","-83,557",0,"110,845","76,722","1,123","75,501",0,"29,044","9,987",,"-19,152","-24,356","2,811","-42,861","31,087","41,738","14,056","25,272","24,071","48,202","7,778","19,772","118,313","16,576","39,844",,0.99,2.13,0,"49,559","1,087","1,274","51,920","28,865",978,"79,807","303,222","386,780",0.38,0.45
NYIS,04Dec2022,Eastern,N,"377,771","383,809","295,555","-88,254",0,"113,446","76,216","1,852","76,722",0,"17,509","9,743",,"-24,820","-26,941","6,208","-42,699","31,478","41,714","13,944","24,943","23,538","46,440","7,793","19,575","116,521","17,083","40,646",,0.99,2.13,0,"50,731","1,793","1,200","53,725","33,500","2,170","85,055","295,488","383,740",0.40,0.49
NYIS,05Dec2022,Eastern,N,"402,981","414,809","324,581","-90,228",0,"128,642","75,399","13,832","77,274",0,"24,500","4,855",,"-33,783","-19,943","4,283","-40,785","32,749","43,693","15,317","27,068","25,617","51,182","8,573","20,686","129,350","17,412","43,033",,0.99,2.12,0,"57,665","13,305","1,213","72,183","33,891","1,244","104,830","324,502","414,730",0.49,0.56
NYIS,06Dec2022,Eastern,N,"399,957","412,121","322,416","-89,705",0,"133,690","78,145","7,650","79,348",0,"17,195","6,322",,"-36,169","-6,318",888,"-48,105","32,684","43,682","15,084","27,077","26,264","50,558","7,915","20,831","129,080","17,160","41,660",,0.98,2.13,0,"59,660","7,385","1,206","68,250","34,310",909,"101,652","322,350","412,054",0.47,0.54
NYIS,07Dec2022,Eastern,N,"388,000","395,569","314,924","-80,645",0,"138,720","78,486","11,657","73,621",0,"7,133","5,236",,"-32,802","-6,200","3,850","-45,491","30,047","42,122","14,401","26,909","24,325","48,883","6,908","18,883","126,511","16,466","39,980",,0.98,2.14,0,"61,752","11,312","1,096","74,159","31,187","1,102","104,245","314,853","395,496",0.52,0.58
NYIS,08Dec2022,Eastern,N,"386,170","395,795","310,215","-85,580",0,"135,578","78,510","14,870","72,624",0,"3,518","5,041",,"-34,828","-10,251","4,087","-44,590","30,178","43,431","14,300","27,187","24,046","47,956","7,249","19,427","125,365","16,695","39,825",,0.98,2.13,0,"60,458","14,378","1,064","75,900","32,262","1,292","106,869","310,141","395,723",0.54,0.60
NYIS,09Dec2022,Eastern,N,"394,660","410,401","314,590","-95,811",0,"136,911","78,835","15,099","73,127",0,"5,300","5,249",,"-37,780","-11,659","9,741","-56,111","31,222","44,669","15,063","28,084","25,117","49,961","7,839","20,369","128,232","17,464","42,249",,0.98,2.13,0,"60,996","14,590","1,083","76,669","37,411","2,772","111,308","314,521","410,330",0.54,0.60
NYIS,10Dec2022,Eastern,N,"388,431","398,472","302,543","-95,929",0,"123,541","78,297","15,802","69,511",0,"10,323","4,999",,"-37,648","-15,757","15,904","-58,430","31,582","41,301","14,616","25,708","25,210","51,114","8,081","20,016","123,064","18,112","39,532",,0.98,2.16,0,"55,157","15,513","1,087","71,757","41,397","4,364","108,790","302,473","398,404",0.52,0.60
NYIS,11Dec2022,Eastern,N,"391,748","406,325","320,834","-85,491",0,"140,339","78,925","13,412","72,250",0,"10,991","4,845",,"-36,254","-8,256","30,869","-71,851","33,126","43,651","14,706","26,281","27,550","51,101","7,775","21,542","122,660","18,417","39,386",,0.99,2.14,0,"62,704","13,027","1,112","76,844","41,871","8,436","110,278","320,762","406,254",0.53,0.60
NYIS,12Dec2022,Eastern,N,"420,532","440,042","358,083","-81,959",0,"169,043","79,913","15,987","85,882",0,"2,282","4,898",,"-36,467","-14,914","30,151","-60,731","34,892","48,095","15,989","28,943","28,872","54,870","8,139","22,765","135,900","18,433","43,018",,0.99,2.12,0,"75,817","15,404","1,152","92,373","38,865","8,428","122,810","358,005","439,966",0.57,0.62
NYIS,13Dec2022,Eastern,N,"428,269","446,120","364,485","-81,635",0,"171,316","78,964","17,619","83,380",0,"8,332","4,800",,"-39,536","-16,453","25,348","-50,991","36,058","48,740","16,250","27,977","29,733","54,402","8,697","24,804","138,164","18,830","42,332",,0.99,2.12,0,"76,870","16,969","1,169","95,007","36,853","7,109","124,751","364,411","446,043",0.57,0.62
NYIS,14Dec2022,Eastern,N,"430,053","445,467","365,005","-80,462",0,"177,618","78,048","17,300","78,132",0,"8,995","4,842",,"-41,981","-24,367","27,321","-41,434","35,393","48,328","16,257","28,766","28,854","54,623","8,622","24,366","137,623","18,713","43,795",,0.99,2.15,0,"79,545","16,883","1,132","97,560","38,752","7,886","128,426","364,935","445,396",0.59,0.64
NYIS,15Dec2022,Eastern,N,"429,536","446,909","368,777","-78,132",0,"178,933","76,981","14,538","69,492",0,"24,204","4,558",,"-39,331","-21,088","28,278","-45,989","35,597","47,616","16,424","29,598","29,493","55,635","8,970","24,693","137,442","17,926","43,382",,0.99,2.14,0,"80,071","14,109","1,167","95,346","38,780","7,996","126,131","368,706","446,836",0.57,0.62
NYIS,16Dec2022,Eastern,N,"414,825","431,541","334,857","-96,684",0,"159,105","77,891","13,284","69,734",0,"10,130","4,638",,"-41,834","-22,376","24,561","-57,033","34,538","46,478","15,955","27,980","28,097","53,657","8,330","23,228","133,487","18,032","41,625",,0.99,2.12,0,"71,204","12,765","1,082","85,051","42,645","6,857","120,839","334,782","431,464",0.56,0.62
NYIS,17Dec2022,Eastern,N,"394,351","401,844","311,738","-90,106",0,"135,360","78,403","12,129","70,994",0,"10,331","4,444",,"-42,236","-23,130","25,135","-49,871","31,089","43,899","14,705","26,409","25,518","49,796","7,649","21,688","122,638","17,671","40,647",,0.98,2.13,0,"60,409","11,692","1,094","73,195","42,077","6,807","108,465","311,661","401,763",0.52,0.60
NYIS,18Dec2022,Eastern,N,"396,311","405,618","311,510","-94,108",0,"122,892","79,143","12,755","75,523",0,"16,646","4,481",,"-39,008","-19,006","21,879","-57,977","31,429","44,305","14,856","26,645","25,849","50,685","7,753","22,216","122,612","18,191","40,953",,0.98,2.11,0,"54,796","12,218","1,171","68,185","43,734","5,744","106,176","311,440","405,552",0.48,0.58
NYIS,19Dec2022,Eastern,N,"426,544","441,335","353,996","-87,339",0,"155,491","79,145","7,975","87,216",0,"19,429","4,667",,"-20,768","-17,228","20,809","-70,156","33,859","48,466","16,216","28,904","27,692","54,725","8,292","23,456","136,653","18,685","44,257",,0.98,2.13,0,"69,398","7,701","1,269","78,367","43,114","5,418","116,064","353,923","441,266",0.49,0.58
NYIS,20Dec2022,Eastern,N,"429,821","439,344","343,191","-96,153",0,"158,745","78,928","15,758","80,799",0,"4,642","4,251",,"-25,317","-19,841","18,734","-69,725","34,761","48,567","16,123","28,942","27,334","54,560","8,371","23,413","136,279","18,476","42,393",,0.98,2.12,0,"70,705","15,174","1,123","87,002","46,877","5,512","128,367","343,123","439,272",0.56,0.64
NYIS,21Dec2022,Eastern,N,"429,842","437,409","360,356","-77,053",0,"175,717","79,306","16,425","75,690",0,"9,122","4,028",,"-12,849","-15,699","32,580","-81,083","35,029","47,491","16,246","28,206","27,802","55,317","8,951","23,074","136,074","17,710","41,383",,0.98,2.16,0,"78,400","16,091","1,120","95,611","44,334","9,758","130,186","360,288","437,339",0.59,0.66
NYIS,22Dec2022,Eastern,N,"425,490","437,369","363,526","-73,843",0,"162,166","79,901","15,170","75,654",0,"26,054","4,504",,"-8,353","-14,746","30,717","-81,462","35,310","47,366","16,382","28,219","28,557","55,841","8,922","23,607","133,835","17,699","41,498",,0.98,2.14,0,"72,434","14,721","1,240","88,395","39,809","8,479","119,725","363,449","437,293",0.54,0.60
NYIS,23Dec2022,Eastern,N,"422,840","433,897","376,327","-57,570",0,"165,187","77,880","15,684","85,067",0,"27,885","4,551",,"-23,212","-22,848","17,916","-29,425","34,710","48,924","16,028","28,540","27,367","55,082","8,561","23,939","134,353","15,671","40,588",,0.98,2.17,0,"73,237","15,414","1,301","89,953","31,308","4,859","116,402","376,254","433,823",0.53,0.59
NYIS,24Dec2022,Eastern,N,"442,462","471,567","423,671","-47,896",0,"204,920","78,780","21,446","83,069",0,"30,662","4,722",,"-22,579","-26,596","12,804","-11,528","37,706","52,394","17,588","29,435","31,190","63,396","11,020","26,951","145,577","15,234","40,943",,0.98,2.20,0,"90,887","21,434","1,314","113,636","28,169","4,798","137,007","423,599","471,498",0.59,0.64
NYIS,25Dec2022,Eastern,N,"418,229","440,051","381,210","-58,841",0,"185,325","78,791","15,042","65,545",0,"31,637","4,796",,"-13,211","-23,554","10,325","-32,400","35,863","46,840","16,550","27,626","29,431","58,492","10,192","24,717","137,906","14,659","37,643",,0.98,2.17,0,"82,462","14,804","1,204","98,469","29,175","2,942","124,702","381,136","439,976",0.57,0.62
NYIS,26Dec2022,Eastern,N,"439,508","445,148","382,426","-62,722",0,"176,803","77,956","22,282","82,128",0,"18,604","4,581",,"-3,872","-27,779","6,078","-37,151","36,014","49,080","16,415","28,722","28,975","57,959","9,850","24,559","140,298","14,484","38,669",,0.98,2.15,0,"78,937","21,692","1,221","101,850","29,951","2,068","129,733","382,354","445,078",0.59,0.64
NYIS,27Dec2022,Eastern,N,"438,876","450,373","355,467","-94,906",0,"172,021","79,054","15,984","73,024",0,"10,801","4,514",,"-18,000","-32,754","4,742","-48,894","36,598","51,201","16,250","29,572","28,962","57,468","9,177","25,057","141,967","14,866","39,123",,0.99,2.17,0,"76,882","15,716","1,115","93,713","40,022","1,438","132,297","355,398","450,304",0.58,0.65
NYIS,28Dec2022,Eastern,N,"424,934","423,600","367,308","-56,292",0,"180,720","79,150","16,505","67,851",0,"18,431","4,578",,"-8,531","-30,585","20,762","-37,943","35,821","46,210","15,165","27,771","27,431","53,591","8,131","23,065","134,018","14,544","37,720",,0.99,2.12,0,"80,808","15,877","1,132","97,817","27,340","5,852","119,305","367,235","423,532",0.59,0.62
NYIS,29Dec2022,Eastern,N,"405,999","406,497","348,959","-57,538",0,"161,258","79,030","15,723","64,301",0,"23,868","4,702",,"-11,412","-30,295","36,692","-52,523","33,315","41,811","14,664","25,816","26,570","51,661","7,554","20,576","129,523","17,026","37,850",,0.99,2.14,0,"72,165","15,273","1,145","88,583","30,743","9,891","109,435","348,882","406,420",0.56,0.59
NYIS,30Dec2022,Eastern,N,"387,166","388,828","323,565","-65,263",0,"135,565","77,530","9,457","70,330",0,"25,987","4,621",,"-22,860","-23,842","22,528","-41,086","32,261","39,825","14,229","23,987","25,273","48,965","6,168","20,108","124,166","16,673","37,039",,0.98,2.15,0,"60,379","9,215","1,189","70,783","29,362","5,509","94,636","323,490","388,750",0.48,0.54
NYIS,31Dec2022,Eastern,N,"362,549","373,979","310,290","-63,689",0,"125,519","77,061","6,619","82,359",0,"14,276","4,379",,"-7,836","-16,375","21,572","-61,051","30,144","38,973","14,002","23,648","24,698","48,241","6,221","18,624","117,173","15,886","36,237",,0.99,2.14,0,"56,170","6,439","1,186","63,795","26,265","4,940","85,119","310,213","373,903",0.45,0.50
NYIS,01Jan2023,Eastern,N,"343,351","357,120","306,858","-50,262",0,"117,199","77,870","14,512","76,124",0,"16,798","4,280",,"-7,983","-16,610","19,966","-45,637","29,234","38,308","12,936","23,505","22,751","43,232","5,639","18,361","110,714","16,218","36,075",,0.98,2.14,0,"52,237","14,074","1,166","67,477","21,068","4,737","83,808","306,783","357,047",0.48,0.52
NYIS,02Jan2023,Eastern,N,"375,084","377,848","314,498","-63,350",0,"129,297","78,845","15,658","79,443",0,"7,394","3,791",,"-16,795","-15,984","29,851","-60,426","30,398","40,964","13,885","24,563","24,501","48,155","6,518","19,077","115,759","16,809","37,088",,0.99,2.13,0,"57,828","15,152","1,129","74,108","28,613","7,481","95,240","314,428","377,782",0.52,0.56
NYIS,03Jan2023,Eastern,N,"391,629","404,670","328,451","-76,219",0,"147,128","79,545","16,220","76,818",0,"4,832","3,837",,"-19,983","-24,221","32,441","-64,455","32,824","44,246","14,626","26,889","25,770","49,606","7,269","20,672","125,253","16,836","40,550",,0.99,2.14,0,"65,826","15,710","1,099","82,636","32,989","8,512","107,113","328,380","404,598",0.55,0.58
NYIS,04Jan2023,Eastern,N,"382,463","392,449","320,360","-72,089",0,"136,683","79,262","15,113","75,382",0,"9,677","4,169",,"-16,177","-19,040","28,794","-65,667","31,655","42,419","13,917","27,045","24,144","46,893","6,571","19,519","122,698","16,959","40,497",,0.99,2.14,0,"61,083","14,648","1,122","76,853","30,713","7,307","100,260","320,286","392,376",0.53,0.56
NYIS,05Jan2023,Eastern,N,"385,451","395,100","334,017","-61,083",0,"148,486","78,703","14,262","78,733",0,"9,388","4,377",,"-18,589","-16,899","25,810","-51,400","30,936","40,754","14,331","26,486","24,451","49,007","6,963","19,378","124,238","17,079","41,346",,0.98,2.14,0,"66,168","13,870","1,140","81,178","26,875","6,568","101,486","333,949","395,027",0.54,0.57
NYIS,06Jan2023,Eastern,N,"392,767","404,341","325,419","-78,922",0,"146,661","78,305","7,707","80,656",0,"7,675","4,343",,"-34,036","-18,722","22,681","-48,845","31,180","43,832","14,453","26,640","24,696","50,361","7,203","21,012","126,034","16,820","41,979",,0.98,2.13,0,"65,477","7,433","1,139","74,048","33,469","5,670","101,847","325,347","404,269",0.50,0.56
NYIS,07Jan2023,Eastern,N,"382,143","392,144","304,081","-88,063",0,"123,090","78,741","7,836","81,286",0,"8,552","4,508",,"-32,709","-15,982","25,490","-64,854","30,563","42,624","14,215","25,750","25,039","48,603","7,532","20,892","119,605","17,208","39,981",,0.98,2.16,0,"54,943","7,690","1,153","63,787","38,367","6,220","95,934","304,013","392,068",0.46,0.54
NYIS,08Jan2023,Eastern,N,"380,374","394,021","318,200","-75,821",0,"147,952","76,545","7,441","79,113",0,"2,490","4,585",,"-34,381","-10,563","25,387","-56,265","31,162","42,907","14,208","25,879","24,825","48,624","7,735","21,310","119,410","18,095","39,730",,0.98,2.16,0,"65,970","7,302","1,084","74,357","34,495","6,576","102,277","318,126","393,948",0.52,0.57
NYIS,09Jan2023,Eastern,N,"408,753","419,995","345,231","-74,764",0,"157,103","78,783","7,280","78,987",0,"19,120","3,880",,"-32,538","-17,722","28,398","-52,902","34,069","44,496","15,130","27,324","25,610","50,822","7,807","23,434","129,903","18,266","42,994",,0.99,2.16,0,"70,319","7,119","1,204","78,642","32,953","7,052","104,544","345,153","419,917",0.50,0.55
NYIS,10Jan2023,Eastern,N,"414,410","427,763","341,316","-86,447",0,"158,149","79,584","8,112","86,010",0,"5,473","3,912",,"-34,089","-11,001","24,215","-65,579","33,318","46,772","15,512","28,473","26,683","52,664","7,945","22,834","132,382","18,327","42,718",,0.99,2.18,0,"70,818","8,005","1,166","79,989","38,192","6,299","111,882","341,240","427,694",0.52,0.58
NYIS,11Jan2023,Eastern,N,"416,419","427,479","350,296","-77,183",0,"169,379","79,802","8,891","81,069",0,"7,190","3,890",,"-22,920","-15,241","31,615","-70,637","34,024","46,571","15,368","28,439","26,940","51,319","7,592","23,069","133,149","18,621","42,256",,0.99,2.17,0,"76,009","8,745","1,145","85,900","36,825","8,450","114,275","350,221","427,404",0.54,0.59
NYIS,12Jan2023,Eastern,N,"410,798","422,209","341,966","-80,243",0,"157,394","79,738","7,758","76,833",0,"16,398","3,772",,"-27,852","-15,381","29,961","-66,974","34,059","45,186","15,398","27,618","27,358","51,798","7,590","22,492","130,978","18,048","41,546",,0.99,2.16,0,"70,562","7,597","1,177","79,336","33,959","7,461","105,834","341,893","422,139",0.51,0.55
NYIS,13Jan2023,Eastern,N,"398,230","411,605","328,878","-82,727",0,"154,762","78,870","5,335","75,847",0,"8,310","5,690",,"-34,563","-25,654","24,869","-47,379","32,455","45,696","14,661","28,286","25,336","49,015","6,913","22,126","125,833","17,802","43,352",,0.98,2.17,0,"68,963","5,250","1,124","75,337","36,345","6,293","105,390","328,814","411,541",0.51,0.56
NYIS,14Jan2023,Eastern,N,"397,896","418,622","322,876","-95,746",0,"148,130","79,753","8,124","81,555",0,"1,012","4,224",,"-37,514","-27,414","22,169","-52,990","33,149","47,601","14,906","27,879","27,158","51,593","7,599","23,586","124,317","18,348","42,357",,0.99,2.16,0,"66,526","7,970","1,109","75,605","39,440","5,788","109,257","322,798","418,547",0.52,0.58
NYIS,15Jan2023,Eastern,N,"392,524","411,256","320,833","-90,423",0,"147,737","80,129","8,104","79,903",0,569,"4,321",,"-37,768","-18,359","30,118","-64,416","32,076","46,871","14,796","26,752","26,071","50,498","7,455","23,639","123,983","18,547","40,438",,0.99,2.16,0,"66,467","7,958","1,099","75,523","38,140","7,737","105,926","320,763","411,188",0.52,0.57
NYIS,16Jan2023,Eastern,N,"413,883","424,077","332,170","-91,907",0,"153,814","79,516","6,897","81,935",0,"4,654","5,283",,"-35,562","-25,162","31,772","-62,960","33,630","46,657","15,346","27,331","26,217","51,721","8,028","24,306","129,779","18,854","42,075",,0.99,2.16,0,"68,978","6,771","1,142","76,890","39,777","8,121","108,546","332,099","424,011",0.51,0.56
NYIS,17Jan2023,Eastern,N,"423,003","428,337","331,554","-96,783",0,"155,620","78,760","3,625","75,187",0,"9,706","8,592",,"-34,569","-30,916","27,806","-59,105","34,069","46,685","15,528","28,046","27,173","51,612","7,707","24,639","132,506","18,332","41,907",,0.98,2.16,0,"69,366","3,554","1,147","74,067","40,751","6,999","107,819","331,490","428,274",0.49,0.56
NYIS,18Jan2023,Eastern,N,"404,380","409,281","326,268","-83,013",0,"137,645","78,040","4,264","80,477",0,"18,571","7,209",,"-30,856","-17,009","17,459","-52,609","32,569","43,319","14,640","27,511","25,314","48,161","7,228","22,422","127,929","17,815","42,230",,0.99,2.18,0,"61,590","4,215","1,228","67,032","32,427","4,034","95,426","326,206","409,221",0.45,0.51
NYIS,19Jan2023,Eastern,N,"409,671","421,151","342,935","-78,216",0,"153,065","77,692","12,988","82,308",0,"12,773","4,043",,"-30,794","-21,904","25,365","-50,885","33,234","45,437","15,380","27,851","26,736","51,819","7,559","22,907","129,925","17,960","42,205",,0.98,2.14,0,"68,347","12,627","1,178","82,152","32,780","6,485","108,447","342,869","421,087",0.53,0.57
NYIS,20Jan2023,Eastern,N,"401,610","413,040","336,505","-76,535",0,"141,084","78,345","15,176","82,146",0,"15,424","4,260",,"-27,160","-15,503","26,026","-59,896","33,046","44,412","14,885","27,501","25,553","49,469","7,339","22,398","128,047","18,060","42,186",,0.98,2.14,0,"62,889","14,741","1,200","78,831","32,827","6,586","105,071","336,435","412,968",0.52,0.56
NYIS,21Jan2023,Eastern,N,"389,134","401,239","324,503","-76,736",0,"141,258","78,346","15,562","82,342",0,"2,795","4,124",,"-28,262","-19,749","24,596","-53,317","31,977","44,639","14,232","26,324","25,181","49,134","7,475","22,388","121,740","17,725","40,295",,0.99,2.14,0,"63,181","15,135","1,116","79,432","34,480","6,591","107,322","324,427","401,159",0.54,0.59
NYIS,22Jan2023,Eastern,N,"386,818","396,379","318,523","-77,856",0,"134,342","78,096","15,136","83,361",0,"3,199","4,318",,"-21,811","-24,526","16,064","-47,581","31,782","43,901","14,052","25,732","25,559","48,341","7,563","21,889","120,381","17,573","39,470",,0.98,2.14,0,"59,830","14,676","1,126","75,631","32,962","4,227","104,367","318,452","396,306",0.52,0.58
NYIS,23Jan2023,Eastern,N,"413,846","430,239","346,549","-83,690",0,"158,027","78,281","15,622","84,068",0,"6,043","4,430",,"-25,970","-25,461","26,393","-58,655","33,532","47,129","15,440","28,263","27,273","52,629","7,926","23,107","134,041","17,788","42,974",,0.98,2.15,0,"70,388","15,252","1,151","86,791","37,124","7,146","116,769","346,471","430,164",0.55,0.60
NYIS,24Jan2023,Eastern,N,"414,004","425,993","354,964","-71,029",0,"154,346","78,069","15,503","81,728",0,"20,488","4,757",,"-23,528","-20,044","26,577","-54,034","33,758","46,679","14,932","28,695","26,349","50,446","7,678","23,554","132,393","17,782","43,592",,0.98,2.14,0,"68,765","15,038","1,233","85,036","34,356","7,027","112,366","354,891","425,920",0.53,0.58
NYIS,25Jan2023,Eastern,N,"422,003","433,224","350,605","-82,619",0,"160,638","78,328","15,084","77,338",0,"14,650","4,499",,"-24,981","-21,026","20,250","-56,862","34,214","47,031","15,518","28,765","27,435","52,930","8,044","23,847","133,865","18,149","43,297",,0.99,2.15,0,"71,947","14,708","1,164","87,820","34,920","5,467","117,272","350,537","433,156",0.55,0.60
NYIS,26Jan2023,Eastern,N,"408,998","422,036","347,618","-74,418",0,"147,571","78,041","14,832","79,801",0,"22,755","4,545",,"-23,668","-15,855","20,619","-55,514","33,456","45,955","15,013","28,579","26,366","49,864","7,307","23,431","130,359","18,065","43,511",,0.98,2.14,0,"65,847","14,367","1,233","81,447","31,887","5,387","107,947","347,545","421,963",0.52,0.56
NYIS,27Jan2023,Eastern,N,"411,460","421,747","332,705","-89,042",0,"139,502","78,146","15,260","81,189",0,"13,812","4,719",,"-24,863","-24,100","22,182","-62,260","32,792","46,157","15,192","28,093","26,010","49,960","7,699","23,775","130,038","18,046","43,852",,0.99,2.14,0,"62,400","14,796","1,185","78,381","36,330","5,731","108,980","332,628","421,669",0.52,0.57
NYIS,28Jan2023,Eastern,N,"385,182","385,163","313,470","-71,693",0,"111,933","77,892","15,194","81,328",0,"22,363","4,684",,"-10,562","-14,904","15,729","-61,958","30,016","40,826","14,024","25,303","23,701","46,494","7,336","21,252","118,723","17,353","40,006",,0.99,2.14,0,"50,259","14,757","1,241","66,257","29,130","3,736","91,651","313,394","385,089",0.47,0.52
NYIS,29Jan2023,Eastern,N,"380,092","386,965","306,242","-80,723",0,"114,490","78,138","15,166","79,953",0,"14,452","3,979",,"-20,424","-14,508","18,544","-64,335","31,574","42,424","13,849","25,539","24,983","46,854","7,201","21,557","115,804","17,822","39,226",,0.99,2.14,0,"51,232","14,732","1,176","67,140","33,538","4,599","96,080","306,178","386,901",0.48,0.55
NYIS,30Jan2023,Eastern,N,"404,400","412,378","319,691","-92,687",0,"138,541","78,657","16,325","79,981",0,"1,364","4,748",,"-15,810","-17,209","15,041","-74,708","32,966","47,521","14,323","28,492","24,567","47,804","7,037","22,433","125,165","18,423","43,517",,0.98,2.15,0,"61,667","15,920","1,097","78,684","39,032","4,127","113,589","319,616","412,302",0.54,0.61
