BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,HQT,IESO,ISNE,PJM,Subregion ZONF,Subregion ZONC,Subregion ZONI,Subregion ZONB,Subregion ZONG,Subregion ZONK,Subregion ZONH,Subregion ZONE,Subregion ZONJ,Subregion ZOND,Subregion ZONA,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
NYIS,30Oct2015,Eastern,N,"390,021","392,872","364,283","-28,589",,,,,,,,,,"-21,067","-15,140","35,232","-27,616",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,31Oct2015,Eastern,N,"365,639","368,009","326,182","-41,827",,,,,,,,,,"-21,312","-21,725","34,584","-33,370",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,01Nov2015,Eastern,N,"369,248","376,884","347,364","-29,520",,,,,,,,,,"-22,564","-28,118","37,196","-16,031",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,02Nov2015,Eastern,N,"393,428","396,843","364,979","-31,864",,,,,,,,,,"-20,027","-29,294","36,590","-19,132",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,03Nov2015,Eastern,N,"394,632","398,799","364,765","-34,034",,,,,,,,,,"-29,693","-25,122","33,661","-12,880",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,04Nov2015,Eastern,N,"394,992","398,110","359,967","-38,143",,,,,,,,,,"-29,051","-26,506","30,712","-13,303",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,05Nov2015,Eastern,N,"396,800","405,345","366,192","-39,153",,,,,,,,,,"-32,126","-28,909","30,798","-8,916",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,06Nov2015,Eastern,N,"410,524","411,558","374,183","-37,375",,,,,,,,,,"-28,716","-35,503","32,694","-5,854",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,07Nov2015,Eastern,N,"363,293","371,875","330,760","-41,115",,,,,,,,,,"-32,997","-30,096","32,379","-10,402",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,08Nov2015,Eastern,N,"348,941","363,788","330,330","-33,458",,,,,,,,,,"-32,724","-27,171","36,807","-10,369",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,09Nov2015,Eastern,N,"387,841","403,378","363,248","-40,130",,,,,,,,,,"-26,953","-25,921","32,192","-19,449",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,10Nov2015,Eastern,N,"392,948","408,661","379,752","-28,909",,,,,,,,,,"-26,913","-17,858","31,785","-15,921",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,11Nov2015,Eastern,N,"388,630","401,975","365,851","-36,124",,,,,,,,,,"-25,205","-25,434","27,743","-13,235",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,12Nov2015,Eastern,N,"391,228","409,002","374,190","-34,812",,,,,,,,,,"-18,553","-34,193","31,569","-13,634",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,13Nov2015,Eastern,N,"389,433","400,942","364,869","-36,073",,,,,,,,,,"-16,110","-34,220","26,323","-12,061",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,14Nov2015,Eastern,N,"369,086","380,737","355,193","-25,544",,,,,,,,,,"-15,638","-20,104","19,080","-8,876",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,15Nov2015,Eastern,N,"358,854","368,843","333,911","-34,932",,,,,,,,,,"-16,626","-28,327","14,236","-4,214",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,16Nov2015,Eastern,N,"394,879","399,688","357,518","-42,170",,,,,,,,,,"-23,319","-23,827","16,535","-11,556",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,17Nov2015,Eastern,N,"396,887","409,203","364,472","-44,731",,,,,,,,,,"-23,461","-28,882","9,396","-1,784",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,18Nov2015,Eastern,N,"396,431","409,686","378,814","-30,872",,,,,,,,,,"-17,608","-31,850","21,718","-3,131",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,19Nov2015,Eastern,N,"398,711","406,998","364,848","-42,150",,,,,,,,,,"-8,282","-36,474","7,585","-4,982",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,20Nov2015,Eastern,N,"391,009","397,468","359,358","-38,110",,,,,,,,,,"-12,983","-28,251","7,694","-4,567",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,21Nov2015,Eastern,N,"367,361","378,383","342,069","-36,314",,,,,,,,,,"-18,019","-18,785","3,811","-3,322",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,22Nov2015,Eastern,N,"360,939","376,181","355,686","-20,495",,,,,,,,,,"-11,875","-28,289","21,960","-2,307",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,23Nov2015,Eastern,N,"410,451","423,517","389,866","-33,651",,,,,,,,,,"-22,446","-16,230","18,225","-13,200",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,24Nov2015,Eastern,N,"414,510","428,903","393,836","-35,067",,,,,,,,,,"-21,814","-20,911","19,398","-11,734",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,25Nov2015,Eastern,N,"410,448","419,207","373,595","-45,612",,,,,,,,,,"-24,510","-27,401","19,126","-12,826",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,26Nov2015,Eastern,N,"354,969","366,944","333,731","-33,213",,,,,,,,,,"-17,926","-27,732","18,396","-5,953",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,27Nov2015,Eastern,N,"363,937","370,889","340,110","-30,779",,,,,,,,,,"-19,581","-18,412","13,045","-5,827",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,28Nov2015,Eastern,N,"355,071","374,239","326,598","-47,641",,,,,,,,,,"-21,902","-22,667","8,479","-11,558",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,29Nov2015,Eastern,N,"359,829","381,994","333,276","-48,718",,,,,,,,,,"-24,358","-24,462","13,539","-13,439",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,30Nov2015,Eastern,N,"412,539","426,841","367,629","-59,212",,,,,,,,,,"-30,604","-19,670","14,402","-23,339",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,01Dec2015,Eastern,N,"415,517","426,573","354,664","-71,909",,,,,,,,,,"-26,778","-26,180","10,413","-29,372",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,02Dec2015,Eastern,N,"408,715","419,180","351,357","-67,823",,,,,,,,,,"-28,533","-21,356","3,699","-21,630",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,03Dec2015,Eastern,N,"410,008","418,150","354,129","-64,021",,,,,,,,,,"-26,761","-26,967","6,808","-17,099",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,04Dec2015,Eastern,N,"410,529","417,483","354,331","-63,152",,,,,,,,,,"-25,427","-21,642","7,686","-23,766",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,05Dec2015,Eastern,N,"378,498","388,540","316,421","-72,119",,,,,,,,,,"-28,552","-22,231","-3,667","-17,667",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,06Dec2015,Eastern,N,"369,292","389,727","310,518","-79,209",,,,,,,,,,"-30,138","-22,329","-2,363","-24,381",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,07Dec2015,Eastern,N,"411,455","424,676","330,323","-94,353",,,,,,,,,,"-30,764","-15,754","-6,914","-40,926",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,08Dec2015,Eastern,N,"413,888","424,686","342,041","-82,645",,,,,,,,,,"-30,849","-16,828","-1,809","-33,159",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,09Dec2015,Eastern,N,"411,616","421,821","351,132","-70,689",,,,,,,,,,"-27,571","-25,976","1,405","-18,547",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,10Dec2015,Eastern,N,"406,838","409,658","355,616","-54,042",,,,,,,,,,"-18,369","-19,169","-6,429","-10,078",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,11Dec2015,Eastern,N,"402,147","408,039","352,316","-55,723",,,,,,,,,,"-16,752","-23,250","-8,803","-6,920",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,12Dec2015,Eastern,N,"369,982","380,076","323,579","-56,497",,,,,,,,,,"-22,172","-18,565","-5,914","-9,840",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,13Dec2015,Eastern,N,"363,169","373,026","318,973","-54,053",,,,,,,,,,"-20,104","-26,414","-1,573","-5,959",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,14Dec2015,Eastern,N,"405,956","411,292","356,766","-54,526",,,,,,,,,,"-21,374","-24,075",226,"-9,304",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,15Dec2015,Eastern,N,"402,549","412,105","367,487","-44,618",,,,,,,,,,"-13,232","-20,129","-5,233","-6,027",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,16Dec2015,Eastern,N,"403,573","419,634","355,072","-64,562",,,,,,,,,,"-25,195","-27,098","-8,925","-3,342",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,17Dec2015,Eastern,N,"406,177","423,983","363,047","-60,936",,,,,,,,,,"-25,218","-28,038","-5,603","-2,076",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,18Dec2015,Eastern,N,"407,626","423,034","363,253","-59,781",,,,,,,,,,"-27,328","-28,749","-4,305",597,,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,19Dec2015,Eastern,N,"397,353","412,881","356,545","-56,336",,,,,,,,,,"-33,379","-24,553","3,457","-1,861",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,20Dec2015,Eastern,N,"392,871","405,824","353,004","-52,820",,,,,,,,,,"-30,245","-29,138","9,478","-2,918",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,21Dec2015,Eastern,N,"427,849","431,703","391,062","-40,641",,,,,,,,,,"-24,193","-22,330","12,277","-6,403",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,22Dec2015,Eastern,N,"418,391","419,041","367,407","-51,634",,,,,,,,,,"-23,987","-22,222",34,"-5,450",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,23Dec2015,Eastern,N,"414,944","414,556","364,086","-50,470",,,,,,,,,,"-25,029","-33,492","2,442","5,606",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,24Dec2015,Eastern,N,"388,746","387,630","344,223","-43,407",,,,,,,,,,"-23,698","-27,791","4,504","3,571",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,25Dec2015,Eastern,N,"347,909","357,487","318,047","-39,440",,,,,,,,,,"-26,927","-19,813","1,455","5,845",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,26Dec2015,Eastern,N,"352,807","371,912","317,591","-54,321",,,,,,,,,,"-27,308","-27,773","1,586",-823,,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,27Dec2015,Eastern,N,"352,981","375,572","326,167","-49,405",,,,,,,,,,"-27,494","-28,378","10,156","-3,696",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,28Dec2015,Eastern,N,"407,516","421,499","366,975","-54,524",,,,,,,,,,"-27,428","-31,104","11,578","-7,568",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,29Dec2015,Eastern,N,"412,722","429,955","381,707","-48,248",,,,,,,,,,"-29,033","-31,386","28,860","-16,691",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,30Dec2015,Eastern,N,"404,428","419,400","364,503","-54,897",,,,,,,,,,"-34,576","-31,127","34,131","-23,324",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,31Dec2015,Eastern,N,"392,450","406,300","355,575","-50,725",,,,,,,,,,"-33,585","-33,829","33,755","-17,074",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,01Jan2016,Eastern,N,"376,998","388,862","343,360","-45,502",,,,,,,,,,"-32,451","-32,532","36,187","-16,710",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,02Jan2016,Eastern,N,"381,665","402,302","355,196","-47,106",,,,,,,,,,"-28,029","-28,415","36,077","-26,745",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,03Jan2016,Eastern,N,"381,672","398,620","346,770","-51,850",,,,,,,,,,"-32,993","-27,114","33,972","-25,715",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,04Jan2016,Eastern,N,"444,583","460,253","396,190","-64,063",,,,,,,,,,"-26,364","-29,963","30,209","-37,950",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,05Jan2016,Eastern,N,"454,909","484,643","410,199","-74,444",,,,,,,,,,"-23,570","-34,543","31,676","-48,008",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,06Jan2016,Eastern,N,"446,011","464,217","369,237","-94,980",,,,,,,,,,"-29,788","-33,858","23,136","-54,469",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,07Jan2016,Eastern,N,"438,193","449,632","392,600","-57,032",,,,,,,,,,"-32,980","-31,559","34,946","-27,438",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,08Jan2016,Eastern,N,"431,653","439,310","379,234","-60,076",,,,,,,,,,"-34,034","-26,736","30,026","-29,333",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,09Jan2016,Eastern,N,"390,907","397,294","346,670","-50,624",,,,,,,,,,"-28,915","-31,036","28,118","-18,790",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,10Jan2016,Eastern,N,"375,134","388,672","341,094","-47,578",,,,,,,,,,"-28,258","-26,899","18,560","-10,983",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,11Jan2016,Eastern,N,"431,185","448,516","380,694","-67,822",,,,,,,,,,"-29,662","-31,069","7,214","-14,297",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,12Jan2016,Eastern,N,"441,532","462,276","386,555","-75,721",,,,,,,,,,"-31,982","-34,151","23,652","-33,237",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,13Jan2016,Eastern,N,"451,362","471,702","392,269","-79,433",,,,,,,,,,"-29,998","-32,663","18,826","-35,597",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,14Jan2016,Eastern,N,"451,252","465,918","373,117","-92,801",,,,,,,,,,"-33,072","-28,159","19,568","-51,144",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,15Jan2016,Eastern,N,"431,628","433,801","347,282","-86,519",,,,,,,,,,"-30,349","-28,866","19,228","-46,526",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,16Jan2016,Eastern,N,"392,767","400,369","330,334","-70,035",,,,,,,,,,"-28,677","-27,379","17,031","-31,009",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,17Jan2016,Eastern,N,"387,700","408,161","329,364","-78,797",,,,,,,,,,"-32,427","-30,707","18,836","-34,501",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,18Jan2016,Eastern,N,"436,483","461,484","370,081","-91,403",,,,,,,,,,"-32,684","-31,059","6,276","-33,936",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,19Jan2016,Eastern,N,"462,183","486,761","384,917","-101,844",,,,,,,,,,"-29,076","-25,006","-4,405","-43,360",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,20Jan2016,Eastern,N,"455,581","467,437","370,560","-96,877",,,,,,,,,,"-31,836","-30,007",-969,"-34,064",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,21Jan2016,Eastern,N,"452,970","464,062","364,558","-99,504",,,,,,,,,,"-35,358","-37,402","6,874","-33,855",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,22Jan2016,Eastern,N,"451,219","469,093","367,715","-101,378",,,,,,,,,,"-36,362","-35,579","10,753","-40,187",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,23Jan2016,Eastern,N,"427,965","445,797","361,869","-83,928",,,,,,,,,,"-36,383","-36,250","17,198","-28,494",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,24Jan2016,Eastern,N,"416,333","430,936","335,909","-95,027",,,,,,,,,,"-36,529","-36,207","19,925","-42,211",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,25Jan2016,Eastern,N,"451,769","452,285","365,139","-87,146",,,,,,,,,,"-36,600","-36,798","27,041","-40,697",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,26Jan2016,Eastern,N,"438,804","444,036","379,149","-64,887",,,,,,,,,,"-34,125","-31,067","24,782","-24,475",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,27Jan2016,Eastern,N,"429,124","440,170","369,616","-70,554",,,,,,,,,,"-35,958","-32,326","25,510","-27,783",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,28Jan2016,Eastern,N,"431,836","443,375","374,133","-69,242",,,,,,,,,,"-37,067","-27,510","29,824","-34,492",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,29Jan2016,Eastern,N,"432,086","444,199","367,018","-77,181",,,,,,,,,,"-35,096","-31,739","20,992","-31,334",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,30Jan2016,Eastern,N,"407,189","415,209","338,743","-76,466",,,,,,,,,,"-29,239","-35,303","13,639","-25,569",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,31Jan2016,Eastern,N,"385,726","390,816","326,634","-64,182",,,,,,,,,,"-28,783","-34,806","11,957","-12,547",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,01Feb2016,Eastern,N,"411,113","418,367","362,599","-55,768",,,,,,,,,,"-28,054","-25,768","9,682","-11,629",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,02Feb2016,Eastern,N,"412,581","422,745","345,228","-77,517",,,,,,,,,,"-30,001","-26,856",288,"-20,946",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,03Feb2016,Eastern,N,"410,355","426,349","359,827","-66,522",,,,,,,,,,"-33,325","-27,558","7,668","-13,308",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,04Feb2016,Eastern,N,"405,043","416,743","350,781","-65,962",,,,,,,,,,"-33,235","-21,406","4,881","-16,199",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,05Feb2016,Eastern,N,"417,059","435,498","358,583","-76,915",,,,,,,,,,"-35,597","-31,046","4,001","-14,277",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,06Feb2016,Eastern,N,"395,612","411,092","344,241","-66,851",,,,,,,,,,"-34,587","-32,372","16,744","-16,644",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,07Feb2016,Eastern,N,"383,724","396,711","331,776","-64,935",,,,,,,,,,"-32,161","-36,397","20,343","-16,725",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,08Feb2016,Eastern,N,"427,296","440,630","385,648","-54,982",,,,,,,,,,"-32,967","-27,908","27,414","-21,517",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,09Feb2016,Eastern,N,"431,905","448,375","379,205","-69,170",,,,,,,,,,"-38,073","-29,319","27,310","-29,098",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,10Feb2016,Eastern,N,"431,880","449,684","399,910","-49,774",,,,,,,,,,"-35,030","-31,157","34,985","-18,576",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,11Feb2016,Eastern,N,"451,759","477,529","418,189","-59,340",,,,,,,,,,"-32,239","-28,059","22,127","-21,169",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,12Feb2016,Eastern,N,"460,276","481,721","399,937","-81,784",,,,,,,,,,"-27,700","-35,018","13,913","-32,981",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,13Feb2016,Eastern,N,"446,288","472,177","393,973","-78,204",,,,,,,,,,"-21,834","-29,863","8,501","-34,988",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,14Feb2016,Eastern,N,"448,691","487,098","410,650","-76,448",,,,,,,,,,"-18,559","-33,185","14,022","-38,729",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,15Feb2016,Eastern,N,"464,422","494,199","415,336","-78,863",,,,,,,,,,"-22,385","-32,816","15,888","-39,548",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,16Feb2016,Eastern,N,"441,498","452,179","357,012","-95,167",,,,,,,,,,"-32,671","-26,954","6,734","-42,279",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,17Feb2016,Eastern,N,"434,414","446,670","365,131","-81,539",,,,,,,,,,"-32,231","-31,261","12,453","-30,499",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,18Feb2016,Eastern,N,"443,076","452,846","377,673","-75,173",,,,,,,,,,"-31,958","-29,559","21,418","-35,049",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,19Feb2016,Eastern,N,"451,809","455,252","392,736","-62,516",,,,,,,,,,"-30,778","-34,253","28,645","-26,131",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,20Feb2016,Eastern,N,"396,392","393,300","336,909","-56,391",,,,,,,,,,"-27,727","-22,614","6,171","-12,213",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,21Feb2016,Eastern,N,"375,617","384,894","316,909","-67,985",,,,,,,,,,"-29,682","-27,627","-1,260","-9,409",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,22Feb2016,Eastern,N,"417,574","423,192","348,988","-74,204",,,,,,,,,,"-34,706","-24,099",-84,"-15,313",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,23Feb2016,Eastern,N,"424,593","444,567","375,306","-69,261",,,,,,,,,,"-32,835","-31,122","11,948","-17,242",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,24Feb2016,Eastern,N,"419,062","442,389","362,429","-79,960",,,,,,,,,,"-30,731","-31,303","3,899","-19,175",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,25Feb2016,Eastern,N,"407,747","426,761","356,242","-70,519",,,,,,,,,,"-30,490","-33,084",424,"-7,369",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,26Feb2016,Eastern,N,"428,602","444,197","371,228","-72,969",,,,,,,,,,"-33,629","-31,087","4,261","-12,513",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,27Feb2016,Eastern,N,"401,769","414,836","348,922","-65,914",,,,,,,,,,"-34,485","-36,183","10,391","-5,642",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,28Feb2016,Eastern,N,"376,964","380,511","322,998","-57,513",,,,,,,,,,"-31,962","-32,066","10,346","-3,829",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,29Feb2016,Eastern,N,"406,639","415,125","360,444","-54,681",,,,,,,,,,"-30,108","-22,668","5,327","-7,232",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,01Mar2016,Eastern,N,"412,514","423,468","356,988","-66,480",,,,,,,,,,"-34,726","-15,309","-2,161","-14,285",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,02Mar2016,Eastern,N,"416,036","429,997","381,919","-48,078",,,,,,,,,,"-31,794","-25,037","17,558","-8,790",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,03Mar2016,Eastern,N,"430,502","446,475","386,106","-60,369",,,,,,,,,,"-38,898","-20,996","30,260","-30,739",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,04Mar2016,Eastern,N,"430,229","443,843","390,995","-52,848",,,,,,,,,,"-36,113","-19,505","32,604","-29,830",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,05Mar2016,Eastern,N,"396,249","409,405","359,193","-50,212",,,,,,,,,,"-5,561","-26,524","16,555","-34,686",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,06Mar2016,Eastern,N,"380,709","390,957","348,949","-42,008",,,,,,,,,,"-4,202","-29,646","12,507","-20,671",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,07Mar2016,Eastern,N,"411,792","416,276","369,394","-46,882",,,,,,,,,,"-10,788","-31,560","14,916","-19,453",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,08Mar2016,Eastern,N,"399,036","402,486","324,508","-77,978",,,,,,,,,,"-34,554","-34,551",-275,"-8,599",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,09Mar2016,Eastern,N,"395,318","393,831","328,132","-65,699",,,,,,,,,,"-29,236","-26,010","-4,239","-6,215",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,10Mar2016,Eastern,N,"393,235","396,121","326,246","-69,875",,,,,,,,,,"-29,267","-17,366","-11,075","-12,163",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,11Mar2016,Eastern,N,"384,065","392,342","320,612","-71,730",,,,,,,,,,"-30,035","-28,025","-5,454","-8,218",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,12Mar2016,Eastern,N,"355,006","363,768","295,305","-68,463",,,,,,,,,,"-23,071","-28,903","-9,871","-6,617",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,13Mar2016,Eastern,N,"324,605","342,530","272,562","-69,968",,,,,,,,,,"-24,862","-28,612","-13,648","-2,951",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,14Mar2016,Eastern,N,"388,601","406,218","338,468","-67,750",,,,,,,,,,"-26,087","-19,864","-10,603","-11,196",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,15Mar2016,Eastern,N,"383,391","402,623","342,486","-60,137",,,,,,,,,,"-29,847","-16,240","-5,853","-8,198",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,16Mar2016,Eastern,N,"381,081","392,421","324,198","-68,223",,,,,,,,,,"-30,099","-19,535","-10,030","-8,563",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,17Mar2016,Eastern,N,"380,407","392,451","328,048","-64,403",,,,,,,,,,"-29,471","-20,088","-8,211","-6,636",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,18Mar2016,Eastern,N,"385,875","395,990","328,444","-67,546",,,,,,,,,,"-28,276","-19,777","-2,186","-17,312",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,19Mar2016,Eastern,N,"365,156","377,158","315,942","-61,216",,,,,,,,,,"-27,572","-23,578",709,"-10,775",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,20Mar2016,Eastern,N,"365,630","383,072","321,366","-61,706",,,,,,,,,,"-29,559","-29,013","2,915","-6,049",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,21Mar2016,Eastern,N,"407,998","416,009","363,176","-52,833",,,,,,,,,,"-30,580","-19,912","14,328","-16,670",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,22Mar2016,Eastern,N,"406,780","410,149","347,310","-62,839",,,,,,,,,,"-31,309","-19,620","1,492","-13,400",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,23Mar2016,Eastern,N,"394,922","400,720","343,434","-57,286",,,,,,,,,,"-31,070","-16,959",72,"-9,334",,,,,,,,,,,,,,,,,,,,,,,,,,
NYIS,24Mar2016,Eastern,N,"395,230","398,416","353,947","-44,469",,,,,,,,,,"-27,938","-12,773",-367,"-3,393",,,,,,,,,,,,,,,,,,,,,,,,,,
