BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,BPAT,CISO,IPCO,LDWP,PACE,WALC,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
NEVP,24Feb2022,Pacific,N,"92,987","92,976","83,695","-9,281","6,758","52,279",0,0,48,"13,711",488,"10,411",,"-4,179","26,019",517,"-22,986","-4,174","-4,478",2.30,0.90,,"7,050","21,436",0,164,"28,650","11,605","9,261","30,994","83,695","92,976",0.75,0.73
NEVP,25Feb2022,Pacific,N,"91,920","92,965","84,309","-8,656","7,646","49,479",0,0,48,"15,611",413,"11,112",,"-3,970","27,550",659,"-22,508","-4,616","-5,771",2.30,0.91,,"7,978","20,333",0,181,"28,492","11,334","9,478","30,347","84,309","92,965",0.75,0.72
NEVP,26Feb2022,Pacific,N,"87,662","90,686","83,808","-6,878","5,716","49,780",0,0,48,"16,196",5,"12,063",,"-3,269","28,285",-156,"-22,539","-5,239","-3,960",2.30,0.91,,"5,963","20,510",0,189,"26,661","10,002","8,902","27,761","83,808","90,686",0.70,0.67
NEVP,27Feb2022,Pacific,N,"84,178","87,790","79,563","-8,227","4,439","48,993",0,0,48,"14,757",3,"11,323",,"-3,684","24,721",16,"-22,469","-3,828","-2,983",2.30,0.91,,"4,638","20,242",0,174,"25,054","9,136","7,996","26,195","79,563","87,790",0.69,0.66
NEVP,28Feb2022,Pacific,N,"85,789","88,785","80,194","-8,591","4,148","48,825",0,0,48,"16,068",3,"11,102",,"-3,892","25,751","-1,581","-20,871","-5,841","-2,157",2.31,0.91,,"4,338","20,176",0,181,"24,695","8,993","7,893","25,794","80,194","88,785",0.68,0.64
NEVP,01Mar2022,Pacific,N,"81,841","87,900","80,204","-7,696","2,743","50,733",0,2,48,"15,694",19,"10,965",,"-3,639","26,599","-1,309","-21,009","-6,402","-1,936",2.30,0.91,2.15,"2,864","20,958",2,178,"24,002","9,329","8,107","25,224","80,204","87,900",0.66,0.63
NEVP,02Mar2022,Pacific,N,"82,842","87,294","81,274","-6,020","5,216","49,107",0,0,48,"15,261",344,"11,298",,"-3,803","27,625",-691,"-20,666","-7,107","-1,378",2.30,0.91,,"5,440","20,342",0,180,"25,961","9,858","8,936","26,883","81,274","87,294",0.70,0.68
NEVP,03Mar2022,Pacific,N,"85,355","86,469","77,364","-9,105","4,275","50,456",0,0,41,"11,289",880,"10,423",,"-4,195","26,597","-1,630","-21,542","-5,499","-2,836",2.30,0.91,,"4,466","20,906",0,151,"25,523","9,848","8,662","26,709","77,364","86,469",0.73,0.68
NEVP,04Mar2022,Pacific,N,"83,295","86,681","73,067","-13,614","5,221","45,206",0,0,41,"9,535","1,775","11,289",,"-3,979","25,822","-1,505","-22,462","-6,820","-4,670",2.31,0.92,,"5,469","18,802",0,151,"24,422","10,876","8,367","26,932","73,067","86,681",0.74,0.68
NEVP,05Mar2022,Pacific,N,"81,654","87,486","72,118","-15,368","5,441","42,814",0,0,44,"10,642","1,126","12,051",,"-4,269","22,387",-382,"-23,247","-3,741","-6,116",2.31,0.92,,"5,694","17,852",0,159,"23,705","9,849","7,413","26,140","72,118","87,486",0.72,0.66
NEVP,06Mar2022,Pacific,N,"80,967","87,352","72,064","-15,288","4,114","41,451",0,0,48,"14,051",483,"11,917",,"-2,612","19,904",-465,"-24,221","-2,607","-5,287",2.30,0.92,,"4,298","17,249",0,177,"21,723","10,293","6,866","25,151","72,064","87,352",0.66,0.63
NEVP,07Mar2022,Pacific,N,"84,754","90,013","79,681","-10,332","4,493","45,585",0,0,43,"17,000","1,109","11,451",,"-3,091","22,940",-816,"-22,301","-3,362","-3,702",2.30,0.91,,"4,689","18,836",0,197,"23,722","8,566","7,104","25,184","79,681","90,013",0.66,0.62
NEVP,08Mar2022,Pacific,N,"85,199","89,743","81,348","-8,395","6,906","47,123",0,0,37,"15,985",446,"10,851",,"-3,515","23,259",0,"-19,961","-5,661","-2,517",2.30,0.91,,"7,211","19,428",0,182,"26,822","8,124","7,471","27,474","81,348","89,743",0.73,0.67
NEVP,09Mar2022,Pacific,N,"84,293","88,441","79,280","-9,161","6,488","45,089",0,0,48,"15,436","1,292","10,927",,"-2,897","22,274",0,"-22,361","-2,042","-4,135",2.30,0.91,,"6,781","18,663",0,185,"25,629","8,585","7,653","26,560","79,280","88,441",0.71,0.66
NEVP,10Mar2022,Pacific,N,"85,485","88,863","75,251","-13,612","6,444","41,151",0,0,39,"13,396","2,532","11,689",,"-2,087","23,731",0,"-24,794","-6,141","-4,321",2.31,0.91,,"6,743","17,053",0,184,"23,981","10,354","7,642","26,693","75,251","88,863",0.70,0.66
NEVP,11Mar2022,Pacific,N,"85,007","88,256","79,780","-8,476","6,323","43,983",0,0,48,"18,215",70,"11,141",,"-1,827","24,811",0,"-21,628","-6,538","-3,294",2.30,0.91,,"6,604","18,190",0,196,"24,991","9,071","7,743","26,319","79,780","88,256",0.69,0.66
NEVP,12Mar2022,Pacific,N,"81,280","83,482","75,395","-8,087","6,286","39,712",0,0,48,"18,114",679,"10,556",,"-1,482","26,705",0,"-23,513","-8,207","-1,590",2.31,0.91,,"6,589","16,461",0,196,"23,245","9,500","8,075","24,671","75,395","83,482",0.68,0.65
NEVP,13Mar2022,Pacific,N,"80,134","79,985","67,269","-12,716","4,966","36,486",0,0,46,"14,303","1,357","10,111",,-822,"22,228",0,"-24,065","-6,000","-4,057",2.32,0.92,,"5,216","15,166",0,172,"20,555","9,631","6,859","23,326","67,269","79,985",0.67,0.64
NEVP,14Mar2022,Pacific,N,"83,404","86,112","74,264","-11,848","6,559","40,293",0,0,48,"16,960",105,"10,299",,"-2,119","24,079",0,"-23,976","-5,834","-3,998",2.31,0.92,,"6,871","16,745",0,183,"23,798","9,246","7,359","25,685","74,264","86,112",0.71,0.66
NEVP,15Mar2022,Pacific,N,"84,230","86,688","72,566","-14,122","7,432","40,420",0,0,48,"13,680",887,"10,099",,"-2,434","24,364",-745,"-23,603","-6,172","-5,532",2.30,0.91,,"7,768","16,758",0,165,"24,691","9,683","7,641","26,733","72,566","86,688",0.75,0.68
NEVP,16Mar2022,Pacific,N,"83,327","86,296","72,639","-13,657","5,272","40,498",0,0,64,"15,566",983,"10,256",,"-1,470","22,165",-566,"-24,807","-2,126","-6,853",2.31,0.92,,"5,522","16,847",0,179,"22,548","9,071","7,089","24,530","72,639","86,296",0.68,0.63
NEVP,17Mar2022,Pacific,N,"84,192","86,061","74,401","-11,661","4,650","45,911",0,0,72,"13,423",329,"10,016",,"-1,284","26,313","-1,435","-24,748","-5,550","-4,957",2.31,0.92,,"4,866","19,107",0,159,"24,132","10,573","8,219","26,486","74,401","86,062",0.72,0.68
NEVP,18Mar2022,Pacific,N,"85,258","86,450","76,860","-9,590","4,656","44,310",0,0,72,"17,723",16,"10,083",,"-1,393","25,262","-1,311","-23,108","-5,749","-3,291",2.30,0.91,,"4,865","18,375",0,186,"23,426","9,967","7,796","25,597","76,860","86,450",0.67,0.65
NEVP,19Mar2022,Pacific,N,"82,056","84,057","71,794","-12,263","4,656","46,112",0,0,72,"9,245","1,989","9,720",,-692,"21,547",672,"-25,000","-2,458","-6,332",2.30,0.91,,"4,851","19,112",0,140,"24,103","8,378","7,346","25,135","71,794","84,057",0.74,0.66
NEVP,20Mar2022,Pacific,N,"80,660","82,763","69,588","-13,175","4,640","38,943",0,0,88,"12,977","2,364","10,576",,"-1,015","15,901","2,163","-23,383","1,665","-8,506",2.31,0.92,,"4,858","16,243",0,173,"21,275","7,124","5,697","22,702","69,588","82,763",0.67,0.60
NEVP,21Mar2022,Pacific,N,"83,863","85,882","75,589","-10,293","4,632","42,220",0,0,96,"16,374","2,054","10,213",,"-1,078","23,787",-543,"-21,139","-4,732","-6,588",2.31,0.92,,"4,847","17,581",0,191,"22,620","8,990","7,247","24,364","75,589","85,882",0.66,0.63
NEVP,22Mar2022,Pacific,N,"83,604","85,786","75,327","-10,459","5,260","40,649",0,0,96,"17,240","2,195","9,887",,-489,"23,512",-629,"-19,811","-5,681","-7,361",2.31,0.92,,"5,516","16,924",0,196,"22,636","9,966","7,499","25,103","75,327","85,786",0.66,0.65
NEVP,23Mar2022,Pacific,N,"83,597","86,294","75,951","-10,343","6,436","41,650",0,0,96,"18,279",34,"9,456",,-392,"22,734",-640,"-18,055","-7,053","-6,937",2.31,0.91,,"6,745","17,285",0,186,"24,216","9,760","7,489","26,487","75,951","86,294",0.70,0.68
NEVP,24Mar2022,Pacific,N,"83,282","88,056","77,296","-10,761","5,376","44,242",0,0,113,"18,378",49,"9,138",,"-1,464","25,909",-801,"-20,904","-8,305","-5,196",2.31,0.91,,"5,622","18,302",0,184,"24,109","10,565","8,370","26,303","77,296","88,057",0.69,0.66
NEVP,25Mar2022,Pacific,N,"86,285","91,477","76,430","-15,047","5,363","43,314",0,0,120,"18,033",812,"8,788",,"-2,560","21,829",-449,"-21,488","-7,685","-4,694",2.30,0.91,,"5,604","17,916",0,185,"23,705","11,334","7,187","27,851","76,430","91,477",0.68,0.67
NEVP,26Mar2022,Pacific,N,"84,028","91,372","71,710","-19,662","5,354","39,427",0,0,120,"16,549","1,540","8,720",,"-1,737","17,393","1,546","-24,539","-3,768","-8,557",2.30,0.91,,"5,590","16,342",0,179,"22,111","9,770","5,852","26,030","71,710","91,372",0.68,0.63
NEVP,27Mar2022,Pacific,N,"85,125","89,317","73,466","-15,851","5,349","41,878",0,0,120,"15,082","2,476","8,561",,"-1,266","19,487","2,005","-24,094","-2,957","-9,026",2.31,0.91,,"5,603","17,366",0,175,"23,144","9,169","6,594","25,719","73,466","89,317",0.69,0.63
NEVP,28Mar2022,Pacific,N,"82,270","88,490","75,820","-12,670","5,348","47,302",0,0,120,"12,153","1,909","8,988",,"-1,889","29,065",-678,"-23,928","-9,870","-5,370",2.31,0.92,,"5,606","19,644",0,154,"25,404","12,196","9,351","28,250","75,820","88,490",0.74,0.70
NEVP,29Mar2022,Pacific,N,"82,847","86,361","69,275","-17,086","5,346","39,913",0,0,120,"13,254",951,"9,691",,"-2,323","21,219",0,"-23,574","-4,386","-8,022",2.32,0.92,,"5,614","16,601",0,160,"22,374","9,278","6,809","24,843","69,275","86,361",0.71,0.63
NEVP,30Mar2022,Pacific,N,"84,509","88,647","75,130","-13,517","5,346","43,397",0,0,120,"16,127",110,"10,030",,"-2,718","24,398",0,"-23,080","-5,825","-6,292",2.31,0.91,,"5,606","18,004",0,176,"23,786","9,218","7,390","25,613","75,130","88,647",0.70,0.64
NEVP,31Mar2022,Pacific,N,"84,973","88,975","75,352","-13,623","5,337","43,735",0,0,120,"15,474",251,"10,435",,"-2,552","21,789",-860,"-24,483","-1,551","-5,966",2.30,0.91,,"5,579","18,054",0,175,"23,808","8,210","6,517","25,502","75,352","88,975",0.70,0.63
NEVP,01Apr2022,Pacific,N,"85,111","90,212","73,080","-17,132","5,329","37,828",0,0,120,"19,313",204,"10,286",,"-2,351","22,020","-2,888","-24,969","-3,584","-5,360",2.31,0.91,,"5,581","15,666",0,199,"21,447","10,030","6,439","25,038","73,080","90,212",0.65,0.61
NEVP,02Apr2022,Pacific,N,"83,256","89,411","74,661","-14,750","5,373","38,435",0,0,120,"18,930",863,"10,940",,"-1,540","22,614","-4,068","-23,140","-4,628","-3,988",2.31,0.91,,"5,619","15,886",0,206,"21,711","8,800","6,364","24,147","74,661","89,411",0.64,0.60
NEVP,03Apr2022,Pacific,N,"83,256","88,033","69,878","-18,155","5,328","36,538",0,0,120,"15,669",825,"11,398",,"-1,688","19,354","-3,258","-22,301","-5,025","-5,237",2.31,0.91,,"5,586","15,131",0,187,"20,903","10,473","6,062","25,315","69,878","88,033",0.66,0.63
NEVP,04Apr2022,Pacific,N,"82,480","92,908","74,526","-18,382","5,371","42,883",0,2,107,"15,510",750,"9,903",,"-3,058","22,351","-5,560","-22,172","-6,812","-3,131",2.31,0.91,2.19,"5,622","17,710",2,175,"23,509","10,426","6,935","27,000","74,526","92,908",0.70,0.64
NEVP,05Apr2022,Pacific,N,"92,193","95,202","77,622","-17,580","5,444","42,083",0,0,113,"18,987",833,"10,162",,"-2,487","27,116","-5,419","-24,514","-8,298","-3,978",2.31,0.91,,"5,713","17,412",0,200,"23,325","11,479","8,283","26,521","77,622","95,202",0.66,0.61
NEVP,06Apr2022,Pacific,N,"87,019","89,044","78,182","-10,862","5,436","40,701",0,0,120,"19,810","1,435","10,680",,"-2,139","30,429","-5,006","-22,342","-10,236","-1,568",2.32,0.91,,"5,711","16,865",0,213,"22,789","12,377","9,391","25,775","78,182","89,044",0.64,0.64
NEVP,07Apr2022,Pacific,N,"90,213","90,381","76,572","-13,809","4,432","41,715",0,0,120,"19,889",361,"10,055",,"-2,891","28,963","-5,720","-21,918","-10,573","-1,670",2.32,0.91,,"4,656","17,271",0,203,"22,129","12,903","8,815","26,216","76,572","90,381",0.64,0.64
NEVP,08Apr2022,Pacific,N,"91,846","94,154","80,288","-13,866","6,729","44,884",0,0,120,"18,955",486,"9,114",,"-2,655","30,708","-7,882","-21,388","-13,436",787,2.31,0.91,,"7,059","18,513",0,191,"25,763","13,514","10,254","29,023","80,288","94,154",0.71,0.68
NEVP,09Apr2022,Pacific,N,"91,395","94,225","77,291","-16,934","5,528","39,864",0,0,120,"18,608","1,192","11,979",,"-3,168","29,437","-6,145","-24,184","-10,698","-2,176",2.32,0.91,,"5,810","16,489",0,212,"22,511","11,692","8,515","25,688","77,291","94,225",0.64,0.60
NEVP,10Apr2022,Pacific,N,"83,846","85,588","73,939","-11,649","5,412","39,028",0,0,120,"17,727",247,"11,405",,"-3,079","25,696","-3,406","-22,162","-7,624","-1,074",2.32,0.91,,"5,684","16,141",0,196,"22,022","11,318","8,038","25,302","73,939","85,588",0.66,0.65
NEVP,11Apr2022,Pacific,N,"88,366","87,445","72,824","-14,621","6,037","38,641",0,0,100,"15,976",728,"11,342",,"-3,271","26,448","-3,725","-24,798","-6,252","-3,023",2.31,0.91,,"6,332","15,941",0,187,"22,460","12,148","8,333","26,276","72,824","87,445",0.68,0.66
NEVP,12Apr2022,Pacific,N,"84,534","84,764","75,882","-8,882","5,505","39,182",0,0,81,"19,451",0,"11,663",,"-2,312","28,128","-3,205","-23,823","-5,283","-2,387",2.32,0.91,,"5,781","16,207",0,208,"22,196","10,577","8,306","24,467","75,882","84,764",0.64,0.64
NEVP,13Apr2022,Pacific,N,"85,291","85,539","78,360","-7,179","6,384","41,686",0,0,96,"18,512",64,"11,618",,"-2,104","26,883","-1,189","-23,754","-3,073","-3,942",2.31,0.91,,"6,699","17,213",0,202,"24,113","10,387","8,476","26,024","78,360","85,539",0.68,0.67
NEVP,14Apr2022,Pacific,N,"84,311","86,414","76,935","-9,479","6,029","40,619",0,0,114,"17,332","1,883","10,958",,"-2,124","23,608","-1,501","-22,797","-1,660","-5,005",2.31,0.91,,"6,327","16,779",0,202,"23,309","9,592","7,200","25,700","76,935","86,414",0.67,0.66
NEVP,15Apr2022,Pacific,N,"83,936","87,523","76,077","-11,446","5,749","39,343",0,0,136,"19,051",743,"11,055",,"-1,992","23,722","-1,149","-23,610","-3,109","-5,308",2.31,0.91,,"6,029","16,271",0,206,"22,507","10,753","7,262","25,998","76,077","87,523",0.65,0.65
NEVP,16Apr2022,Pacific,N,"81,203","85,845","72,765","-13,080","5,637","37,485",0,0,144,"17,495","1,150","10,854",,"-2,432","24,580","-2,026","-25,040","-3,437","-4,725",2.31,0.91,,"5,913","15,485",0,197,"21,596","10,701","7,411","24,886","72,765","85,845",0.65,0.64
NEVP,17Apr2022,Pacific,N,"84,099","86,799","76,377","-10,422","5,560","39,371",0,0,144,"20,053",515,"10,734",,"-3,034","26,426","-1,424","-23,736","-6,283","-2,371",2.31,0.91,,"5,821","16,232",0,209,"22,263","11,326","8,174","25,415","76,377","86,799",0.64,0.65
NEVP,18Apr2022,Pacific,N,"90,196","94,015","83,102","-10,913","5,861","47,663",0,0,149,"18,160","1,402","9,867",,"-3,560","26,242","-2,074","-23,974","-5,060","-2,487",2.31,0.91,,"6,146","19,729",0,197,"26,072","11,310","8,407","28,976","83,102","94,015",0.69,0.68
NEVP,19Apr2022,Pacific,N,"90,498","96,844","83,083","-13,761","5,668","49,167",0,0,168,"16,193","1,777","10,110",,"-3,828","24,486","-4,024","-22,181","-6,019","-2,195",2.32,0.92,,"5,957","20,411",0,188,"26,556","10,790","7,832","29,514","83,083","96,844",0.70,0.67
NEVP,20Apr2022,Pacific,N,"87,926","94,331","82,977","-11,354","5,472","45,747",0,0,168,"20,221","1,105","10,264",,"-2,421","22,720","-1,085","-21,277","-4,726","-4,565",2.32,0.91,,"5,747","18,939",0,212,"24,897","9,803","7,136","27,564","82,977","94,331",0.66,0.64
NEVP,21Apr2022,Pacific,N,"85,129","94,000","79,281","-14,719","5,788","42,209",0,0,168,"18,192","2,602","10,322",,"-3,100","23,746","-3,489","-22,346","-4,523","-5,007",2.31,0.91,,"6,075","17,482",0,208,"23,766","11,242","7,205","27,803","79,281","94,000",0.66,0.65
NEVP,22Apr2022,Pacific,N,"83,147","87,716","73,048","-14,668","5,275","43,013",0,0,168,"11,774","1,468","11,350",,"-2,249","22,011","-2,721","-21,794","-5,253","-4,662",2.32,0.91,,"5,542","17,821",0,165,"23,528","10,948","7,175","27,301","73,048","87,716",0.71,0.69
NEVP,23Apr2022,Pacific,N,"84,764","84,154","76,561","-7,593","7,892","36,235",0,0,168,"20,380",428,"11,458",,"-1,386","25,623","-1,302","-19,907","-7,260","-3,361",2.32,0.91,,"8,300","15,012",0,216,"23,528","10,590","8,444","25,674","76,561","84,154",0.68,0.67
NEVP,24Apr2022,Pacific,N,"84,764","84,045","76,795","-7,250","8,252","36,435",0,0,161,"20,321",389,"11,237",,"-1,467","25,520",481,"-22,127","-5,951","-3,706",2.32,0.91,,"8,674","15,079",0,214,"23,966","11,203","8,774","26,394","76,795","84,045",0.69,0.69
NEVP,25Apr2022,Pacific,N,"87,468","89,911","86,670","-3,241","8,314","47,681",0,0,168,"19,637",273,"10,597",,"-1,674","29,260",-508,"-20,125","-8,447","-1,747",2.32,0.91,,"8,736","19,682",0,204,"28,622","12,455","10,090","30,987","86,670","89,911",0.73,0.76
NEVP,26Apr2022,Pacific,N,"87,468","94,225","85,355","-8,870","8,524","49,792",0,0,156,"15,607","1,039","10,237",,-941,"25,919",0,"-22,548","-8,006","-3,294",2.32,0.91,,"8,958","20,552",0,180,"29,691","12,378","9,200","32,869","85,355","94,225",0.77,0.77
NEVP,27Apr2022,Pacific,N,"90,762","99,364","89,754","-9,610","9,530","48,032",0,0,156,"20,462","1,054","10,520",,-870,"21,402",0,"-16,197","-6,790","-7,155",2.32,0.91,,"10,027","19,875",0,214,"30,117","10,698","7,429","33,387","89,754","99,364",0.74,0.74
NEVP,28Apr2022,Pacific,N,"88,248","94,561","82,196","-12,365","8,633","42,075",0,0,157,"19,258","1,921","10,152",,"-1,116","22,557",0,"-18,231","-5,712","-9,863",2.32,0.91,,"9,070","17,429",0,210,"26,709","11,577","7,468","30,819","82,196","94,561",0.72,0.72
NEVP,29Apr2022,Pacific,N,"89,200","93,331","82,450","-10,881","8,745","41,598",0,0,168,"21,025",447,"10,467",,-495,"15,217",0,"-13,523","-7,964","-4,116",2.32,0.91,,"9,191","17,230",0,214,"26,635","9,072","5,903","29,804","82,450","93,331",0.71,0.70
NEVP,30Apr2022,Pacific,N,"88,990","94,129","79,753","-14,376","8,799","40,325",0,0,168,"19,563","1,047","9,851",,-613,"20,824",0,"-18,679","-7,328","-8,580",2.31,0.91,,"9,236","16,652",0,204,"26,092","11,434","7,007","30,519","79,753","94,129",0.72,0.71
NEVP,01May2022,Pacific,N,"88,733","92,668","82,097","-10,571","8,491","41,178",0,0,152,"20,714",993,"10,569",,-426,"23,118",0,"-18,520","-7,444","-7,299",2.31,0.91,,"8,902","17,015",0,216,"26,133","10,737","7,759","29,111","82,097","92,668",0.70,0.69
NEVP,02May2022,Pacific,N,"90,332","96,140","82,733","-13,407","7,829","42,623",0,0,143,"20,022","1,809","10,307",,"-2,300","24,606",0,"-18,039","-10,592","-7,082",2.32,0.91,,"8,221","17,592",0,215,"26,029","12,120","8,024","30,125","82,733","96,140",0.69,0.69
NEVP,03May2022,Pacific,N,"88,099","93,567","84,212","-9,355","8,576","42,594",0,0,144,"20,596","1,114","11,188",,"-1,091","25,371",0,"-17,605","-10,327","-5,703",2.31,0.91,,"9,000","17,525",0,220,"26,745","11,420","8,453","29,712","84,212","93,567",0.70,0.70
NEVP,04May2022,Pacific,N,"92,201","94,859","85,174","-9,685","8,439","43,859",0,0,124,"21,774",412,"10,566",,"-1,542","26,297",0,"-17,682","-9,834","-6,924",2.31,0.91,,"8,852","18,050",0,219,"27,121","13,042","8,983","31,180","85,174","94,859",0.70,0.72
NEVP,05May2022,Pacific,N,"96,833","103,198","88,070","-15,128","8,635","48,871",0,0,122,"17,116","3,127","10,199",,"-2,225","23,643",0,"-18,910","-10,499","-7,137",2.31,0.91,,"9,056","20,124",0,204,"29,384","12,154","8,019","33,518","88,070","103,198",0.74,0.72
NEVP,06May2022,Pacific,N,"101,209","110,303","91,971","-18,332","9,196","51,463",0,0,135,"20,322","1,316","9,539",,-831,"22,666",0,"-19,793","-11,044","-9,330",2.31,0.91,,"9,630","21,204",0,209,"31,043","12,404","7,695","35,752","91,971","110,303",0.74,0.71
NEVP,07May2022,Pacific,N,"96,911","106,387","89,082","-17,305","8,823","48,437",0,0,168,"20,204","1,155","10,295",,"-1,645","23,459",0,"-19,877","-10,831","-8,411",2.31,0.91,,"9,251","20,019",0,212,"29,482","11,938","7,874","33,546","89,082","106,387",0.73,0.70
NEVP,08May2022,Pacific,N,"83,815","92,902","83,230","-9,672","8,607","41,689",0,0,168,"19,333","1,593","11,840",,"-1,874","23,315",0,"-17,430","-8,022","-5,661",2.31,0.91,,"9,012","17,207",0,219,"26,438","10,198","7,710","28,927","83,230","92,902",0.70,0.69
NEVP,09May2022,Pacific,N,"83,855","89,946","83,150","-6,796","8,623","40,889",0,0,151,"20,526","1,009","11,952",,"-2,024","23,938",0,"-15,172","-10,440","-3,098",2.31,0.91,,"9,035","16,849",0,224,"26,108","9,628","7,676","28,060","83,150","89,946",0.69,0.69
NEVP,10May2022,Pacific,N,"84,030","89,502","80,846","-8,656","9,588","41,006",0,0,162,"16,204","1,562","12,324",,"-1,626","22,136",0,"-17,184","-6,251","-5,731",2.31,0.91,,"10,038","16,881",0,202,"27,121","9,264","7,459","28,927","80,846","89,502",0.74,0.71
NEVP,11May2022,Pacific,N,"85,240","87,613","81,273","-6,340","8,544","38,533",0,0,178,"20,319","1,471","12,228",,"-1,549","26,112",0,"-16,116","-9,339","-5,448",2.31,0.91,,"8,949","15,867",0,228,"25,044","10,806","8,287","27,562","81,273","87,613",0.68,0.69
NEVP,12May2022,Pacific,N,"87,904","90,377","79,740","-10,637","8,559","39,468",0,2,190,"19,177",109,"12,235",,"-1,632","26,476",0,"-18,140","-11,738","-5,603",2.31,0.91,2.18,"8,970","16,269",2,211,"25,452","12,090","8,641","28,902","79,740","90,377",0.70,0.71
NEVP,13May2022,Pacific,N,"95,423","96,716","85,437","-11,279","8,554","43,887",0,0,208,"21,726",321,"10,741",,"-2,149","27,280",0,"-19,748","-11,449","-5,213",2.31,0.91,,"8,951","18,033",0,220,"27,204","10,567","8,481","29,290","85,437","96,716",0.70,0.67
NEVP,14May2022,Pacific,N,"97,800","103,862","94,725","-9,137","8,789","53,567",0,0,216,"21,855",308,"9,990",,"-1,291","30,419",0,"-21,936","-12,029","-4,300",2.30,0.91,,"9,181","22,025",0,216,"31,422","12,424","10,036","33,809","94,725","103,862",0.73,0.72
NEVP,15May2022,Pacific,N,"106,031","109,287","93,449","-15,838","8,398","54,864",0,0,216,"19,906",819,"9,246",,"-1,957","27,782",0,"-26,502","-9,145","-6,016",2.31,0.91,,"8,787","22,627",0,201,"31,615","13,219","9,417","35,417","93,449","109,287",0.75,0.71
NEVP,16May2022,Pacific,N,"110,039","119,514","98,052","-21,462","9,294","57,999",0,0,216,"20,462",322,"9,759",,"-1,859","19,747",0,"-24,166","-4,647","-10,537",2.31,0.91,,"9,723","23,882",0,205,"33,811","9,773","6,642","36,942","98,052","119,514",0.76,0.68
NEVP,17May2022,Pacific,N,"105,739","119,537","96,442","-23,095","8,720","54,813",0,0,216,"21,338","1,434","9,921",,"-1,175","21,880",0,"-25,635","-4,927","-13,238",2.31,0.91,,"9,132","22,626",0,219,"31,978","12,158","7,331","36,805","96,442","119,537",0.73,0.68
NEVP,18May2022,Pacific,N,"113,654","119,828","96,871","-22,957","8,745","57,936",0,0,216,"21,168",150,"8,656",,"-1,361","22,838",0,"-27,157","-5,826","-11,451",2.31,0.91,,"9,149","23,812",0,201,"33,162","11,895","7,491","37,565","96,871","119,828",0.75,0.69
NEVP,19May2022,Pacific,N,"115,641","123,889","99,727","-24,162","8,451","60,312",0,0,215,"19,579","1,763","9,407",,"-2,552","24,520",0,"-27,593","-6,566","-11,971",2.31,0.91,,"8,866","24,882",0,206,"33,954","10,488","7,671","36,771","99,727","123,889",0.75,0.65
NEVP,20May2022,Pacific,N,"93,055","102,442","88,881","-13,561","8,846","45,728",0,0,216,"20,784","1,744","11,563",,-892,"25,112",0,"-23,672","-7,191","-6,918",2.32,0.91,,"9,294","18,869",0,229,"28,392","9,950","7,880","30,461","88,881","102,442",0.70,0.66
NEVP,21May2022,Pacific,N,"90,216","95,386","85,277","-10,109","6,621","43,844",0,0,216,"22,070",229,"12,297",,-889,"25,262",0,"-22,768","-7,266","-4,448",2.31,0.91,,"6,950","18,132",0,232,"25,313","10,998","8,322","27,989","85,277","95,386",0.65,0.65
NEVP,22May2022,Pacific,N,"102,057","103,144","84,554","-18,590","6,225","44,869",0,0,216,"21,197",983,"11,064",,-721,"22,155",0,"-24,356","-8,695","-6,973",2.31,0.91,,"6,521","18,567",0,223,"25,310","12,180","7,267","30,224","84,554","103,144",0.66,0.65
NEVP,23May2022,Pacific,N,"110,231","109,064","93,397","-15,667","6,321","53,801",0,0,216,"21,503",783,"10,773",,"-1,988","24,094",0,"-22,086","-9,268","-6,419",2.31,0.91,,"6,613","22,268",0,222,"29,103","12,365","7,835","33,632","93,397","109,064",0.69,0.68
NEVP,24May2022,Pacific,N,"104,146","110,090","95,993","-14,097","5,653","57,076",0,0,215,"21,978",421,"10,650",,"-1,280","27,135",0,"-24,270","-8,260","-7,422",2.31,0.91,,"5,919","23,644",0,222,"29,785","13,479","8,817","34,447","95,993","110,090",0.68,0.69
NEVP,25May2022,Pacific,N,"113,868","119,187","97,619","-21,568","5,724","60,573",0,0,216,"21,552",203,"9,351",,"-1,001","22,036",0,"-26,461","-6,891","-9,251",2.31,0.91,,"6,001","25,105",0,209,"31,315","12,942","7,112","37,146","97,619","119,187",0.71,0.69
NEVP,26May2022,Pacific,N,"112,220","127,647","103,084","-24,563","6,442","65,203",0,0,216,"19,538","1,854","9,831",,"-1,429","25,876","-1,956","-27,625","-8,890","-10,539",2.31,0.91,,"6,744","26,944",0,209,"33,897","15,039","8,429","40,507","103,084","127,647",0.72,0.70
