BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,BPAT,CISO,IPCO,LDWP,PACE,WALC,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
NEVP,27May2022,Pacific,N,"115,568","125,529","98,012","-27,517","6,319","63,533",0,0,206,"16,521","1,582","9,851",,"-1,066","20,805","-4,192","-25,573","-5,835","-11,656",2.31,0.91,,"6,608","26,273",0,188,"33,069","12,449","6,745","38,772","98,012","125,529",0.74,0.68
NEVP,28May2022,Pacific,N,"106,316","115,729","89,338","-26,391","4,742","54,947",0,0,181,"18,797",474,"10,197",,-364,"16,761","-4,418","-23,197","-5,447","-9,726",2.31,0.91,,"4,966","22,750",0,197,"27,913","10,506","5,283","33,136","89,338","115,729",0.69,0.63
NEVP,29May2022,Pacific,N,"92,590","102,201","87,649","-14,552","7,814","46,453",0,0,168,"20,990",869,"11,355",,692,"20,044","-2,765","-21,904","-4,930","-5,689",2.31,0.91,,"8,188","19,212",0,222,"27,623","7,678","6,389","28,911","87,649","102,201",0.69,0.62
NEVP,30May2022,Pacific,N,"91,755","98,407","83,626","-14,781","7,858","41,418",0,0,168,"21,799",426,"11,957",,-109,"21,781","-2,119","-21,521","-7,576","-5,237",2.31,0.91,,"8,247","17,127",0,229,"25,603","8,692","6,730","27,565","83,626","98,407",0.67,0.62
NEVP,31May2022,Pacific,N,"98,972","103,589","93,800","-9,789","8,508","50,352",0,0,168,"22,739","1,188","10,845",,-275,"24,990",496,"-21,159","-9,079","-4,762",2.31,0.91,,"8,926","20,792",0,233,"29,951","11,539","8,705","32,785","93,800","103,589",0.70,0.70
NEVP,01Jun2022,Pacific,N,"103,901","109,509","78,890","-30,619","8,217","39,417",0,0,168,"22,574",391,"8,123",,-30,"19,685",-960,"-29,216","-10,201","-9,897",2.31,0.91,,"8,607","16,294",0,208,"25,109","15,857","6,564","34,402","78,890","109,509",0.70,0.69
NEVP,02Jun2022,Pacific,N,"110,991","116,708","84,060","-32,648","9,408","45,655",0,0,168,"19,981",254,"8,594",,60,"19,714","-1,215","-30,418","-11,213","-9,576",2.30,0.91,,"9,830","18,842",0,193,"28,865","16,680","6,809","38,736","84,060","116,708",0.76,0.73
NEVP,03Jun2022,Pacific,N,"111,080","124,078","89,364","-34,714","9,745","49,618",0,0,168,"20,206",290,"9,337",,-840,"17,206",-819,"-28,078","-9,378","-12,805",2.30,0.91,,"10,173","20,492",0,200,"30,865","13,929","5,879","38,915","89,364","124,078",0.76,0.69
NEVP,04Jun2022,Pacific,N,"109,824","117,070","82,629","-34,441","8,826","47,702",0,0,168,"15,669","1,286","8,978",,"-1,933","16,100","-1,244","-29,111","-5,737","-12,516",2.30,0.91,,"9,205","19,735",0,174,"29,114","12,427","5,510","36,030","82,629","117,070",0.78,0.68
NEVP,05Jun2022,Pacific,N,"111,633","121,316","87,657","-33,659","8,395","49,716",0,0,168,"19,634",220,"9,524",,-977,"15,473","-1,636","-28,632","-6,043","-11,844",2.30,0.91,,"8,769","20,585",0,197,"29,552","11,192","5,129","35,615","87,657","121,316",0.74,0.65
NEVP,06Jun2022,Pacific,N,"117,538","132,077","97,534","-34,543","6,668","57,812",0,0,168,"22,081",358,"10,447",,"-1,370","18,504","-4,011","-26,649","-9,847","-11,170",2.30,0.91,,"6,957","23,847",0,220,"31,023","12,291","5,581","37,734","97,534","132,077",0.70,0.63
NEVP,07Jun2022,Pacific,N,"130,199","137,572","96,834","-40,738","7,365","57,719",0,0,168,"21,322",570,"9,690",,-695,"19,092","-4,403","-30,076","-12,259","-12,397",2.30,0.91,,"7,685","23,794",0,211,"31,691","16,734","6,170","42,254","96,834","137,572",0.72,0.68
NEVP,08Jun2022,Pacific,N,"135,838","142,108","102,883","-39,225","7,823","64,579",0,3,168,"19,907",802,"9,601",,"-2,009","17,592","-3,272","-30,523","-6,873","-14,140",2.30,0.91,2.15,"8,167","26,664",3,203,"35,037","13,721","5,716","43,042","102,883","142,108",0.75,0.67
NEVP,09Jun2022,Pacific,N,"135,872","144,736","105,151","-39,585","7,737","69,427",0,0,168,"18,895",524,"8,400",,"-2,074","18,478","-4,421","-29,531","-9,352","-12,685",2.30,0.91,,"8,077","28,631",0,186,"36,895","15,862","6,070","46,687","105,151","144,736",0.77,0.71
NEVP,10Jun2022,Pacific,N,"147,545","148,605","109,855","-38,750","7,457","72,207",0,0,168,"21,002",923,"8,098",,"-2,146","15,956","-3,921","-28,595","-6,928","-13,116",2.30,0.91,,"7,779","29,724",0,201,"37,704","12,616","4,985","45,335","109,855","148,605",0.76,0.67
NEVP,11Jun2022,Pacific,N,"145,272","149,562","110,106","-39,457","7,133","72,929",0,0,184,"20,981",777,"8,102",,"-2,059","16,006","-2,868","-27,611","-9,037","-13,888",2.30,0.91,,"7,442","30,057",0,200,"37,699","12,838","4,986","45,552","110,106","149,563",0.75,0.67
NEVP,12Jun2022,Pacific,N,"135,654","138,269","102,572","-35,698","7,119","65,297",0,0,192,"19,480","2,124","8,360",,"-3,725","18,047","-2,637","-27,137","-7,636","-12,610",2.30,0.91,,"7,439","26,945",0,201,"34,584","11,468","5,769","40,283","102,572","138,270",0.74,0.64
NEVP,13Jun2022,Pacific,N,"123,979","130,866","96,248","-34,618","7,400","55,440",0,0,192,"21,508","1,413","10,295",,"-2,648","19,255","-3,453","-26,021","-8,442","-13,309",2.31,0.91,,"7,753","22,920",0,223,"30,896","11,368","5,771","36,493","96,248","130,866",0.71,0.61
NEVP,14Jun2022,Pacific,N,"113,304","115,880","87,199","-28,681","8,178","46,252",0,0,192,"21,765",492,"10,320",,"-2,722","21,328","-3,291","-25,346","-9,325","-9,325",2.31,0.91,,"8,579","19,116",0,218,"27,913","9,469","5,940","31,442","87,199","115,880",0.71,0.60
NEVP,15Jun2022,Pacific,N,"126,345","123,247","96,738","-26,509","9,546","55,532",0,0,192,"21,630",497,"9,341",,"-1,553","20,689","-2,552","-25,022","-8,047","-10,024",2.31,0.91,,"10,006","22,938",0,211,"33,155","11,330","6,575","37,910","96,738","123,247",0.76,0.68
NEVP,16Jun2022,Pacific,N,"134,031","135,606","97,392","-38,214","10,161","55,731",0,0,192,"21,417","1,856","8,035",,"-1,800","17,866","-4,382","-28,324","-7,665","-13,909",2.31,0.91,,"10,635","22,972",0,210,"33,817","13,927","5,697","42,047","97,392","135,606",0.77,0.68
NEVP,17Jun2022,Pacific,N,"123,465","131,226","92,386","-38,840","4,754","57,466",0,0,192,"18,030","2,976","8,968",,"-1,878","17,163","-5,203","-27,170","-7,144","-14,608",2.31,0.91,,"4,976","23,690",0,201,"28,867","12,349","5,105","36,111","92,386","131,226",0.69,0.61
NEVP,18Jun2022,Pacific,N,"112,105","108,122","74,002","-34,120","4,861","39,425",0,0,192,"16,428","2,530","10,566",,"-2,399","14,346","-4,227","-28,031","-4,426","-9,383",2.30,0.91,,"5,079","16,242",0,198,"21,519","8,157","3,778","25,898","74,002","108,122",0.64,0.53
NEVP,19Jun2022,Pacific,N,"103,341","101,300","75,487","-25,813","4,981","38,853",0,0,192,"20,439",627,"10,395",,"-2,756","18,192","-3,099","-24,660","-5,979","-7,511",2.30,0.91,,"5,208","16,009",0,211,"21,427","8,175","4,884","24,719","75,487","101,300",0.63,0.54
NEVP,20Jun2022,Pacific,N,"102,284","111,956","89,958","-21,998","7,031","50,761",0,0,192,"21,271",405,"10,298",,"-1,613","21,860","-2,446","-23,758","-8,253","-7,788",2.31,0.91,,"7,355","20,922",0,214,"28,492","10,650","6,490","32,652","89,958","111,956",0.70,0.64
NEVP,21Jun2022,Pacific,N,"109,314","122,080","97,225","-24,855","9,610","54,644",0,0,192,"21,731","1,752","9,296",,"-2,063","24,715","-2,218","-25,333","-11,168","-8,788",2.31,0.91,,"10,052","22,479",0,220,"32,751","15,700","8,316","40,134","97,225","122,080",0.74,0.72
NEVP,22Jun2022,Pacific,N,"120,460","123,455","90,620","-32,835","10,134","60,606",0,0,185,"10,420",634,"8,641",,"-1,515","18,593","-2,310","-30,076","-7,248","-10,279",2.31,0.91,,"10,597","24,906",0,132,"35,635","15,296","6,747","44,184","90,620","123,455",0.87,0.79
NEVP,23Jun2022,Pacific,N,"117,092","129,892","94,751","-35,141","9,767","58,129",0,0,175,"17,195",749,"8,736",,"-1,906","18,355","-2,985","-28,437","-8,776","-11,392",2.31,0.91,,"10,225","23,948",0,179,"34,352","15,054","6,122","43,284","94,751","129,892",0.80,0.73
NEVP,24Jun2022,Pacific,N,"119,469","136,614","100,697","-35,917","9,578","61,578",0,0,146,"20,449",184,"8,762",,"-2,683","19,220","-2,886","-27,779","-8,551","-13,238",2.31,0.91,,"10,022","25,392",0,197,"35,610","14,970","6,314","44,266","100,697","136,614",0.78,0.71
NEVP,25Jun2022,Pacific,N,"124,638","137,151","100,508","-36,643","9,505","60,489",0,0,144,"20,519","1,444","8,407",,"-1,426","17,615","-2,874","-28,009","-7,486","-14,463",2.30,0.91,,"9,933","24,940",0,203,"35,077","18,606","6,407","47,275","100,508","137,151",0.77,0.76
NEVP,26Jun2022,Pacific,N,"125,863","142,982","107,754","-35,228","9,948","70,351",0,0,144,"18,565",635,"8,111",,"-1,444","22,352","-3,453","-29,012","-10,782","-12,889",2.30,0.91,,"10,392","29,069",0,183,"39,644","20,803","8,322","52,124","107,754","142,982",0.81,0.80
NEVP,27Jun2022,Pacific,N,"130,343","150,649","107,064","-43,586","11,136","67,887",0,0,144,"19,898",132,"7,867",,"-3,376","17,849","-2,287","-30,733","-8,128","-16,911",2.30,0.91,,"11,610","27,999",0,187,"39,796","18,913","6,294","52,414","107,064","150,650",0.82,0.77
NEVP,28Jun2022,Pacific,N,"146,815","153,155","111,759","-41,396","11,212","73,271",0,0,144,"18,067","1,103","7,962",,"-2,246","17,804","-1,783","-31,422","-7,512","-16,237",2.30,0.91,,"11,691","30,197",0,182,"42,069","15,954","6,152","51,872","111,759","153,155",0.83,0.75
NEVP,29Jun2022,Pacific,N,"142,243","154,525","118,468","-36,057","12,126","78,173",0,0,143,"18,447","1,326","8,253",,"-2,832","21,599","-2,771","-31,599","-5,988","-14,466",2.30,0.91,,"12,661","32,277",0,188,"45,126","14,315","7,362","52,079","118,468","154,525",0.84,0.74
NEVP,30Jun2022,Pacific,N,"133,138","149,192","120,851","-28,341","12,106","78,993",0,0,160,"20,144",880,"8,568",,"-2,459","23,752",-953,"-29,392","-6,624","-12,665",2.31,0.91,,"12,662","32,619",0,198,"45,479","14,579","8,445","51,613","120,851","149,192",0.83,0.76
NEVP,01Jul2022,Pacific,N,"135,419","143,472","111,767","-31,705","11,931","70,884",0,0,168,"18,794","1,318","8,672",,"-1,287","20,676","-1,718","-30,698","-5,039","-13,639",2.30,0.91,,"12,459","29,234",0,193,"41,886","14,104","7,353","48,637","111,767","143,472",0.83,0.75
NEVP,02Jul2022,Pacific,N,"133,134","139,271","101,508","-37,763","9,360","62,613",0,0,168,"18,626","2,129","8,612",,"-1,979","16,318","-3,416","-27,448","-6,151","-15,087",2.30,0.91,,"9,763","25,839",0,197,"35,799","14,084","5,779","44,104","101,508","139,271",0.78,0.70
NEVP,03Jul2022,Pacific,N,"132,835","127,958","93,196","-34,762","8,775","54,887",0,0,168,"18,038","2,330","8,998",,"-2,090","14,202","-3,998","-26,296","-3,591","-12,989",2.30,0.91,,"9,165","22,655",0,197,"32,016","10,009","4,665","37,360","93,196","127,958",0.76,0.64
NEVP,04Jul2022,Pacific,N,"133,003","126,221","97,291","-28,930","7,277","59,335",0,0,168,"19,051","2,192","9,268",,"-1,811","16,161","-2,603","-24,833","-3,926","-11,918",2.30,0.91,,"7,607","24,487",0,204,"32,298","10,304","5,284","37,318","97,291","126,221",0.73,0.65
NEVP,05Jul2022,Pacific,N,"132,932","133,936","103,587","-30,349","8,449","65,381",0,0,168,"18,557","2,136","8,896",,"-1,880","21,710","-2,699","-27,584","-7,349","-12,547",2.31,0.91,,"8,838","26,949",0,198,"35,985","15,024","7,290","43,719","103,587","133,936",0.77,0.72
NEVP,06Jul2022,Pacific,N,"130,655","137,255","103,945","-33,310","8,676","65,254",0,0,164,"19,135","2,205","8,511",,"-2,434","21,931","-4,187","-28,793","-7,843","-11,984",2.30,0.91,,"9,071","26,852",0,200,"36,123","16,374","7,530","44,967","103,945","137,255",0.77,0.72
NEVP,07Jul2022,Pacific,N,"134,230","141,457","111,072","-30,385","9,396","72,258",0,0,158,"19,130","1,664","8,466",,"-1,868","22,640","-2,470","-29,311","-6,875","-12,501",2.30,0.91,,"9,822","29,680",0,196,"39,697","15,639","7,935","47,402","111,072","141,457",0.79,0.74
NEVP,08Jul2022,Pacific,N,"135,763","143,644","109,914","-33,730","10,961","69,826",0,0,132,"18,837","1,885","8,273",,"-2,475","21,596","-2,528","-28,976","-7,850","-13,497",2.30,0.91,,"11,445","28,692",0,194,"40,330","15,645","7,607","48,368","109,914","143,644",0.81,0.74
NEVP,09Jul2022,Pacific,N,"139,921","144,922","110,718","-34,204","11,079","70,590",0,0,120,"18,628","1,910","8,391",,"-2,835","20,384","-2,102","-29,602","-7,939","-12,110",2.30,0.91,,"11,546","29,008",0,193,"40,748","14,902","7,169","48,481","110,718","144,922",0.81,0.74
NEVP,10Jul2022,Pacific,N,"143,511","149,900","114,563","-35,337","10,424","76,901",0,0,120,"18,457",441,"8,220",,"-3,178","19,320","-3,017","-28,465","-7,369","-12,628",2.30,0.91,,"10,866","31,643",0,181,"42,691","15,364","6,938","51,116","114,563","149,900",0.82,0.75
NEVP,11Jul2022,Pacific,N,"152,684","162,781","126,985","-35,796","11,345","86,100",0,0,120,"20,695",885,"7,840",,"-2,138","18,892","-1,174","-31,372","-6,032","-13,972",2.30,0.91,,"11,843","35,427",0,197,"47,467","16,405","6,810","57,061","126,985","162,781",0.82,0.77
NEVP,12Jul2022,Pacific,N,"155,149","166,166","122,583","-43,583","12,716","82,599",0,0,120,"19,441",331,"7,376",,"-3,008","16,047","-2,403","-33,503","-5,188","-15,528",2.30,0.91,,"13,286","33,986",0,182,"47,454","16,943","5,837","58,560","122,583","166,166",0.85,0.78
NEVP,13Jul2022,Pacific,N,"159,306","167,675","125,335","-42,340","12,774","86,024",0,0,120,"17,976","1,107","7,334",,"-2,409","14,176","-1,984","-31,262","-4,904","-15,957",2.30,0.91,,"13,349","35,381",0,177,"48,906","15,560","5,101","59,365","125,335","167,675",0.86,0.78
NEVP,14Jul2022,Pacific,N,"154,684","156,970","116,362","-40,608","12,229","81,382",0,0,120,"13,756","1,117","7,758",,"-2,583","14,260","-2,383","-32,355","-4,015","-13,532",2.31,0.91,,"12,791","33,496",0,152,"46,438","14,742","5,249","55,932","116,362","156,970",0.88,0.79
NEVP,15Jul2022,Pacific,N,"155,300","151,236","114,267","-36,969","11,189","75,717",0,0,120,"18,305","1,006","7,930",,"-2,348","17,328","-4,188","-28,976","-7,859","-10,926",2.30,0.91,,"11,691","31,148",0,182,"43,021","16,261","6,218","53,063","114,267","151,236",0.83,0.77
NEVP,16Jul2022,Pacific,N,"156,697","158,477","119,151","-39,326","11,583","80,328",0,0,120,"19,249",230,"7,641",,"-2,856","16,879","-2,601","-29,752","-8,606","-12,390",2.30,0.91,,"12,099","33,051",0,181,"45,331","17,420","6,130","56,621","119,151","158,477",0.84,0.79
NEVP,17Jul2022,Pacific,N,"158,355","157,516","120,407","-37,109","10,701","85,346",0,0,120,"15,662",865,"7,713",,"-3,118","16,598","-2,455","-29,509","-6,143","-12,482",2.30,0.91,,"11,169","35,055",0,162,"46,386","15,672","6,019","56,039","120,407","157,516",0.85,0.78
NEVP,18Jul2022,Pacific,N,"158,663","154,383","118,587","-35,796","10,562","86,408",0,0,120,"13,142","1,005","7,350",,"-2,570","18,394","-4,272","-30,155","-5,849","-11,344",2.30,0.91,,"11,039","35,514",0,144,"46,697","16,146","6,756","56,088","118,587","154,383",0.87,0.80
NEVP,19Jul2022,Pacific,N,"151,126","161,674","120,446","-41,228","13,293","80,787",0,0,120,"17,555",910,"7,781",,"-2,358","14,003","-3,775","-28,788","-9,620","-10,690",2.31,0.91,,"13,907","33,222",0,176,"47,304","18,726","5,466","60,564","120,446","161,674",0.87,0.83
NEVP,20Jul2022,Pacific,N,"149,662","165,182","126,003","-39,179","12,752","86,319",0,2,120,"18,363",308,"8,139",,"-1,967","11,972","-3,285","-27,631","-7,279","-10,989",2.31,0.91,2.20,"13,333","35,460",2,179,"48,975","17,209","4,699","61,484","126,003","165,182",0.86,0.82
NEVP,21Jul2022,Pacific,N,"155,411","166,628","127,881","-38,747","12,426","87,128",0,0,120,"19,920",413,"7,874",,"-1,977","14,329","-3,046","-29,598","-4,957","-13,498",2.31,0.91,,"12,994","35,784",0,189,"48,966","15,687","5,187","59,466","127,881","166,628",0.84,0.79
NEVP,22Jul2022,Pacific,N,"157,883","162,100","118,075","-44,025","11,273","81,378",0,0,120,"16,452",919,"7,933",,"-1,747","14,168","-3,163","-31,443","-7,757","-14,083",2.31,0.91,,"11,795","33,480",0,169,"45,444","18,047","5,244","58,246","118,075","162,100",0.85,0.79
NEVP,23Jul2022,Pacific,N,"154,634","147,793","109,694","-38,099","10,676","76,399",0,0,120,"13,754",846,"7,899",,"-1,241","16,579","-2,884","-31,629","-7,399","-11,525",2.31,0.91,,"11,176","31,511",0,151,"42,838","17,708","6,261","54,285","109,694","147,793",0.86,0.81
NEVP,24Jul2022,Pacific,N,"150,998","153,294","112,905","-40,389","9,994","73,729",0,0,120,"20,128","1,061","7,873",,"-1,737","16,279","-2,860","-29,388","-8,345","-14,338",2.31,0.91,,"10,459","30,364",0,194,"41,017","18,810","6,014","53,813","112,905","153,294",0.80,0.77
NEVP,25Jul2022,Pacific,N,"148,067","144,526","109,033","-35,493","10,530","78,604",0,0,120,"11,311",968,"7,500",,"-1,937","19,282","-2,467","-31,468","-8,230","-10,673",2.31,0.91,,"11,026","32,366",0,133,"43,525","19,999","7,608","55,916","109,033","144,526",0.88,0.85
NEVP,26Jul2022,Pacific,N,"143,638","140,917","105,983","-34,934","10,495","73,781",0,0,120,"13,508",472,"7,607",,"-1,932","20,376","-2,727","-31,975","-6,760","-11,916",2.31,0.91,,"10,980","30,361",0,145,"41,486","20,417","7,979","53,923","105,983","140,917",0.86,0.84
NEVP,27Jul2022,Pacific,N,"143,792","147,809","111,917","-35,892","10,465","77,964",0,0,120,"15,290",772,"7,306",,"-2,270","18,925","-2,617","-31,438","-7,409","-11,083",2.31,0.91,,"10,951","32,041",0,156,"43,149","19,875","7,420","55,604","111,917","147,809",0.85,0.83
NEVP,28Jul2022,Pacific,N,"140,303","145,680","114,501","-31,179","10,690","76,329",0,0,132,"19,447",581,"7,322",,"-2,233","19,277","-1,880","-29,650","-5,648","-11,045",2.31,0.91,,"11,189","31,398",0,183,"42,770","17,756","7,567","52,959","114,501","145,680",0.82,0.80
NEVP,29Jul2022,Pacific,N,"140,768","141,654","113,959","-27,695","10,709","77,791",0,0,142,"17,830",242,"7,245",,"-2,801","21,890","-2,306","-28,905","-5,454","-10,119",2.31,0.91,,"11,205","31,993",0,170,"43,368","17,043","8,302","52,108","113,959","141,654",0.84,0.81
NEVP,30Jul2022,Pacific,N,"138,997","138,979","109,737","-29,242","10,661","74,977",0,0,143,"16,060",531,"7,365",,"-2,173","22,856","-2,852","-29,038","-10,317","-7,718",2.31,0.91,,"11,149","30,835",0,161,"42,144","20,043","8,969","53,218","109,737","138,979",0.85,0.84
NEVP,31Jul2022,Pacific,N,"141,289","133,797","105,304","-28,493","10,602","75,288",0,0,143,"9,778","1,387","8,106",,"-1,894","23,159","-3,209","-29,612","-9,653","-7,284",2.31,0.91,,"11,089","31,017",0,129,"42,236","20,214","9,365","53,085","105,304","133,797",0.88,0.87
NEVP,01Aug2022,Pacific,N,"141,123","136,883","103,945","-32,938","10,727","71,588",0,0,128,"12,321",963,"8,218",,"-2,911","21,552","-3,426","-29,812","-9,323","-9,018",2.31,0.91,,"11,223","29,488",0,144,"40,855","19,394","8,440","51,810","103,945","136,883",0.87,0.83
NEVP,02Aug2022,Pacific,N,"133,170","148,385","111,307","-37,078","11,725","72,498",0,0,120,"17,810",440,"8,714",,"-2,094","20,310","-4,355","-28,794","-11,041","-11,104",2.31,0.91,,"12,281","29,877",0,180,"42,338","20,315","7,823","54,830","111,307","148,385",0.84,0.81
NEVP,03Aug2022,Pacific,N,"135,116","154,754","110,550","-44,204","11,002","73,884",0,0,120,"16,881",394,"8,269",,"-3,263","18,143","-4,226","-32,153","-9,676","-13,029",2.31,0.91,,"11,516","30,402",0,171,"42,089","22,673","6,920","57,841","110,550","154,754",0.84,0.82
NEVP,04Aug2022,Pacific,N,"136,854","139,807","100,855","-38,952","12,443","70,079",0,0,120,"9,515",636,"8,062",,"-2,970","17,454","-3,278","-31,910","-8,415","-9,833",2.31,0.91,,"13,033","28,826",0,122,"41,981","19,986","6,935","55,032","100,855","139,807",0.92,0.87
NEVP,05Aug2022,Pacific,N,"132,710","133,078","100,236","-32,842","11,041","66,380",0,0,120,"12,625","1,350","8,720",,"-1,364","20,614","-3,784","-29,210","-9,935","-9,163",2.31,0.91,,"11,558","27,337",0,152,"39,047","19,560","8,030","50,576","100,236","133,078",0.86,0.84
NEVP,06Aug2022,Pacific,N,"125,858","141,020","98,661","-42,359","10,848","58,297",0,0,120,"19,825",597,"8,974",,-853,"15,467","-3,181","-30,773","-11,069","-11,950",2.31,0.91,,"11,354","24,053",0,197,"35,604","21,410","5,978","51,036","98,661","141,020",0.80,0.80
NEVP,07Aug2022,Pacific,N,"131,663","146,662","108,276","-38,386","11,926","67,826",0,0,120,"19,773",317,"8,314",,"-2,665","18,801","-2,639","-29,613","-11,386","-10,884",2.31,0.91,,"12,472","27,938",0,190,"40,600","22,649","7,467","55,783","108,276","146,662",0.83,0.84
NEVP,08Aug2022,Pacific,N,"136,286","150,645","108,552","-42,093","11,360","72,891",0,0,119,"15,762",159,"8,261",,"-2,490","17,981","-1,866","-32,034","-9,939","-13,745",2.31,0.91,,"11,877","29,980",0,162,"42,019","23,232","7,188","58,064","108,552","150,645",0.85,0.85
NEVP,09Aug2022,Pacific,N,"132,138","142,345","102,352","-39,993","10,910","72,240",0,3,120,"10,247",521,"8,311",,"-2,337","19,352","-3,050","-32,225","-8,277","-13,456",2.30,0.91,2.18,"11,400","29,704",3,128,"41,236","22,812","7,780","56,267","102,352","142,345",0.89,0.87
NEVP,10Aug2022,Pacific,N,"128,598","139,552","107,586","-31,966","10,297","73,947",0,0,120,"14,481",377,"8,364",,"-1,660","20,641","-2,793","-29,827","-8,666","-9,661",2.30,0.91,,"10,760","30,389",0,155,"41,304","19,561","8,045","52,820","107,586","139,552",0.85,0.83
NEVP,11Aug2022,Pacific,N,"132,318","144,116","107,357","-36,759","12,054","67,705",0,0,120,"18,712",133,"8,633",,"-1,286","18,426","-3,468","-30,354","-9,493","-10,584",2.30,0.91,,"12,591","27,875",0,184,"40,650","20,530","7,336","53,843","107,357","144,116",0.83,0.82
NEVP,12Aug2022,Pacific,N,"131,918","135,888","104,266","-31,622","12,646","67,459",0,0,120,"15,224",429,"8,388",,"-1,880","19,443","-2,221","-30,306","-8,546","-8,112",2.30,0.91,,"13,204","27,792",0,161,"41,157","18,950","8,054","52,053","104,266","135,888",0.87,0.84
NEVP,13Aug2022,Pacific,N,"128,040","127,848","95,380","-32,468","11,365","62,021",0,0,120,"12,814",506,"8,554",,"-1,484","19,151","-2,468","-30,999","-8,904","-7,764",2.30,0.91,,"11,862","25,494",0,147,"37,502","18,938","7,622","48,819","95,380","127,848",0.87,0.84
